sequence,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcB0gB/qBF?nBTrBmrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBTgB/rBF?nB0qBmrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBlgBUiB/?qBOrBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8Jez6IvhF+gBxcB/mBU?iBlqBywB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBUiB/qBF?mBzrBmqB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeWAJvhFxcB/mBUiBT?gBlqBywB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBlgBUiB2?qBzrBXrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBTlB/rBF?nB0qBmrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8Jez6IvhFXdBilBFnB5?lB0rBOrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeG7IvhFxcBalB8lBF?nBXrBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBOlB8lBF?nBXrBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFXdB2lBFnBx?qBzqB0rB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeR7IvhFCdBUgBVnBe?rB3lBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcB/qBUmBF?nBmqBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC9IvhFRgBVnB3gBe?rBUlBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhF0cBTgBFnBx?qBerBXsB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeR7IvhFCdB3gBVnBe?rBUlBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeG7IvhFxcBylBFnBU?lBXrBzrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBTgBlhB2?rB0qBXsB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JefAJvhFzgBFnBxqB6?rBOsB0qB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JefAJvhFTcBFnBxqBU?rB6qBOsB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhF0cBlgB/qBx?mBOsBTrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JefAJvhF8gBCdBVnB2?rBTlBRwB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JeC7IvhFxcBlgBUiB/?qBmrBTrB,v115@zgA8GeC8FeE8FeD8EeF8DeC8Jez6IvhFfhBFnBxqB0?qB6rBOsB,v115@zgA8GeC8FeE8FeD8EeF8DeC8JefAJvhF0bBFnBxqBz?qB6rBOsB
IOSLZTJ,O,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
IOSLZJT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
IOSJTZL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOSJLTZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSJLZT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSJZTL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
IOSJZLT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSZTLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
IOSZTJL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOSZLTJ,O,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
IOSZLJT,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSZJLT,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
IOZTLSJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZTJLS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
IOZTSLJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
IOZTSJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
IOZLTJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOZLTSJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZLJST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
IOZLSTJ,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IOZLSJT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJTLS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJTSL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJLST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
IOZJSTL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IOZJSLT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
IOZSTLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
IOZSTJL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOZSLTJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IOZSLJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSJTL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZSJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
LTIJSOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X
LTIJZSO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
LTIJZOS,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LTIJOSZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LTIJOZS,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LTISJZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X
LTISJOZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
LTISZJO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,X,O,O,X,X
LTISZOJ,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
LTISOJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O
LTISOZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O
LTIZJSO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
LTIZJOS,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LTIZSJO,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X
LTIZSOJ,O,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X
LTIZOJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTIZOSJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LTIOJSZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X
LTIOJZS,X,X,O,O,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
LTIOSJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O
LTIOSZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LTIOZJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LTJISZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
LTJISOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X
LTJIZSO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
LTJIZOS,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJIOSZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTJIOZS,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTJSIZO,O,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
LTJSIOZ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
LTJSZIO,O,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LTJSZOI,O,X,X,O,X,O,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LTJSOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTJSOZI,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTJZISO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LTJZIOS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSIJZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X
LTSIJOZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,O,X,X
LTSIZJO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,X,X
LTSIZOJ,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,O,X,X
LTSIOJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,O
LTSIOZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O
LTSJIZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,O,O,O,X,X
LTSJIOZ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X
LTSJZIO,O,X,O,O,X,O,X,X,O,O,O,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X
LTSJZOI,O,X,O,O,X,O,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
LTSJOIZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LTSJOZI,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LTSZIJO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X
LTSZIOJ,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
LTSZJIO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
LTSZJOI,O,X,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LTSZOIJ,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
LTSZOJI,O,O,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
LTSOIJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X
LTSOIZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
LTSOJIZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X
LTSOJZI,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LTSOZIJ,O,X,O,O,O,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
LTSOZJI,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
LTZIJSO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
LTZIJOS,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LTZISJO,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
LTZISOJ,O,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZIOJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZIOSJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
LTZJIOS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJSIO,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZJSOI,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZJOIS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJOSI,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
LTZSIOJ,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZSJIO,O,O,X,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,O,X,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOJSI,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZOSIJ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LTOIJZS,X,X,O,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTOISJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTOISZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LTOJISZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJIZS,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,X,O,X,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LTOSIZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOSJIZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTOSJZI,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LTOSZIJ,O,X,O,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOSZJI,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOZIJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
LITJSOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X
LITJZSO,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
LITJZOS,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LITJOSZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LITJOZS,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LITSJZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X
LITSJOZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
LITSZJO,O,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,X,O,O,X,X
LITSZOJ,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
LITSOJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O
LITSOZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O
LITZJSO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
LITZJOS,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LITZSJO,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X
LITZSOJ,O,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X
LITZOJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LITZOSJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LITOJSZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X
LITOJZS,X,X,O,O,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
LITOSJZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O
LITOSZJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LITOZJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIJTSZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X
LIJTSOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
LIJTZSO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
LIJTZOS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJTOSZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJTOZS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJSTZO,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
LIJSTOZ,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIJSZTO,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
LIJSZOT,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSOTZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSOZT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZTSO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LIJZTOS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LIJZSTO,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LIJZSOT,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJZOTS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJOTSZ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJOSZT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJOZTS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISTJZO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X
LISTJOZ,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,X,X
LISTZJO,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,X,X
