sequence,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhFXcBTdBOkB8kBSm?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBGdBKkBzfB3h?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeO/IvhF6hBTdBRgB0gB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gB+hBTdBifB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFCbBTdB8kBGhBXh?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhF8gBGdBzfB3hBCl?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFufBTdBcmBXlBll?BCrB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBSiBmfB3hBTk?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFlbB+hBTdBClBfl?B8qB,v115@7gB8HeB8FeD8EeH8AeF8JeG8IvhFTdB/kBxlBFlB8q?BipB
JOZILST,O,X,X,O,O,X,X,X,O,X
JOZISTL,O,X,X,O,X,X,O,X,X,X
JOZISLT,O,X,X,O,O,X,O,X,X,X
JOZLTIS,O,X,X,X,O,X,X,O,X,X
JOZLTSI,O,X,X,X,O,X,X,O,X,X
JOZLITS,O,X,X,X,O,X,X,X,O,X
JOZLIST,O,X,X,O,O,X,X,X,O,X
JOZLSTI,O,X,X,O,X,X,X,X,X,X
JOZLSIT,O,X,X,O,O,X,X,X,X,X
JOZSTIL,O,X,X,O,X,X,O,X,X,X
JOZSTLI,O,X,X,O,X,X,X,X,X,X
JOZSITL,O,X,X,O,X,X,O,X,X,X
JOZSILT,O,X,X,O,O,X,O,X,X,X
JOZSLTI,O,X,X,O,X,X,X,X,X,X
JOZSLIT,O,X,X,O,O,X,O,X,X,X
STILJZO,X,O,O,O,X,O,X,X,X,X
STILJOZ,X,O,O,O,X,O,X,X,X,X
STILZJO,X,O,O,O,X,O,X,X,X,X
STILZOJ,X,O,O,O,X,O,X,X,X,X
STILOJZ,X,O,O,O,X,O,X,X,X,X
STILOZJ,X,O,O,O,X,O,X,X,X,X
STIJLZO,X,O,O,O,X,O,X,X,X,X
STIJLOZ,X,O,O,O,X,O,X,X,X,X
STIJZLO,X,O,O,O,O,O,O,X,X,O
STIJZOL,X,O,O,O,O,O,O,X,X,O
STIJOLZ,X,X,O,O,X,O,X,X,X,X
STIJOZL,X,X,O,O,O,O,O,X,X,O
STIZLJO,X,O,O,O,O,O,X,X,X,O
STIZLOJ,X,O,O,O,O,O,X,X,X,O
STIZJLO,X,O,O,O,O,O,O,X,X,O
STIZJOL,X,O,O,O,O,O,O,X,X,O
STIZOLJ,X,X,O,X,O,O,X,X,X,O
STIZOJL,X,O,O,O,O,O,O,X,X,O
STIOLJZ,X,X,O,O,X,O,X,X,X,X
STIOLZJ,X,X,O,X,X,O,X,X,X,X
STIOJLZ,X,X,O,O,X,O,X,X,X,X
STIOJZL,X,X,O,O,O,O,O,X,X,O
STIOZLJ,X,X,O,X,O,O,X,X,X,O
STIOZJL,X,X,O,X,O,O,O,X,X,O
STLIJZO,X,O,O,O,X,O,X,X,X,X
STLIJOZ,O,O,O,O,X,O,X,X,X,X
STLIZJO,O,O,O,O,X,O,X,X,X,X
STLIZOJ,O,O,O,O,X,O,X,X,X,X
STLIOJZ,O,O,O,O,X,O,X,X,X,X
STLIOZJ,O,O,O,O,X,O,X,X,X,X
STLJIZO,X,O,O,O,X,O,X,O,X,X
STLJIOZ,O,O,O,O,X,O,X,X,X,X
STLJZIO,O,O,O,O,X,O,X,O,X,X
STLJZOI,O,O,O,O,X,O,X,O,X,X
STLJOIZ,O,O,O,O,X,O,X,X,X,X
STLJOZI,O,O,O,O,X,O,X,X,X,X
STLZIJO,O,O,O,O,X,O,X,X,X,X
STLZIOJ,O,O,O,O,X,O,X,X,X,X
STLZJIO,O,O,O,O,X,O,X,O,X,X
STLZJOI,O,O,O,O,X,O,X,O,X,X
STLZOIJ,O,O,O,O,X,O,X,X,X,X
STLZOJI,O,O,O,O,X,O,X,O,X,X
STLOIJZ,O,O,O,O,X,O,X,X,X,X
STLOIZJ,O,O,O,O,X,O,X,X,X,X
STLOJIZ,O,O,O,O,X,O,X,O,X,X
STLOJZI,O,O,O,O,X,O,X,O,X,X
STLOZIJ,O,O,O,O,X,O,X,X,X,X
STLOZJI,O,O,O,O,X,O,X,O,X,X
STJILZO,X,O,O,O,X,O,X,O,X,X
STJILOZ,X,O,O,O,X,O,X,X,X,X
STJIZLO,X,O,O,O,O,O,O,O,X,X
STJIZOL,X,O,O,O,O,O,O,X,X,X
STJIOLZ,X,X,O,O,X,O,X,X,X,X
STJIOZL,X,X,O,O,O,O,O,X,X,X
STJLIZO,X,O,O,O,X,O,X,O,X,X
STJLIOZ,X,O,O,O,X,O,X,X,X,X
STJLZIO,X,O,O,O,X,O,X,O,X,X
STJLZOI,X,O,O,O,X,O,X,O,X,X
STJLOIZ,X,O,O,O,X,O,X,X,X,X
STJLOZI,X,O,O,O,X,O,X,X,X,X
STJZILO,X,O,O,O,O,O,O,O,X,X
STJZIOL,X,O,O,O,O,O,O,X,X,X
STJZLIO,X,O,O,O,O,O,X,O,X,X
STJZLOI,X,O,O,O,O,O,X,O,X,X
STJZOIL,X,O,O,O,O,O,O,X,X,X
STJZOLI,X,O,O,O,O,O,X,X,X,X
STJOILZ,X,X,O,O,X,O,X,X,X,X
STJOIZL,X,X,O,O,O,O,O,X,X,X
STJOLIZ,X,O,O,O,X,O,X,X,X,X
STJOLZI,X,O,O,O,X,O,X,X,X,X
STJOZIL,X,O,O,O,O,O,O,X,X,X
STJOZLI,X,O,O,O,O,O,X,X,X,X
STZILJO,O,O,O,O,O,O,X,X,X,X
STZILOJ,O,O,O,O,O,O,X,X,X,X
STZIJLO,X,O,O,O,O,O,O,X,X,X
STZIJOL,X,O,O,O,O,O,O,X,X,X
STZIOLJ,O,X,O,X,O,O,X,X,X,X
STZIOJL,X,O,O,O,O,O,O,X,X,X
STZLIJO,O,O,O,O,O,O,X,X,X,X
STZLIOJ,O,O,O,O,O,O,X,X,X,X
STZLJIO,O,O,O,O,O,O,X,O,X,X
STZLJOI,O,O,O,O,O,O,X,O,X,X
STZLOIJ,O,O,O,O,O,O,X,X,X,X
STZLOJI,O,O,O,O,O,O,X,O,X,X
STZJILO,O,O,O,O,O,O,O,O,X,X
STZJIOL,O,O,O,O,O,O,O,X,X,X
STZJLIO,O,O,O,O,O,O,X,O,X,X
STZJLOI,O,O,O,O,O,O,X,O,X,X
STZJOIL,O,O,O,O,O,O,O,X,X,X
STZJOLI,O,O,O,O,O,O,X,X,X,X
STZOILJ,O,X,O,X,O,O,X,X,X,X
STZOIJL,X,O,O,O,O,O,O,X,X,X
STZOLIJ,O,O,O,O,O,O,X,X,X,X
STZOLJI,O,O,O,O,O,O,X,O,X,X
STZOJIL,O,O,O,O,O,O,O,O,X,X
STZOJLI,O,O,O,O,O,O,X,O,X,X
STOILJZ,X,X,O,O,X,O,X,X,X,X
STOILZJ,X,X,O,X,X,O,X,X,X,X
STOIJLZ,X,X,O,O,X,O,X,X,X,X
STOIJZL,X,X,O,O,O,O,O,X,X,O
STOIZLJ,X,X,O,X,O,O,X,X,X,O
STOIZJL,X,X,O,X,O,O,O,X,X,O
STOLIJZ,O,O,O,O,X,O,X,X,X,X
STOLIZJ,O,O,O,O,X,O,X,X,X,X
STOLJIZ,O,O,O,O,X,O,X,O,X,X
STOLJZI,O,O,O,O,X,O,X,O,X,X
STOLZIJ,O,O,O,O,X,O,X,X,X,X
STOLZJI,O,O,O,O,X,O,X,O,X,X
STOJILZ,X,X,O,O,X,O,X,O,X,X
STOJIZL,X,X,O,O,O,O,O,O,X,X
STOJLIZ,X,O,O,O,X,O,X,O,X,X
STOJLZI,X,O,O,O,X,O,X,O,X,X
STOJZIL,X,O,O,O,O,O,O,O,X,X
STOJZLI,X,O,O,O,O,O,X,O,X,X
STOZILJ,O,X,O,X,O,O,X,X,X,X
STOZIJL,X,O,O,O,O,O,O,X,X,X
STOZLIJ,O,O,O,O,O,O,X,X,X,X
STOZLJI,O,O,O,O,O,O,X,O,X,X
STOZJIL,O,O,O,O,O,O,O,O,X,X
STOZJLI,O,O,O,O,O,O,X,O,X,X
SITLJZO,X,O,O,O,X,O,X,X,X,X
SITLJOZ,X,O,O,O,X,O,X,X,X,X
SITLZJO,X,O,O,O,X,O,X,X,X,X
SITLZOJ,X,O,O,O,X,O,X,X,X,X
SITLOJZ,X,O,O,O,X,O,X,X,X,X
SITLOZJ,X,O,O,O,X,O,X,X,X,X
SITJLZO,X,O,O,O,X,O,X,X,X,X
SITJLOZ,X,O,O,O,X,O,X,X,X,X
SITJZLO,X,O,O,O,O,O,O,X,X,O
SITJZOL,X,O,O,O,O,O,O,X,X,O
SITJOLZ,X,X,O,O,X,O,X,X,X,X
SITJOZL,X,X,O,O,O,O,O,X,X,O
SITZLJO,X,O,O,O,O,O,X,X,X,O
SITZLOJ,X,O,O,O,O,O,X,X,X,O
SITZJLO,X,O,O,O,O,O,O,X,X,O
SITZJOL,X,O,O,O,O,O,O,X,X,O
SITZOLJ,X,X,O,X,O,O,X,X,X,O
SITZOJL,X,O,O,O,O,O,O,X,X,O
SITOLJZ,X,X,O,O,X,O,X,X,X,X
SITOLZJ,X,X,O,X,X,O,X,X,X,X
SITOJLZ,X,X,O,O,X,O,X,X,X,X
SITOJZL,X,X,O,O,O,O,O,X,X,O
SITOZLJ,X,X,O,X,O,O,X,X,X,O
SITOZJL,X,X,O,X,O,O,O,X,X,O
SILTJZO,X,O,O,O,X,O,X,X,X,X
SILTJOZ,X,O,O,O,X,O,X,X,X,X
SILTZJO,X,O,O,O,X,O,X,X,X,X
SILTZOJ,X,O,O,O,X,O,X,X,X,X
SILTOJZ,X,O,O,O,X,O,X,X,X,X
SILTOZJ,X,O,O,O,X,O,X,X,X,X
SILJTZO,X,O,O,O,X,O,X,X,O,X
SILJTOZ,X,O,O,X,X,O,X,X,O,X
SILJZTO,X,O,X,O,X,O,O,X,O,O
SILJZOT,X,O,O,O,X,X,O,X,O,O
SILJOTZ,X,X,O,X,X,X,X,X,O,X
SILJOZT,X,O,O,O,X,X,O,X,O,O
SILZTJO,X,O,X,O,X,O,X,X,X,O
SILZTOJ,X,X,X,O,X,O,X,X,X,O
SILZJTO,X,O,X,X,X,O,O,X,X,O
SILZJOT,X,O,O,X,X,X,O,X,X,O
SILZOTJ,X,O,X,X,X,X,X,X,X,O
SILZOJT,X,O,O,X,X,X,O,X,X,O
SILOTJZ,X,X,O,O,X,X,X,X,X,X
SILOTZJ,X,X,O,O,X,X,X,X,X,X
SILOJTZ,X,X,O,X,X,X,X,X,O,X
SILOJZT,X,O,O,O,X,X,O,X,O,O
SILOZTJ,X,O,X,X,X,X,X,X,X,O
SILOZJT,X,O,O,X,X,X,O,X,X,O
SIJTLZO,X,O,O,X,X,O,X,X,X,X
SIJTLOZ,X,O,O,X,X,O,X,X,X,X
SIJTZLO,X,O,O,X,O,O,O,X,X,O
SIJTZOL,X,O,O,X,O,O,O,X,X,O
SIJTOLZ,X,X,O,X,X,O,X,X,X,X
SIJTOZL,X,X,O,X,O,O,O,X,X,O
SIJLTZO,X,O,O,X,X,O,X,X,O,X
SIJLTOZ,X,O,O,X,X,O,X,X,O,X
SIJLZTO,X,O,X,O,X,O,O,X,O,O
SIJLZOT,X,O,O,O,X,X,O,X,O,O
SIJLOTZ,X,X,O,X,X,X,X,X,O,X
SIJLOZT,X,O,O,O,X,X,O,X,O,O
SIJZTLO,X,O,X,X,X,O,O,X,X,O
SIJZTOL,X,X,X,O,X,O,O,X,X,O
SIJZLTO,X,O,X,O,X,O,O,X,X,O
SIJZLOT,X,O,O,O,O,X,O,X,X,O
SIJZOTL,X,X,X,O,X,O,O,X,X,O
SIJZOLT,X,O,O,O,O,X,O,X,X,O
SIJOTLZ,X,X,O,X,X,O,X,X,X,X
SIJOTZL,X,X,O,X,O,O,O,X,X,O
SIJOLTZ,X,X,O,X,X,X,X,X,O,X
SIJOLZT,X,X,O,O,X,X,O,X,O,O
SIJOZTL,X,X,X,O,X,O,O,X,X,O
SIJOZLT,X,X,O,O,O,X,O,X,X,O
SIZTLJO,X,X,X,X,O,O,X,X,X,O
SIZTLOJ,X,X,X,X,O,O,X,X,X,O
SIZTJLO,X,O,X,X,O,O,O,X,X,O
SIZTJOL,X,X,X,X,O,O,O,X,X,O
SIZTOLJ,X,X,X,X,O,O,X,X,X,O
SIZTOJL,X,X,X,X,O,O,O,X,X,O
SIZLTJO,X,O,X,X,O,O,X,X,X,O
SIZLTOJ,X,X,X,X,O,O,X,X,X,O
SIZLJTO,X,O,X,X,X,O,O,X,X,O
SIZLJOT,X,O,O,X,O,X,O,X,X,O
SIZLOTJ,X,O,X,X,O,X,X,X,X,O
SIZLOJT,X,O,O,X,O,X,O,X,X,O
SIZJTLO,X,O,X,X,X,O,O,X,X,O
SIZJTOL,X,X,X,X,X,O,O,X,X,O
SIZJLTO,X,O,X,X,X,O,O,X,X,O
SIZJLOT,X,O,O,X,O,X,O,X,X,O
SIZJOTL,X,X,X,X,X,O,O,X,X,O
SIZJOLT,X,O,O,X,O,X,O,X,X,O
SIZOTLJ,X,X,X,X,O,O,X,X,X,O
SIZOTJL,X,X,X,X,O,O,O,X,X,O
SIZOLTJ,X,X,X,X,O,X,X,X,X,O
SIZOLJT,X,X,O,X,O,X,O,X,X,O
SIZOJTL,X,X,X,X,X,O,O,X,X,O
SIZOJLT,X,O,O,X,O,X,O,X,X,O
SIOTLJZ,X,X,O,O,X,O,X,X,X,X
SIOTLZJ,X,X,O,X,X,O,X,X,X,X
SIOTJLZ,X,X,O,O,X,O,X,X,X,X
SIOTJZL,X,X,O,O,O,O,O,X,X,O
SIOTZLJ,X,X,O,X,O,O,X,X,X,O
SIOTZJL,X,X,O,X,O,O,O,X,X,O
SIOLTJZ,X,X,O,O,X,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X,X,X,X
SIOLJTZ,X,X,O,X,X,X,X,X,O,X
SIOLJZT,X,X,O,O,X,X,O,X,O,O
SIOLZTJ,X,X,X,X,X,X,X,X,X,O
SIOLZJT,X,X,O,X,X,X,O,X,X,O
SIOJTLZ,X,X,O,X,X,O,X,X,X,X
SIOJTZL,X,X,O,X,O,O,O,X,X,O
SIOJLTZ,X,X,O,X,X,X,X,X,O,X
SIOJLZT,X,X,O,O,X,X,O,X,O,O
SIOJZTL,X,X,X,O,X,O,O,X,X,O
SIOJZLT,X,X,O,O,O,X,O,X,X,O
SIOZTLJ,X,X,X,X,O,O,X,X,X,O
SIOZTJL,X,X,X,X,O,O,O,X,X,O
SIOZLTJ,X,X,X,X,O,X,X,X,X,O
SIOZLJT,X,X,O,X,O,X,O,X,X,O
SIOZJTL,X,X,X,X,X,O,O,X,X,O
SIOZJLT,X,X,O,X,O,X,O,X,X,O
SLTIJZO,X,O,O,O,X,O,X,X,X,X
SLTIJOZ,X,O,O,O,X,O,X,X,X,X
SLTIZJO,X,O,O,O,X,O,X,X,X,X
SLTIZOJ,X,O,O,O,X,O,X,X,X,X
SLTIOJZ,X,O,O,O,X,O,X,X,X,X
SLTIOZJ,O,O,O,O,X,O,X,X,X,X
SLTJIZO,X,O,O,O,X,O,X,O,X,X
SLTJIOZ,X,O,O,O,X,O,X,X,X,X
SLTJZIO,X,O,O,O,X,O,X,O,X,X
SLTJZOI,X,O,O,O,X,O,X,O,X,X
SLTJOIZ,X,O,O,O,X,O,X,X,X,X
SLTJOZI,X,O,O,O,X,O,X,X,X,X
SLTZIJO,X,O,O,O,X,O,X,X,X,X
SLTZIOJ,O,O,O,O,X,O,X,X,X,X
SLTZJIO,O,O,O,O,X,O,X,O,X,X
SLTZJOI,O,O,O,O,X,O,X,O,X,X
SLTZOIJ,O,O,O,O,X,O,X,X,X,X
SLTZOJI,O,O,O,O,X,O,X,O,X,X
SLTOIJZ,X,O,O,O,X,O,X,X,X,X
SLTOIZJ,O,O,O,O,X,O,X,X,X,X
SLTOJIZ,X,O,O,O,X,O,X,O,X,X
SLTOJZI,X,O,O,O,X,O,X,O,X,X
SLTOZIJ,O,O,O,O,X,O,X,X,X,X
SLTOZJI,O,O,O,O,X,O,X,O,X,X
SLITJZO,X,O,O,O,X,O,X,X,X,X
SLITJOZ,X,O,O,O,X,O,X,X,X,X
SLITZJO,X,O,O,O,X,O,X,X,X,X
SLITZOJ,X,O,O,O,X,O,X,X,X,X
SLITOJZ,X,O,O,O,X,O,X,X,X,X
SLITOZJ,O,O,O,O,X,O,X,X,X,X
SLIJTZO,X,O,O,O,X,O,X,X,O,X
SLIJTOZ,X,O,O,X,X,O,X,X,O,X
SLIJZTO,X,O,X,O,X,O,O,X,O,O
SLIJZOT,X,O,O,O,X,X,O,X,O,O
SLIJOTZ,X,X,O,X,X,X,X,X,O,X
SLIJOZT,O,O,O,O,X,X,O,X,O,O
SLIZTJO,X,O,X,O,X,O,X,X,X,O
SLIZTOJ,O,X,X,O,X,O,X,X,X,O
SLIZJTO,O,O,X,X,X,O,O,X,X,O
SLIZJOT,O,O,O,X,X,X,O,X,X,O
SLIZOTJ,O,O,X,X,X,X,X,X,X,O
SLIZOJT,O,O,O,X,X,X,O,X,X,O
SLIOTJZ,X,X,O,O,X,X,X,X,X,X
SLIOTZJ,O,O,O,O,X,X,X,X,X,X
SLIOJTZ,X,X,O,X,X,X,X,X,O,X
SLIOJZT,O,O,O,O,X,X,O,X,O,O
SLIOZTJ,O,O,X,X,X,X,X,X,X,O
SLIOZJT,O,O,O,X,X,X,O,X,X,O
SLJTIZO,X,O,O,O,X,O,X,X,X,X
SLJTIOZ,X,O,O,O,X,O,X,X,X,X
SLJTZIO,X,O,O,O,X,O,X,X,X,X
SLJTZOI,X,O,O,O,X,O,X,X,X,X
SLJTOIZ,X,O,O,O,X,O,X,X,X,X
SLJTOZI,X,O,O,O,X,O,X,X,X,X
SLJITZO,X,O,O,O,X,O,X,X,O,X
SLJITOZ,X,O,O,X,X,O,X,X,O,X
SLJIZTO,X,O,X,O,X,O,O,X,O,X
SLJIZOT,X,O,O,O,X,X,O,X,O,X
SLJIOTZ,X,X,O,X,X,X,X,X,O,X
SLJIOZT,O,O,O,O,X,X,O,X,O,X
SLJZTIO,O,O,O,O,X,X,X,X,X,X
SLJZTOI,O,O,O,O,X,X,X,X,X,X
SLJZITO,O,O,X,O,X,O,O,X,X,X
SLJZIOT,O,O,O,O,X,X,O,X,X,X
SLJZOTI,O,O,O,O,X,X,X,X,X,X
SLJZOIT,O,O,O,O,X,X,O,X,X,X
SLJOTIZ,X,O,O,O,X,X,X,X,X,X
SLJOTZI,X,O,O,O,X,X,X,X,X,X
SLJOITZ,X,X,O,X,X,X,X,X,O,X
SLJOIZT,O,O,O,O,X,X,O,X,O,X
SLJOZTI,O,O,O,O,X,X,X,X,X,X
SLJOZIT,O,O,O,O,X,X,O,X,X,X
SLZTIJO,X,O,O,O,X,X,X,X,X,X
SLZTIOJ,O,O,O,O,X,X,X,X,X,X
SLZTJIO,O,O,O,O,X,X,X,X,X,X
SLZTJOI,O,O,O,O,X,X,X,X,X,X
SLZTOIJ,O,O,O,O,X,X,X,X,X,X
SLZTOJI,O,O,O,O,X,X,X,X,X,X
SLZITJO,X,O,X,O,X,O,X,X,X,X
SLZITOJ,O,X,X,O,X,O,X,X,X,X
SLZIJTO,O,O,X,X,X,O,O,X,X,X
SLZIJOT,O,O,O,X,X,X,O,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X,X,X
SLZIOJT,O,O,O,X,X,X,O,X,X,X
SLZJTIO,O,O,O,O,X,X,X,X,X,X
SLZJTOI,O,O,O,O,X,X,X,X,X,X
SLZJITO,O,O,X,O,X,O,O,X,X,X
SLZJIOT,O,O,O,O,X,X,O,X,X,X
SLZJOTI,O,O,O,O,X,X,X,X,X,X
SLZJOIT,O,O,O,O,X,X,O,X,X,X
SLZOTIJ,O,O,O,X,X,X,X,X,X,X
SLZOTJI,O,O,O,O,X,X,X,X,X,X
SLZOITJ,O,O,X,X,X,X,X,X,X,X
SLZOIJT,O,O,O,X,X,X,O,X,X,X
SLZOJTI,O,O,O,O,X,X,X,X,X,X
SLZOJIT,O,O,O,O,X,X,O,X,X,X
SLOTIJZ,X,O,O,O,X,X,X,X,X,X
SLOTIZJ,O,O,O,O,X,X,X,X,X,X
SLOTJIZ,X,O,O,O,X,X,X,O,X,X
SLOTJZI,X,O,O,O,X,X,X,O,X,X
SLOTZIJ,O,O,O,O,X,X,X,X,X,X
SLOTZJI,O,O,O,O,X,X,X,O,X,X
SLOITJZ,X,X,O,O,X,X,X,X,X,X
SLOITZJ,O,O,O,O,X,X,X,X,X,X
SLOIJTZ,X,X,O,X,X,X,X,X,O,X
SLOIJZT,O,O,O,O,X,X,O,X,O,O
SLOIZTJ,O,O,X,X,X,X,X,X,X,O
SLOIZJT,O,O,O,X,X,X,O,X,X,O
SLOJTIZ,X,O,O,O,X,X,X,O,X,X
SLOJTZI,X,O,O,O,X,X,X,O,X,X
SLOJITZ,X,X,O,X,X,X,X,X,O,X
SLOJIZT,O,O,O,O,X,X,O,X,O,X
SLOJZTI,O,O,O,O,X,X,X,X,X,X
SLOJZIT,O,O,O,O,X,X,O,X,X,X
SLOZTIJ,O,O,O,X,X,X,X,X,X,X
SLOZTJI,O,O,O,O,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,X,X,X,O,X,X,X
SLOZJTI,O,O,O,O,X,X,X,X,X,X
SLOZJIT,O,O,O,O,X,X,O,X,X,X
SJTILZO,X,O,O,O,X,O,X,X,X,X
SJTILOZ,X,O,O,O,X,O,X,X,X,X
SJTIZLO,X,O,O,O,O,O,O,X,X,X
SJTIZOL,X,O,O,O,O,O,O,X,X,X
SJTIOLZ,X,X,O,O,X,O,X,X,X,X
SJTIOZL,X,X,O,O,O,O,O,X,X,X
SJTLIZO,X,O,O,O,X,O,X,X,X,X
SJTLIOZ,X,O,O,O,X,O,X,X,X,X
SJTLZIO,X,O,O,O,X,O,X,X,X,X
SJTLZOI,X,O,O,O,X,O,X,X,X,X
SJTLOIZ,X,O,O,O,X,O,X,X,X,X
SJTLOZI,X,O,O,O,X,O,X,X,X,X
SJTZILO,X,O,O,O,O,O,O,X,X,X
SJTZIOL,X,O,O,O,O,O,O,X,X,X
SJTZLIO,X,O,O,O,O,O,X,X,X,X
SJTZLOI,X,O,O,O,O,O,X,X,X,X
SJTZOIL,X,O,O,O,O,O,O,X,X,X
SJTZOLI,X,O,O,O,O,O,X,X,X,X
SJTOILZ,X,X,O,O,X,O,X,X,X,X
SJTOIZL,X,X,O,O,O,O,O,X,X,X
SJTOLIZ,X,O,O,O,X,O,X,X,X,X
SJTOLZI,X,O,O,O,X,O,X,X,X,X
SJTOZIL,X,O,O,O,O,O,O,X,X,X
SJTOZLI,X,O,O,O,O,O,X,X,X,X
SJITLZO,X,O,O,X,X,O,X,X,X,X
SJITLOZ,X,O,O,X,X,O,X,X,X,X
SJITZLO,X,O,O,X,O,O,O,X,X,O
SJITZOL,X,O,O,X,O,O,O,X,X,O
SJITOLZ,X,X,O,X,X,O,X,X,X,X
SJITOZL,X,X,O,X,O,O,O,X,X,O
SJILTZO,X,O,O,X,X,O,X,X,O,X
SJILTOZ,X,O,O,X,X,O,X,X,O,X
SJILZTO,X,O,X,O,X,O,O,X,O,O
SJILZOT,X,O,O,O,X,X,O,X,O,O
SJILOTZ,X,X,O,X,X,X,X,X,O,X
SJILOZT,X,O,O,O,X,X,O,X,O,O
SJIZTLO,O,O,X,X,X,O,O,X,X,O
SJIZTOL,O,X,X,O,X,O,O,X,X,O
SJIZLTO,O,O,X,O,X,O,O,X,X,O
SJIZLOT,O,O,O,O,O,X,O,X,X,O
SJIZOTL,O,X,X,O,X,O,O,X,X,O
SJIZOLT,O,O,O,O,O,X,O,X,X,O
SJIOTLZ,X,X,O,X,X,O,X,X,X,X
SJIOTZL,X,X,O,X,O,O,O,X,X,O
SJIOLTZ,X,X,O,X,X,X,X,X,O,X
SJIOLZT,X,X,O,O,X,X,O,X,O,O
SJIOZTL,O,X,X,O,X,O,O,X,X,O
SJIOZLT,O,X,O,O,O,X,O,X,X,O
SJLTIZO,X,O,O,O,X,O,X,X,X,X
SJLTIOZ,X,O,O,O,X,O,X,X,X,X
SJLTZIO,X,O,O,O,X,O,X,X,X,X
SJLTZOI,X,O,O,O,X,O,X,X,X,X
SJLTOIZ,X,O,O,O,X,O,X,X,X,X
SJLTOZI,X,O,O,O,X,O,X,X,X,X
SJLITZO,X,O,O,O,X,O,X,X,O,X
SJLITOZ,X,O,O,X,X,O,X,X,O,X
SJLIZTO,X,O,X,O,X,O,O,X,O,X
SJLIZOT,X,O,O,O,X,X,O,X,O,X
SJLIOTZ,X,X,O,X,X,X,X,X,O,X
SJLIOZT,X,O,O,O,X,X,O,X,O,X
SJLZTIO,O,O,O,O,X,X,X,X,X,X
SJLZTOI,O,O,O,O,X,X,X,X,X,X
SJLZITO,O,O,X,O,X,O,O,X,X,X
SJLZIOT,O,O,O,O,X,X,O,X,X,X
SJLZOTI,O,O,O,O,X,X,X,X,X,X
SJLZOIT,O,O,O,O,X,X,O,X,X,X
SJLOTIZ,X,O,O,O,X,X,X,X,X,X
SJLOTZI,X,O,O,O,X,X,X,X,X,X
SJLOITZ,X,X,O,X,X,X,X,X,O,X
SJLOIZT,X,O,O,O,X,X,O,X,O,X
SJLOZTI,O,O,O,O,X,X,X,X,X,X
SJLOZIT,O,O,O,O,X,X,O,X,X,X
SJZTILO,O,O,O,X,X,O,O,X,X,X
SJZTIOL,O,O,O,O,X,O,O,X,X,X
SJZTLIO,O,O,O,O,X,O,X,X,X,X
SJZTLOI,O,O,O,O,X,O,X,X,X,X
SJZTOIL,O,O,O,O,X,O,O,X,X,X
SJZTOLI,O,O,O,O,X,O,X,X,X,X
SJZITLO,O,O,X,X,X,O,O,X,X,X
SJZITOL,O,X,X,O,X,O,O,X,X,X
SJZILTO,O,O,X,O,X,O,O,X,X,X
SJZILOT,O,O,O,O,O,X,O,X,X,X
SJZIOTL,O,X,X,O,X,O,O,X,X,X
SJZIOLT,O,O,O,O,O,X,O,X,X,X
SJZLTIO,O,O,O,O,X,X,X,X,X,X
SJZLTOI,O,O,O,O,X,X,X,X,X,X
SJZLITO,O,O,X,O,X,O,O,X,X,X
SJZLIOT,O,O,O,O,O,X,O,X,X,X
SJZLOTI,O,O,O,O,X,X,X,X,X,X
SJZLOIT,O,O,O,O,O,X,O,X,X,X
SJZOTIL,O,X,O,O,X,X,O,X,X,X
SJZOTLI,O,X,O,O,X,X,X,X,X,X
SJZOITL,O,X,X,O,X,O,O,X,X,X
SJZOILT,O,O,O,O,O,X,O,X,X,X
SJZOLTI,O,O,O,O,X,X,X,X,X,X
SJZOLIT,O,O,O,O,O,X,O,X,X,X
SJOTILZ,X,X,O,O,X,O,X,X,X,X
SJOTIZL,X,X,O,O,O,O,O,X,X,X
SJOTLIZ,X,O,O,O,X,O,X,X,X,X
SJOTLZI,X,O,O,O,X,O,X,X,X,X
SJOTZIL,X,O,O,O,O,O,O,X,X,X
SJOTZLI,X,O,O,O,O,O,X,X,X,X
SJOITLZ,X,X,O,X,X,O,X,X,X,X
SJOITZL,X,X,O,X,O,O,O,X,X,O
SJOILTZ,X,X,O,X,X,X,X,X,O,X
SJOILZT,X,X,O,O,X,X,O,X,O,O
SJOIZTL,O,X,X,O,X,O,O,X,X,O
SJOIZLT,O,X,O,O,O,X,O,X,X,O
SJOLTIZ,X,O,O,O,X,X,X,X,X,X
