sequence,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcBlgB3hBaqBGr?B0qB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhF2gBFdB5mBUlBar?B3qB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcB3hBFlBCrBOq?BUrB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxbBXdBFlB8qB+r?BiqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcB3hBFlBGrBiq?B0qB,v115@7gB8GeD8EeF8DeF8DeD8Jei6IvhFfhBxcBzfBumBcq?BVwB,v115@7gB8GeD8EeF8DeF8DeD8Je//IvhFUbBahBFdB5mBmq?BTqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcBUhBFlBCrBOq?B3rB,v115@7gB8GeD8EeF8DeF8DeD8Je//IvhF1gBxcBumBUgBKr?BTqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFfhBxcBumBFlBUr?BKqB,v115@7gB8GeD8EeF8DeF8DeD8Jex6IvhFXdBUhBFlBCrBmp?BTrB,v115@7gB8GeD8EeF8DeF8DeD8Je37IvhF0fBlhBzlBmkBCn?BxvB
JLZISOT,O,O,X,X,X,X,O,X,O,X,X,X
JLZIOTS,X,O,X,X,X,X,O,X,O,X,X,X
JLZIOST,O,O,X,X,X,X,O,X,O,X,X,X
JLZSTIO,O,X,X,O,X,X,O,X,O,O,O,X
JLZSTOI,O,X,X,O,X,X,O,X,O,O,O,X
JLZSITO,O,O,X,O,X,X,O,X,O,O,X,X
JLZSIOT,O,O,X,O,X,X,O,X,O,X,X,X
JLZSOTI,O,X,X,O,X,X,O,X,O,X,X,X
JLZSOIT,O,O,X,O,X,X,O,X,O,X,X,X
JLZOTIS,X,O,X,O,X,X,X,X,O,X,X,X
JLZOTSI,O,X,X,O,X,X,X,X,O,X,X,X
JLZOITS,X,O,X,X,X,X,X,X,O,X,X,X
JLZOIST,O,O,X,X,X,X,X,X,O,X,X,X
JLZOSTI,O,X,X,O,X,X,X,X,O,X,X,X
JLZOSIT,O,O,X,O,X,X,X,X,O,X,X,X
JLOTISZ,O,X,X,X,X,X,X,X,O,X,X,X
JLOTIZS,X,X,X,X,X,X,X,X,O,X,X,X
JLOTSIZ,O,X,O,X,O,O,X,X,O,X,X,X
JLOTSZI,O,X,O,X,O,X,O,X,O,X,X,X
JLOTZIS,X,O,X,X,X,X,X,O,O,X,X,X
JLOTZSI,O,X,X,X,X,O,X,O,O,X,X,X
JLOITSZ,O,X,X,X,X,X,O,X,O,X,X,X
JLOITZS,X,O,X,X,X,X,O,X,O,X,X,X
JLOISTZ,O,X,O,X,O,X,O,X,O,X,X,X
JLOISZT,O,X,X,X,X,X,O,X,O,X,X,X
JLOIZTS,X,O,X,X,X,X,O,X,O,X,X,X
JLOIZST,O,O,X,X,X,X,O,X,O,X,X,X
JLOSTIZ,O,X,O,X,O,X,X,X,O,X,X,X
JLOSTZI,O,X,O,X,O,X,O,X,O,X,X,X
JLOSITZ,O,X,O,X,O,X,O,X,O,X,X,X
JLOSIZT,O,X,X,O,X,X,O,X,O,X,X,X
JLOSZTI,O,X,X,O,X,X,O,X,O,X,X,X
JLOSZIT,O,X,X,O,X,X,O,X,O,X,X,X
JLOZTIS,X,O,X,O,X,O,X,X,O,X,X,X
JLOZTSI,O,X,X,O,X,O,X,X,O,X,X,X
JLOZITS,X,O,X,X,X,X,X,X,O,X,X,X
JLOZIST,O,O,X,X,X,X,X,X,O,X,X,X
JLOZSTI,O,X,X,O,X,X,X,X,O,X,X,X
JLOZSIT,O,O,X,O,X,X,X,X,O,X,X,X
JSTILZO,O,X,O,X,O,O,O,X,O,X,X,X
JSTILOZ,O,X,O,X,O,O,O,X,O,X,X,X
JSTIZLO,X,X,X,O,O,O,O,X,X,X,X,X
JSTIZOL,X,X,X,O,O,O,O,X,X,X,X,X
JSTIOLZ,X,X,O,X,O,O,O,X,O,X,X,X
JSTIOZL,X,X,X,O,O,O,O,X,X,X,X,X
JSTLIZO,O,X,O,X,O,O,O,X,O,X,X,X
JSTLIOZ,O,X,O,X,O,O,O,X,O,X,X,X
JSTLZIO,O,X,O,X,O,O,O,X,O,X,O,X
JSTLZOI,O,X,O,X,O,O,O,X,O,X,O,X
JSTLOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JSTLOZI,O,X,O,X,O,X,O,X,O,X,X,X
JSTZILO,X,X,X,O,O,O,O,X,X,X,X,X
JSTZIOL,X,X,X,O,O,O,O,X,X,X,X,X
JSTZLIO,X,X,X,O,O,O,O,X,X,X,X,X
JSTZLOI,X,X,X,O,O,O,O,X,X,X,X,X
JSTZOIL,X,X,X,O,O,O,X,X,X,X,X,X
JSTZOLI,X,X,X,O,O,O,O,X,X,X,X,X
JSTOILZ,X,X,O,X,O,O,O,X,O,X,X,X
JSTOIZL,X,X,X,O,O,O,O,X,X,X,X,X
JSTOLIZ,X,X,O,X,O,O,X,X,O,X,X,X
JSTOLZI,X,X,O,X,O,X,O,X,O,X,X,X
JSTOZIL,X,X,X,O,O,O,X,X,X,X,X,X
JSTOZLI,X,X,X,O,O,O,O,X,X,X,X,X
JSITLZO,O,X,O,X,O,O,O,X,O,X,X,X
JSITLOZ,O,X,O,X,O,O,O,X,O,X,X,X
JSITZLO,X,X,X,O,O,O,O,X,X,X,X,X
JSITZOL,X,X,X,O,O,O,O,X,X,X,X,X
JSITOLZ,X,X,O,X,O,O,O,X,O,X,X,X
JSITOZL,X,X,X,O,O,O,O,X,X,X,X,X
JSILTZO,O,X,O,X,O,X,O,X,O,X,X,X
JSILTOZ,O,X,O,X,O,X,O,X,O,X,X,X
JSILZTO,O,X,X,O,X,X,O,X,O,X,X,X
JSILZOT,O,X,X,O,X,X,O,X,O,X,X,X
JSILOTZ,O,X,O,X,O,X,O,X,O,X,X,X
JSILOZT,O,X,X,O,X,X,O,X,O,X,X,X
JSIZTLO,X,X,X,O,O,X,O,X,X,O,X,X
JSIZTOL,X,X,X,O,O,X,O,X,X,O,X,X
JSIZLTO,O,X,X,O,X,X,O,X,O,O,X,X
JSIZLOT,O,X,X,O,X,X,O,X,O,X,X,X
JSIZOTL,X,X,X,O,O,X,O,X,X,O,X,X
JSIZOLT,X,X,X,O,X,X,O,X,O,X,X,X
JSIOTLZ,X,X,O,X,O,X,O,X,O,X,X,X
JSIOTZL,X,X,X,O,O,X,O,X,X,X,X,X
JSIOLTZ,O,X,O,X,O,X,O,X,O,X,X,X
JSIOLZT,O,X,X,O,X,X,O,X,O,X,X,X
JSIOZTL,X,X,X,O,O,X,O,X,X,X,X,X
JSIOZLT,X,X,X,O,X,X,O,X,O,X,X,X
JSLTIZO,O,X,O,X,O,O,O,X,O,X,X,X
JSLTIOZ,O,X,O,X,O,O,O,X,O,X,X,X
JSLTZIO,O,X,O,X,O,O,O,X,O,X,O,X
JSLTZOI,O,X,O,X,O,O,O,X,O,X,O,X
JSLTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JSLTOZI,O,X,O,X,O,X,O,X,O,X,X,X
JSLITZO,O,X,O,X,O,X,O,X,O,X,X,X
JSLITOZ,O,X,O,X,O,X,O,X,O,X,X,X
JSLIZTO,O,X,X,O,X,X,O,X,O,X,X,X
JSLIZOT,O,X,X,O,X,X,O,X,O,X,X,X
JSLIOTZ,O,X,O,X,O,X,O,X,O,X,X,X
JSLIOZT,O,X,X,O,X,X,O,X,O,X,X,X
JSLZTIO,O,X,X,O,X,X,O,X,O,X,O,X
JSLZTOI,O,X,X,O,X,X,O,X,O,X,O,X
JSLZITO,O,X,X,O,X,X,O,X,O,X,X,X
JSLZIOT,O,X,X,O,X,X,O,X,O,X,X,X
JSLZOTI,O,X,X,O,X,X,O,X,O,X,X,X
JSLZOIT,O,X,X,O,X,X,O,X,O,X,X,X
JSLOTIZ,O,X,O,X,O,X,X,X,O,X,X,X
JSLOTZI,O,X,O,X,O,X,O,X,O,X,X,X
JSLOITZ,O,X,O,X,O,X,O,X,O,X,X,X
JSLOIZT,O,X,X,O,X,X,O,X,O,X,X,X
JSLOZTI,O,X,X,O,X,X,O,X,O,X,X,X
JSLOZIT,O,X,X,O,X,X,O,X,O,X,X,X
JSZTILO,X,X,X,O,O,X,O,X,X,O,X,X
JSZTIOL,X,X,X,O,O,X,O,X,X,O,X,X
JSZTLIO,X,X,X,O,O,X,O,X,X,O,X,X
JSZTLOI,X,X,X,O,O,X,O,X,X,O,X,X
JSZTOIL,X,X,X,O,O,X,X,X,X,O,X,X
JSZTOLI,X,X,X,O,O,X,O,X,X,O,X,X
JSZITLO,X,X,X,O,O,X,O,X,X,O,X,X
JSZITOL,X,X,X,O,O,X,O,X,X,O,X,X
JSZILTO,O,X,X,O,X,X,O,X,O,O,X,X
JSZILOT,O,X,X,O,X,X,O,X,O,X,X,X
JSZIOTL,X,X,X,O,O,X,O,X,X,O,X,X
JSZIOLT,X,X,X,O,X,X,O,X,O,X,X,X
JSZLTIO,O,X,X,O,X,X,O,X,O,O,X,X
JSZLTOI,O,X,X,O,X,X,O,X,O,O,X,X
JSZLITO,O,X,X,O,X,X,O,X,O,O,X,X
JSZLIOT,O,X,X,O,X,X,O,X,O,X,X,X
JSZLOTI,O,X,X,O,X,X,O,X,O,X,X,X
JSZLOIT,O,X,X,O,X,X,O,X,O,X,X,X
JSZOTIL,X,X,X,O,O,X,X,X,X,O,X,X
JSZOTLI,X,X,X,O,O,X,O,X,X,O,X,X
JSZOITL,X,X,X,O,O,X,O,X,X,O,X,X
JSZOILT,X,X,X,O,X,X,O,X,O,X,X,X
JSZOLTI,X,X,X,O,X,X,O,X,O,X,X,X
JSZOLIT,X,X,X,O,X,X,O,X,O,X,X,X
JSOTILZ,X,X,O,X,O,X,O,X,O,X,X,X
JSOTIZL,X,X,X,O,O,X,O,X,X,X,X,X
JSOTLIZ,X,X,O,X,O,X,X,X,O,X,X,X
JSOTLZI,X,X,O,X,O,X,O,X,O,X,X,X
JSOTZIL,X,X,X,O,O,X,X,X,X,X,X,X
JSOTZLI,X,X,X,O,O,X,O,X,X,X,X,X
JSOITLZ,X,X,O,X,O,X,O,X,O,X,X,X
JSOITZL,X,X,X,O,O,X,O,X,X,X,X,X
JSOILTZ,O,X,O,X,O,X,O,X,O,X,X,X
JSOILZT,O,X,X,O,X,X,O,X,O,X,X,X
JSOIZTL,X,X,X,O,O,X,O,X,X,X,X,X
JSOIZLT,X,X,X,O,X,X,O,X,O,X,X,X
JSOLTIZ,O,X,O,X,O,X,X,X,O,X,X,X
JSOLTZI,O,X,O,X,O,X,O,X,O,X,X,X
JSOLITZ,O,X,O,X,O,X,O,X,O,X,X,X
JSOLIZT,O,X,X,O,X,X,O,X,O,X,X,X
JSOLZTI,O,X,X,O,X,X,O,X,O,X,X,X
JSOLZIT,O,X,X,O,X,X,O,X,O,X,X,X
JSOZTIL,X,X,X,O,O,X,X,X,X,X,X,X
JSOZTLI,X,X,X,O,O,X,O,X,X,X,X,X
JSOZITL,X,X,X,O,O,X,O,X,X,X,X,X
JSOZILT,X,X,X,O,X,X,O,X,O,X,X,X
JSOZLTI,X,X,X,O,X,X,O,X,O,X,X,X
JSOZLIT,X,X,X,O,X,X,O,X,O,X,X,X
JZTILSO,X,O,X,O,X,O,O,X,X,X,X,X
JZTILOS,X,O,X,O,X,X,O,X,X,X,X,X
JZTISLO,X,X,X,O,X,O,O,X,X,O,X,X
JZTISOL,X,O,X,O,X,O,O,X,X,O,X,X
JZTIOLS,X,O,X,O,X,O,O,X,X,X,X,X
JZTIOSL,X,O,X,O,X,O,O,X,X,X,X,X
JZTLISO,X,O,X,O,X,O,X,X,X,X,X,X
JZTLIOS,X,O,X,O,X,X,X,X,X,X,X,X
JZTLSIO,X,X,X,O,X,O,O,X,X,O,X,X
JZTLSOI,X,X,X,O,X,O,O,X,X,O,X,X
JZTLOIS,X,O,X,O,X,O,X,X,X,X,X,X
JZTLOSI,X,X,X,O,X,O,X,X,X,X,X,X
JZTSILO,X,X,X,O,O,O,O,X,X,O,X,X
JZTSIOL,X,X,X,O,O,O,O,X,X,O,X,X
JZTSLIO,X,X,X,O,O,O,O,X,X,O,X,X
JZTSLOI,X,X,X,O,O,O,O,X,X,O,X,X
JZTSOIL,X,X,X,O,O,O,X,X,X,O,X,X
JZTSOLI,X,X,X,O,O,O,O,X,X,O,X,X
JZTOILS,X,O,X,O,X,O,X,X,X,X,X,X
JZTOISL,X,O,X,O,X,O,X,X,X,X,X,X
JZTOLIS,X,O,X,O,X,O,X,X,X,X,X,X
JZTOLSI,X,X,X,O,X,O,X,X,X,X,X,X
JZTOSIL,X,X,X,O,O,O,X,X,X,O,X,X
JZTOSLI,X,X,X,O,O,O,X,X,X,O,X,X
JZITLSO,X,O,X,O,X,X,O,X,X,X,X,X
JZITLOS,X,O,X,O,X,X,O,X,X,X,X,X
JZITSLO,X,X,X,O,X,O,O,X,X,O,X,X
JZITSOL,X,O,X,O,X,O,O,X,X,O,X,X
JZITOLS,X,O,X,O,X,X,O,X,X,X,X,X
JZITOSL,X,O,X,O,X,X,O,X,X,X,X,X
JZILTSO,X,O,X,X,X,X,O,X,O,X,X,X
JZILTOS,X,O,X,X,X,X,O,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,O,X,O,O,X,X
JZILSOT,O,O,X,X,X,X,O,X,O,X,X,X
JZILOTS,X,O,X,X,X,X,O,X,O,X,X,X
JZILOST,O,O,X,X,X,X,O,X,O,X,X,X
JZISTLO,X,X,X,O,O,X,O,X,X,O,X,X
JZISTOL,X,O,X,O,O,X,O,X,X,O,X,X
JZISLTO,O,X,X,O,X,X,O,X,O,O,X,X
JZISLOT,O,X,X,O,X,X,O,X,O,X,X,X
JZISOTL,X,O,X,O,O,X,O,X,X,O,X,X
JZISOLT,X,X,X,O,X,X,O,X,O,X,X,X
JZIOTLS,X,O,X,O,X,X,O,X,X,X,X,X
JZIOTSL,X,O,X,O,X,X,O,X,X,X,X,O
JZIOLTS,X,O,X,X,X,X,O,X,O,X,X,X
JZIOLST,X,O,X,X,X,X,O,X,O,X,X,X
JZIOSTL,X,O,X,O,O,X,O,X,X,O,X,O
JZIOSLT,X,X,X,O,X,X,O,X,O,X,X,X
JZLTISO,X,O,X,O,X,O,X,X,O,X,X,X
JZLTIOS,X,O,X,O,X,X,X,X,X,X,X,X
JZLTSIO,O,X,X,O,X,O,O,X,O,O,X,X
JZLTSOI,O,X,X,O,X,O,O,X,O,O,X,X
JZLTOIS,X,O,X,O,X,X,X,X,X,X,X,X
JZLTOSI,O,X,X,O,X,O,X,X,X,X,X,X
JZLITSO,X,O,X,X,X,X,O,X,O,X,X,X
JZLITOS,X,O,X,X,X,X,O,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,O,X,O,O,X,X
JZLISOT,O,O,X,X,X,X,O,X,O,X,X,X
JZLIOTS,X,O,X,X,X,X,O,X,O,X,X,X
JZLIOST,O,O,X,X,X,X,O,X,O,X,X,X
JZLSTIO,O,X,X,O,X,X,O,X,O,O,X,X
JZLSTOI,O,X,X,O,X,X,O,X,O,O,X,X
JZLSITO,O,O,X,O,X,X,O,X,O,O,X,X
JZLSIOT,O,O,X,O,X,X,O,X,O,X,X,X
JZLSOTI,O,X,X,O,X,X,O,X,O,X,X,X
JZLSOIT,O,O,X,O,X,X,O,X,O,X,X,X
JZLOTIS,X,O,X,O,X,X,X,X,O,X,X,X
JZLOTSI,O,X,X,O,X,X,X,X,O,X,X,X
JZLOITS,X,O,X,X,X,X,X,X,O,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,O,X,X,X
JZLOSTI,O,X,X,O,X,X,X,X,O,X,X,X
JZLOSIT,O,O,X,O,X,X,X,X,O,X,X,X
JZSTILO,X,X,X,O,O,X,O,X,X,O,X,X
JZSTIOL,X,X,X,O,O,X,O,X,X,O,X,X
JZSTLIO,X,X,X,O,O,X,O,X,X,O,X,X
JZSTLOI,X,X,X,O,O,X,O,X,X,O,X,X
JZSTOIL,X,X,X,O,O,X,X,X,X,O,X,X
JZSTOLI,X,X,X,O,O,X,O,X,X,O,X,X
JZSITLO,X,X,X,O,O,X,O,X,X,O,X,X
JZSITOL,X,O,X,O,O,X,O,X,X,O,X,X
JZSILTO,O,X,X,O,X,X,O,X,O,O,X,X
JZSILOT,O,X,X,O,X,X,O,X,O,X,X,X
JZSIOTL,X,O,X,O,O,X,O,X,X,O,X,X
JZSIOLT,X,X,X,O,X,X,O,X,O,X,X,X
JZSLTIO,O,X,X,O,X,X,O,X,O,O,X,X
JZSLTOI,O,X,X,O,X,X,O,X,O,O,X,X
JZSLITO,O,X,X,O,X,X,O,X,O,O,X,X
JZSLIOT,O,X,X,O,X,X,O,X,O,X,X,X
JZSLOTI,O,X,X,O,X,X,O,X,O,X,X,X
JZSLOIT,O,X,X,O,X,X,O,X,O,X,X,X
JZSOTIL,X,X,X,O,O,X,X,X,X,O,X,X
JZSOTLI,X,X,X,O,O,X,O,X,X,O,X,X
JZSOITL,X,O,X,O,O,X,O,X,X,O,X,X
JZSOILT,X,X,X,O,X,X,O,X,O,X,X,X
JZSOLTI,X,X,X,O,X,X,O,X,O,X,X,X
JZSOLIT,X,X,X,O,X,X,O,X,O,X,X,X
JZOTILS,X,O,X,O,X,O,X,X,X,X,X,X
JZOTISL,X,O,X,O,X,O,X,X,X,X,X,X
JZOTLIS,X,O,X,O,X,O,X,X,X,X,X,X
JZOTLSI,X,X,X,O,X,O,X,X,X,X,X,X
JZOTSIL,X,X,X,O,O,O,X,X,X,O,X,X
JZOTSLI,X,X,X,O,O,O,X,X,X,O,X,X
JZOITLS,X,O,X,O,X,X,X,X,X,X,X,X
JZOITSL,X,O,X,O,X,X,X,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,X,X,O,X,X,X
JZOILST,X,O,X,X,X,X,X,X,O,X,X,X
JZOISTL,X,O,X,O,O,X,X,X,X,O,X,X
JZOISLT,X,X,X,O,X,X,X,X,O,X,X,X
JZOLTIS,X,O,X,O,X,O,X,X,O,X,X,X
JZOLTSI,X,X,X,O,X,O,X,X,O,X,X,X
JZOLITS,X,O,X,X,X,X,X,X,O,X,X,X
JZOLIST,X,O,X,X,X,X,X,X,O,X,X,X
JZOLSTI,X,X,X,O,X,X,X,X,O,X,X,X
JZOLSIT,X,O,X,O,X,X,X,X,O,X,X,X
JZOSTIL,X,X,X,O,O,X,X,X,X,O,X,X
JZOSTLI,X,X,X,O,O,X,X,X,X,O,X,X
JZOSITL,X,O,X,O,O,X,X,X,X,O,X,X
JZOSILT,X,X,X,O,X,X,X,X,O,X,X,X
JZOSLTI,X,X,X,O,X,X,X,X,O,X,X,X
JZOSLIT,X,X,X,O,X,X,X,X,O,X,X,X
JOTILSZ,X,X,X,X,X,X,O,X,O,X,X,X
JOTILZS,X,O,X,X,X,X,O,X,O,X,X,X
JOTISLZ,X,X,X,X,O,O,O,X,O,X,X,X
JOTISZL,X,X,X,X,O,O,O,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,O,X,X,X,X,X
JOTIZSL,X,O,X,X,X,X,O,X,X,X,X,X
JOTLISZ,X,X,X,X,X,X,X,X,O,X,X,X
JOTLIZS,X,X,X,X,X,X,X,X,O,X,X,X
JOTLSIZ,X,X,O,X,O,O,X,X,O,X,X,X
JOTLSZI,X,X,O,X,O,X,O,X,O,X,X,X
JOTLZIS,X,O,X,X,X,X,X,O,O,X,X,X
JOTLZSI,X,X,X,X,X,O,X,O,O,X,X,X
JOTSILZ,X,X,O,X,O,O,O,X,O,X,X,X
JOTSIZL,X,X,X,O,O,O,O,X,X,X,X,X
JOTSLIZ,X,X,O,X,O,O,X,X,O,X,X,X
JOTSLZI,X,X,O,X,O,X,O,X,O,X,X,X
JOTSZIL,X,X,X,O,O,O,X,X,X,X,X,X
JOTSZLI,X,X,X,O,O,O,O,X,X,X,X,X
JOTZILS,X,O,X,O,X,O,X,X,X,X,X,X
JOTZISL,X,O,X,O,X,O,X,X,X,X,X,X
JOTZLIS,X,O,X,O,X,O,X,O,X,X,X,X
JOTZLSI,X,X,X,O,X,O,X,O,X,X,X,X
JOTZSIL,X,X,X,O,O,O,X,X,X,X,X,X
JOTZSLI,X,X,X,O,O,O,X,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,O,X,O,X,X,X
JOITLZS,X,O,X,X,X,X,O,X,O,X,X,X
JOITSLZ,X,X,X,X,O,O,O,X,O,X,X,X
JOITSZL,X,X,X,X,O,O,O,X,X,X,X,X
JOITZLS,X,O,X,X,X,X,O,X,X,X,X,X
JOITZSL,X,O,X,X,X,X,O,X,X,X,X,X
JOILTSZ,O,X,X,X,X,X,O,X,O,X,X,X
JOILTZS,X,O,X,X,X,X,O,X,O,X,X,X
JOILSTZ,O,X,O,X,O,X,O,X,O,X,X,X
JOILSZT,O,X,X,X,X,X,O,X,O,X,X,X
JOILZTS,X,O,X,X,X,X,O,X,O,X,X,X
JOILZST,O,O,X,X,X,X,O,X,O,X,X,X
JOISTLZ,X,X,O,X,O,X,O,X,O,X,X,X
JOISTZL,X,X,X,O,O,X,O,X,X,X,X,X
JOISLTZ,O,X,O,X,O,X,O,X,O,X,X,X
JOISLZT,O,X,X,O,X,X,O,X,O,X,X,X
JOISZTL,X,X,X,O,O,X,O,X,X,X,X,X
JOISZLT,X,X,X,O,X,X,O,X,O,X,X,X
JOIZTLS,X,O,X,O,X,X,O,X,X,X,X,X
JOIZTSL,X,O,X,O,X,X,O,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,O,X,O,X,X,X
JOIZLST,X,O,X,X,X,X,O,X,O,X,X,X
JOIZSTL,X,O,X,O,O,X,O,X,X,O,X,X
JOIZSLT,X,X,X,O,X,X,O,X,O,X,X,X
JOLTISZ,O,X,X,X,X,X,X,X,O,X,X,X
JOLTIZS,X,X,X,X,X,X,X,X,O,X,X,X
JOLTSIZ,O,X,O,X,O,O,X,X,O,X,X,X
JOLTSZI,O,X,O,X,O,X,O,X,O,X,X,X
JOLTZIS,X,O,X,X,X,X,X,O,O,X,X,X
JOLTZSI,O,X,X,X,X,O,X,O,O,X,X,X
JOLITSZ,O,X,X,X,X,X,O,X,O,X,X,X
JOLITZS,X,O,X,X,X,X,O,X,O,X,X,X
JOLISTZ,O,X,O,X,O,X,O,X,O,X,X,X
JOLISZT,O,X,X,X,X,X,O,X,O,X,X,X
JOLIZTS,X,O,X,X,X,X,O,X,O,X,X,X
JOLIZST,O,O,X,X,X,X,O,X,O,X,X,X
JOLSTIZ,O,X,O,X,O,X,X,X,O,X,X,X
JOLSTZI,O,X,O,X,O,X,O,X,O,X,X,X
JOLSITZ,O,X,O,X,O,X,O,X,O,X,X,X
JOLSIZT,O,X,X,O,X,X,O,X,O,X,X,X
JOLSZTI,O,X,X,O,X,X,O,X,O,X,X,X
JOLSZIT,O,X,X,O,X,X,O,X,O,X,X,X
JOLZTIS,X,O,X,O,X,O,X,X,O,X,X,X
JOLZTSI,O,X,X,O,X,O,X,X,O,X,X,X
JOLZITS,X,O,X,X,X,X,X,X,O,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,O,X,X,X
JOLZSTI,O,X,X,O,X,X,X,X,O,X,X,X
JOLZSIT,O,O,X,O,X,X,X,X,O,X,X,X
JOSTILZ,X,X,O,X,O,X,O,X,O,X,X,X
JOSTIZL,X,X,X,O,O,X,O,X,X,X,X,X
JOSTLIZ,X,X,O,X,O,X,X,X,O,X,X,X
JOSTLZI,X,X,O,X,O,X,O,X,O,X,X,X
JOSTZIL,X,X,X,O,O,X,X,X,X,X,X,X
JOSTZLI,X,X,X,O,O,X,O,X,X,X,X,X
JOSITLZ,X,X,O,X,O,X,O,X,O,X,X,X
JOSITZL,X,X,X,O,O,X,O,X,X,X,X,X
JOSILTZ,O,X,O,X,O,X,O,X,O,X,X,X
JOSILZT,O,X,X,O,X,X,O,X,O,X,X,X
JOSIZTL,X,X,X,O,O,X,O,X,X,X,X,X
JOSIZLT,X,X,X,O,X,X,O,X,O,X,X,X
JOSLTIZ,O,X,O,X,O,X,X,X,O,X,X,X
JOSLTZI,O,X,O,X,O,X,O,X,O,X,X,X
JOSLITZ,O,X,O,X,O,X,O,X,O,X,X,X
JOSLIZT,O,X,X,O,X,X,O,X,O,X,X,X
JOSLZTI,O,X,X,O,X,X,O,X,O,X,X,X
JOSLZIT,O,X,X,O,X,X,O,X,O,X,X,X
JOSZTIL,X,X,X,O,O,X,X,X,X,X,X,X
JOSZTLI,X,X,X,O,O,X,O,X,X,X,X,X
JOSZITL,X,X,X,O,O,X,O,X,X,X,X,X
JOSZILT,X,X,X,O,X,X,O,X,O,X,X,X
JOSZLTI,X,X,X,O,X,X,O,X,O,X,X,X
JOSZLIT,X,X,X,O,X,X,O,X,O,X,X,X
JOZTILS,X,O,X,O,X,O,X,X,X,X,X,X
JOZTISL,X,O,X,O,X,O,X,X,X,X,X,X
JOZTLIS,X,O,X,O,X,O,X,X,X,X,X,X
JOZTLSI,X,X,X,O,X,O,X,X,X,X,X,X
JOZTSIL,X,X,X,O,O,O,X,X,X,O,X,X
JOZTSLI,X,X,X,O,O,O,X,X,X,O,X,X
JOZITLS,X,O,X,O,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,O,X,X,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,X,O,X,X,X
JOZILST,X,O,X,X,X,X,X,X,O,X,X,X
JOZISTL,X,O,X,O,O,X,X,X,X,O,X,X
JOZISLT,X,X,X,O,X,X,X,X,O,X,X,X
JOZLTIS,X,O,X,O,X,O,X,X,O,X,X,X
JOZLTSI,X,X,X,O,X,O,X,X,O,X,X,X
JOZLITS,X,O,X,X,X,X,X,X,O,X,X,X
JOZLIST,X,O,X,X,X,X,X,X,O,X,X,X
JOZLSTI,X,X,X,O,X,X,X,X,O,X,X,X
JOZLSIT,X,O,X,O,X,X,X,X,O,X,X,X
JOZSTIL,X,X,X,O,O,X,X,X,X,O,X,X
JOZSTLI,X,X,X,O,O,X,X,X,X,O,X,X
JOZSITL,X,O,X,O,O,X,X,X,X,O,X,X
JOZSILT,X,X,X,O,X,X,X,X,O,X,X,X
JOZSLTI,X,X,X,O,X,X,X,X,O,X,X,X
JOZSLIT,X,X,X,O,X,X,X,X,O,X,X,X
STILJZO,X,X,O,X,X,O,O,X,X,X,X,X
STILJOZ,O,X,O,X,X,O,O,X,X,X,X,X
STILZJO,X,O,O,X,X,O,O,X,X,X,O,X
STILZOJ,O,O,O,X,X,O,O,X,X,X,X,X
STILOJZ,O,X,O,X,X,O,X,X,X,X,X,X
STILOZJ,O,O,O,X,X,O,X,X,X,X,X,X
STIJLZO,O,X,O,X,O,O,O,X,O,X,X,X
STIJLOZ,O,X,O,X,O,O,O,X,O,X,X,X
STIJZLO,X,X,X,O,O,O,O,X,X,X,X,X
STIJZOL,X,X,X,O,O,O,O,X,X,X,X,X
STIJOLZ,X,X,O,X,O,O,O,X,O,X,X,X
STIJOZL,X,X,X,O,O,O,O,X,X,X,X,X
STIZLJO,X,O,O,X,X,O,O,X,X,X,X,X
STIZLOJ,X,O,O,X,X,O,O,X,X,X,X,X
STIZJLO,X,X,X,X,X,O,O,X,X,X,X,X
STIZJOL,X,O,X,X,X,O,O,X,X,X,X,X
STIZOLJ,X,O,O,X,X,O,O,X,X,X,X,X
STIZOJL,X,O,X,X,X,O,X,X,X,X,X,X
STIOLJZ,O,X,O,X,X,O,X,X,X,X,X,X
STIOLZJ,O,O,O,X,X,O,X,X,X,X,X,O
STIOJLZ,X,X,O,X,O,X,O,X,O,X,X,X
STIOJZL,X,X,X,O,O,X,O,X,X,X,X,O
STIOZLJ,X,O,O,X,X,O,O,X,X,X,X,O
