sequence,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhFUhBFiB6qBX?nB2wBzsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFxcBCiBllBe?sBXrBzsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jel7IvhF3cBciB6qBT?mBmsBxwB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jel7IvhFGdB/mBanB0?lBzsBRwB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhFTdBllBUnBX?rByxBGrB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhF3gBFiB6rB0?nBzqB2xB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhF3gBFiB8qB+?rBTnByxB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeX8IvhFFiBxlB6qB0?nBTrB2xB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeX8IvhFFiBxlB0lBS?wBmsBTsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFxcBXiBllBm?rBzsBSwB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeX8IvhFFiBxlB0lBO?sBSwBzsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeX8IvhFFiBxlBTnBG?rByxB0qB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhF6hBTdBllB2?sBXrBRxB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFSiBllB3mBm?mBzsBRwB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFxcBzhBllBX?rBmsBSxB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhF3gBFiBTmBW?wBisB0sB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jem7IvhF1lBXiB5mBz?qBisB0sB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFxcBllB3mBm?sBSwBTsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeG9IvhFZnBllBcrBz?sB6qB/rB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhFOnBllBcrBz?sBCrBXsB
IZTLOSJ,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZTJLSO,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IZTJLOS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZTJSLO,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X
IZTJSOL,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
IZTJOLS,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IZTJOSL,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
IZTSLJO,X,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZTSLOJ,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
IZTSJLO,X,O,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZTSJOL,X,X,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
IZTSOLJ,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
IZTSOJL,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
IZTOLJS,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZTOLSJ,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
IZTOJLS,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZTOJSL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZTOSLJ,X,O,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X
IZTOSJL,X,O,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X
IZLTJSO,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IZLTJOS,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLTSJO,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
IZLTSOJ,O,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
IZLTOJS,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZLTOSJ,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZLJTSO,O,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
IZLJTOS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJSTO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLJSOT,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJOTS,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJOST,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLSTJO,O,O,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,X,X,X
IZLSTOJ,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
IZLSJTO,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
IZLSJOT,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLSOTJ,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLSOJT,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLOTJS,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZLOTSJ,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZLOJTS,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZLOJST,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLOSTJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZLOSJT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJTLSO,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IZJTLOS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJTSLO,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X
IZJTSOL,X,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
IZJTOLS,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IZJTOSL,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
IZJLTSO,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJLTOS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLSTO,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJLSOT,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLOTS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLOST,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJSTLO,X,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
IZJSTOL,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJSLTO,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
IZJSLOT,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJSOTL,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJSOLT,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOTLS,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IZJOTSL,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IZJOLTS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOLST,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOSTL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOSLT,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSTLJO,X,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
IZSTLOJ,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
IZSTJLO,X,O,O,O,X,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
IZSTJOL,X,X,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
IZSTOLJ,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
IZSTOJL,X,O,O,O,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
IZSLTJO,X,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
IZSLTOJ,X,X,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
IZSLJTO,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
IZSLJOT,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSLOTJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSLOJT,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSJTLO,X,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
IZSJTOL,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSJLTO,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
IZSJLOT,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSJOTL,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSJOLT,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOTLJ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IZSOTJL,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IZSOLTJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOLJT,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOJTL,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOJLT,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOTLJS,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOTLSJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOTJLS,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOTJSL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOTSLJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
IZOTSJL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
IZOLTJS,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOLTSJ,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOLJTS,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZOLJST,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOLSTJ,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZOLSJT,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOJTLS,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOJTSL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOJLTS,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZOJLST,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOJSTL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOJSLT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSTLJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOSTJL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IZOSLTJ,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZOSLJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSJTL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSJLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTLJSZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
IOTLJZS,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTLSJZ,X,X,X,O,X,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
IOTLSZJ,X,O,X,O,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
IOTLZJS,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTLZSJ,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOTJLSZ,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
IOTJLZS,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJSLZ,X,X,X,O,X,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X
IOTJSZL,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,O,X,X,X
IOTJZLS,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTJZSL,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
IOTSLJZ,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,O,X,X,X
IOTSLZJ,X,X,X,O,O,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X
IOTSJLZ,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X
IOTSJZL,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,O,X,X,X
IOTSZLJ,X,X,O,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X
IOTSZJL,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,O,X,X,X
IOTZLJS,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOTZLSJ,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X
IOTZJLS,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
IOTZJSL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOTZSLJ,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X
IOTZSJL,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X
IOLTJSZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
IOLTJZS,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTSJZ,X,X,X,O,X,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
IOLTSZJ,X,O,X,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
IOLTZJS,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLTZSJ,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOLJTSZ,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IOLJTZS,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLJSTZ,X,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
IOLJSZT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLJZTS,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLJZST,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLSTJZ,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOLSTZJ,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOLSJTZ,X,X,X,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
IOLSJZT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLSZTJ,O,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOLSZJT,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLZTJS,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
IOLZTSJ,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
IOLZJTS,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLZJST,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLZSTJ,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOLZSJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IOJTLZS,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJTSLZ,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOJTSZL,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOJTZLS,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOJTZSL,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
IOJLTSZ,X,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOJLTZS,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJLSTZ,X,O,X,O,X,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
IOJLSZT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJLZTS,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJLZST,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOJSTZL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOJSLTZ,X,O,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
IOJSLZT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJSZTL,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJSZLT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJZTLS,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O
IOJZTSL,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X
IOJZLTS,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJZLST,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJZSTL,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJZSLT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSTLJZ,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOSTLZJ,X,X,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOSTJLZ,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOSTJZL,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOSTZLJ,X,X,O,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X
IOSTZJL,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOSLTJZ,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOSLTZJ,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
IOSLJZT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOSLZJT,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSJTLZ,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOSJTZL,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOSJLTZ,X,X,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
IOSJLZT,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSJZTL,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOSJZLT,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZTLJ,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X
IOSZTJL,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X
IOSZLTJ,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSZLJT,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZJTL,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IOSZJLT,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZTLJS,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOZTLSJ,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X
IOZTJLS,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
IOZTJSL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOZTSLJ,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X
IOZTSJL,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X
IOZLTJS,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOZLTSJ,O,O,O,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X
IOZLJTS,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZLJST,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZLSTJ,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOZLSJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJTLS,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
IOZJTSL,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X
IOZJLTS,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZJLST,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJSTL,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOZJSLT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSTLJ,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X
IOZSTJL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X
IOZSLTJ,X,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZSLJT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSJTL,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOZSJLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIJSZO,X,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X
LTIJZSO,O,O,O,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LTIJZOS,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIJOSZ,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTIJOZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTISJZO,X,X,O,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
LTISJOZ,X,X,O,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
LTISZJO,X,O,O,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LTISZOJ,X,X,O,X,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X
LTISOJZ,X,X,O,O,X,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
LTISOZJ,X,X,O,X,O,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LTIZJSO,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LTIZJOS,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIZSJO,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LTIZSOJ,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LTIZOJS,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LTIZOSJ,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LTIOJSZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTIOJZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTIOSZJ,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTIOZJS,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOZSJ,X,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LTJISZO,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTJISOZ,X,O,O,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
LTJIZSO,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJIZOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJIOZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
LTJSIOZ,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X
