sequence,v115@7gB8GeD8GeE8DeH8BeC8Jei6IvhF5gBOhBXdBzfBFn?B0rB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegB5gB0cBKmBFn?BXsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegB5gBXdBKmBFn?B0rB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhF2gBXdBRlBFnBCm?B0rB,v115@7gB8GeD8GeE8DeH8BeC8Je//IvhFRbBCdBmgBVnB0l?BzrB,v115@7gB8GeD8GeE8DeH8BeC8Jex6IvhFTcB0fB6lB/rBFn?BOsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegBFdBChBUhBRr?BXsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegBRhBUmBFnBCm?BXsB,v115@7gB8GeD8GeE8DeH8BeC8Je2/IvhF5gB0cBKmBzfBFn?BXsB
SIOLTZJ,O,X,X,X,O,X,O,X,X
SIOLJTZ,O,X,X,X,X,X,O,X,X
SIOLJZT,O,X,X,X,X,X,O,X,X
SIOLZTJ,O,X,X,X,O,X,O,X,X
SIOLZJT,O,X,X,X,O,X,O,X,X
SIOJTLZ,O,X,O,O,O,X,O,X,X
SIOJTZL,X,X,X,O,X,X,O,X,X
SIOJLTZ,O,X,X,X,X,X,O,X,X
SIOJLZT,O,X,X,X,X,X,O,X,X
SIOJZTL,X,X,X,O,O,X,O,X,X
SIOJZLT,O,X,X,X,O,X,O,X,X
SIOZTLJ,O,X,X,O,O,X,O,X,X
SIOZTJL,O,X,X,O,O,X,O,X,X
SIOZLTJ,O,X,X,X,O,X,O,X,X
SIOZLJT,O,X,X,X,O,X,O,X,X
SIOZJTL,O,X,X,O,O,X,O,X,X
SIOZJLT,O,X,X,X,O,X,O,X,X
SLTIJZO,O,O,O,X,O,X,X,X,O
SLTIJOZ,O,O,O,O,X,X,X,X,X
SLTIZJO,O,O,O,X,O,O,X,X,O
SLTIZOJ,X,X,X,X,O,O,X,X,X
SLTIOJZ,O,X,O,O,X,X,X,X,X
SLTIOZJ,O,X,X,X,O,O,X,X,X
SLTJIZO,O,O,O,X,O,X,X,X,O
SLTJIOZ,O,O,O,X,X,X,X,X,X
SLTJZIO,O,O,O,X,O,O,X,X,O
SLTJZOI,X,O,O,X,O,O,X,X,X
SLTJOIZ,O,O,O,X,X,X,X,X,X
SLTJOZI,O,O,O,X,X,O,X,X,X
SLTZIJO,O,O,O,X,O,O,X,X,O
SLTZIOJ,X,X,X,X,O,O,X,X,X
SLTZJIO,O,O,O,X,O,O,X,X,O
SLTZJOI,X,O,O,X,O,O,X,X,X
SLTZOIJ,O,X,X,X,O,O,X,X,X
SLTZOJI,O,O,O,X,O,O,X,X,X
SLTOIJZ,O,X,O,O,X,X,X,X,X
SLTOIZJ,O,X,X,X,O,O,X,X,X
SLTOJIZ,O,O,O,X,X,X,X,X,X
SLTOJZI,O,O,O,X,X,O,X,X,X
SLTOZIJ,O,X,X,X,O,O,X,X,X
SLTOZJI,O,O,O,X,O,O,X,X,X
SLITJZO,O,O,O,X,O,X,X,X,O
SLITJOZ,O,O,O,X,X,X,X,X,X
SLITZJO,O,O,O,X,O,O,X,X,O
SLITZOJ,X,X,X,X,O,O,X,X,X
SLITOJZ,O,X,O,X,X,X,X,X,X
SLITOZJ,O,X,X,X,O,O,X,X,X
SLIJTZO,X,O,O,X,O,X,X,X,O
SLIJTOZ,O,O,O,X,X,X,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,O
SLIJZOT,O,O,X,X,X,X,X,X,O
SLIJOTZ,O,O,O,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,O,O,X,X,X
SLIZTOJ,O,X,X,X,O,O,X,X,X
SLIZJTO,O,X,X,X,O,O,X,X,O
SLIZJOT,O,O,X,X,O,X,X,X,O
SLIZOTJ,O,X,X,X,O,O,X,X,X
SLIZOJT,O,X,X,X,O,X,X,X,X
SLIOTJZ,O,X,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,X,O,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,O,X,X,X,X
SLIOZJT,O,X,X,X,O,X,X,X,X
SLJTIZO,O,O,O,X,O,X,X,X,O
SLJTIOZ,O,O,O,X,X,X,X,X,X
SLJTZIO,O,O,O,X,O,O,X,X,O
SLJTZOI,X,O,O,X,O,O,X,X,X
SLJTOIZ,O,O,O,X,X,X,X,X,X
SLJTOZI,O,O,O,X,X,O,X,X,X
SLJITZO,X,O,O,X,O,X,X,X,O
SLJITOZ,O,O,O,X,X,X,X,X,X
SLJIZTO,X,X,X,X,X,X,X,X,O
SLJIZOT,O,O,X,X,X,X,X,X,O
SLJIOTZ,O,O,O,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X,X,X
SLJZTIO,O,X,X,X,X,O,X,X,X
SLJZTOI,X,X,X,X,X,O,X,X,X
SLJZITO,O,X,X,X,X,O,X,X,O
SLJZIOT,O,O,X,X,X,X,X,X,O
SLJZOTI,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,X,X,X,X,X,X
SLJOTZI,O,O,O,X,X,X,X,X,X
SLJOITZ,O,O,O,X,X,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X
SLJOZIT,O,O,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,O,O,X,X,X
SLZTIOJ,O,X,X,X,O,O,X,X,X
SLZTJIO,O,X,X,X,O,O,X,X,X
SLZTJOI,O,X,X,X,O,O,X,X,X
SLZTOIJ,O,X,X,X,O,O,X,X,X
SLZTOJI,O,X,X,X,O,O,X,X,X
SLZITJO,O,X,X,X,O,O,X,X,X
SLZITOJ,O,X,X,X,O,O,X,X,X
SLZIJTO,O,X,X,X,O,O,X,X,O
SLZIJOT,O,O,X,X,O,X,X,X,O
SLZIOTJ,O,X,X,X,O,O,X,X,X
SLZIOJT,O,X,X,X,O,X,X,X,X
SLZJTIO,O,X,X,X,O,O,X,X,X
SLZJTOI,X,X,X,X,O,O,X,X,X
SLZJITO,O,X,X,X,O,O,X,X,O
SLZJIOT,O,O,X,X,O,X,X,X,O
SLZJOTI,O,X,X,X,O,X,X,X,X
SLZJOIT,O,O,X,X,O,X,X,X,X
SLZOTIJ,O,X,X,X,O,O,X,X,X
SLZOTJI,O,X,X,X,O,O,X,X,X
SLZOITJ,O,X,X,X,O,O,X,X,X
SLZOIJT,O,X,X,X,O,X,X,X,X
SLZOJTI,O,X,X,X,O,X,X,X,X
SLZOJIT,O,O,X,X,O,X,X,X,X
SLOTIJZ,O,X,O,O,O,X,X,X,X
SLOTIZJ,O,X,X,X,O,O,X,X,X
SLOTJIZ,O,O,O,X,O,X,X,X,X
SLOTJZI,O,O,O,X,O,O,X,X,X
SLOTZIJ,O,X,X,X,O,O,X,X,X
SLOTZJI,O,O,O,X,O,O,X,X,X
SLOITJZ,O,X,X,X,O,X,X,X,X
SLOITZJ,O,X,X,X,O,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,O,X,X,X,X
SLOIZJT,O,X,X,X,O,X,X,X,X
SLOJTIZ,O,O,O,X,X,X,X,X,X
SLOJTZI,O,O,O,X,X,X,X,X,X
SLOJITZ,O,O,O,X,X,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X
SLOJZIT,O,O,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,X,O,O,X,X,X
SLOZTJI,O,X,X,X,O,O,X,X,X
SLOZITJ,O,X,X,X,O,O,X,X,X
SLOZIJT,O,X,X,X,O,X,X,X,X
SLOZJTI,O,X,X,X,O,X,X,X,X
SLOZJIT,O,O,X,X,O,X,X,X,X
SJTILZO,O,X,O,X,O,X,O,X,X
SJTILOZ,O,X,O,O,X,X,O,X,X
SJTIZLO,O,X,X,X,X,X,O,X,X
SJTIZOL,O,X,X,O,X,X,O,X,X
SJTIOLZ,O,X,O,O,X,X,O,X,X
SJTIOZL,O,X,X,O,X,X,O,O,X
SJTLIZO,O,O,O,X,O,X,X,X,O
SJTLIOZ,O,O,O,X,X,X,X,X,X
SJTLZIO,O,O,O,X,O,O,X,X,O
SJTLZOI,X,O,O,X,O,O,X,X,X
SJTLOIZ,O,O,O,X,X,X,X,X,X
SJTLOZI,O,O,O,X,X,O,X,X,X
SJTZILO,O,X,X,X,O,X,X,X,X
SJTZIOL,O,X,X,X,O,X,X,O,X
SJTZLIO,O,O,O,X,O,O,X,X,O
SJTZLOI,X,O,O,X,O,O,X,X,X
SJTZOIL,O,X,X,X,O,X,X,O,X
SJTZOLI,O,O,O,X,O,O,X,X,X
SJTOILZ,O,X,O,O,X,X,O,X,X
SJTOIZL,O,X,X,O,X,X,O,O,X
SJTOLIZ,O,O,O,X,X,X,X,X,X
SJTOLZI,O,O,O,X,X,O,X,X,X
SJTOZIL,O,X,X,X,X,X,X,O,X
SJTOZLI,O,O,O,X,X,O,X,X,X
SJITLZO,X,X,O,X,O,X,O,X,X
SJITLOZ,O,X,O,X,X,X,O,X,X
SJITZLO,X,X,X,X,X,X,O,X,X
SJITZOL,X,X,X,X,X,X,O,X,X
SJITOLZ,O,X,O,X,X,X,O,X,X
SJITOZL,X,X,X,X,X,X,O,X,X
SJILTZO,X,O,O,X,O,X,O,X,O
SJILTOZ,O,O,O,X,X,X,O,X,X
SJILZTO,X,X,X,X,X,X,O,X,O
SJILZOT,O,O,X,X,X,X,O,X,O
SJILOTZ,O,O,O,X,X,X,O,X,X
SJILOZT,O,O,X,X,X,X,O,X,X
SJIZTLO,X,X,X,X,O,X,O,X,X
SJIZTOL,X,X,X,X,O,X,O,X,X
SJIZLTO,X,X,X,X,O,X,O,X,X
SJIZLOT,O,X,X,X,O,X,O,X,X
SJIZOTL,X,X,X,X,O,X,O,X,X
SJIZOLT,O,X,X,X,O,X,O,X,X
SJIOTLZ,O,X,O,X,O,X,O,X,X
SJIOTZL,X,X,X,X,X,X,O,X,X
SJIOLTZ,O,O,O,X,X,X,O,X,X
SJIOLZT,O,O,X,X,X,X,O,X,X
SJIOZTL,X,X,X,X,O,X,O,X,X
SJIOZLT,O,X,X,X,O,X,O,X,X
SJLTIZO,O,O,O,X,O,X,X,X,O
SJLTIOZ,O,O,O,X,X,X,X,X,X
SJLTZIO,O,O,O,X,O,O,X,X,O
SJLTZOI,X,O,O,X,O,O,X,X,X
SJLTOIZ,O,O,O,X,X,X,X,X,X
SJLTOZI,O,O,O,X,X,O,X,X,X
SJLITZO,X,O,O,X,O,X,X,X,O
SJLITOZ,O,O,O,X,X,X,X,X,X
SJLIZTO,X,X,X,X,X,X,X,X,O
SJLIZOT,O,O,X,X,X,X,X,X,O
SJLIOTZ,O,O,O,X,X,X,X,X,X
SJLIOZT,O,O,X,X,X,X,X,X,X
SJLZTIO,O,X,X,X,X,O,X,X,X
SJLZTOI,X,X,X,X,X,O,X,X,X
SJLZITO,O,X,X,X,X,O,X,X,O
SJLZIOT,O,O,X,X,X,X,X,X,O
SJLZOTI,O,X,X,X,X,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X,X
SJLOTIZ,O,O,O,X,X,X,X,X,X
SJLOTZI,O,O,O,X,X,X,X,X,X
SJLOITZ,O,O,O,X,X,X,X,X,X
SJLOIZT,O,O,X,X,X,X,X,X,X
SJLOZTI,O,X,X,X,X,X,X,X,X
SJLOZIT,O,O,X,X,X,X,X,X,X
SJZTILO,O,X,X,X,O,X,X,X,X
SJZTIOL,O,X,X,X,O,X,X,O,X
SJZTLIO,O,X,O,X,O,O,X,X,X
SJZTLOI,X,X,O,X,O,O,X,X,X
SJZTOIL,O,X,X,X,O,X,X,O,X
SJZTOLI,O,X,O,X,O,O,X,X,X
SJZITLO,O,X,X,X,O,X,X,X,X
SJZITOL,O,X,X,X,O,X,X,X,X
SJZILTO,O,X,X,X,O,X,X,X,X
SJZILOT,O,X,X,X,O,X,X,X,X
SJZIOTL,O,X,X,X,O,X,X,O,X
SJZIOLT,O,X,X,X,O,X,X,X,X
SJZLTIO,O,X,X,X,O,O,X,X,X
SJZLTOI,X,X,X,X,O,O,X,X,X
SJZLITO,O,X,X,X,O,O,X,X,X
SJZLIOT,O,X,X,X,O,X,X,X,X
SJZLOTI,O,X,X,X,O,X,X,X,X
SJZLOIT,O,X,X,X,O,X,X,X,X
SJZOTIL,O,X,X,X,O,X,X,O,X
SJZOTLI,O,X,O,X,O,X,X,X,X
SJZOITL,O,X,X,X,O,X,X,O,X
SJZOILT,O,X,X,X,O,X,X,X,X
SJZOLTI,O,X,X,X,O,X,X,X,X
SJZOLIT,O,X,X,X,O,X,X,X,X
SJOTILZ,O,X,O,O,O,X,O,X,X
SJOTIZL,O,X,X,O,X,X,O,O,X
SJOTLIZ,O,O,O,X,O,X,X,X,X
SJOTLZI,O,O,O,X,O,X,X,X,X
SJOTZIL,O,X,X,X,O,X,X,O,X
SJOTZLI,O,O,O,X,O,X,X,X,X
SJOITLZ,O,X,O,X,O,X,O,X,X
SJOITZL,X,X,X,X,X,X,O,X,X
SJOILTZ,O,O,O,X,X,X,O,X,X
SJOILZT,O,O,X,X,X,X,O,X,X
SJOIZTL,X,X,X,X,O,X,O,X,X
SJOIZLT,O,X,X,X,O,X,O,X,X
SJOLTIZ,O,O,O,X,X,X,X,X,X
SJOLTZI,O,O,O,X,X,X,X,X,X
SJOLITZ,O,O,O,X,X,X,X,X,X
SJOLIZT,O,O,X,X,X,X,X,X,X
SJOLZTI,O,X,X,X,X,X,X,X,X
SJOLZIT,O,O,X,X,X,X,X,X,X
SJOZTIL,O,X,X,X,O,X,X,O,X
SJOZTLI,O,X,O,X,O,X,X,X,X
SJOZITL,O,X,X,X,O,X,X,O,X
SJOZILT,O,X,X,X,O,X,X,X,X
SJOZLTI,O,X,X,X,O,X,X,X,X
SJOZLIT,O,X,X,X,O,X,X,X,X
SZTILJO,O,X,X,O,O,O,X,X,X
SZTILOJ,O,X,X,O,O,O,X,X,X
SZTIJLO,O,X,X,O,O,X,X,X,X
SZTIJOL,O,X,X,O,O,X,X,O,X
SZTIOLJ,O,X,X,O,O,O,X,X,X
SZTIOJL,O,X,X,O,O,X,X,O,X
SZTLIJO,O,X,O,O,O,O,X,X,X
SZTLIOJ,O,X,X,O,O,O,X,X,X
SZTLJIO,O,X,O,X,O,O,X,X,X
SZTLJOI,O,X,O,X,O,O,X,X,X
SZTLOIJ,O,X,X,O,O,O,X,X,X
SZTLOJI,O,X,O,X,O,O,X,X,X
SZTJILO,O,X,X,O,O,X,X,X,X
SZTJIOL,O,X,X,O,O,X,X,O,X
SZTJLIO,O,X,O,X,O,O,X,X,X
SZTJLOI,O,X,O,X,O,O,X,X,X
SZTJOIL,O,X,X,O,O,X,X,O,X
SZTJOLI,O,X,O,X,O,O,X,X,X
SZTOILJ,O,X,X,O,O,O,X,X,X
SZTOIJL,O,X,X,O,O,X,X,O,X
SZTOLIJ,O,X,X,O,O,O,X,X,X
SZTOLJI,O,X,O,X,O,O,X,X,X
SZTOJIL,O,X,X,O,O,X,X,O,X
SZTOJLI,O,X,O,X,O,O,X,X,X
SZITLJO,O,X,X,O,O,O,X,X,X
SZITLOJ,O,X,X,O,O,O,X,X,X
SZITJLO,O,X,X,O,O,X,X,X,X
SZITJOL,O,X,X,O,O,X,X,X,X
SZITOLJ,O,X,X,O,O,O,X,X,X
SZITOJL,O,X,X,O,O,X,X,X,X
SZILTJO,O,X,X,X,O,O,X,X,X
SZILTOJ,O,X,X,X,O,O,X,X,X
SZILJTO,O,X,X,X,O,O,X,X,X
SZILJOT,O,X,X,X,O,X,X,X,X
SZILOTJ,O,X,X,X,O,O,X,X,X
SZILOJT,O,X,X,X,O,X,X,X,X
SZIJTLO,O,X,X,O,O,X,X,X,X
SZIJTOL,O,X,X,O,O,X,X,X,X
SZIJLTO,O,X,X,X,O,X,X,X,X
SZIJLOT,O,X,X,X,O,X,X,X,X
SZIJOTL,O,X,X,O,O,X,X,O,X
SZIJOLT,O,X,X,X,O,X,X,X,X
SZIOTLJ,O,X,X,O,O,X,X,X,X
SZIOTJL,O,X,X,O,O,X,X,X,X
SZIOLTJ,O,X,X,X,O,X,X,X,X
SZIOLJT,O,X,X,X,O,X,X,X,X
SZIOJTL,O,X,X,O,O,X,X,O,X
SZIOJLT,O,X,X,X,O,X,X,X,X
SZLTIJO,O,X,X,X,O,O,X,X,X
SZLTIOJ,O,X,X,X,O,O,X,X,X
SZLTJIO,O,X,X,X,O,O,X,X,X
SZLTJOI,O,X,X,X,O,O,X,X,X
SZLTOIJ,O,X,X,X,O,O,X,X,X
SZLTOJI,O,X,X,X,O,O,X,X,X
SZLITJO,O,X,X,X,O,O,X,X,X
SZLITOJ,O,X,X,X,O,O,X,X,X
SZLIJTO,O,X,X,X,O,O,X,X,X
SZLIJOT,O,X,X,X,O,X,X,X,X
SZLIOTJ,O,X,X,X,O,O,X,X,X
SZLIOJT,O,X,X,X,O,X,X,X,X
SZLJTIO,O,X,X,X,O,O,X,X,X
SZLJTOI,X,X,X,X,O,O,X,X,X
SZLJITO,O,X,X,X,O,O,X,X,X
SZLJIOT,O,X,X,X,O,X,X,X,X
SZLJOTI,O,X,X,X,O,X,X,X,X
SZLJOIT,O,X,X,X,O,X,X,X,X
SZLOTIJ,O,X,X,X,O,O,X,X,X
SZLOTJI,O,X,X,X,O,O,X,X,X
SZLOITJ,O,X,X,X,O,O,X,X,X
SZLOIJT,O,X,X,X,O,X,X,X,X
SZLOJTI,O,X,X,X,O,X,X,X,X
SZLOJIT,O,X,X,X,O,X,X,X,X
SZJTILO,O,X,X,X,O,X,X,X,X
SZJTIOL,O,X,X,X,O,X,X,O,X
SZJTLIO,O,X,O,X,O,O,X,X,X
SZJTLOI,X,X,O,X,O,O,X,X,X
SZJTOIL,O,X,X,X,O,X,X,O,X
SZJTOLI,O,X,O,X,O,O,X,X,X
SZJITLO,O,X,X,X,O,X,X,X,X
SZJITOL,O,X,X,X,O,X,X,X,X
SZJILTO,O,X,X,X,O,X,X,X,X
SZJILOT,O,X,X,X,O,X,X,X,X
SZJIOTL,O,X,X,X,O,X,X,O,X
SZJIOLT,O,X,X,X,O,X,X,X,X
SZJLTIO,O,X,X,X,O,O,X,X,X
SZJLTOI,X,X,X,X,O,O,X,X,X
SZJLITO,O,X,X,X,O,O,X,X,X
SZJLIOT,O,X,X,X,O,X,X,X,X
SZJLOTI,O,X,X,X,O,X,X,X,X
SZJLOIT,O,X,X,X,O,X,X,X,X
SZJOTIL,O,X,X,X,O,X,X,O,X
SZJOTLI,O,X,O,X,O,X,X,X,X
SZJOITL,O,X,X,X,O,X,X,O,X
SZJOILT,O,X,X,X,O,X,X,X,X
SZJOLTI,O,X,X,X,O,X,X,X,X
SZJOLIT,O,X,X,X,O,X,X,X,X
SZOTILJ,O,X,X,O,O,O,X,X,X
SZOTIJL,O,X,X,O,O,X,X,O,X
SZOTLIJ,O,X,X,O,O,O,X,X,X
SZOTLJI,O,X,O,X,O,O,X,X,X
SZOTJIL,O,X,X,O,O,X,X,O,X
SZOTJLI,O,X,O,X,O,O,X,X,X
SZOITLJ,O,X,X,O,O,X,X,X,X
SZOITJL,O,X,X,O,O,X,X,X,X
SZOILTJ,O,X,X,X,O,X,X,X,X
SZOILJT,O,X,X,X,O,X,X,X,X
SZOIJTL,O,X,X,O,O,X,X,O,X
SZOIJLT,O,X,X,X,O,X,X,X,X
SZOLTIJ,O,X,X,X,O,O,X,X,X
SZOLTJI,O,X,X,X,O,O,X,X,X
SZOLITJ,O,X,X,X,O,O,X,X,X
SZOLIJT,O,X,X,X,O,X,X,X,X
SZOLJTI,O,X,X,X,O,X,X,X,X
SZOLJIT,O,X,X,X,O,X,X,X,X
SZOJTIL,O,X,X,X,O,X,X,O,X
SZOJTLI,O,X,O,X,O,X,X,X,X
SZOJITL,O,X,X,X,O,X,X,O,X
SZOJILT,O,X,X,X,O,X,X,X,X
SZOJLTI,O,X,X,X,O,X,X,X,X
SZOJLIT,O,X,X,X,O,X,X,X,X
SOTILJZ,O,X,O,O,O,X,O,X,X
SOTILZJ,O,X,X,X,O,O,O,X,X
SOTIJLZ,O,X,O,O,O,X,O,X,X
SOTIJZL,O,X,X,O,X,X,O,O,X
SOTIZLJ,O,X,X,O,O,O,O,X,X
SOTIZJL,O,X,X,O,O,X,O,X,X
SOTLIJZ,O,X,O,O,O,X,X,X,X
SOTLIZJ,O,X,X,X,O,O,X,X,X
SOTLJIZ,O,O,O,X,O,X,X,X,X
SOTLJZI,O,O,O,X,O,O,X,X,X
SOTLZIJ,O,X,X,X,O,O,X,X,X
SOTLZJI,O,O,O,X,O,O,X,X,X
SOTJILZ,O,X,O,O,O,X,O,X,X
SOTJIZL,O,X,X,O,X,X,O,O,X
SOTJLIZ,O,O,O,X,O,X,X,X,X
SOTJLZI,O,O,O,X,O,O,X,X,X
SOTJZIL,O,X,X,X,O,X,X,O,X
SOTJZLI,O,O,O,X,O,O,X,X,X
SOTZILJ,O,X,X,X,O,O,X,X,X
SOTZIJL,O,X,X,O,O,X,X,O,X
SOTZLIJ,O,X,X,X,O,O,X,X,X
SOTZLJI,O,O,O,X,O,O,X,X,X
SOTZJIL,O,X,X,X,O,X,X,O,X
SOTZJLI,O,O,O,X,O,O,X,X,X
SOITLJZ,O,X,O,O,O,X,O,X,X
SOITLZJ,O,X,X,X,O,X,O,X,X
SOITJLZ,O,X,O,O,O,X,O,X,X
SOITJZL,O,X,X,O,X,X,O,X,X
SOITZLJ,O,X,X,O,O,X,O,X,X
SOITZJL,O,X,X,O,O,X,O,X,X
SOILTJZ,O,X,X,X,O,X,O,X,X
SOILTZJ,O,X,X,X,O,X,O,X,X
SOILJTZ,O,X,X,X,X,X,O,X,X
SOILJZT,O,X,X,X,X,X,O,X,X
SOILZTJ,O,X,X,X,O,X,O,X,X
SOILZJT,O,X,X,X,O,X,O,X,X
SOIJTLZ,O,X,O,O,O,X,O,X,X
SOIJTZL,X,X,X,O,X,X,O,X,X
SOIJLTZ,O,X,X,X,X,X,O,X,X
SOIJLZT,O,X,X,X,X,X,O,X,X
SOIJZTL,X,X,X,O,O,X,O,X,X
SOIJZLT,O,X,X,X,O,X,O,X,X
SOIZTLJ,O,X,X,O,O,X,O,X,X
SOIZTJL,O,X,X,O,O,X,O,X,X
SOIZLTJ,O,X,X,X,O,X,O,X,X
SOIZLJT,O,X,X,X,O,X,O,X,X
SOIZJTL,O,X,X,O,O,X,O,X,X
SOIZJLT,O,X,X,X,O,X,O,X,X
SOLTIJZ,O,X,O,O,O,X,X,X,X
SOLTIZJ,O,X,X,X,O,O,X,X,X
SOLTJIZ,O,O,O,X,O,X,X,X,X
SOLTJZI,O,O,O,X,O,O,X,X,X
SOLTZIJ,O,X,X,X,O,O,X,X,X
SOLTZJI,O,O,O,X,O,O,X,X,X
SOLITJZ,O,X,X,X,O,X,X,X,X
SOLITZJ,O,X,X,X,O,X,X,X,X
SOLIJTZ,O,X,X,X,X,X,X,X,X
SOLIJZT,O,X,X,X,X,X,X,X,X
SOLIZTJ,O,X,X,X,O,X,X,X,X
SOLIZJT,O,X,X,X,O,X,X,X,X
SOLJTIZ,O,O,O,X,X,X,X,X,X
SOLJTZI,O,O,O,X,X,X,X,X,X
SOLJITZ,O,O,O,X,X,X,X,X,X
SOLJIZT,O,O,X,X,X,X,X,X,X
SOLJZTI,O,X,X,X,X,X,X,X,X
SOLJZIT,O,O,X,X,X,X,X,X,X
SOLZTIJ,O,X,X,X,O,O,X,X,X
SOLZTJI,O,X,X,X,O,O,X,X,X
SOLZITJ,O,X,X,X,O,O,X,X,X
SOLZIJT,O,X,X,X,O,X,X,X,X
SOLZJTI,O,X,X,X,O,X,X,X,X
SOLZJIT,O,O,X,X,O,X,X,X,X
SOJTILZ,O,X,O,O,O,X,O,X,X
SOJTIZL,O,X,X,O,X,X,O,O,X
SOJTLIZ,O,O,O,X,O,X,X,X,X
SOJTLZI,O,O,O,X,O,X,X,X,X
SOJTZIL,O,X,X,X,O,X,X,O,X
SOJTZLI,O,O,O,X,O,X,X,X,X
SOJITLZ,O,X,O,X,O,X,O,X,X
SOJITZL,X,X,X,X,X,X,O,X,X
SOJILTZ,O,O,O,X,X,X,O,X,X
SOJILZT,O,O,X,X,X,X,O,X,X
SOJIZTL,X,X,X,X,O,X,O,X,X
SOJIZLT,O,X,X,X,O,X,O,X,X
SOJLTIZ,O,O,O,X,X,X,X,X,X
SOJLTZI,O,O,O,X,X,X,X,X,X
SOJLITZ,O,O,O,X,X,X,X,X,X
SOJLIZT,O,O,X,X,X,X,X,X,X
SOJLZTI,O,X,X,X,X,X,X,X,X
SOJLZIT,O,O,X,X,X,X,X,X,X
SOJZTIL,O,X,X,X,O,X,X,O,X
SOJZTLI,O,X,O,X,O,X,X,X,X
SOJZITL,O,X,X,X,O,X,X,O,X
SOJZILT,O,X,X,X,O,X,X,X,X
SOJZLTI,O,X,X,X,O,X,X,X,X
SOJZLIT,O,X,X,X,O,X,X,X,X
SOZTILJ,O,X,X,O,O,O,X,X,X
SOZTIJL,O,X,X,O,O,X,X,O,X
SOZTLIJ,O,X,X,O,O,O,X,X,X
SOZTLJI,O,X,O,X,O,O,X,X,X
SOZTJIL,O,X,X,O,O,X,X,O,X
SOZTJLI,O,X,O,X,O,O,X,X,X
SOZITLJ,O,X,X,O,O,X,X,X,X
SOZITJL,O,X,X,O,O,X,X,X,X
SOZILTJ,O,X,X,X,O,X,X,X,X
SOZILJT,O,X,X,X,O,X,X,X,X
SOZIJTL,O,X,X,O,O,X,X,O,X
SOZIJLT,O,X,X,X,O,X,X,X,X
SOZLTIJ,O,X,X,X,O,O,X,X,X
SOZLTJI,O,X,X,X,O,O,X,X,X
SOZLITJ,O,X,X,X,O,O,X,X,X
SOZLIJT,O,X,X,X,O,X,X,X,X
SOZLJTI,O,X,X,X,O,X,X,X,X
SOZLJIT,O,X,X,X,O,X,X,X,X
SOZJTIL,O,X,X,X,O,X,X,O,X
SOZJTLI,O,X,O,X,O,X,X,X,X
SOZJITL,O,X,X,X,O,X,X,O,X
SOZJILT,O,X,X,X,O,X,X,X,X
SOZJLTI,O,X,X,X,O,X,X,X,X
SOZJLIT,O,X,X,X,O,X,X,X,X
ZTILJSO,O,O,X,O,O,X,X,X,O
ZTILJOS,O,O,X,O,X,X,O,O,O
ZTILSJO,O,O,X,O,O,O,X,X,O
ZTILSOJ,O,X,X,O,O,O,X,X,X
ZTILOJS,O,O,X,O,X,X,O,O,O
ZTILOSJ,O,X,X,O,X,X,X,X,X
ZTIJLSO,O,O,X,O,O,X,X,X,O
ZTIJLOS,O,O,X,O,X,X,O,O,O
ZTIJSLO,O,X,X,O,O,X,O,X,X
ZTIJSOL,O,X,X,O,O,X,O,O,X
ZTIJOLS,O,O,X,O,X,X,O,O,X
ZTIJOSL,O,X,X,O,X,X,O,O,X
ZTISLJO,O,X,X,O,O,X,O,X,X
ZTISLOJ,O,X,X,O,O,X,O,X,X
ZTISJLO,O,X,X,O,O,X,O,X,X
ZTISJOL,O,X,X,O,O,X,O,O,X
ZTISOLJ,O,X,X,O,O,X,O,X,X
ZTISOJL,O,X,X,O,X,X,O,O,X
ZTIOLJS,O,O,X,O,X,X,O,O,X
ZTIOLSJ,O,X,X,O,X,X,X,X,X
ZTIOJLS,O,O,X,O,X,X,O,O,X
ZTIOJSL,O,X,X,O,X,X,O,O,X
