sequence,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFzd?B5jBlhBKrBXnBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8Jez7IvhFuh?B5jBliBarB8rB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhF3c?BzdB5jBVnBKrBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFzd?B5jB/rBFnBirBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeWBJvhFid?B5jB3iBFmBUsBTrB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeC8IvhFmd?B5jBXhBTiBcrBVxB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFch?BidB5jBFnBTrB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuBJvhF5j?BzgBliB8rBarB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeWBJvhFid?B5jBUmBFnB3sBTrB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeC8IvhF5j?BXhBFnBTrBOsB8sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeF9IvhF8i?B5jBzgBfnBarBWxB
JTIOZSL,X,X,O,O,O,O,O,X,X,X,O
JTLISZO,O,X,O,O,X,X,X,X,X,X,X
JTLISOZ,O,X,O,O,X,X,X,X,X,X,X
JTLIZSO,X,X,O,X,O,O,X,X,X,X,X
JTLIZOS,O,X,O,X,X,X,X,X,X,X,X
JTLIOSZ,O,X,O,O,X,X,X,X,X,X,X
JTLIOZS,O,X,O,X,X,O,X,X,X,X,X
JTLSIZO,O,X,O,O,X,X,X,X,X,X,X
JTLSIOZ,O,X,O,O,X,X,X,X,X,X,X
JTLSZIO,O,X,O,X,X,X,X,X,X,X,X
JTLSZOI,O,X,O,X,X,X,X,X,X,X,X
JTLSOIZ,O,X,O,O,X,X,X,X,X,X,X
JTLSOZI,O,X,O,X,X,X,X,X,X,X,X
JTLZISO,X,X,O,X,O,O,X,X,X,X,X
JTLZIOS,O,X,O,X,X,X,X,X,X,X,X
JTLZSIO,X,X,O,X,O,O,X,X,X,X,X
JTLZSOI,X,X,O,X,O,O,X,X,X,X,X
JTLZOIS,O,X,O,X,X,X,X,X,X,X,X
JTLZOSI,X,X,O,X,X,X,X,X,X,X,X
JTLOISZ,O,X,O,O,X,X,X,X,X,X,X
JTLOIZS,O,X,O,X,X,O,X,X,X,X,X
JTLOSIZ,O,X,O,O,X,X,X,X,X,X,X
JTLOSZI,O,X,O,X,X,X,X,X,X,X,X
JTLOZIS,O,X,O,X,X,O,X,X,X,X,X
JTLOZSI,X,X,O,X,X,O,X,X,X,X,X
JTSILZO,O,X,X,O,X,X,X,X,X,X,X
JTSILOZ,O,X,O,O,X,X,X,X,X,X,X
JTSIZLO,X,X,X,O,O,O,X,X,X,X,O
JTSIZOL,X,X,O,O,O,O,X,X,X,X,O
JTSIOLZ,O,X,O,O,X,X,X,X,X,X,X
JTSIOZL,X,X,O,O,X,O,X,X,X,X,O
JTSLIZO,O,X,X,O,X,X,X,X,X,X,X
JTSLIOZ,O,X,O,O,X,X,X,X,X,X,X
JTSLZIO,O,X,X,X,X,X,X,X,X,X,X
JTSLZOI,O,X,X,X,X,X,X,X,X,X,X
JTSLOIZ,O,X,O,O,X,X,X,X,X,X,X
JTSLOZI,O,X,X,X,X,X,X,X,X,X,X
JTSZILO,X,X,X,O,O,O,X,X,X,X,O
JTSZIOL,X,X,O,O,O,O,X,X,X,X,O
JTSZLIO,X,X,X,X,O,O,X,X,X,X,O
JTSZLOI,X,X,X,X,O,O,X,X,X,X,O
JTSZOIL,X,X,O,O,O,O,X,X,X,X,O
JTSZOLI,X,X,X,X,O,O,X,X,X,X,O
JTSOILZ,O,X,O,O,X,X,X,X,X,X,X
JTSOIZL,X,X,O,O,X,O,X,X,X,X,O
JTSOLIZ,O,X,O,O,X,X,X,X,X,X,X
JTSOLZI,O,X,X,X,X,X,X,X,X,X,X
JTSOZIL,X,X,O,O,X,O,X,X,X,X,O
JTSOZLI,X,X,X,X,X,O,X,X,X,X,O
JTZILSO,X,O,X,X,O,O,X,X,O,X,X
JTZILOS,X,O,X,X,X,X,X,O,X,X,X
JTZISLO,X,O,X,O,O,O,X,X,O,X,O
JTZISOL,X,X,O,O,O,O,X,O,O,X,O
JTZIOLS,X,O,X,X,X,O,X,O,X,X,X
JTZIOSL,X,X,O,O,O,O,X,O,O,X,O
JTZLISO,X,O,X,X,O,O,X,X,O,X,X
JTZLIOS,X,O,X,X,X,X,X,O,X,X,X
JTZLSIO,X,O,X,X,O,O,X,X,X,X,X
JTZLSOI,X,O,X,X,O,O,X,X,X,X,X
JTZLOIS,X,O,X,X,X,X,X,O,X,X,X
JTZLOSI,X,O,X,X,X,X,X,X,X,X,X
JTZSILO,X,O,X,O,O,O,X,X,O,X,O
JTZSIOL,X,X,O,O,O,O,X,O,O,X,O
JTZSLIO,X,O,X,X,O,O,X,X,X,X,O
JTZSLOI,X,O,X,X,O,O,X,X,X,X,O
JTZSOIL,X,X,O,O,O,O,X,O,X,X,O
JTZSOLI,X,X,X,X,O,O,X,X,X,X,O
JTZOILS,X,O,X,X,X,O,X,O,X,X,X
JTZOISL,X,X,O,O,O,O,X,O,O,X,O
JTZOLIS,X,O,X,X,X,O,X,O,X,X,X
JTZOLSI,X,O,X,X,X,O,X,X,X,X,X
JTZOSIL,X,X,O,O,O,O,X,O,X,X,O
JTZOSLI,X,X,X,X,O,O,X,X,X,X,O
JTOILSZ,O,X,O,O,X,X,X,X,X,X,X
JTOILZS,O,X,O,X,X,O,X,X,X,X,X
JTOISLZ,O,X,O,O,X,X,X,X,X,X,X
JTOISZL,X,X,O,O,X,O,X,X,X,X,O
JTOIZLS,X,X,X,X,X,O,O,X,X,X,X
JTOIZSL,X,X,O,O,O,O,O,X,X,X,O
JTOLISZ,O,X,O,O,X,X,X,X,X,X,X
JTOLIZS,O,X,O,X,X,O,X,X,X,X,X
JTOLSIZ,O,X,O,O,X,X,X,X,X,X,X
JTOLSZI,O,X,O,X,X,X,X,X,X,X,X
JTOLZIS,O,X,O,X,X,O,X,X,X,X,X
JTOLZSI,X,X,O,X,X,O,X,X,X,X,X
JTOSILZ,O,X,O,O,X,X,X,X,X,X,X
JTOSIZL,X,X,O,O,X,O,X,X,X,X,O
JTOSLIZ,O,X,O,O,X,X,X,X,X,X,X
JTOSLZI,O,X,X,X,X,X,X,X,X,X,X
JTOSZIL,X,X,O,O,X,O,X,X,X,X,O
JTOSZLI,X,X,X,X,X,O,X,X,X,X,O
JTOZILS,X,X,X,X,X,O,O,X,X,X,X
JTOZISL,X,X,O,O,O,O,O,X,X,X,O
JTOZLIS,X,X,X,X,X,O,O,X,X,X,X
JTOZLSI,X,X,X,X,X,O,O,X,X,X,X
JTOZSIL,X,X,O,O,O,O,O,X,X,X,O
JTOZSLI,X,X,X,X,O,O,O,X,X,X,O
JITLSZO,O,X,O,O,X,X,X,X,X,X,X
JITLSOZ,O,X,O,O,X,X,X,X,X,X,X
JITLZSO,X,X,O,X,O,O,X,X,X,X,X
JITLZOS,O,X,O,X,X,X,X,X,X,X,X
JITLOSZ,O,X,O,O,X,X,X,X,X,X,X
JITLOZS,O,X,O,X,X,O,X,X,X,X,X
JITSLZO,O,X,X,O,X,X,X,X,X,X,X
JITSLOZ,O,X,O,O,X,X,X,X,X,X,X
JITSZLO,X,X,X,O,O,O,X,X,X,X,O
JITSZOL,X,X,O,O,O,O,X,X,X,X,O
JITSOLZ,O,X,O,O,X,X,X,X,X,X,X
JITSOZL,X,X,O,O,X,O,X,X,X,X,O
JITZLSO,X,O,X,X,O,O,X,X,O,X,X
JITZLOS,X,O,X,X,X,X,X,O,X,X,X
JITZSLO,X,O,X,O,O,O,X,X,O,X,O
JITZSOL,X,X,O,O,O,O,X,O,O,X,O
JITZOLS,X,O,X,X,X,O,X,O,X,X,X
JITZOSL,X,X,O,O,O,O,X,O,O,X,O
JITOLSZ,O,X,O,O,X,X,X,X,X,X,X
JITOLZS,O,X,O,X,X,O,X,X,X,X,X
JITOSLZ,O,X,O,O,X,X,X,X,X,X,X
JITOSZL,X,X,O,O,X,O,X,X,X,X,O
JITOZLS,X,X,X,X,X,O,O,X,X,X,X
JITOZSL,X,X,O,O,O,O,O,X,X,X,O
JILTSZO,O,X,O,O,X,X,X,X,X,X,X
JILTSOZ,O,X,O,O,X,X,X,X,X,X,X
JILTZSO,X,X,O,X,X,O,X,X,X,X,X
JILTZOS,O,X,O,X,X,X,X,X,X,X,X
JILTOSZ,O,X,O,O,X,X,X,X,X,X,X
JILTOZS,O,X,O,X,X,O,X,X,X,X,X
JILSTZO,O,X,O,O,X,X,X,X,X,X,X
JILSTOZ,O,X,O,O,X,X,X,X,X,X,X
JILSZTO,O,X,O,X,X,X,X,X,X,X,O
JILSZOT,O,X,X,X,X,X,X,X,X,X,O
JILSOTZ,O,X,O,O,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,X,X,X,X,X,X,O
JILZTSO,X,O,O,X,X,X,X,X,X,X,X
JILZTOS,O,O,O,X,X,X,X,X,X,X,X
JILZSTO,O,O,O,X,X,X,X,X,X,X,O
JILZSOT,O,O,X,X,X,X,X,X,X,X,O
JILZOTS,O,O,O,X,X,X,X,X,X,X,X
JILZOST,O,O,X,X,X,X,X,X,X,X,O
JILOTSZ,O,X,O,O,X,X,X,X,X,X,X
JILOTZS,O,X,O,X,X,O,X,X,X,X,X
JILOSTZ,O,X,O,O,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,X,X,X,X,O
JILOZTS,O,O,O,X,X,X,O,X,X,X,X
JILOZST,O,O,X,X,X,X,X,X,X,X,O
JISTLZO,O,X,X,O,X,X,X,X,X,X,X
JISTLOZ,O,X,O,O,X,X,X,X,X,X,X
JISTZLO,X,X,X,O,O,O,X,X,X,X,O
JISTZOL,X,X,O,O,O,O,X,X,X,X,O
JISTOLZ,O,X,O,O,X,X,X,X,X,X,X
JISTOZL,X,X,O,O,X,O,X,X,X,X,O
JISLTZO,O,X,O,O,X,X,X,X,X,X,X
JISLTOZ,O,X,O,O,X,X,X,X,X,X,X
JISLZTO,O,X,O,X,O,X,X,X,X,X,O
JISLZOT,O,X,X,X,X,X,X,X,X,X,O
JISLOTZ,O,X,O,O,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,X,X,X,X,O
JISZTLO,X,X,X,O,O,X,X,X,X,X,O
JISZTOL,X,X,X,O,O,X,X,X,X,X,O
JISZLTO,O,X,X,X,O,X,X,X,X,X,O
JISZLOT,O,X,X,X,X,X,X,X,X,X,O
JISZOTL,X,X,X,O,X,X,X,X,X,X,O
JISZOLT,O,X,X,X,X,X,X,X,X,X,O
JISOTLZ,O,X,O,O,X,X,X,X,X,X,X
JISOTZL,X,X,O,O,X,O,X,X,X,X,O
JISOLTZ,O,X,O,O,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X,X,O
JISOZTL,X,X,X,O,X,X,O,X,X,X,O
JISOZLT,O,X,X,X,X,X,X,X,X,X,O
JIZTLSO,X,O,O,X,O,O,X,X,O,X,X
JIZTLOS,X,O,O,X,X,X,X,O,X,X,X
JIZTSLO,X,O,X,O,O,O,X,X,O,X,O
JIZTSOL,X,X,O,O,O,O,X,O,O,X,O
JIZTOLS,X,O,O,X,X,O,X,O,X,X,X
JIZTOSL,X,X,O,O,O,O,X,O,O,X,O
JIZLTSO,X,O,O,X,X,X,X,X,O,X,X
JIZLTOS,O,O,O,X,X,X,X,O,X,X,X
JIZLSTO,O,O,O,X,X,X,X,X,X,X,O
JIZLSOT,O,O,X,X,X,X,X,X,X,X,O
JIZLOTS,O,O,O,X,X,X,X,O,X,X,X
JIZLOST,O,O,X,X,X,X,X,X,X,X,O
JIZSTLO,X,O,X,O,O,X,X,X,O,X,O
JIZSTOL,X,X,X,O,O,X,X,O,O,X,O
JIZSLTO,O,O,X,X,O,X,X,X,X,X,O
JIZSLOT,O,O,X,X,X,X,X,X,X,X,O
JIZSOTL,X,X,X,O,X,X,X,O,X,X,O
JIZSOLT,O,X,X,X,X,X,X,X,X,X,O
JIZOTLS,X,O,O,X,X,O,O,O,X,X,X
JIZOTSL,X,X,O,O,X,O,O,O,O,X,O
JIZOLTS,O,O,O,X,X,X,O,O,X,X,X
JIZOLST,O,O,X,X,X,X,X,X,X,X,O
JIZOSTL,X,X,X,O,X,X,O,O,X,X,O
JIZOSLT,O,X,X,X,X,X,X,X,X,X,O
JIOTLSZ,O,X,O,O,X,X,X,X,X,X,X
JIOTLZS,O,X,O,X,X,O,O,X,X,X,X
JIOTSLZ,O,X,O,O,X,X,X,X,X,O,X
JIOTSZL,X,X,O,O,X,O,X,X,X,O,O
JIOTZLS,X,X,X,X,X,O,O,X,X,X,X
JIOTZSL,X,X,O,O,X,O,O,X,X,X,O
JIOLTSZ,O,X,O,O,X,X,X,X,X,X,X
JIOLTZS,O,X,O,X,X,O,X,X,X,X,X
JIOLSTZ,O,X,O,O,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,X,X,X,X,X,X,O
JIOLZTS,O,X,O,X,X,X,O,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,X,X,O
JIOSTLZ,O,X,O,O,X,X,X,X,X,O,X
JIOSTZL,X,X,O,O,X,O,X,X,X,O,O
JIOSLTZ,O,X,O,O,X,X,X,X,X,O,X
JIOSLZT,O,X,X,X,X,X,X,X,X,X,O
JIOSZTL,X,X,X,O,X,X,O,X,X,X,O
JIOSZLT,O,X,X,X,X,X,X,X,X,X,O
JIOZTLS,X,X,O,X,X,O,O,O,X,X,X
JIOZTSL,X,X,O,O,X,O,O,O,X,X,O
JIOZLTS,O,X,O,X,X,X,O,O,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,X,X,O
JIOZSTL,X,X,X,O,X,X,O,O,X,X,O
JIOZSLT,O,X,X,X,X,X,X,X,X,X,O
JLTISZO,O,X,O,O,X,X,X,X,X,X,X
JLTISOZ,O,X,O,O,X,X,X,X,X,X,X
JLTIZSO,X,X,O,X,X,O,X,X,X,X,X
JLTIZOS,O,X,O,X,X,X,X,X,X,X,X
JLTIOSZ,O,X,O,O,X,X,X,X,X,X,X
JLTIOZS,O,X,O,X,X,O,X,X,X,X,X
JLTSIZO,O,X,O,O,X,X,X,X,X,X,X
JLTSIOZ,O,X,O,O,X,X,X,X,X,X,X
JLTSZIO,O,X,O,X,X,X,X,X,X,X,X
JLTSZOI,O,X,O,X,X,X,X,X,X,X,X
JLTSOIZ,O,X,O,O,X,X,X,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X,X,X,X,X
JLTZISO,X,X,O,X,X,O,X,X,X,X,X
JLTZIOS,O,X,O,X,X,X,X,X,X,X,X
JLTZSIO,X,X,O,X,X,O,X,X,X,X,X
JLTZSOI,X,X,O,X,X,O,X,X,X,X,X
JLTZOIS,O,X,O,X,X,X,X,X,X,X,X
JLTZOSI,X,X,O,X,X,X,X,X,X,X,X
JLTOISZ,O,X,O,O,X,X,X,X,X,X,X
JLTOIZS,O,X,O,X,X,O,X,X,X,X,X
JLTOSIZ,O,X,O,O,X,X,X,X,X,X,X
JLTOSZI,O,X,O,X,X,X,X,X,X,X,X
JLTOZIS,O,X,O,X,X,O,X,X,X,X,X
JLTOZSI,X,X,O,X,X,O,X,X,X,X,X
JLITSZO,O,X,O,O,X,X,X,X,X,X,X
JLITSOZ,O,X,O,O,X,X,X,X,X,X,X
JLITZSO,X,X,O,X,X,O,X,X,X,X,X
JLITZOS,O,X,O,X,X,X,X,X,X,X,X
JLITOSZ,O,X,O,O,X,X,X,X,X,X,X
JLITOZS,O,X,O,X,X,O,X,X,X,X,X
JLISTZO,O,X,O,O,X,X,X,X,X,X,X
JLISTOZ,O,X,O,O,X,X,X,X,X,X,X
JLISZTO,O,X,O,X,X,X,X,X,X,X,O
JLISZOT,O,X,X,X,X,X,X,X,X,X,O
JLISOTZ,O,X,O,O,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,X,X,O
JLIZTSO,X,O,O,X,X,X,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X,X,X,X
JLIZSTO,O,O,O,X,X,X,X,X,X,X,O
JLIZSOT,O,O,X,X,X,X,X,X,X,X,O
JLIZOTS,O,O,O,X,X,X,X,X,X,X,X
JLIZOST,O,O,X,X,X,X,X,X,X,X,O
JLIOTSZ,O,X,O,O,X,X,X,X,X,X,X
JLIOTZS,O,X,O,X,X,O,X,X,X,X,X
JLIOSTZ,O,X,O,O,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X,X,X,X,O
JLIOZTS,O,O,O,X,X,X,O,X,X,X,X
JLIOZST,O,O,X,X,X,X,X,X,X,X,O
JLSTIZO,O,X,O,O,X,X,X,X,X,X,X
JLSTIOZ,O,X,O,O,X,X,X,X,X,X,X
JLSTZIO,O,X,O,X,X,X,X,X,X,X,X
JLSTZOI,O,X,O,X,X,X,X,X,X,X,X
JLSTOIZ,O,X,O,O,X,X,X,X,X,X,X
JLSTOZI,O,X,O,X,X,X,X,X,X,X,X
JLSITZO,O,X,O,O,X,X,X,X,X,X,X
JLSITOZ,O,X,O,O,X,X,X,X,X,X,X
JLSIZTO,O,X,O,X,X,X,X,X,X,X,O
JLSIZOT,O,X,X,X,X,X,X,X,X,X,O
JLSIOTZ,O,X,O,O,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,X,X,O
JLSZTIO,O,X,O,X,X,X,X,X,X,X,O
JLSZTOI,O,X,O,X,X,X,X,X,X,X,O
JLSZITO,O,X,O,X,X,X,X,X,X,X,O
JLSZIOT,O,X,X,X,X,X,X,X,X,X,O
JLSZOTI,O,X,X,X,X,X,X,X,X,X,O
JLSZOIT,O,X,X,X,X,X,X,X,X,X,O
JLSOTIZ,O,X,O,O,X,X,X,X,X,X,X
JLSOTZI,O,X,O,X,X,X,X,X,X,X,X
JLSOITZ,O,X,O,O,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,X,X,O
JLSOZTI,O,X,X,X,X,X,X,X,X,X,O
JLSOZIT,O,X,X,X,X,X,X,X,X,X,O
JLZTISO,X,O,O,X,X,X,X,X,X,X,X
JLZTIOS,O,O,O,X,X,X,X,X,X,X,X
JLZTSIO,X,O,O,X,X,X,X,X,X,X,X
JLZTSOI,X,O,O,X,X,X,X,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,X,X,X
JLZTOSI,X,O,O,X,X,X,X,X,X,X,X
JLZITSO,X,O,O,X,X,X,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,X,X,X,X
JLZISTO,O,O,O,X,X,X,X,X,X,X,O
JLZISOT,O,O,X,X,X,X,X,X,X,X,O
JLZIOTS,O,O,O,X,X,X,X,X,X,X,X
JLZIOST,O,O,X,X,X,X,X,X,X,X,O
JLZSTIO,O,O,O,X,X,X,X,X,X,X,O
JLZSTOI,O,O,O,X,X,X,X,X,X,X,O
JLZSITO,O,O,O,X,X,X,X,X,X,X,O
JLZSIOT,O,O,X,X,X,X,X,X,X,X,O
JLZSOTI,O,O,X,X,X,X,X,X,X,X,O
JLZSOIT,O,O,X,X,X,X,X,X,X,X,O
JLZOTIS,O,O,O,X,X,X,X,X,X,X,X
JLZOTSI,X,O,O,X,X,X,X,X,X,X,X
JLZOITS,O,O,O,X,X,X,X,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,X,X,X,O
JLZOSTI,O,O,X,X,X,X,X,X,X,X,O
JLZOSIT,O,O,X,X,X,X,X,X,X,X,O
JLOTISZ,O,X,O,O,X,X,X,X,X,X,X
JLOTIZS,O,X,O,X,X,O,X,X,X,X,X
JLOTSIZ,O,X,O,O,X,X,X,X,X,X,X
JLOTSZI,O,X,O,X,X,X,X,X,X,X,X
JLOTZIS,O,X,O,X,X,O,X,X,X,X,X
JLOTZSI,X,X,O,X,X,O,X,X,X,X,X
JLOITSZ,O,X,O,O,X,X,X,X,X,X,X
JLOITZS,O,X,O,X,X,O,X,X,X,X,X
JLOISTZ,O,X,O,O,X,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X,X,X,X,O
JLOIZTS,O,O,O,X,X,X,O,X,X,X,X
JLOIZST,O,O,X,X,X,X,X,X,X,X,O
JLOSTIZ,O,X,O,O,X,X,X,X,X,X,X
JLOSTZI,O,X,O,X,X,X,X,X,X,X,X
JLOSITZ,O,X,O,O,X,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,X,X,O
JLOSZTI,O,X,X,X,X,X,X,X,X,X,O
JLOSZIT,O,X,X,X,X,X,X,X,X,X,O
JLOZTIS,O,O,O,X,X,X,O,X,X,X,X
JLOZTSI,X,O,O,X,X,X,O,X,X,X,X
JLOZITS,O,O,O,X,X,X,O,X,X,X,X
JLOZIST,O,O,X,X,X,X,X,X,X,X,O
JLOZSTI,O,O,X,X,X,X,X,X,X,X,O
JLOZSIT,O,O,X,X,X,X,X,X,X,X,O
JSTILZO,O,X,X,O,X,X,X,X,X,X,X
JSTILOZ,O,X,O,O,X,X,X,X,X,X,X
JSTIZLO,X,X,X,O,O,O,X,X,X,X,O
JSTIZOL,X,X,O,O,O,O,X,X,X,X,O
JSTIOLZ,O,X,O,O,X,X,X,X,X,X,X
JSTIOZL,X,X,O,O,X,O,X,X,X,X,O
JSTLIZO,O,X,X,O,X,X,X,X,X,X,X
JSTLIOZ,O,X,O,O,X,X,X,X,X,X,X
JSTLZIO,O,X,X,X,X,X,X,X,X,X,X
JSTLZOI,O,X,X,X,X,X,X,X,X,X,X
JSTLOIZ,O,X,O,O,X,X,X,X,X,X,X
JSTLOZI,O,X,X,X,X,X,X,X,X,X,X
JSTZILO,X,X,X,O,X,O,X,X,X,X,O
JSTZIOL,X,X,O,O,X,O,X,X,X,X,O
JSTZLIO,X,X,X,X,X,O,X,X,X,X,O
JSTZLOI,X,X,X,X,X,O,X,X,X,X,O
JSTZOIL,X,X,O,O,X,O,X,X,X,X,O
JSTZOLI,X,X,X,X,X,O,X,X,X,X,O
JSTOILZ,O,X,O,O,X,X,X,X,X,X,X
JSTOIZL,X,X,O,O,X,O,X,X,X,X,O
JSTOLIZ,O,X,O,O,X,X,X,X,X,X,X
JSTOLZI,O,X,X,X,X,X,X,X,X,X,X
JSTOZIL,X,X,O,O,X,O,X,X,X,X,O
JSTOZLI,X,X,X,X,X,O,X,X,X,X,O
JSITLZO,O,X,X,O,X,X,X,X,X,X,X
JSITLOZ,O,X,O,O,X,X,X,X,X,X,X
JSITZLO,X,X,X,O,O,O,X,X,X,X,O
JSITZOL,X,X,O,O,O,O,X,X,X,X,O
JSITOLZ,O,X,O,O,X,X,X,X,X,X,X
JSITOZL,X,X,O,O,X,O,X,X,X,X,O
JSILTZO,O,X,O,O,X,X,X,X,X,X,X
JSILTOZ,O,X,O,O,X,X,X,X,X,X,X
JSILZTO,O,X,O,X,O,X,X,X,X,X,O
JSILZOT,O,X,X,X,X,X,X,X,X,X,O
JSILOTZ,O,X,O,O,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,X,X,X,X,O
JSIZTLO,X,X,X,O,O,X,X,X,X,X,O
JSIZTOL,X,X,X,O,O,X,X,X,X,X,O
JSIZLTO,O,X,X,X,O,X,X,X,X,X,O
JSIZLOT,O,X,X,X,X,X,X,X,X,X,O
JSIZOTL,X,X,X,O,X,X,X,X,X,X,O
JSIZOLT,O,X,X,X,X,X,X,X,X,X,O
JSIOTLZ,O,X,O,O,X,X,X,X,X,X,X
JSIOTZL,X,X,O,O,X,O,X,X,X,X,O
JSIOLTZ,O,X,O,O,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X,X,X,X,O
JSIOZTL,X,X,X,O,X,X,O,X,X,X,O
JSIOZLT,O,X,X,X,X,X,X,X,X,X,O
JSLTIZO,O,X,O,O,X,X,X,X,X,X,X
JSLTIOZ,O,X,O,O,X,X,X,X,X,X,X
JSLTZIO,O,X,O,X,X,X,X,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X,X,X,X,X
JSLTOIZ,O,X,O,O,X,X,X,X,X,X,X
JSLTOZI,O,X,O,X,X,X,X,X,X,X,X
JSLITZO,O,X,O,O,X,X,X,X,X,X,X
JSLITOZ,O,X,O,O,X,X,X,X,X,X,X
JSLIZTO,O,X,O,X,O,X,X,X,X,X,O
JSLIZOT,O,X,X,X,X,X,X,X,X,X,O
JSLIOTZ,O,X,O,O,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,X,X,X,X,O
JSLZTIO,O,X,O,X,O,X,X,X,X,X,O
JSLZTOI,O,X,O,X,O,X,X,X,X,X,O
JSLZITO,O,X,O,X,O,X,X,X,X,X,O
JSLZIOT,O,X,X,X,X,X,X,X,X,X,O
JSLZOTI,O,X,X,X,X,X,X,X,X,X,O
JSLZOIT,O,X,X,X,X,X,X,X,X,X,O
JSLOTIZ,O,X,O,O,X,X,X,X,X,X,X
JSLOTZI,O,X,O,X,X,X,X,X,X,X,X
JSLOITZ,O,X,O,O,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,X,X,X,X,X,X,O
JSLOZTI,O,X,X,X,X,X,X,X,X,X,O
JSLOZIT,O,X,X,X,X,X,X,X,X,X,O
JSZTILO,X,X,X,O,O,X,X,X,X,X,O
JSZTIOL,X,X,X,O,O,X,X,X,X,X,O
JSZTLIO,X,X,X,X,O,X,X,X,X,X,O
JSZTLOI,X,X,X,X,O,X,X,X,X,X,O
JSZTOIL,X,X,X,O,O,X,X,X,X,X,O
JSZTOLI,X,X,X,X,O,X,X,X,X,X,O
JSZITLO,X,X,X,O,O,X,X,X,X,X,O
JSZITOL,X,X,X,O,O,X,X,X,X,X,O
JSZILTO,O,X,X,X,O,X,X,X,X,X,O
JSZILOT,O,X,X,X,X,X,X,X,X,X,O
JSZIOTL,X,X,X,O,X,X,X,X,X,X,O
JSZIOLT,O,X,X,X,X,X,X,X,X,X,O
JSZLTIO,O,X,X,X,O,X,X,X,X,X,O
JSZLTOI,O,X,X,X,O,X,X,X,X,X,O
JSZLITO,O,X,X,X,O,X,X,X,X,X,O
JSZLIOT,O,X,X,X,X,X,X,X,X,X,O
JSZLOTI,O,X,X,X,X,X,X,X,X,X,O
JSZLOIT,O,X,X,X,X,X,X,X,X,X,O
JSZOTIL,X,X,X,O,X,X,X,X,X,X,O
JSZOTLI,X,X,X,X,X,X,X,X,X,X,O
JSZOITL,X,X,X,O,X,X,X,X,X,X,O
JSZOILT,O,X,X,X,X,X,X,X,X,X,O
JSZOLTI,O,X,X,X,X,X,X,X,X,X,O
JSZOLIT,O,X,X,X,X,X,X,X,X,X,O
JSOTILZ,O,X,O,O,X,X,X,X,X,X,X
JSOTIZL,X,X,O,O,X,O,X,X,X,X,O
JSOTLIZ,O,X,O,O,X,X,X,X,X,X,X
JSOTLZI,O,X,X,X,X,X,X,X,X,X,X
JSOTZIL,X,X,O,O,X,O,X,X,X,X,O
JSOTZLI,X,X,X,X,X,O,X,X,X,X,O
JSOITLZ,O,X,O,O,X,X,X,X,X,X,X
JSOITZL,X,X,O,O,X,O,X,X,X,X,O
JSOILTZ,O,X,O,O,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,X,X,X,X,O
JSOIZTL,X,X,X,O,X,X,O,X,X,X,O
JSOIZLT,O,X,X,X,X,X,X,X,X,X,O
JSOLTIZ,O,X,O,O,X,X,X,X,X,X,X
