sequence,v115@zgC8FeC8GeC8GeE8EeE8CeC8Je37IvhFUdBxlBlnBa?oBmrBTrB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeR8IvhFajBTgB/mB0?nBFnB2wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFTcBZjB6nBF?mB3rBOsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeU8IvhFRdBTgBimB3?nBmnB1wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeF8IvhFXdBZjBTgBO?rBCsBcsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeyBJvhF+iBZjBTgBF?hBcrBXsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeU8IvhFRdBTgBliB3?mBysB2wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8Je37IvhFRdBlhBaoBT?nB0rBmqB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhF3cBajBTiBF?mBRsB2wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8Je37IvhFRdB0hBmlBz?nBinB1wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeF8IvhFZjBTgBcmB6?nB3rBOsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeR9IvhF2lBiiBfsBz?nBFmBUrB,v115@zgC8FeC8GeC8GeE8EeE8CeC8Je37IvhFidBziBxlB2?sBcmB1wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8Jez7IvhFRdB2lBVnBa?oBcrBXsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhF3dBynBFmBR?sBTrBmrB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFxhBeoBFmBX?nBTrBisB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFxhBeoB3iBF?mBzrBirB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFTcBmiB3iBF?mBRsBywB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFxhBynBFmBz?nB3rBmrB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhF2hBzdBFmBR?sBisB3rB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFRdB2nBFmB/?mBznBywB
JOIZTLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOIZTSL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOIZLTS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLTIZS,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLTSIZ,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLTSZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLTZSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLITZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLISZT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOLIZTS,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLIZST,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOLSTZI,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOLSIZT,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOLSZTI,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOLSZIT,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOLZTIS,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
JOLZTSI,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLZIST,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTIZL,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOSTLZI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSTZIL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTZLI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSITZL,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSILZT,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSIZTL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSIZLT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JOSLIZT,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSLZTI,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSLZIT,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSZTIL,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
JOSZTLI,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSZITL,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
JOSZILT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
JOZTISL,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X
JOZTLIS,X,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
JOZTLSI,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZTSLI,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOZITSL,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOZILTS,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZILST,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
JOZLTSI,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZLIST,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZSTLI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZSILT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STILZJO,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STILZOJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLIZJO,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
STLIZOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLIOZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJZIO,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
STLZIOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLZJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
STLZJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLZOIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLZOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLOIZJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOJIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLOJZI,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLOZIJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJZILO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJZOIL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
STJOLZI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STJOZIL,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZILOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZIJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZIJOL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZIOJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
STZLIOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZLJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
STZLJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZLOIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZLOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
STZJLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOIJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOLJI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOLIZJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOLJZI,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOLZIJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOJLZI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STOJZIL,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJLI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITLZOJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SILTZOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SILJZOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SILZTOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILZJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SILZJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SILZOJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SILOZJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
