sequence,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFGeBlgB?UiBaoBXmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFCeBlgB?UiBOoBXmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeG8IvhF6iBTeB?lgBZnBXmB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je37IvhFRdBSjB?zlBFnB8sBmrB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFSiBTeB?lgBXmBOsB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je37IvhFRdBSjB?lhBzlBOsB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeWCJvhFcjBlgB?xmBzlBinB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeZCJvhFGeBlgB?cmBziBCmB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFcjBlgB?GiBXmBKsBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFqiBTeB?lgBXmB2sBUsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhF+iBTeB?lgBXmB8sBasB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR9IvhFSjBlgB?3hBOsB8sBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JelAJvhFcmBxiB?XjB2sBCmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFlgBxiB?XjBKsBzqB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFlgBxiB?0iBKsBzqBXtB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFxdBlgB?XjBKsB0sBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeT+IvhFxgBOnB?0iBCmBFmB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhF+iBTeB?lgBXmBysBUsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFxdBlgB?0iBKsBXtBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeT+IvhFxgB0iB?ulBimBFnB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeF8IvhFxdB6lB?cmBXjB2sBTsB
TLOSJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOSZIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZIJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZISJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOZSIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJILSZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJILSOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJILZSO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
TJILZOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJILOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISLZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TJISLOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJISZLO,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJISZOL,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJISOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLSO,X,X,O,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TJIZLOS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIZSLO,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJIZSOL,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJIZOLS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJIOLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOSLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJLISOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLIZSO,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
TJLIZOS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLSIZO,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,O
TJLSIOZ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJLSZIO,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
TJLSZOI,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
TJLSOIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJLZISO,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O
TJLZIOS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLZSIO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJLZSOI,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJLZOIS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJLOISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLOSIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJLOZIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJSILZO,O,O,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
TJSILOZ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSIZLO,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJSIZOL,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJSIOLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,O
TJSLIOZ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSLZIO,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O
TJSLZOI,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O
TJSLOIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSZILO,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJSZIOL,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJSZLIO,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJSZLOI,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSZOIL,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJSZOLI,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSOZLI,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZILSO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TJZILOS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZISLO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TJZISOL,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TJZIOLS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZLISO,X,X,O,X,O,O,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
TJZLIOS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZLSIO,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJZLSOI,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
TJZLOIS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
TJZSILO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TJZSIOL,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TJZSLIO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZSLOI,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZSOIL,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZSOLI,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZOLIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZOSLI,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOILZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOISLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOLSIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOLZIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOSILZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSZLI,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOZILS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSILJOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TSILZJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSILZOJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
TSILOJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TSILOZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,O,O,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
TSIJLOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSIJZLO,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIJZOL,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSIJOZL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIZLJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSIZLOJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
TSIZJLO,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TSIZJOL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TSIZOLJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
TSIZOJL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
TSIOLJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TSIOLZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSIOJZL,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIOZLJ,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSIOZJL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TSLIJZO,O,O,O,X,X,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X
TSLIJOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X
TSLIZJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSLIZOJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
TSLIOJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TSLIOZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,O,X,X,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O
TSLJIOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSLJZIO,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
TSLJZOI,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
TSLJOIZ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLZIJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSLZIOJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
TSLZJIO,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O
TSLZJOI,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O
TSLZOIJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
TSLZOJI,O,X,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSLOIJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TSLOIZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLOZIJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOZJI,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TSJILZO,O,O,O,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O
TSJILOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSJIZLO,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
TSJIZOL,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O
TSJIOLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSJIOZL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJLIZO,O,O,O,X,X,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O
TSJLIOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSJLZIO,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
TSJLZOI,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
TSJLOIZ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSJZILO,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
TSJZIOL,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O
TSJZLIO,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
TSJZLOI,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
TSJZOLI,X,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSJOIZL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJOLIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSZILOJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
TSZIJLO,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TSZIJOL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TSZIOLJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
TSZIOJL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
TSZLIJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSZLIOJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
TSZLJIO,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O
TSZLJOI,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
TSZLOIJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSZLOJI,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
TSZJIOL,O,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O
TSZJLIO,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
TSZJLOI,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
TSZJOLI,X,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZOILJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
TSZOIJL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
TSZOLIJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSZOLJI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TSZOJLI,O,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TSOILZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSOIJZL,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOIZLJ,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSOIZJL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TSOLIJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TSOLIZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOLJZI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSOLZIJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOLZJI,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TSOJILZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSOJIZL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSOJLIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSOZILJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSOZIJL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TSOZLIJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TSOZLJI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZJLI,O,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZILJSO,X,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZILJOS,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSJO,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZILSOJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
