sequence,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT6IvhFOgBxcB?FhB8mB6pBfrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT7IvhFxcB/kB?mhBllBcrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Je2/IvhFfhBxcB?zhBUgB6pBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Jex6IvhFTcBOiB?/kBllBcrBCqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeO/IvhFTbBXdB?5kBylB0hBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Je07IvhFxcB/kB?2lBzhBFrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeK/IvhFfhBxcB?UgBzhBupBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeOAJvhFxcBTfB?FhB8mBfrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT6IvhFxbBXdB?6pB0lBlmBmqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeR7IvhFOiB6lB?lkBTmB/pBcrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeOAJvhFxcB/kB?8mBzlB6pBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT8IvhFOiBxfB?/kBllBcrBCqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT/IvhF/lBRhB?mgBFiBcrB6pB
LSOJZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
LSOJZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
LSOZTIJ,O,X,X,X,X,X,O,O,O,X,X,X,X
LSOZTJI,O,X,X,X,X,X,O,O,O,X,X,X,X
LSOZITJ,O,X,X,X,X,X,O,X,O,X,X,X,O
LSOZIJT,O,X,X,X,O,X,O,X,X,X,O,X,O
LSOZJTI,O,X,X,X,X,X,O,O,X,X,O,X,X
LSOZJIT,O,X,X,X,X,X,O,X,X,X,O,X,X
LZTIJSO,X,O,X,X,X,X,X,X,O,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X,O,X,X,O,X
LZTISJO,O,O,X,X,X,X,X,X,O,X,X,X,X
LZTISOJ,O,X,X,X,X,X,O,X,O,X,X,X,X
LZTIOJS,O,X,O,X,X,X,X,X,O,X,X,O,X
LZTIOSJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LZTJISO,X,O,X,X,X,X,X,X,O,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X,X,O,X,X,O,X
LZTJSIO,O,O,X,O,X,X,X,X,O,X,X,X,X
LZTJSOI,O,O,O,O,X,X,O,X,O,X,X,X,X
LZTJOIS,O,O,O,X,X,X,X,X,O,O,X,O,X
LZTJOSI,O,O,O,O,X,X,O,X,O,O,X,X,X
LZTSIJO,O,O,X,O,X,X,X,X,O,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,O,X,O,X,X,X,X
LZTSJIO,O,O,X,O,X,X,X,X,O,X,X,X,X
LZTSJOI,O,O,O,O,X,X,O,X,O,X,X,X,X
LZTSOIJ,O,X,O,O,X,X,O,X,O,X,X,X,X
LZTSOJI,O,O,O,O,X,X,O,X,O,X,X,X,X
LZTOIJS,O,X,O,X,X,X,X,X,O,X,X,O,X
LZTOISJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LZTOJIS,O,O,O,X,X,X,X,X,O,O,X,O,X
LZTOJSI,O,O,O,O,X,X,O,X,O,O,X,X,X
LZTOSIJ,O,X,O,O,X,X,O,X,O,X,X,X,X
LZTOSJI,O,O,O,O,X,X,O,X,O,X,X,X,X
LZITJSO,X,O,X,X,X,X,X,X,O,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X,O,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,X,O,X,X,X,X
LZITSOJ,O,X,X,X,X,X,O,X,O,X,X,X,X
LZITOJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LZITOSJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LZIJTSO,X,O,X,X,X,X,X,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZIJSTO,O,O,X,X,X,X,X,X,X,X,X,X,X
LZIJSOT,O,X,X,X,O,X,X,X,X,X,X,X,X
LZIJOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZIJOST,O,X,X,X,O,X,X,X,X,X,X,X,X
LZISTJO,O,O,X,X,X,X,X,X,X,X,X,X,X
LZISTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X,X,X,X,X,X
LZISJOT,O,X,X,X,O,X,X,X,X,X,X,X,X
LZISOTJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LZISOJT,O,X,X,X,O,X,O,X,X,X,O,X,X
LZIOTJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LZIOTSJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZIOJST,O,X,X,X,O,X,X,X,X,X,O,X,X
LZIOSTJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LZIOSJT,O,X,X,X,O,X,O,X,X,X,O,X,X
LZJTISO,X,O,X,X,X,X,X,X,O,X,X,X,X
LZJTIOS,O,O,X,X,X,X,X,X,O,X,X,O,X
LZJTSIO,O,O,X,O,X,X,X,X,O,X,X,X,X
LZJTSOI,O,O,O,O,X,X,O,X,O,X,X,X,X
LZJTOIS,O,O,O,X,X,X,X,X,O,O,X,O,X
LZJTOSI,O,O,O,O,X,X,O,X,O,O,X,X,X
LZJITSO,X,O,X,X,X,X,X,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZJISTO,O,O,X,X,X,X,X,X,X,X,X,X,X
LZJISOT,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJIOST,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJSTIO,O,O,X,O,X,X,X,O,X,X,X,X,X
LZJSTOI,O,O,X,O,X,X,X,O,X,X,X,X,X
LZJSITO,O,O,X,O,X,X,X,X,X,X,X,X,X
LZJSIOT,O,X,X,O,X,X,X,X,X,X,X,X,X
LZJSOTI,O,X,X,O,X,X,O,O,X,X,X,X,X
LZJSOIT,O,X,X,O,X,X,O,X,X,X,X,X,X
LZJOTIS,O,X,O,X,X,X,X,X,O,O,X,O,X
LZJOTSI,O,X,O,O,X,X,X,X,O,O,X,X,X
LZJOITS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJOSTI,O,X,X,O,X,X,O,O,X,X,X,X,X
LZJOSIT,O,X,X,O,X,X,O,X,X,X,X,X,X
LZSTIJO,O,O,X,O,X,X,X,O,O,X,X,X,X
LZSTIOJ,O,X,X,O,X,X,O,O,O,X,X,X,X
LZSTJIO,O,O,X,O,X,X,X,O,O,X,X,X,X
LZSTJOI,O,O,X,O,X,X,O,O,O,X,X,X,X
LZSTOIJ,O,X,X,O,X,X,O,O,O,X,X,X,X
LZSTOJI,O,O,X,O,X,X,O,O,O,X,X,X,X
LZSITJO,O,O,X,O,X,X,X,X,X,X,X,X,X
LZSITOJ,O,X,X,O,X,X,X,X,O,X,X,X,X
LZSIJTO,O,O,X,O,X,X,X,X,X,X,X,X,X
LZSIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X
LZSIOTJ,O,X,X,X,X,X,O,X,O,X,X,X,O
LZSIOJT,O,X,X,O,O,X,O,X,X,X,O,X,O
LZSJTIO,O,O,X,O,X,X,X,O,X,X,X,X,X
LZSJTOI,O,O,X,O,X,X,X,O,X,X,X,X,X
LZSJITO,O,O,X,O,X,X,X,X,X,X,X,X,X
LZSJIOT,O,X,X,O,X,X,X,X,X,X,X,X,X
LZSJOTI,O,X,X,O,X,X,O,O,X,X,X,X,X
LZSJOIT,O,X,X,O,X,X,O,X,X,X,X,X,X
LZSOTIJ,O,X,X,O,X,X,O,O,O,X,X,X,X
LZSOTJI,O,X,X,O,X,X,O,O,O,X,X,X,X
LZSOITJ,O,X,X,X,X,X,O,X,O,X,X,X,O
LZSOIJT,O,X,X,O,O,X,O,X,X,X,O,X,O
LZSOJTI,O,X,X,O,X,X,O,O,X,X,O,X,X
LZSOJIT,O,X,X,O,X,X,O,X,X,X,O,X,X
LZOTIJS,O,X,O,X,X,X,X,X,O,X,X,O,X
LZOTISJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LZOTJIS,O,X,O,X,X,X,X,X,O,O,X,O,X
LZOTJSI,O,X,O,O,X,X,O,X,O,O,X,X,X
LZOTSIJ,O,X,O,O,X,X,O,X,O,X,X,X,X
LZOTSJI,O,X,O,O,X,X,O,X,O,X,X,X,X
LZOITJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LZOITSJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LZOIJTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZOIJST,O,X,X,X,O,X,X,X,X,X,O,X,X
LZOISTJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LZOISJT,O,X,X,X,O,X,O,X,X,X,O,X,X
LZOJTIS,O,X,O,X,X,X,X,X,O,O,X,O,X
LZOJTSI,O,X,O,O,X,X,X,X,O,O,X,X,X
LZOJITS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZOJIST,O,X,X,X,X,X,X,X,X,X,O,X,X
LZOJSTI,O,X,X,O,X,X,O,O,X,X,O,X,X
LZOJSIT,O,X,X,O,X,X,O,X,X,X,O,X,X
LZOSTIJ,O,X,X,O,X,X,O,O,O,X,X,X,X
LZOSTJI,O,X,X,O,X,X,O,O,O,X,X,X,X
LZOSITJ,O,X,X,X,X,X,O,X,O,X,X,X,O
LZOSIJT,O,X,X,O,O,X,O,X,X,X,O,X,O
LZOSJTI,O,X,X,O,X,X,O,O,X,X,O,X,X
LZOSJIT,O,X,X,O,X,X,O,X,X,X,O,X,X
LOTIJSZ,O,X,O,X,O,O,O,X,X,O,X,X,X
LOTIJZS,O,X,O,X,X,O,X,X,X,O,X,X,X
LOTISJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
LOTISZJ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOTIZJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOTIZSJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOTJISZ,O,X,O,X,X,O,O,X,X,O,X,X,X
LOTJIZS,O,X,O,X,X,O,X,X,X,O,X,X,X
LOTJSIZ,O,X,O,X,X,O,O,X,O,O,X,X,X
LOTJSZI,O,X,O,X,X,O,O,X,O,O,X,X,X
LOTJZIS,O,X,O,X,X,O,X,X,O,O,X,X,X
LOTJZSI,O,X,O,X,X,O,O,X,O,O,X,X,X
LOTSIJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
LOTSIZJ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOTSJIZ,O,X,O,X,X,O,O,X,O,O,X,X,X
LOTSJZI,O,X,O,X,X,O,O,X,O,O,X,X,X
LOTSZIJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOTSZJI,O,X,O,X,X,X,O,X,O,X,X,X,X
LOTZIJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOTZISJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOTZJIS,O,X,O,X,X,X,X,X,O,O,X,X,X
LOTZJSI,O,X,O,X,X,X,O,X,O,O,X,X,X
LOTZSIJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOTZSJI,O,X,O,X,X,X,O,X,O,X,X,X,X
LOITJSZ,O,X,O,X,O,O,O,X,X,O,X,X,X
LOITJZS,O,X,O,X,X,O,X,X,X,O,X,X,X
LOITSJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
LOITSZJ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOITZJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOITZSJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOIJTSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
LOIJTZS,O,X,O,X,X,X,X,X,X,O,X,X,X
LOIJSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIJZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LOIJZST,O,X,X,X,O,X,X,X,X,X,X,X,X
LOISTJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
LOISTZJ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOISJTZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LOISJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOISZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X
LOISZJT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIZTJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOIZJTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LOIZJST,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LOIZSJT,O,X,X,X,O,X,O,X,X,X,X,X,X
LOJTISZ,O,X,O,X,X,X,O,X,X,O,X,X,X
LOJTIZS,O,X,O,X,X,X,X,X,X,O,X,X,X
LOJTSIZ,O,X,O,X,X,X,O,X,O,O,X,X,X
LOJTSZI,O,X,O,X,X,X,O,X,O,O,X,X,X
LOJTZIS,O,X,O,X,X,X,X,X,O,O,X,X,X
LOJTZSI,O,X,O,X,X,X,O,X,O,O,X,X,X
LOJITSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
LOJITZS,O,X,O,X,X,X,X,X,X,O,X,X,X
LOJISTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOJIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LOJIZST,O,X,X,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,O,X,X,O,O,X,X,X
LOJSTZI,O,X,O,X,X,O,X,X,O,O,X,X,X
LOJSITZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LOJSIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
LOJZTIS,O,X,O,X,X,X,X,X,O,O,X,X,X
LOJZTSI,O,X,O,X,X,X,X,X,O,O,X,X,X
LOJZITS,O,X,X,X,X,X,X,X,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,X,X,O,X,X
LOJZSTI,O,X,X,X,X,X,O,O,X,X,O,X,X
LOJZSIT,O,X,X,X,X,X,O,X,X,X,O,X,X
LOSTIJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
LOSTIZJ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOSTJIZ,O,X,O,X,X,O,O,X,O,O,X,X,X
LOSTJZI,O,X,O,X,X,O,O,X,O,O,X,X,X
LOSTZIJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOSTZJI,O,X,O,X,X,X,O,X,O,X,X,X,X
LOSITJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
LOSITZJ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOSIJTZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LOSIJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,X,X,X,O,X,X,X,O
LOSIZJT,O,X,X,X,O,X,X,X,X,X,X,X,O
LOSJTIZ,O,X,O,X,X,O,X,X,O,O,X,X,X
LOSJTZI,O,X,O,X,X,O,X,X,O,O,X,X,X
LOSJITZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LOSJIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
LOSZTIJ,O,X,X,X,X,X,O,O,O,X,X,X,X
LOSZTJI,O,X,X,X,X,X,O,O,O,X,X,X,X
LOSZITJ,O,X,X,X,X,X,O,X,O,X,X,X,O
LOSZIJT,O,X,X,X,O,X,O,X,X,X,O,X,O
LOSZJTI,O,X,X,X,X,X,O,O,X,X,O,X,X
LOSZJIT,O,X,X,X,X,X,O,X,X,X,O,X,X
LOZTIJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOZTISJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOZTJIS,O,X,O,X,X,X,X,X,O,O,X,X,X
LOZTJSI,O,X,O,X,X,X,O,X,O,O,X,X,X
LOZTSIJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOZTSJI,O,X,O,X,X,X,O,X,O,X,X,X,X
LOZITJS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOZITSJ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LOZIJST,O,X,X,X,O,X,X,X,X,X,O,X,X
LOZISTJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LOZISJT,O,X,X,X,O,X,O,X,X,X,O,X,X
LOZJTIS,O,X,O,X,X,X,X,X,O,O,X,X,X
LOZJTSI,O,X,O,X,X,X,X,X,O,O,X,X,X
LOZJITS,O,X,X,X,X,X,X,X,X,X,X,X,X
LOZJIST,O,X,X,X,X,X,X,X,X,X,O,X,X
LOZJSTI,O,X,X,X,X,X,O,O,X,X,O,X,X
LOZJSIT,O,X,X,X,X,X,O,X,X,X,O,X,X
LOZSTIJ,O,X,X,X,X,X,O,O,O,X,X,X,X
LOZSTJI,O,X,X,X,X,X,O,O,O,X,X,X,X
LOZSITJ,O,X,X,X,X,X,O,X,O,X,X,X,O
LOZSIJT,O,X,X,X,O,X,O,X,X,X,O,X,O
LOZSJTI,O,X,X,X,X,X,O,O,X,X,O,X,X
LOZSJIT,O,X,X,X,X,X,O,X,X,X,O,X,X
JTILSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTILSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTILZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTILZOS,X,X,X,X,O,X,X,X,X,X,X,O,X
JTILOSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JTILOZS,O,X,O,X,O,X,X,X,X,O,X,X,X
JTISLZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTISLOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTISZLO,X,O,X,X,O,X,X,X,X,X,X,X,X
JTISZOL,X,O,X,X,X,O,X,X,X,X,X,O,X
JTISOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JTISOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JTIZLSO,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIZLOS,X,O,X,X,O,X,X,X,X,X,X,O,X
JTIZSLO,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIZSOL,X,O,X,X,X,O,X,X,X,X,X,O,X
JTIZOLS,X,O,X,X,X,O,X,X,X,X,X,O,X
JTIZOSL,X,O,X,X,X,O,X,X,X,X,X,O,X
JTIOLSZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JTIOLZS,X,X,O,X,O,O,X,X,X,O,X,X,X
JTIOSLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JTIOSZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JTIOZLS,X,X,X,X,X,O,X,X,X,X,X,O,X
JTIOZSL,X,X,X,X,X,O,X,X,X,X,X,O,X
JTLISZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLISOZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JTLIZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLIZOS,X,X,X,X,O,X,X,X,X,X,X,O,X
JTLIOSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JTLIOZS,O,X,O,X,O,X,X,X,X,O,X,X,X
JTLSIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLSIOZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JTLSZIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLSZOI,O,X,O,X,X,O,O,X,O,X,X,X,X
JTLSOIZ,O,X,O,X,O,O,O,X,O,O,X,X,X
JTLSOZI,O,X,O,X,X,O,O,X,O,O,X,X,X
JTLZISO,X,X,X,X,X,X,X,X,O,X,X,X,X
JTLZIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLZSIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLZSOI,O,X,O,X,X,O,O,X,O,X,X,X,X
JTLZOIS,O,X,O,X,X,O,X,X,O,O,X,X,X
JTLZOSI,O,X,O,X,X,O,O,X,O,O,X,X,X
JTLOISZ,O,X,O,X,O,O,O,X,X,O,X,X,X
JTLOIZS,O,X,O,X,O,O,X,X,X,O,X,X,X
JTLOSIZ,O,X,O,X,O,O,O,X,O,O,X,X,X
JTLOSZI,O,X,O,X,X,O,O,X,O,O,X,X,X
JTLOZIS,O,X,O,X,X,O,X,X,O,O,X,X,X
JTLOZSI,O,X,O,X,X,O,O,X,O,O,X,X,X
JTSILZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSILOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JTSIZLO,X,O,X,O,O,X,X,X,X,X,X,X,X
JTSIZOL,X,O,X,O,X,O,X,X,X,X,X,O,X
JTSIOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JTSIOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JTSLIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSLIOZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JTSLZIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTSLZOI,O,X,O,X,X,O,O,X,O,X,X,X,X
JTSLOIZ,O,X,O,X,O,O,O,X,O,O,X,X,X
JTSLOZI,O,X,O,X,X,O,O,X,O,O,X,X,X
JTSZILO,O,O,X,O,O,X,X,O,O,X,X,X,X
JTSZIOL,O,O,X,O,X,O,X,O,X,X,X,X,X
JTSZLIO,O,O,X,O,X,X,X,O,O,X,X,X,X
JTSZLOI,O,O,X,O,X,O,X,O,O,X,X,X,X
JTSZOIL,O,O,X,O,X,O,X,O,X,X,X,X,X
JTSZOLI,O,O,X,O,X,O,X,O,X,X,X,X,X
JTSOILZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JTSOIZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JTSOLIZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JTSOLZI,X,X,O,X,X,O,O,X,X,O,X,X,X
JTSOZIL,X,X,X,X,X,O,X,O,X,X,O,X,X
JTSOZLI,X,X,X,X,X,O,X,O,X,X,O,X,X
JTZILSO,X,O,X,X,O,X,X,X,X,X,X,X,X
JTZILOS,O,O,X,X,O,X,X,X,X,X,X,O,X
JTZISLO,X,O,X,O,O,X,X,X,X,X,X,X,X
JTZISOL,X,O,X,O,X,O,X,X,X,X,X,O,X
JTZIOLS,X,O,X,X,X,O,X,X,X,X,X,O,X
JTZIOSL,X,O,X,O,X,O,X,X,X,X,X,O,X
JTZLISO,X,O,X,X,X,X,X,X,O,X,X,X,X
JTZLIOS,O,O,X,X,X,X,X,X,O,X,X,O,X
JTZLSIO,O,O,X,O,X,X,X,X,O,X,X,X,X
JTZLSOI,O,O,X,O,X,O,X,X,O,X,X,X,X
JTZLOIS,O,O,X,X,X,O,X,X,O,O,X,O,X
JTZLOSI,O,O,X,O,X,O,X,X,O,O,X,X,X
JTZSILO,O,O,X,O,O,X,X,O,O,X,X,X,X
JTZSIOL,O,O,X,O,X,O,X,O,X,X,X,O,X
JTZSLIO,O,O,X,O,X,X,X,O,O,X,X,X,X
JTZSLOI,O,O,X,O,X,O,X,O,O,X,X,X,X
JTZSOIL,O,O,X,O,X,O,X,O,X,X,X,O,X
JTZSOLI,O,O,X,O,X,O,X,O,X,X,X,X,X
JTZOILS,X,O,X,X,X,O,X,X,X,X,X,O,X
JTZOISL,X,O,X,O,X,O,X,X,X,X,X,O,X
JTZOLIS,X,O,X,X,X,O,X,X,X,O,X,O,X
JTZOLSI,X,O,X,O,X,O,X,X,X,O,X,X,X
JTZOSIL,X,O,X,O,X,O,X,O,X,X,X,O,X
JTZOSLI,X,O,X,O,X,O,X,O,X,X,X,X,X
JTOILSZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JTOILZS,X,X,O,X,O,O,X,X,X,O,X,X,X
JTOISLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JTOISZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JTOIZLS,X,X,X,X,X,O,X,X,X,X,X,O,X
JTOIZSL,X,X,X,X,X,O,X,X,X,X,X,O,X
JTOLISZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JTOLIZS,X,X,O,X,X,O,X,X,X,O,X,X,X
JTOLSIZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JTOLSZI,X,X,O,X,X,O,O,X,X,O,X,X,X
JTOLZIS,X,X,O,X,X,O,X,X,X,O,X,X,X
JTOLZSI,X,X,O,X,X,O,O,X,X,O,X,X,X
JTOSILZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JTOSIZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JTOSLIZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JTOSLZI,X,X,O,X,X,O,O,X,X,O,X,X,X
JTOSZIL,X,X,X,X,X,O,X,O,X,X,O,X,X
JTOSZLI,X,X,X,X,X,O,X,O,X,X,O,X,X
JTOZILS,X,X,X,X,X,O,X,X,X,X,X,X,X
JTOZISL,X,X,X,X,X,O,X,X,X,X,O,X,X
JTOZLIS,X,X,X,X,X,O,X,X,X,O,X,X,X
JTOZLSI,X,X,X,X,X,O,X,X,X,O,X,X,X
JTOZSIL,X,X,X,X,X,O,X,O,X,X,O,X,X
JTOZSLI,X,X,X,X,X,O,X,O,X,X,O,X,X
JITLSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JITLZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,O,X,X,X,X,X,X,O,X
JITLOSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JITLOZS,O,X,O,X,O,X,X,X,X,O,X,X,X
JITSLZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JITSLOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JITSZLO,X,O,X,X,O,X,X,X,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X,X,X,X,X,O,X
JITSOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JITSOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JITZLSO,X,O,X,X,O,X,X,X,X,X,X,X,X
JITZLOS,X,O,X,X,O,X,X,X,X,X,X,O,X
JITZSLO,X,O,X,X,O,X,X,X,X,X,X,X,X
JITZSOL,X,O,X,X,X,X,X,X,X,X,X,O,X
JITZOLS,X,O,X,X,X,X,X,X,X,X,X,O,X
JITZOSL,X,O,X,X,X,X,X,X,X,X,X,O,X
JITOLSZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JITOLZS,X,X,O,X,O,O,X,X,X,O,X,X,X
JITOSLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JITOSZL,X,X,X,X,X,O,X,X,X,X,X,X,X
