sequence,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbByhB3iBcoBGo?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBfiBxdBSoBUo?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbB0dBOsBXtB6t?BlrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbB5jBUiBaoBfs?BlsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbBldBcjBXnBSt?BmrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBRdBcjBXnBSt?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbB0dB6jBXnBVt?BmrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBUdB5jBlnBao?BfsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBxdBSoBVsBUo?BfsB
SIOLTZJ,X,X,X,X,O,X,O,X,X
SIOLJTZ,X,X,O,X,X,X,X,X,X
SIOLJZT,X,X,O,O,O,O,X,X,X
SIOLZTJ,X,X,X,X,O,O,X,X,X
SIOLZJT,X,X,X,O,O,O,X,X,X
SIOJTLZ,X,X,O,X,X,X,O,O,X
SIOJTZL,X,X,O,X,X,X,O,O,X
SIOJLTZ,X,X,O,X,X,X,X,X,X
SIOJLZT,X,X,O,O,O,O,X,X,X
SIOJZTL,X,X,O,X,X,X,X,X,X
SIOJZLT,X,X,O,O,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,O,X,X
SIOZTJL,O,X,X,X,X,X,O,X,X
SIOZLTJ,O,X,X,X,O,X,X,X,X
SIOZLJT,O,X,X,O,O,X,X,X,X
SIOZJTL,X,X,O,X,X,X,X,X,X
SIOZJLT,O,X,O,O,X,X,X,X,X
SLTIJZO,X,X,X,X,X,X,O,X,X
SLTIJOZ,X,X,X,X,X,X,O,X,X
SLTIZJO,X,X,X,X,O,X,O,X,X
SLTIZOJ,X,X,X,X,O,X,O,X,X
SLTIOJZ,X,X,X,X,X,X,O,X,X
SLTIOZJ,X,X,X,X,O,X,O,X,X
SLTJIZO,X,X,X,X,X,X,O,X,X
SLTJIOZ,X,X,X,X,X,X,O,X,X
SLTJZIO,X,X,X,X,X,O,O,X,X
SLTJZOI,X,X,X,X,X,O,O,X,X
SLTJOIZ,X,X,X,X,X,X,O,X,X
SLTJOZI,X,X,X,X,X,O,O,X,X
SLTZIJO,X,X,X,X,O,O,O,X,X
SLTZIOJ,X,X,X,X,O,O,O,X,X
SLTZJIO,X,X,X,X,O,O,O,X,X
SLTZJOI,X,X,X,X,O,O,O,X,X
SLTZOIJ,X,X,X,X,O,O,O,X,X
SLTZOJI,X,X,X,X,O,O,O,X,X
SLTOIJZ,X,X,X,X,X,X,O,X,X
SLTOIZJ,X,X,X,X,O,X,O,X,X
SLTOJIZ,X,X,X,X,X,X,O,X,X
SLTOJZI,X,X,X,X,X,O,O,X,X
SLTOZIJ,X,X,X,X,O,O,O,X,X
SLTOZJI,X,X,X,X,O,O,O,X,X
SLITJZO,X,X,X,X,X,X,O,X,X
SLITJOZ,X,X,X,X,X,X,O,X,X
SLITZJO,X,X,X,X,O,X,O,X,X
SLITZOJ,X,X,X,X,O,X,O,X,X
SLITOJZ,X,X,X,X,X,X,O,X,X
SLITOZJ,X,X,X,X,O,X,O,X,X
SLIJTZO,X,X,O,X,X,X,X,X,X
SLIJTOZ,X,X,O,X,X,X,X,X,X
SLIJZTO,X,X,O,X,O,O,X,X,X
SLIJZOT,X,X,O,O,O,O,X,X,X
SLIJOTZ,X,X,O,X,X,X,X,X,X
SLIJOZT,X,X,O,O,O,O,X,X,X
SLIZTJO,X,X,X,X,O,O,X,X,X
SLIZTOJ,X,X,X,X,O,O,X,X,X
SLIZJTO,X,X,X,X,O,O,X,X,X
SLIZJOT,X,X,X,O,O,O,X,X,X
SLIZOTJ,X,X,X,X,O,O,X,X,X
SLIZOJT,X,X,X,O,O,O,X,X,X
SLIOTJZ,X,X,X,X,X,X,O,X,X
SLIOTZJ,X,X,X,X,O,X,O,X,X
SLIOJTZ,X,X,O,X,X,X,X,X,X
SLIOJZT,X,X,O,O,O,O,X,X,X
SLIOZTJ,X,X,X,X,O,O,X,X,X
SLIOZJT,X,X,X,O,O,O,X,X,X
SLJTIZO,X,X,O,X,X,X,X,X,X
SLJTIOZ,X,X,O,X,X,X,X,X,X
SLJTZIO,X,X,O,X,X,O,X,X,X
SLJTZOI,X,X,O,X,X,O,X,X,X
SLJTOIZ,X,X,O,X,X,X,X,X,X
SLJTOZI,X,X,O,X,X,O,X,X,X
SLJITZO,X,X,O,X,X,X,X,X,X
SLJITOZ,X,X,O,X,X,X,X,X,X
SLJIZTO,X,X,O,X,O,O,X,X,X
SLJIZOT,X,X,O,O,O,O,X,X,X
SLJIOTZ,X,X,O,X,X,X,X,X,X
SLJIOZT,X,X,O,O,O,O,X,X,X
SLJZTIO,X,X,O,X,O,O,X,X,X
SLJZTOI,X,X,O,X,O,O,X,X,X
SLJZITO,X,X,O,X,O,O,X,X,X
SLJZIOT,X,X,O,O,O,O,X,X,X
SLJZOTI,X,X,O,X,O,O,X,X,X
SLJZOIT,X,X,O,O,O,O,X,X,X
SLJOTIZ,X,X,O,X,X,X,X,X,X
SLJOTZI,X,X,O,X,X,O,X,X,X
SLJOITZ,X,X,O,X,X,X,X,X,X
SLJOIZT,X,X,O,O,O,O,X,X,X
SLJOZTI,X,X,O,X,O,O,X,X,X
SLJOZIT,X,X,O,O,O,O,X,X,X
SLZTIJO,X,X,X,X,O,O,X,X,X
SLZTIOJ,X,X,X,X,O,O,X,X,X
SLZTJIO,X,X,X,X,O,O,X,X,X
SLZTJOI,X,X,X,X,O,O,X,X,X
SLZTOIJ,X,X,X,X,O,O,X,X,X
SLZTOJI,X,X,X,X,O,O,X,X,X
SLZITJO,X,X,X,X,O,O,X,X,X
SLZITOJ,X,X,X,X,O,O,X,X,X
SLZIJTO,X,X,X,X,O,O,X,X,X
SLZIJOT,X,X,X,O,O,O,X,X,X
SLZIOTJ,X,X,X,X,O,O,X,X,X
SLZIOJT,X,X,X,O,O,O,X,X,X
SLZJTIO,X,X,X,X,O,O,X,X,X
SLZJTOI,X,X,X,X,O,O,X,X,X
SLZJITO,X,X,X,X,O,O,X,X,X
SLZJIOT,X,X,X,O,O,O,X,X,X
SLZJOTI,X,X,X,X,O,O,X,X,X
SLZJOIT,X,X,X,O,O,O,X,X,X
SLZOTIJ,X,X,X,X,O,O,X,X,X
SLZOTJI,X,X,X,X,O,O,X,X,X
SLZOITJ,X,X,X,X,O,O,X,X,X
SLZOIJT,X,X,X,O,O,O,X,X,X
SLZOJTI,X,X,X,X,O,O,X,X,X
SLZOJIT,X,X,X,O,O,O,X,X,X
SLOTIJZ,X,X,X,X,X,X,O,X,X
SLOTIZJ,X,X,X,X,O,X,O,X,X
SLOTJIZ,X,X,X,X,X,X,O,X,X
SLOTJZI,X,X,X,X,X,O,O,X,X
SLOTZIJ,X,X,X,X,O,O,O,X,X
SLOTZJI,X,X,X,X,O,O,O,X,X
SLOITJZ,X,X,X,X,X,X,O,X,X
SLOITZJ,X,X,X,X,O,X,O,X,X
SLOIJTZ,X,X,O,X,X,X,X,X,X
SLOIJZT,X,X,O,O,O,O,X,X,X
SLOIZTJ,X,X,X,X,O,O,X,X,X
SLOIZJT,X,X,X,O,O,O,X,X,X
SLOJTIZ,X,X,O,X,X,X,X,X,X
SLOJTZI,X,X,O,X,X,O,X,X,X
SLOJITZ,X,X,O,X,X,X,X,X,X
SLOJIZT,X,X,O,O,O,O,X,X,X
SLOJZTI,X,X,O,X,O,O,X,X,X
SLOJZIT,X,X,O,O,O,O,X,X,X
SLOZTIJ,X,X,X,X,O,O,X,X,X
SLOZTJI,X,X,X,X,O,O,X,X,X
SLOZITJ,X,X,X,X,O,O,X,X,X
SLOZIJT,X,X,X,O,O,O,X,X,X
SLOZJTI,X,X,X,X,O,O,X,X,X
SLOZJIT,X,X,X,O,O,O,X,X,X
SJTILZO,X,O,O,X,X,X,O,O,X
SJTILOZ,X,O,O,X,X,X,O,O,X
SJTIZLO,X,X,O,X,X,X,O,O,X
SJTIZOL,X,O,O,X,X,X,O,O,X
SJTIOLZ,X,O,O,X,X,X,O,O,X
SJTIOZL,X,O,O,X,X,X,O,O,X
SJTLIZO,X,O,O,X,X,X,O,X,X
SJTLIOZ,X,O,O,X,X,X,O,X,X
SJTLZIO,X,O,O,X,X,O,O,X,O
SJTLZOI,X,O,O,X,X,O,O,X,O
SJTLOIZ,X,O,O,X,X,X,O,X,X
SJTLOZI,X,O,O,X,X,O,O,X,O
SJTZILO,X,X,O,X,X,X,O,X,X
SJTZIOL,X,O,O,X,X,X,O,X,X
SJTZLIO,X,O,O,X,X,X,O,X,X
SJTZLOI,X,O,O,X,X,X,O,X,X
SJTZOIL,X,O,O,X,X,X,O,X,X
SJTZOLI,X,O,O,X,X,X,O,X,X
SJTOILZ,X,O,O,X,X,X,O,O,X
SJTOIZL,X,O,O,X,X,X,O,O,X
SJTOLIZ,X,O,O,X,X,X,O,X,X
SJTOLZI,X,O,O,X,X,O,O,X,O
SJTOZIL,X,O,O,X,X,X,O,X,X
SJTOZLI,X,O,O,X,X,X,O,X,X
SJITLZO,X,X,O,X,X,X,O,O,X
SJITLOZ,X,X,O,X,X,X,O,O,X
SJITZLO,X,X,O,X,X,X,O,O,X
SJITZOL,X,X,O,X,X,X,O,O,X
SJITOLZ,X,X,O,X,X,X,O,O,X
SJITOZL,X,X,O,X,X,X,O,O,X
SJILTZO,X,X,O,X,X,X,X,X,X
SJILTOZ,X,X,O,X,X,X,X,X,X
SJILZTO,X,X,O,X,O,O,X,X,X
SJILZOT,X,X,O,O,O,O,X,X,X
SJILOTZ,X,X,O,X,X,X,X,X,X
SJILOZT,X,X,O,O,O,O,X,X,X
SJIZTLO,X,X,O,X,X,X,X,X,X
SJIZTOL,X,X,O,X,X,X,X,X,X
SJIZLTO,X,X,O,X,X,X,X,X,X
SJIZLOT,X,X,O,O,X,X,X,X,X
SJIZOTL,X,X,O,X,X,X,X,X,X
SJIZOLT,X,X,O,O,X,X,X,X,X
SJIOTLZ,X,X,O,X,X,X,O,O,X
SJIOTZL,X,X,O,X,X,X,O,O,X
SJIOLTZ,X,X,O,X,X,X,X,X,X
SJIOLZT,X,X,O,O,O,O,X,X,X
SJIOZTL,X,X,O,X,X,X,X,X,X
SJIOZLT,X,X,O,O,X,X,X,X,X
SJLTIZO,X,X,O,X,X,X,X,X,X
SJLTIOZ,X,X,O,X,X,X,X,X,X
SJLTZIO,X,X,O,X,X,O,X,X,X
SJLTZOI,X,X,O,X,X,O,X,X,X
SJLTOIZ,X,X,O,X,X,X,X,X,X
SJLTOZI,X,X,O,X,X,O,X,X,X
SJLITZO,X,X,O,X,X,X,X,X,X
SJLITOZ,X,X,O,X,X,X,X,X,X
SJLIZTO,X,X,O,X,O,O,X,X,X
SJLIZOT,X,X,O,O,O,O,X,X,X
SJLIOTZ,X,X,O,X,X,X,X,X,X
SJLIOZT,X,X,O,O,O,O,X,X,X
SJLZTIO,X,X,O,X,O,O,X,X,X
SJLZTOI,X,X,O,X,O,O,X,X,X
SJLZITO,X,X,O,X,O,O,X,X,X
SJLZIOT,X,X,O,O,O,O,X,X,X
SJLZOTI,X,X,O,X,O,O,X,X,X
SJLZOIT,X,X,O,O,O,O,X,X,X
SJLOTIZ,X,X,O,X,X,X,X,X,X
SJLOTZI,X,X,O,X,X,O,X,X,X
SJLOITZ,X,X,O,X,X,X,X,X,X
SJLOIZT,X,X,O,O,O,O,X,X,X
SJLOZTI,X,X,O,X,O,O,X,X,X
SJLOZIT,X,X,O,O,O,O,X,X,X
SJZTILO,X,X,O,X,X,X,X,X,X
SJZTIOL,X,X,O,X,X,X,X,X,X
SJZTLIO,X,X,O,X,X,X,X,X,X
SJZTLOI,X,X,O,X,X,X,X,X,X
SJZTOIL,X,X,O,X,X,X,X,X,X
SJZTOLI,X,X,O,X,X,X,X,X,X
SJZITLO,X,X,O,X,X,X,X,X,X
SJZITOL,X,X,O,X,X,X,X,X,X
SJZILTO,X,X,O,X,X,X,X,X,X
SJZILOT,X,X,O,O,X,X,X,X,X
SJZIOTL,X,X,O,X,X,X,X,X,X
SJZIOLT,X,X,O,O,X,X,X,X,X
SJZLTIO,X,X,O,X,X,O,X,X,X
SJZLTOI,X,X,O,X,X,O,X,X,X
SJZLITO,X,X,O,X,X,O,X,X,X
SJZLIOT,X,X,O,O,X,O,X,X,X
SJZLOTI,X,X,O,X,X,O,X,X,X
SJZLOIT,X,X,O,O,X,O,X,X,X
SJZOTIL,X,X,O,X,X,X,X,X,X
SJZOTLI,X,X,O,X,X,X,X,X,X
SJZOITL,X,X,O,X,X,X,X,X,X
SJZOILT,X,X,O,O,X,X,X,X,X
SJZOLTI,X,X,O,X,X,O,X,X,X
SJZOLIT,X,X,O,O,X,O,X,X,X
SJOTILZ,X,O,O,X,X,X,O,O,X
SJOTIZL,X,O,O,X,X,X,O,O,X
SJOTLIZ,X,O,O,X,X,X,O,X,X
SJOTLZI,X,O,O,X,X,O,O,X,O
SJOTZIL,X,O,O,X,X,X,O,X,X
SJOTZLI,X,O,O,X,X,X,O,X,X
SJOITLZ,X,X,O,X,X,X,O,O,X
SJOITZL,X,X,O,X,X,X,O,O,X
SJOILTZ,X,X,O,X,X,X,X,X,X
SJOILZT,X,X,O,O,O,O,X,X,X
SJOIZTL,X,X,O,X,X,X,X,X,X
SJOIZLT,X,X,O,O,X,X,X,X,X
SJOLTIZ,X,X,O,X,X,X,X,X,X
SJOLTZI,X,X,O,X,X,O,X,X,X
SJOLITZ,X,X,O,X,X,X,X,X,X
SJOLIZT,X,X,O,O,O,O,X,X,X
SJOLZTI,X,X,O,X,O,O,X,X,X
SJOLZIT,X,X,O,O,O,O,X,X,X
SJOZTIL,X,X,O,X,X,X,X,X,X
SJOZTLI,X,X,O,X,X,X,X,X,X
SJOZITL,X,X,O,X,X,X,X,X,X
SJOZILT,X,X,O,O,X,X,X,X,X
SJOZLTI,X,X,O,X,X,O,X,X,X
SJOZLIT,X,X,O,O,X,O,X,X,X
SZTILJO,O,X,X,X,X,X,O,X,X
SZTILOJ,O,X,X,X,X,X,O,X,X
SZTIJLO,O,X,X,X,X,X,O,X,X
SZTIJOL,O,X,X,X,X,X,O,X,X
SZTIOLJ,O,X,X,X,X,X,O,X,X
SZTIOJL,O,X,X,X,X,X,O,X,X
SZTLIJO,O,X,X,X,X,X,O,X,X
SZTLIOJ,O,X,X,X,X,X,O,X,X
SZTLJIO,O,X,X,X,X,X,O,X,X
SZTLJOI,O,X,X,X,X,X,O,X,X
SZTLOIJ,O,X,X,X,X,X,O,X,X
SZTLOJI,O,X,X,X,X,X,O,X,X
SZTJILO,O,X,X,X,X,X,O,X,X
SZTJIOL,O,X,X,X,X,X,O,X,X
SZTJLIO,O,X,X,X,X,X,O,X,X
SZTJLOI,O,X,X,X,X,X,O,X,X
SZTJOIL,O,X,X,X,X,X,O,X,X
SZTJOLI,O,X,X,X,X,X,O,X,X
SZTOILJ,O,X,X,X,X,X,O,X,X
SZTOIJL,O,X,X,X,X,X,O,X,X
SZTOLIJ,O,X,X,X,X,X,O,X,X
SZTOLJI,O,X,X,X,X,X,O,X,X
SZTOJIL,O,X,X,X,X,X,O,X,X
SZTOJLI,O,X,X,X,X,X,O,X,X
SZITLJO,O,X,X,X,X,X,O,X,X
SZITLOJ,O,X,X,X,X,X,O,X,X
SZITJLO,O,X,X,X,X,X,O,X,X
SZITJOL,O,X,X,X,X,X,O,X,X
SZITOLJ,O,X,X,X,X,X,O,X,X
SZITOJL,O,X,X,X,X,X,O,X,X
SZILTJO,X,X,X,X,O,X,X,X,X
SZILTOJ,O,X,X,X,O,X,X,X,X
SZILJTO,X,X,X,X,O,X,X,X,X
SZILJOT,O,X,X,O,O,X,X,X,X
SZILOTJ,O,X,X,X,O,X,X,X,X
SZILOJT,O,X,X,O,O,X,X,X,X
SZIJTLO,X,X,O,X,X,X,X,X,X
SZIJTOL,X,X,O,X,X,X,X,X,X
SZIJLTO,X,X,O,X,X,X,X,X,X
SZIJLOT,O,X,O,O,X,X,X,X,X
SZIJOTL,X,X,O,X,X,X,X,X,X
SZIJOLT,O,X,O,O,X,X,X,X,X
SZIOTLJ,O,X,X,X,X,X,O,X,X
SZIOTJL,O,X,X,X,X,X,O,X,X
SZIOLTJ,O,X,X,X,O,X,X,X,X
SZIOLJT,O,X,X,O,O,X,X,X,X
SZIOJTL,X,X,O,X,X,X,X,X,X
SZIOJLT,O,X,O,O,X,X,X,X,X
SZLTIJO,O,X,X,X,O,O,X,X,X
SZLTIOJ,O,X,X,X,O,O,X,X,X
SZLTJIO,O,X,X,X,O,O,X,X,X
SZLTJOI,O,X,X,X,O,O,X,X,X
SZLTOIJ,O,X,X,X,O,O,X,X,X
SZLTOJI,O,X,X,X,O,O,X,X,X
SZLITJO,X,X,X,X,O,O,X,X,X
SZLITOJ,O,X,X,X,O,O,X,X,X
SZLIJTO,X,X,X,X,O,O,X,X,X
SZLIJOT,O,X,X,O,O,O,X,X,X
SZLIOTJ,O,X,X,X,O,O,X,X,X
SZLIOJT,O,X,X,O,O,O,X,X,X
SZLJTIO,X,X,X,X,O,O,X,X,X
SZLJTOI,X,X,X,X,O,O,X,X,X
SZLJITO,X,X,X,X,O,O,X,X,X
SZLJIOT,O,X,X,O,O,O,X,X,X
SZLJOTI,O,X,X,X,O,O,X,X,X
SZLJOIT,O,X,X,O,O,O,X,X,X
SZLOTIJ,O,X,X,X,O,O,X,X,X
SZLOTJI,O,X,X,X,O,O,X,X,X
SZLOITJ,O,X,X,X,O,O,X,X,X
SZLOIJT,O,X,X,O,O,O,X,X,X
SZLOJTI,O,X,X,X,O,O,X,X,X
SZLOJIT,O,X,X,O,O,O,X,X,X
SZJTILO,O,X,O,X,X,X,X,X,X
SZJTIOL,O,X,O,X,X,X,X,X,X
SZJTLIO,O,X,O,X,X,X,X,X,X
SZJTLOI,O,X,O,X,X,X,X,X,X
SZJTOIL,O,X,O,X,X,X,X,X,X
SZJTOLI,O,X,O,X,X,X,X,X,X
SZJITLO,X,X,O,X,X,X,X,X,X
SZJITOL,X,X,O,X,X,X,X,X,X
SZJILTO,X,X,O,X,X,X,X,X,X
SZJILOT,O,X,O,O,X,X,X,X,X
SZJIOTL,X,X,O,X,X,X,X,X,X
SZJIOLT,O,X,O,O,X,X,X,X,X
SZJLTIO,X,X,O,X,X,O,X,X,X
SZJLTOI,X,X,O,X,X,O,X,X,X
SZJLITO,X,X,O,X,X,O,X,X,X
SZJLIOT,O,X,O,O,X,O,X,X,X
SZJLOTI,O,X,O,X,X,O,X,X,X
SZJLOIT,O,X,O,O,X,O,X,X,X
SZJOTIL,O,X,O,X,X,X,X,X,X
SZJOTLI,O,X,O,X,X,X,X,X,X
SZJOITL,X,X,O,X,X,X,X,X,X
SZJOILT,O,X,O,O,X,X,X,X,X
SZJOLTI,O,X,O,X,X,O,X,X,X
SZJOLIT,O,X,O,O,X,O,X,X,X
SZOTILJ,O,X,X,X,X,X,O,X,X
SZOTIJL,O,X,X,X,X,X,O,X,X
SZOTLIJ,O,X,X,X,X,X,O,X,X
SZOTLJI,O,X,X,X,X,X,O,X,X
SZOTJIL,O,X,X,X,X,X,O,X,X
SZOTJLI,O,X,X,X,X,X,O,X,X
SZOITLJ,O,X,X,X,X,X,O,X,X
SZOITJL,O,X,X,X,X,X,O,X,X
SZOILTJ,O,X,X,X,O,X,X,X,X
SZOILJT,O,X,X,O,O,X,X,X,X
SZOIJTL,X,X,O,X,X,X,X,X,X
SZOIJLT,O,X,O,O,X,X,X,X,X
SZOLTIJ,O,X,X,X,O,O,X,X,X
SZOLTJI,O,X,X,X,O,O,X,X,X
SZOLITJ,O,X,X,X,O,O,X,X,X
SZOLIJT,O,X,X,O,O,O,X,X,X
SZOLJTI,O,X,X,X,O,O,X,X,X
SZOLJIT,O,X,X,O,O,O,X,X,X
SZOJTIL,O,X,O,X,X,X,X,X,X
SZOJTLI,O,X,O,X,X,X,X,X,X
SZOJITL,X,X,O,X,X,X,X,X,X
SZOJILT,O,X,O,O,X,X,X,X,X
SZOJLTI,O,X,O,X,X,O,X,X,X
SZOJLIT,O,X,O,O,X,O,X,X,X
SOTILJZ,X,O,X,X,X,X,O,O,X
SOTILZJ,X,O,X,X,O,X,O,O,X
SOTIJLZ,X,O,O,X,X,X,O,O,X
SOTIJZL,X,O,O,X,X,X,O,O,X
SOTIZLJ,O,X,X,X,X,X,O,O,X
SOTIZJL,O,O,X,X,X,X,O,O,X
SOTLIJZ,X,O,X,X,X,X,O,X,X
SOTLIZJ,X,O,X,X,O,X,O,X,X
SOTLJIZ,X,O,X,X,X,X,O,X,X
SOTLJZI,X,O,X,X,X,O,O,X,O
SOTLZIJ,X,O,X,X,O,O,O,X,O
SOTLZJI,X,O,X,X,O,O,O,X,O
SOTJILZ,X,O,O,X,X,X,O,O,X
SOTJIZL,X,O,O,X,X,X,O,O,X
SOTJLIZ,X,O,O,X,X,X,O,X,X
SOTJLZI,X,O,O,X,X,O,O,X,O
SOTJZIL,X,O,O,X,X,X,O,X,X
SOTJZLI,X,O,O,X,X,X,O,X,X
SOTZILJ,O,X,X,X,X,X,O,X,X
SOTZIJL,O,O,X,X,X,X,O,X,X
SOTZLIJ,O,O,X,X,X,X,O,X,X
SOTZLJI,O,O,X,X,X,X,O,X,X
SOTZJIL,O,O,X,X,X,X,O,X,X
SOTZJLI,O,O,X,X,X,X,O,X,X
SOITLJZ,X,X,X,X,X,X,O,O,X
SOITLZJ,X,X,X,X,O,X,O,O,X
SOITJLZ,X,X,O,X,X,X,O,O,X
SOITJZL,X,X,O,X,X,X,O,O,X
SOITZLJ,O,X,X,X,X,X,O,O,X
SOITZJL,O,X,X,X,X,X,O,O,X
SOILTJZ,X,X,X,X,X,X,O,X,X
SOILTZJ,X,X,X,X,O,X,O,X,X
SOILJTZ,X,X,O,X,X,X,X,X,X
SOILJZT,X,X,O,O,O,O,X,X,X
SOILZTJ,X,X,X,X,O,O,X,X,X
SOILZJT,X,X,X,O,O,O,X,X,X
SOIJTLZ,X,X,O,X,X,X,O,O,X
SOIJTZL,X,X,O,X,X,X,O,O,X
SOIJLTZ,X,X,O,X,X,X,X,X,X
SOIJLZT,X,X,O,O,O,O,X,X,X
SOIJZTL,X,X,O,X,X,X,X,X,X
SOIJZLT,X,X,O,O,X,X,X,X,X
SOIZTLJ,O,X,X,X,X,X,O,X,X
SOIZTJL,O,X,X,X,X,X,O,X,X
SOIZLTJ,O,X,X,X,O,X,X,X,X
SOIZLJT,O,X,X,O,O,X,X,X,X
SOIZJTL,X,X,O,X,X,X,X,X,X
SOIZJLT,O,X,O,O,X,X,X,X,X
SOLTIJZ,X,X,X,X,X,X,O,X,X
SOLTIZJ,X,X,X,X,O,X,O,X,X
SOLTJIZ,X,X,X,X,X,X,O,X,X
SOLTJZI,X,X,X,X,X,O,O,X,X
SOLTZIJ,X,X,X,X,O,O,O,X,X
SOLTZJI,X,X,X,X,O,O,O,X,X
SOLITJZ,X,X,X,X,X,X,O,X,X
SOLITZJ,X,X,X,X,O,X,O,X,X
SOLIJTZ,X,X,O,X,X,X,X,X,X
SOLIJZT,X,X,O,O,O,O,X,X,X
SOLIZTJ,X,X,X,X,O,O,X,X,X
SOLIZJT,X,X,X,O,O,O,X,X,X
SOLJTIZ,X,X,O,X,X,X,X,X,X
SOLJTZI,X,X,O,X,X,O,X,X,X
SOLJITZ,X,X,O,X,X,X,X,X,X
SOLJIZT,X,X,O,O,O,O,X,X,X
SOLJZTI,X,X,O,X,O,O,X,X,X
SOLJZIT,X,X,O,O,O,O,X,X,X
SOLZTIJ,X,X,X,X,O,O,X,X,X
SOLZTJI,X,X,X,X,O,O,X,X,X
SOLZITJ,X,X,X,X,O,O,X,X,X
SOLZIJT,X,X,X,O,O,O,X,X,X
SOLZJTI,X,X,X,X,O,O,X,X,X
SOLZJIT,X,X,X,O,O,O,X,X,X
SOJTILZ,X,O,O,X,X,X,O,O,X
SOJTIZL,X,O,O,X,X,X,O,O,X
SOJTLIZ,X,O,O,X,X,X,O,X,X
SOJTLZI,X,O,O,X,X,O,O,X,O
SOJTZIL,X,O,O,X,X,X,O,X,X
SOJTZLI,X,O,O,X,X,X,O,X,X
SOJITLZ,X,X,O,X,X,X,O,O,X
SOJITZL,X,X,O,X,X,X,O,O,X
SOJILTZ,X,X,O,X,X,X,X,X,X
SOJILZT,X,X,O,O,O,O,X,X,X
SOJIZTL,X,X,O,X,X,X,X,X,X
SOJIZLT,X,X,O,O,X,X,X,X,X
SOJLTIZ,X,X,O,X,X,X,X,X,X
SOJLTZI,X,X,O,X,X,O,X,X,X
SOJLITZ,X,X,O,X,X,X,X,X,X
SOJLIZT,X,X,O,O,O,O,X,X,X
SOJLZTI,X,X,O,X,O,O,X,X,X
SOJLZIT,X,X,O,O,O,O,X,X,X
SOJZTIL,X,X,O,X,X,X,X,X,X
SOJZTLI,X,X,O,X,X,X,X,X,X
SOJZITL,X,X,O,X,X,X,X,X,X
SOJZILT,X,X,O,O,X,X,X,X,X
SOJZLTI,X,X,O,X,X,O,X,X,X
SOJZLIT,X,X,O,O,X,O,X,X,X
SOZTILJ,O,X,X,X,X,X,O,X,X
SOZTIJL,O,X,X,X,X,X,O,X,X
SOZTLIJ,O,X,X,X,X,X,O,X,X
SOZTLJI,O,X,X,X,X,X,O,X,X
SOZTJIL,O,X,X,X,X,X,O,X,X
SOZTJLI,O,X,X,X,X,X,O,X,X
SOZITLJ,O,X,X,X,X,X,O,X,X
SOZITJL,O,X,X,X,X,X,O,X,X
SOZILTJ,O,X,X,X,O,X,X,X,X
SOZILJT,O,X,X,O,O,X,X,X,X
SOZIJTL,X,X,O,X,X,X,X,X,X
SOZIJLT,O,X,O,O,X,X,X,X,X
SOZLTIJ,O,X,X,X,O,O,X,X,X
SOZLTJI,O,X,X,X,O,O,X,X,X
SOZLITJ,O,X,X,X,O,O,X,X,X
SOZLIJT,O,X,X,O,O,O,X,X,X
SOZLJTI,O,X,X,X,O,O,X,X,X
SOZLJIT,O,X,X,O,O,O,X,X,X
SOZJTIL,O,X,O,X,X,X,X,X,X
SOZJTLI,O,X,O,X,X,X,X,X,X
SOZJITL,X,X,O,X,X,X,X,X,X
SOZJILT,O,X,O,O,X,X,X,X,X
SOZJLTI,O,X,O,X,X,O,X,X,X
SOZJLIT,O,X,O,O,X,O,X,X,X
ZTILJSO,X,X,X,X,X,X,X,O,X
ZTILJOS,X,X,X,O,X,X,O,O,X
ZTILSJO,O,X,X,X,X,X,X,O,X
ZTILSOJ,O,X,X,X,X,X,O,O,X
ZTILOJS,X,X,X,O,X,X,O,O,X
ZTILOSJ,O,X,X,X,X,X,O,O,X
ZTIJLSO,X,X,X,X,X,X,X,O,X
ZTIJLOS,X,X,X,O,X,X,O,O,X
ZTIJSLO,O,X,X,X,X,X,X,O,X
ZTIJSOL,O,X,X,X,X,X,X,O,X
ZTIJOLS,X,X,X,O,X,X,O,O,X
ZTIJOSL,O,X,X,X,X,X,X,O,X
ZTISLJO,O,X,X,X,X,X,X,O,X
ZTISLOJ,O,X,X,X,X,X,O,O,X
ZTISJLO,O,X,X,X,X,X,X,O,X
ZTISJOL,O,X,X,X,X,X,X,O,X
ZTISOLJ,O,X,X,X,X,X,O,O,X
ZTISOJL,O,X,X,X,X,X,X,O,X
ZTIOLJS,X,X,X,O,X,X,O,O,X
ZTIOLSJ,O,X,X,X,X,X,O,O,X
ZTIOJLS,X,X,X,O,X,X,O,O,X
ZTIOJSL,O,X,X,X,X,X,X,O,X
