sequence,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhFmbBCdBTgB/?nB0mBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Jez6IvhFWhBxcB/nBC?lB0mBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeR7IvhFFdBzfBfmB0?hBSsBGqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhF/hBFdBOlB0?gBTnBCrB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Jex8IvhFflBlgBumB8?qBTsBCqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeC7IvhF8kBRhBXhBT?iBWsBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeWAJvhFxbB/mBUiBC?lBTnBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhFOgB8gB3hBT?nBCnBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeR7IvhFqkBTgBlhB8?qBXsBGsB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JefAJvhFzgBUiBCiBW?qBxrBlqB
JOZTILS,X,X,O,O,X,O,X,X,X,X
JOZTISL,X,X,O,X,O,X,X,X,X,X
JOZTLIS,X,X,O,O,X,O,X,X,X,X
JOZTLSI,X,X,O,O,X,X,X,X,X,X
JOZTSIL,X,X,O,X,O,X,X,X,X,X
JOZTSLI,X,X,X,X,O,X,X,X,X,X
JOZITLS,X,X,O,O,X,X,X,X,X,X
JOZITSL,X,X,O,X,O,X,X,X,X,X
JOZILTS,X,X,O,O,X,O,X,X,X,X
JOZILST,X,X,O,O,O,O,X,X,X,X
JOZISTL,X,X,O,X,O,X,X,X,X,X
JOZISLT,X,X,O,X,O,X,X,X,X,X
JOZLTIS,X,X,O,O,X,O,X,X,X,X
JOZLTSI,X,X,O,O,X,X,X,X,X,X
JOZLITS,X,X,O,O,X,O,X,X,X,X
JOZLIST,X,X,O,O,O,O,X,X,X,X
JOZLSTI,X,X,O,O,O,X,X,X,X,X
JOZLSIT,X,X,O,O,O,X,X,X,X,X
JOZSTIL,X,X,O,X,O,X,X,X,X,X
JOZSTLI,X,X,O,X,O,X,X,X,X,X
JOZSITL,X,X,O,X,O,X,X,X,X,X
JOZSILT,X,X,O,X,O,X,X,X,X,X
JOZSLTI,X,X,O,X,O,X,X,X,X,X
JOZSLIT,X,X,O,X,O,X,X,X,X,X
STILJZO,X,O,O,O,X,X,O,X,X,X
STILJOZ,O,O,O,O,X,X,O,X,X,X
STILZJO,O,O,O,O,X,X,O,O,X,X
STILZOJ,O,O,O,X,X,X,O,X,O,X
STILOJZ,O,O,O,O,X,X,O,X,X,X
STILOZJ,O,O,O,X,X,X,O,X,X,X
STIJLZO,X,O,O,O,X,X,O,X,X,X
STIJLOZ,O,O,O,O,X,X,O,X,X,X
STIJZLO,X,X,O,X,X,X,O,O,X,X
STIJZOL,X,X,O,X,X,X,X,O,X,X
STIJOLZ,O,X,O,X,X,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,O,O,X,X
STIZLOJ,O,O,O,X,X,X,O,X,O,X
STIZJLO,O,O,O,X,X,X,O,O,X,X
STIZJOL,O,O,O,X,X,X,X,O,X,X
STIZOLJ,O,O,X,X,X,X,O,X,X,X
STIZOJL,O,O,O,X,X,X,X,O,X,X
STIOLJZ,O,O,O,O,X,X,O,X,X,X
STIOLZJ,O,O,O,O,X,X,O,O,X,X
STIOJLZ,O,X,O,O,X,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,O,X,X
STIOZLJ,O,X,X,X,X,X,O,O,X,X
STIOZJL,O,X,O,X,X,X,X,O,X,X
STLIJZO,X,O,O,O,X,X,O,X,X,X
STLIJOZ,O,O,O,O,X,X,O,X,X,X
STLIZJO,O,O,O,O,X,X,O,O,X,X
STLIZOJ,O,O,O,X,X,X,O,X,O,X
STLIOJZ,O,O,O,O,X,X,O,X,X,X
STLIOZJ,O,O,O,X,X,X,O,X,X,X
STLJIZO,X,O,O,O,X,X,O,X,X,X
STLJIOZ,O,O,O,O,X,X,O,X,X,X
STLJZIO,X,O,O,O,X,X,O,X,X,X
STLJZOI,X,O,O,X,X,X,O,X,O,X
STLJOIZ,O,O,O,O,X,X,O,X,X,X
STLJOZI,O,O,O,X,X,X,O,X,X,X
STLZIJO,O,O,O,O,X,X,O,O,X,X
STLZIOJ,O,O,O,X,X,X,O,X,O,X
STLZJIO,O,O,O,O,X,X,O,O,X,X
STLZJOI,O,O,O,X,X,X,O,X,O,X
STLZOIJ,O,O,O,X,X,X,O,X,O,X
STLZOJI,O,O,O,X,X,X,O,X,O,X
STLOIJZ,O,O,O,O,X,X,O,X,X,X
STLOIZJ,O,O,O,X,X,X,O,X,X,X
STLOJIZ,O,O,O,O,X,X,O,X,X,X
STLOJZI,O,O,O,X,X,X,O,X,X,X
STLOZIJ,O,O,X,X,X,X,O,X,O,X
STLOZJI,O,O,X,X,X,X,O,X,O,X
STJILZO,X,O,O,O,X,X,O,X,X,X
STJILOZ,O,O,O,O,X,X,O,X,X,X
STJIZLO,X,X,O,X,X,O,O,O,X,X
STJIZOL,X,X,O,X,X,X,X,O,X,X
STJIOLZ,O,X,O,X,X,X,X,X,X,X
STJIOZL,O,X,O,X,X,X,X,X,X,X
STJLIZO,X,O,O,O,X,X,O,X,X,X
STJLIOZ,O,O,O,O,X,X,O,X,X,X
STJLZIO,X,O,O,O,X,X,O,X,X,X
STJLZOI,X,O,O,X,X,X,O,X,O,X
STJLOIZ,O,O,O,O,X,X,O,X,X,X
STJLOZI,O,O,O,X,X,X,O,X,X,X
STJZILO,X,X,O,X,X,O,O,O,X,X
STJZIOL,X,X,O,X,O,X,X,O,X,X
STJZLIO,X,X,O,X,X,O,O,O,X,X
STJZLOI,X,X,O,X,O,X,O,X,O,X
STJZOIL,X,X,O,X,O,X,X,O,X,X
STJZOLI,X,X,O,X,O,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,X,X,X,X,X,X
STJOLZI,O,X,O,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,X,X,X,X,X,X
STJOZLI,O,X,O,X,X,X,X,X,X,X
STZILJO,O,O,O,X,X,X,O,O,X,X
STZILOJ,O,O,O,X,X,X,O,X,O,X
STZIJLO,O,O,O,X,X,X,O,O,X,X
STZIJOL,O,O,O,X,O,X,X,O,X,X
STZIOLJ,O,O,X,X,X,X,O,X,X,X
STZIOJL,O,O,O,X,O,X,X,O,X,X
STZLIJO,O,O,O,X,X,X,O,O,X,X
STZLIOJ,O,O,X,X,X,X,O,X,O,X
STZLJIO,O,O,O,X,X,O,O,O,X,X
STZLJOI,O,O,O,X,O,X,O,X,O,X
STZLOIJ,O,O,X,X,X,X,O,X,O,X
STZLOJI,O,O,X,X,O,X,O,X,O,X
STZJILO,O,O,O,X,X,O,O,O,X,X
STZJIOL,O,O,O,X,O,X,X,O,X,X
STZJLIO,O,O,O,X,X,O,O,O,X,X
STZJLOI,O,O,O,X,O,X,O,X,O,X
STZJOIL,O,O,O,X,O,X,X,O,X,X
STZJOLI,O,O,O,X,O,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,O,X,X,X
STZOIJL,O,O,O,X,O,X,X,O,X,X
STZOLIJ,O,O,X,X,X,X,O,X,O,X
STZOLJI,O,O,X,X,O,X,O,X,O,X
STZOJIL,O,O,O,X,O,X,X,O,X,X
STZOJLI,O,O,O,X,O,X,X,X,X,X
STOILJZ,O,O,O,O,X,X,O,X,X,X
STOILZJ,O,O,O,O,X,X,O,O,X,X
STOIJLZ,O,X,O,O,X,X,X,X,X,X
STOIJZL,O,X,O,X,O,X,X,O,X,X
STOIZLJ,O,X,X,X,X,X,O,O,X,X
STOIZJL,O,X,O,X,X,X,X,O,X,X
STOLIJZ,O,O,X,O,X,X,O,X,X,X
STOLIZJ,O,O,X,O,X,X,O,O,X,X
STOLJIZ,O,O,X,O,X,X,O,X,X,X
STOLJZI,O,O,X,O,X,X,O,X,X,X
STOLZIJ,O,O,X,O,X,X,O,O,O,X
STOLZJI,O,O,X,O,X,X,O,O,O,X
STOJILZ,O,X,O,O,X,X,X,X,X,X
STOJIZL,O,X,O,X,O,X,X,O,X,X
STOJLIZ,O,X,O,O,X,X,X,X,X,X
STOJLZI,O,X,X,O,X,X,X,X,X,X
STOJZIL,O,X,O,X,O,X,X,O,X,X
STOJZLI,O,X,X,X,O,X,X,O,X,X
STOZILJ,O,X,X,X,X,X,O,O,X,X
STOZIJL,O,X,X,X,O,X,X,O,X,X
STOZLIJ,O,X,X,X,X,X,O,O,O,X
STOZLJI,O,X,X,X,O,X,O,O,O,X
STOZJIL,O,X,X,X,O,X,X,O,X,X
STOZJLI,O,X,X,X,O,X,X,O,X,X
SITLJZO,X,O,O,O,X,X,O,X,X,X
SITLJOZ,O,O,O,O,X,X,O,X,X,X
SITLZJO,O,O,O,O,X,X,O,O,X,X
SITLZOJ,O,O,O,X,X,X,O,X,O,X
SITLOJZ,O,O,O,O,X,X,O,X,X,X
SITLOZJ,O,O,O,X,X,X,O,X,X,X
SITJLZO,X,O,O,O,X,X,O,X,X,X
SITJLOZ,O,O,O,O,X,X,O,X,X,X
SITJZLO,X,X,O,X,X,X,O,O,X,X
SITJZOL,X,X,O,X,X,X,X,O,X,X
SITJOLZ,O,X,O,X,X,X,X,X,X,X
SITJOZL,O,X,O,X,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,X,O,O,X,X
SITZLOJ,O,O,O,X,X,X,O,X,O,X
SITZJLO,O,O,O,X,X,X,O,O,X,X
SITZJOL,O,O,O,X,X,X,X,O,X,X
SITZOLJ,O,O,X,X,X,X,O,X,X,X
SITZOJL,O,O,O,X,X,X,X,O,X,X
SITOLJZ,O,O,O,O,X,X,O,X,X,X
SITOLZJ,O,O,O,O,X,X,O,O,X,X
SITOJLZ,O,X,O,O,X,X,X,X,X,X
SITOJZL,O,X,O,X,X,X,X,O,X,X
SITOZLJ,O,X,X,X,X,X,O,O,X,X
SITOZJL,O,X,O,X,X,X,X,O,X,X
SILTJZO,X,O,O,O,X,X,O,X,X,X
SILTJOZ,O,O,O,O,X,X,X,X,X,X
SILTZJO,O,O,O,O,X,X,O,X,X,X
SILTZOJ,O,O,O,X,X,X,X,X,O,X
SILTOJZ,O,O,O,O,X,X,X,X,X,X
SILTOZJ,O,O,O,X,X,X,X,X,X,X
SILJTZO,X,X,O,O,X,X,O,X,X,X
SILJTOZ,O,O,O,O,X,X,X,X,X,X
SILJZTO,O,O,O,O,X,X,O,X,X,X
SILJZOT,O,O,O,X,X,X,O,X,X,X
SILJOTZ,X,O,O,O,X,X,X,X,X,X
SILJOZT,X,O,O,X,X,X,O,X,X,X
SILZTJO,O,O,O,O,X,X,O,X,X,X
SILZTOJ,O,O,O,X,X,X,O,X,O,X
SILZJTO,O,O,O,O,X,X,O,X,X,X
SILZJOT,O,O,O,X,X,X,O,X,X,X
SILZOTJ,O,O,O,X,X,X,X,X,O,X
SILZOJT,O,O,X,X,X,X,O,X,O,X
SILOTJZ,O,O,O,O,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,X,X,X,X,X
SILOJTZ,X,O,X,O,X,X,X,X,X,X
SILOJZT,X,O,X,X,X,X,O,X,X,X
SILOZTJ,O,O,O,X,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,O,X,X,X
SIJTLZO,X,O,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,O,O,X,X,X,X,X,X
SIJTZLO,X,X,O,X,X,X,X,X,X,X
SIJTZOL,X,X,O,X,X,X,X,X,X,O
SIJTOLZ,O,X,O,X,X,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X,X,O
SIJLTZO,X,X,O,O,X,X,O,X,X,X
SIJLTOZ,O,O,O,O,X,X,X,X,X,X
SIJLZTO,O,O,O,O,X,X,O,X,X,X
SIJLZOT,O,O,O,X,X,X,O,X,X,O
SIJLOTZ,X,O,O,O,X,X,X,X,X,X
SIJLOZT,X,O,O,X,X,X,O,X,X,O
SIJZTLO,O,O,O,X,X,X,X,X,X,X
SIJZTOL,O,O,O,X,O,X,X,X,X,O
SIJZLTO,O,O,O,X,X,X,O,X,X,X
SIJZLOT,O,O,O,X,X,X,O,X,X,O
SIJZOTL,X,O,O,X,X,X,X,X,X,O
SIJZOLT,O,O,O,X,X,X,X,X,X,O
SIJOTLZ,X,X,O,O,X,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,X,X,X,O
SIJOLTZ,X,X,O,O,X,X,X,X,X,X
SIJOLZT,X,X,O,O,X,X,X,X,X,O
SIJOZTL,X,X,O,X,X,X,X,X,X,O
SIJOZLT,X,X,O,X,X,X,X,X,X,O
SIZTLJO,O,O,O,X,X,X,O,X,X,X
SIZTLOJ,O,O,O,X,X,X,O,X,O,X
SIZTJLO,O,O,O,X,X,X,O,X,X,X
SIZTJOL,O,O,O,X,O,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,O,X,X,X
SIZTOJL,O,O,O,X,O,X,X,X,X,X
SIZLTJO,O,O,O,X,X,X,O,X,X,X
SIZLTOJ,O,O,O,X,X,X,O,X,O,X
SIZLJTO,O,O,O,X,X,X,O,X,X,X
SIZLJOT,O,O,X,X,X,X,O,X,X,X
SIZLOTJ,O,O,O,X,X,X,X,X,O,X
SIZLOJT,O,O,X,X,X,X,O,X,O,X
SIZJTLO,O,O,O,X,X,X,X,X,X,X
SIZJTOL,O,O,O,X,O,X,X,X,X,O
SIZJLTO,O,O,O,X,X,X,O,X,X,X
SIZJLOT,O,O,X,X,X,X,O,X,X,O
SIZJOTL,X,O,O,X,X,X,X,X,X,O
SIZJOLT,O,O,O,X,X,X,X,X,X,O
SIZOTLJ,O,O,X,X,X,X,X,X,X,X
SIZOTJL,O,O,O,X,O,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,O,X,X,X
SIZOJTL,X,O,X,X,O,X,X,X,X,O
SIZOJLT,O,O,X,X,O,X,X,X,X,O
SIOTLJZ,O,O,O,O,X,X,X,X,X,X
SIOTLZJ,O,O,O,O,X,X,X,O,X,X
SIOTJLZ,O,X,O,O,X,X,X,X,X,X
SIOTJZL,O,X,O,X,O,X,X,O,X,X
SIOTZLJ,O,X,X,X,X,X,X,O,X,X
SIOTZJL,O,X,O,X,X,X,X,O,X,X
SIOLTJZ,O,O,O,O,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,X,X,X,O,X,X
SIOLJTZ,X,O,X,O,X,X,X,X,X,X
SIOLJZT,X,O,X,O,O,X,O,X,X,X
SIOLZTJ,O,O,O,O,X,X,X,X,X,X
SIOLZJT,O,O,X,O,X,X,O,O,X,X
SIOJTLZ,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,X,O,X,O
SIOJLTZ,X,X,X,O,X,X,X,X,X,X
SIOJLZT,X,X,X,O,O,X,X,X,X,O
SIOJZTL,X,X,X,X,O,X,X,O,X,O
SIOJZLT,X,X,X,X,O,X,X,O,X,O
SIOZTLJ,O,O,X,X,X,X,X,O,X,X
SIOZTJL,O,O,O,X,O,X,X,O,X,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,O,O,X,X
SIOZJTL,X,O,X,X,O,X,X,O,X,O
SIOZJLT,O,O,X,X,O,X,X,O,X,O
SLTIJZO,X,O,O,O,X,X,O,X,X,X
SLTIJOZ,O,O,O,O,X,X,O,X,X,X
SLTIZJO,O,O,O,O,X,X,O,X,X,X
SLTIZOJ,O,O,O,X,X,X,O,X,O,X
SLTIOJZ,O,O,O,O,X,X,O,X,X,X
SLTIOZJ,O,O,O,X,X,X,O,X,X,X
SLTJIZO,X,O,O,O,X,X,O,X,X,X
SLTJIOZ,O,O,O,O,X,X,O,X,X,X
SLTJZIO,X,O,O,O,X,X,O,X,X,X
SLTJZOI,X,O,O,X,X,X,O,X,O,X
SLTJOIZ,O,O,O,O,X,X,O,X,X,X
SLTJOZI,O,O,O,X,X,X,O,X,X,X
SLTZIJO,O,O,O,O,X,X,O,X,X,X
SLTZIOJ,O,O,O,X,X,X,O,X,O,X
SLTZJIO,O,O,O,O,X,X,O,X,X,X
SLTZJOI,O,O,O,X,X,X,O,X,O,X
SLTZOIJ,O,O,O,X,X,X,O,X,O,X
SLTZOJI,O,O,O,X,X,X,O,X,O,X
SLTOIJZ,O,O,O,O,X,X,O,X,X,X
SLTOIZJ,O,O,O,X,X,X,O,X,X,X
SLTOJIZ,O,O,O,O,X,X,O,X,X,X
SLTOJZI,O,O,O,X,X,X,O,X,X,X
SLTOZIJ,O,O,X,X,X,X,O,X,O,X
SLTOZJI,O,O,X,X,X,X,O,X,O,X
SLITJZO,X,O,O,O,X,X,O,X,X,X
SLITJOZ,O,O,O,O,X,X,X,X,X,X
SLITZJO,O,O,O,O,X,X,O,X,X,X
SLITZOJ,O,O,O,X,X,X,X,X,O,X
SLITOJZ,O,O,O,O,X,X,X,X,X,X
SLITOZJ,O,O,O,X,X,X,X,X,X,X
SLIJTZO,X,X,O,O,X,X,O,X,X,X
SLIJTOZ,O,O,O,O,X,X,X,X,X,X
SLIJZTO,O,O,O,O,X,X,O,X,X,X
SLIJZOT,O,O,O,X,X,X,O,X,X,X
SLIJOTZ,X,O,O,O,X,X,X,X,X,X
SLIJOZT,X,O,O,X,X,X,O,X,X,X
SLIZTJO,O,O,O,O,X,X,O,X,X,X
SLIZTOJ,O,O,O,X,X,X,O,X,O,X
SLIZJTO,O,O,O,O,X,X,O,X,X,X
SLIZJOT,O,O,O,X,X,X,O,X,X,X
SLIZOTJ,O,O,O,X,X,X,X,X,O,X
SLIZOJT,O,O,X,X,X,X,O,X,O,X
SLIOTJZ,O,O,O,O,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,X,X,X,X,X,X
SLIOJTZ,X,O,X,O,X,X,X,X,X,X
SLIOJZT,X,O,X,X,X,X,O,X,X,X
SLIOZTJ,O,O,O,X,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,X,O,X,X,X
SLJTIZO,X,O,O,O,X,X,O,X,X,X
SLJTIOZ,O,O,O,O,X,X,X,X,X,X
SLJTZIO,X,O,O,O,X,X,O,X,X,X
SLJTZOI,X,O,O,X,X,X,O,X,O,X
SLJTOIZ,O,O,O,O,X,X,X,X,X,X
SLJTOZI,O,O,O,X,X,X,X,X,X,X
SLJITZO,X,X,O,O,X,X,O,X,X,X
SLJITOZ,O,O,O,O,X,X,X,X,X,X
SLJIZTO,O,O,O,O,X,X,O,X,X,X
SLJIZOT,O,O,O,X,X,X,O,X,X,X
SLJIOTZ,X,O,O,O,X,X,X,X,X,X
SLJIOZT,X,O,O,X,X,X,O,X,X,X
SLJZTIO,O,O,O,O,X,X,O,X,X,X
SLJZTOI,O,O,O,X,O,X,O,X,O,X
SLJZITO,O,O,O,O,X,X,O,X,X,X
SLJZIOT,O,O,O,X,X,X,O,X,X,X
SLJZOTI,X,O,O,X,X,X,O,X,O,X
SLJZOIT,O,O,O,X,X,X,O,X,O,X
SLJOTIZ,X,O,O,O,X,X,X,X,X,X
SLJOTZI,X,O,O,X,X,X,X,X,X,X
SLJOITZ,X,O,O,O,X,X,X,X,X,X
SLJOIZT,X,O,O,X,X,X,O,X,X,X
SLJOZTI,X,O,O,X,X,X,O,X,X,X
SLJOZIT,X,O,O,X,X,X,O,X,X,X
SLZTIJO,O,O,O,O,X,X,O,X,X,X
SLZTIOJ,O,O,O,X,X,X,O,X,O,X
SLZTJIO,O,O,O,O,X,X,O,X,X,X
SLZTJOI,O,O,O,X,O,X,O,X,O,X
SLZTOIJ,O,O,O,X,X,X,O,X,O,X
SLZTOJI,O,O,O,X,O,X,O,X,O,X
SLZITJO,O,O,O,O,X,X,O,X,X,X
SLZITOJ,O,O,O,X,X,X,O,X,O,X
SLZIJTO,O,O,O,O,X,X,O,X,X,X
SLZIJOT,O,O,O,X,X,X,O,X,X,X
SLZIOTJ,O,O,O,X,X,X,X,X,O,X
SLZIOJT,O,O,X,X,X,X,O,X,O,X
SLZJTIO,O,O,O,O,X,X,O,X,X,X
SLZJTOI,O,O,O,X,O,X,O,X,O,X
SLZJITO,O,O,O,O,X,X,O,X,X,X
SLZJIOT,O,O,O,X,X,X,O,X,X,X
SLZJOTI,X,O,O,X,X,X,O,X,O,X
SLZJOIT,O,O,O,X,X,X,O,X,O,X
SLZOTIJ,O,O,O,X,X,X,O,X,O,X
SLZOTJI,O,O,O,X,O,X,O,X,O,X
SLZOITJ,O,O,O,X,X,X,X,X,O,X
SLZOIJT,O,O,X,X,X,X,O,X,O,X
SLZOJTI,X,O,O,X,O,X,O,X,O,X
SLZOJIT,O,O,O,X,O,X,O,X,O,X
SLOTIJZ,O,O,O,O,X,X,X,X,X,X
SLOTIZJ,O,O,O,X,X,X,X,X,X,X
SLOTJIZ,O,O,O,O,X,X,X,X,X,X
SLOTJZI,O,O,O,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,X,O,X
SLOTZJI,O,O,X,X,X,X,X,X,O,X
SLOITJZ,O,O,O,O,X,X,X,X,X,X
SLOITZJ,O,O,O,X,X,X,X,X,X,X
SLOIJTZ,X,O,X,O,X,X,X,X,X,X
SLOIJZT,X,O,X,X,O,X,O,X,X,X
SLOIZTJ,O,O,O,X,X,X,X,X,X,X
SLOIZJT,O,O,X,X,X,X,O,X,X,X
SLOJTIZ,X,O,O,O,X,X,X,X,X,X
SLOJTZI,X,O,O,X,X,X,X,X,X,X
SLOJITZ,X,O,O,O,X,X,X,X,X,X
SLOJIZT,X,O,O,X,O,X,O,X,X,X
SLOJZTI,X,O,O,X,O,X,O,X,X,X
SLOJZIT,X,O,O,X,O,X,O,X,X,X
SLOZTIJ,O,O,O,X,X,X,O,X,O,X
SLOZTJI,O,O,O,X,O,X,O,X,O,X
SLOZITJ,O,O,O,X,X,X,X,X,O,X
SLOZIJT,O,O,X,X,X,X,O,X,O,X
SLOZJTI,X,O,O,X,O,X,O,X,O,X
SLOZJIT,O,O,O,X,O,X,O,X,O,X
SJTILZO,X,O,O,O,X,X,O,X,X,X
SJTILOZ,O,O,O,O,X,X,O,X,X,X
SJTIZLO,X,X,O,X,X,O,O,X,X,X
SJTIZOL,X,X,O,X,X,X,X,X,X,O
SJTIOLZ,O,X,O,X,X,X,X,X,X,X
SJTIOZL,O,X,O,X,X,X,X,X,X,O
SJTLIZO,X,O,O,O,X,X,O,X,X,X
SJTLIOZ,O,O,O,O,X,X,O,X,X,X
SJTLZIO,X,O,O,O,X,X,O,X,X,X
SJTLZOI,X,O,O,X,X,X,O,X,O,X
SJTLOIZ,O,O,O,O,X,X,O,X,X,X
SJTLOZI,O,O,O,X,X,X,O,X,X,X
SJTZILO,X,X,O,X,X,O,O,X,X,X
SJTZIOL,X,X,O,X,O,X,X,X,X,X
SJTZLIO,X,X,O,X,X,O,O,X,X,X
SJTZLOI,X,X,O,X,O,X,O,X,O,X
SJTZOIL,X,X,O,X,O,X,X,X,X,X
SJTZOLI,X,X,O,X,O,X,X,X,X,X
SJTOILZ,O,X,O,X,X,X,X,X,X,X
SJTOIZL,O,X,O,X,X,X,X,X,X,X
SJTOLIZ,O,X,O,X,X,X,X,X,X,X
SJTOLZI,O,X,O,X,X,X,X,X,X,X
SJTOZIL,O,X,O,X,X,X,X,X,X,X
SJTOZLI,O,X,O,X,X,X,X,X,X,X
SJITLZO,X,O,O,O,X,X,X,X,X,X
SJITLOZ,O,O,O,O,X,X,X,X,X,X
SJITZLO,X,X,O,X,X,O,X,X,X,X
SJITZOL,X,X,O,X,X,X,X,X,X,O
SJITOLZ,O,X,O,X,X,X,X,X,X,X
SJITOZL,O,X,O,X,X,X,X,X,X,O
SJILTZO,X,X,O,O,X,X,O,X,X,X
SJILTOZ,O,O,O,O,X,X,X,X,X,X
SJILZTO,O,O,O,O,X,X,O,X,X,X
SJILZOT,O,O,O,X,X,X,O,X,X,O
SJILOTZ,X,O,O,O,X,X,X,X,X,X
SJILOZT,X,O,O,X,X,X,O,X,X,O
SJIZTLO,O,O,O,X,X,X,X,X,X,X
SJIZTOL,O,O,O,X,O,X,X,X,X,O
SJIZLTO,O,O,O,X,X,O,O,X,X,X
SJIZLOT,O,O,O,X,X,O,O,X,X,O
SJIZOTL,X,O,O,X,X,X,X,X,X,O
SJIZOLT,O,O,O,X,X,X,X,X,X,O
SJIOTLZ,X,X,O,O,X,X,X,X,X,X
SJIOTZL,X,X,O,X,X,X,X,X,X,O
SJIOLTZ,X,X,O,O,X,X,X,X,X,X
SJIOLZT,X,X,O,O,X,X,X,X,X,O
SJIOZTL,X,X,O,X,X,X,X,X,X,O
SJIOZLT,X,X,O,X,X,X,X,X,X,O
SJLTIZO,X,O,O,O,X,X,O,X,X,X
SJLTIOZ,O,O,O,O,X,X,X,X,X,X
SJLTZIO,X,O,O,O,X,X,O,X,X,X
SJLTZOI,X,O,O,X,X,X,O,X,O,X
SJLTOIZ,O,O,O,O,X,X,X,X,X,X
SJLTOZI,O,O,O,X,X,X,X,X,X,X
SJLITZO,X,X,O,O,X,X,O,X,X,X
SJLITOZ,O,O,O,O,X,X,X,X,X,X
SJLIZTO,O,O,O,O,X,X,O,X,X,X
SJLIZOT,O,O,O,X,X,X,O,X,X,O
SJLIOTZ,X,O,O,O,X,X,X,X,X,X
SJLIOZT,X,O,O,X,X,X,O,X,X,O
SJLZTIO,O,O,O,O,X,X,O,X,X,X
SJLZTOI,O,O,O,X,O,X,O,X,O,X
SJLZITO,O,O,O,O,X,X,O,X,X,X
SJLZIOT,O,O,O,X,X,X,O,X,X,X
SJLZOTI,X,O,O,X,X,X,O,X,O,X
SJLZOIT,O,O,O,X,X,X,O,X,O,X
SJLOTIZ,X,O,O,O,X,X,X,X,X,X
SJLOTZI,X,O,O,X,X,X,X,X,X,X
SJLOITZ,X,O,O,O,X,X,X,X,X,X
SJLOIZT,X,O,O,X,X,X,O,X,X,X
SJLOZTI,X,O,O,X,X,X,O,X,X,X
SJLOZIT,X,O,O,X,X,X,O,X,X,X
SJZTILO,O,O,O,X,X,O,O,X,X,X
SJZTIOL,O,O,O,X,O,X,X,X,X,X
SJZTLIO,O,O,O,X,X,O,O,X,X,X
SJZTLOI,O,O,O,X,O,X,O,X,O,X
SJZTOIL,O,O,O,X,O,X,X,X,X,X
SJZTOLI,O,O,O,X,O,X,X,X,X,X
SJZITLO,O,O,O,X,X,X,X,X,X,X
SJZITOL,O,O,O,X,O,X,X,X,X,O
SJZILTO,O,O,O,X,X,O,O,X,X,X
SJZILOT,O,O,O,X,X,O,O,X,X,O
SJZIOTL,X,O,O,X,X,X,X,X,X,O
SJZIOLT,O,O,O,X,X,X,X,X,X,O
SJZLTIO,O,O,O,X,X,O,O,X,X,X
SJZLTOI,O,O,O,X,O,X,O,X,O,X
SJZLITO,O,O,O,X,X,O,O,X,X,X
SJZLIOT,O,O,O,X,X,O,O,X,X,X
SJZLOTI,X,O,O,X,X,X,O,X,O,X
SJZLOIT,O,O,O,X,X,X,O,X,O,X
SJZOTIL,X,O,O,X,O,X,X,X,X,X
SJZOTLI,X,O,O,X,O,X,X,X,X,X
SJZOITL,X,O,O,X,O,X,X,X,X,X
SJZOILT,O,O,O,X,O,X,X,X,X,X
SJZOLTI,X,O,O,X,O,X,X,X,X,X
SJZOLIT,O,O,O,X,O,X,X,X,X,X
SJOTILZ,X,X,O,O,X,X,X,X,X,X
SJOTIZL,X,X,O,X,O,X,X,X,X,X
SJOTLIZ,X,X,O,O,X,X,X,X,X,X
