sequence,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeZ/IvhFCbB0cBNlB+?pBXmBzqB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeO/IvhF8fBqgBthB/?qBZmBTpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Jem7IvhFthBZkBflB0?gB6pBzqB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Jez6IvhFtgB0cB6pB/?qBOrBZkB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeZ/IvhFqfBmbBthB0?gB3pBzqB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Jem7IvhFthBZkBzfBf?mB6pB0qB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeZ/IvhFthBzfBarB8?lB3pBGqB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeO/IvhFXbBZhBthBS?lBTpB0qB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeX7IvhF0cB2kBNmBx?pBqqBTpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Je6/IvhFTbBZkB3hB8?pBtqBOrB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Je06IvhFthB2kB3lBZ?mBTpB6qB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeZ/IvhFzaBthB3gBa?mB+pB0qB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Jei6IvhF+gBZhBthB3?fBTpB0qB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Jex6IvhFehBthB0fBK?pBXlBzqB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JecAJvhFthBTfBuqBZ?mBikB3pB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeT7IvhFZhBthBOkB0?fBqqB3pB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeK/IvhFRbBthBUgBe?rB3lBTpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeZ/IvhFufBthBTgB8?qB3pBarB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Je//IvhFcgBthBKpBu?qBZmBzpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeK/IvhFRbBthB3gBe?rBUlBTpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeK/IvhFfgBRhBcmB9?qBTpBmqB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeX7IvhFthB2kBarBx?pB8qBTpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeO/IvhFthBflB0gBZ?mB6qBTpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeT6IvhFegBtgB0cBK?pBRqBXrB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Je//IvhF0cBKpBxlB9?lBerBzpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Jei6IvhF0cB3fBxlBT?pBmqBtqB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Jez7IvhFthBUgBerBx?pB/pBipB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeK/IvhFzbBthBUgBe?rBxpB3pB,v115@5gD8GeC8FeD8EeE8BeA8BeE8Jem6IvhFtgB0cBikBR?qBXrBTpB,v115@5gD8GeC8FeD8EeE8BeA8BeE8JeK/IvhFRgB3hBUgB9?qBOrBTpB
JOLZITS,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOSTIZL,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
JOSTLIZ,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOSTLZI,O,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSTZIL,O,O,O,X,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSTZLI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSITLZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSITZL,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
JOSILTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSILZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSIZTL,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSLTIZ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOSLTZI,X,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSLITZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSLIZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSLZTI,X,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZTIL,O,O,O,X,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSZTLI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSZITL,O,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZLTI,X,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZTILS,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,O,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,X,O,O,X,O,X,X,O,X,X,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOZTSIL,X,O,O,X,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZTSLI,X,O,O,X,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZITLS,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLTIS,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,X,O,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSTLI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSITL,O,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSLTI,X,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STILJZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STILJOZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZJO,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIJZOL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLOJ,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIZJOL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STIZOLJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOLZJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOJLZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STLIJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,X,O,X,O,O,X,X,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,O,X,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJILOZ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STJIZOL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STJIOLZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJLIZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJZIOL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJZLOI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJZOLI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILOJ,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZIJOL,O,X,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STZIOLJ,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,X,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJIOL,O,X,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJLOI,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STZJOLI,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,X,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,O,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,O,O,X,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,O,O,X,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STOIZLJ,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOLIJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLIZJ,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STOLJIZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLJZI,X,O,X,X,O,X,X,X,X,X,O,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLZJI,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STOJLIZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,O,X,X,X,X,X,O,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STOJZIL,O,O,O,X,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STOJZLI,O,O,O,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STOZILJ,X,O,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOZLIJ,X,O,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOZJIL,O,O,O,X,O,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOZJLI,O,O,O,X,O,X,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLJOZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITJZOL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
