sequence,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFxbBXdBigB0?kBFmB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2/IvhFzbBFdBcmBx?kB3kByuB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFxbBXdBOpB8?pBFmBiqB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFygBFdBcmBx?kBXlB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jei6IvhFzbBFdBcmBx?kBmpB3pB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jex7IvhFXdBckBigBF?mBzpBOpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jei6IvhFFdBRgBcmB3?gBOpBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jex7IvhFXdBTfBigBF?mB0kB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFZkBUgBamBl?fBGhBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jez6IvhFXdBamBFlB0?pBZkBGrB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je+/IvhFKgBXdBUhBZ?kBFmBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2AJvhFXdBTfBxlBF?mBipB0pB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2/IvhFXdBUhBxkBa?qBFmBTpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFTfBxlBclBO?mBikB1uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeO/IvhFXdBRgBlgBc?mBaqBTpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFTfBxlBOmBi?pBcqBlpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeO/IvhFXdBRgBcmBF?lBTpBiqB
IOZSJTL,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IOZSJLT,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
LTIJSZO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTIJSOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTIJZSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIJZOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTIJOZS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTISJZO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTISJOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTISZJO,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTISZOJ,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTISOJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
LTISOZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LTIZJSO,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIZJOS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIZSJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTIZSOJ,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTIZOJS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
LTIOJZS,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LTIOSJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
LTIOSZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LTIOZJS,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTIOZSJ,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
LTJISZO,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTJISOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJIZSO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTJIZOS,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJIOZS,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJSIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJSIOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTJSZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJSOZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJZISO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTJZIOS,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTJZSIO,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTJZSOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZOIS,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTJZOSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOISZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOIZS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOSIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOSZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOZIS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTJOZSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSIJZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTSIJOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTSIZJO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSIZOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
LTSIOZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LTSJIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJIOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTSZIOJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LTSZJIO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTSZJOI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTSZOIJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTSZOJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTSOIJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
LTSOIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LTSOJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSOJZI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTSOZIJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOZJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTZIJSO,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X
LTZIJOS,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X
LTZISJO,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X
LTZISOJ,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LTZIOJS,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LTZIOSJ,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LTZJISO,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X
LTZJIOS,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X
LTZJSIO,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LTZJSOI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZJOIS,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X
LTZJOSI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
LTZSIOJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LTZSJIO,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZSJOI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZSOJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTZOIJS,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LTZOJIS,X,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X
LTZOJSI,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
LTZOSIJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOSJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
LTOIJZS,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LTOISJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
LTOISZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LTOIZJS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTOIZSJ,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LTOJISZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LTOJZIS,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LTOJZSI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LTOSIJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
LTOSIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LTOSJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOSJZI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOSZJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOZIJS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LTOZJIS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LTOZJSI,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LTOZSIJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LITJSZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJZSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITSJOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITSZJO,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSZOJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LITSOJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
LITSOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LITZJSO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZSOJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
LITOJZS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LITOSJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
LITOSZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LITOZJS,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LITOZSJ,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LIJTSZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTZSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSTOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSZTO,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LIJSZOT,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIJSOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X
LIJZTSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LIJZSOT,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X
LIJZOTS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIJOTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIJOSZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X
LIJOZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOZST,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LISTJZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISTJOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISTZJO,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTZOJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
LISTOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LISJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISJTOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISJZTO,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LISJZOT,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISJOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X
LISZTJO,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISZTOJ,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LISZJTO,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LISZJOT,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LISZOTJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LISZOJT,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISOTZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISOJZT,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X
LISOZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LIZTJSO,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZTJOS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZTSJO,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LIZTOJS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZJTSO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
LIZJSOT,X,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
LIZJOTS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZSTJO,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZSTOJ,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LIZSJTO,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZSJOT,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LIZSOTJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZSOJT,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X
LIZOTJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJTS,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LIZOJST,X,O,X,O,O,X,X,X,O,X,O,O,O,X,X,O,X
LIZOSTJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X
LIOTJSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOTJZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOTSZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTZJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOJTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOJSZT,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X
LIOJZTS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIOJZST,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOSTZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOSJZT,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X
LIOSZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LIOZTJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJTS,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LIOZJST,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X
LIOZSTJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSJT,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJTISZO,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTIZSO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTIOZS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSZIO,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJTSZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZISO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZOIS,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZIS,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITZSO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITOZS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJISTOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJISZTO,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LJISZOT,X,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJISOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X
LJIZTSO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZSTO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJIZSOT,X,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
LJIZOTS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJIOTZS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJIOSZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X
LJIOZTS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LJIOZST,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X
LJSTIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJSTZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJSITOZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSIZTO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LJSIZOT,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJSIOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X
LJSZTIO,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSZTOI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSZOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSZOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
