sequence,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFZhBfiB8iB+?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFxdBfmBSnBT?jBUsBtrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFCeBfmB5mBN?nBToBUsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhFyhBGeBfmBU?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhF0cBxdBTjBm?rB/rB9sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF8iB+jBChBd?nB/rBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF9jBzgBfnB0?rB6sBmsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBGiBTjBX?hB9rBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBTjBmrBt?rB6sBXrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8JeU9IvhF9jBzgB5mBi?nBmlB3sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFXdBTeBWoBd?mB5mBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFxdBNmBTjBX?nBGsB0rB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFUdB9jBfmB5?mBziBKsB
JILSOTZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JILSOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JILZTSO,O,X,X,X,X,X,X,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
JILZSTO,O,X,X,X,X,O,X,X,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,X,X,X,X,O,X,X
JILZOTS,O,X,X,X,X,X,X,O,X,O,X,X,X
JILZOST,X,X,X,X,X,X,X,O,X,X,O,X,X
JILOTSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JILOTZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JILOSTZ,X,X,X,X,O,O,X,X,O,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
JILOZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
JILOZST,X,X,X,X,X,X,X,O,X,X,O,X,X
JISTLZO,O,X,X,O,O,O,X,X,X,X,X,X,X
JISTLOZ,O,X,O,X,O,O,X,X,X,X,X,X,X
JISTZLO,O,X,X,O,O,O,X,X,X,X,X,X,X
JISTZOL,O,X,O,O,O,X,X,X,X,X,X,X,X
JISTOLZ,O,X,O,O,O,X,X,X,X,X,X,X,X
JISTOZL,O,X,O,O,O,X,X,X,X,X,X,X,X
JISLTZO,O,X,X,X,O,O,X,X,X,X,X,X,X
JISLTOZ,O,X,O,X,O,O,X,X,X,X,X,X,X
JISLZTO,O,X,X,O,O,O,X,X,X,X,X,X,X
JISLZOT,X,X,X,O,O,X,X,X,X,X,O,X,X
JISLOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X
JISLOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JISZTLO,O,X,X,O,O,O,X,X,X,X,X,X,X
JISZTOL,O,X,O,X,O,X,X,X,X,X,X,X,X
JISZLTO,O,X,X,O,O,X,X,X,X,X,X,X,X
JISZLOT,X,X,X,O,O,X,X,X,X,X,X,X,X
JISZOTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JISZOLT,X,X,X,O,O,X,X,X,X,X,O,X,X
JISOTLZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JISOTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JISOLTZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JISOLZT,X,X,X,X,X,X,X,X,X,X,O,X,X
JISOZTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JISOZLT,X,X,X,X,X,X,X,X,X,X,O,X,X
JIZTLSO,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZTSOL,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X,X,O,O,X,X,X
JIZTOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JIZLTSO,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
JIZLSTO,O,X,X,X,X,O,X,X,X,X,X,X,X
JIZLSOT,X,X,X,X,X,X,X,X,X,X,O,X,X
JIZLOTS,O,X,X,X,X,X,X,X,X,O,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,X,X,O,X,X
JIZSTLO,O,X,X,O,X,O,X,X,X,X,X,X,X
JIZSTOL,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZSLTO,O,X,X,O,X,X,X,X,X,X,X,X,X
JIZSLOT,X,X,X,O,X,X,X,X,X,X,X,X,X
JIZSOTL,X,X,X,X,X,X,X,X,X,X,O,X,X
JIZSOLT,X,X,X,O,X,X,X,X,X,X,O,X,X
JIZOTLS,O,X,X,X,X,X,X,O,O,O,X,X,X
JIZOTSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X,O,X,O,X,X,X
JIZOLST,X,X,X,X,X,X,X,O,X,X,O,X,X
JIZOSTL,X,X,X,X,X,X,O,X,X,X,O,X,X
JIZOSLT,X,X,X,X,X,X,O,O,X,X,O,X,X
JIOTLSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JIOTLZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JIOTSLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JIOTSZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JIOTZLS,O,X,X,X,O,X,X,O,O,O,X,X,X
JIOTZSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JIOLTZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JIOLSTZ,X,X,X,X,O,O,X,X,O,X,X,X,X
JIOLSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
JIOLZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
JIOLZST,X,X,X,X,X,X,X,O,X,X,O,X,X
JIOSTLZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JIOSTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,O,X,O,X,X,X,O,X,X,X,X
JIOSLZT,X,X,X,X,X,X,X,O,X,X,O,X,X
JIOSZTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JIOSZLT,X,X,X,X,X,X,X,O,X,X,O,X,X
JIOZTLS,O,X,X,X,O,X,X,O,O,O,X,X,X
JIOZTSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JIOZLTS,O,X,X,X,O,X,X,O,O,O,X,X,X
JIOZLST,X,X,X,X,X,X,X,O,X,X,O,X,X
JIOZSTL,X,X,X,X,X,X,O,X,X,X,O,X,X
JIOZSLT,X,X,X,X,X,X,O,O,X,X,O,X,X
JLTISZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLTISOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
JLTIZSO,O,X,X,X,O,X,X,X,X,X,X,X,O
JLTIZOS,O,X,X,X,X,X,X,O,O,O,X,X,X
JLTIOSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
JLTIOZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JLTSIZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLTSIOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
JLTSZIO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLTSZOI,O,X,X,X,O,O,X,O,O,X,O,X,X
JLTSOIZ,O,X,X,X,O,O,X,O,O,X,X,O,O
JLTSOZI,O,X,X,X,O,O,X,O,O,X,O,O,X
JLTZISO,O,X,X,X,O,X,X,X,X,X,X,X,X
JLTZIOS,O,X,X,X,X,X,X,O,O,X,X,X,X
JLTZSIO,O,X,X,X,O,X,X,X,X,X,X,X,X
JLTZSOI,O,X,X,X,O,X,X,O,O,X,O,X,X
JLTZOIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JLTZOSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JLTOISZ,O,X,X,X,O,X,X,O,O,X,X,X,X
JLTOIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JLTOSIZ,O,X,X,X,O,X,X,O,O,X,X,O,X
JLTOSZI,O,X,X,X,O,X,X,O,O,X,O,O,X
JLTOZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JLTOZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JLITSZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLITSOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
JLITZSO,O,X,X,X,O,X,X,X,X,X,X,X,O
JLITZOS,O,X,X,X,X,X,X,X,O,O,X,X,X
JLITOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLITOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JLISTZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLISTOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
JLISZTO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLISZOT,X,X,X,X,O,X,X,X,X,X,O,X,O
JLISOTZ,X,X,X,X,O,O,X,X,X,X,X,X,O
JLISOZT,X,X,X,X,X,X,X,X,X,X,O,X,O
JLIZTSO,O,X,X,X,X,X,X,X,X,X,X,X,O
JLIZTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLIZSTO,O,X,X,X,X,O,X,X,X,X,X,X,O
JLIZSOT,X,X,X,X,X,X,X,X,X,X,O,X,O
JLIZOTS,O,X,X,X,X,X,X,O,X,O,X,X,X
JLIZOST,X,X,X,X,X,X,X,O,X,X,O,X,X
JLIOTSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLIOTZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JLIOSTZ,X,X,X,X,O,O,X,X,O,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
JLIOZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
JLIOZST,X,X,X,X,X,X,X,O,X,X,O,X,X
JLSTIZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLSTIOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
JLSTZIO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLSTZOI,O,X,X,X,O,O,X,X,O,X,O,X,X
JLSTOIZ,O,X,X,X,O,O,X,X,O,X,X,O,O
JLSTOZI,O,O,X,X,O,O,X,X,O,X,O,O,X
JLSITZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLSITOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
JLSIZTO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLSIZOT,X,X,X,X,O,X,X,X,X,X,O,X,O
JLSIOTZ,X,X,X,X,O,O,X,X,X,X,X,X,O
JLSIOZT,X,O,X,X,X,X,X,X,X,X,O,X,O
JLSZTIO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLSZTOI,O,X,X,X,O,O,X,X,X,X,O,X,X
JLSZITO,O,X,X,X,O,O,X,X,X,X,X,X,O
JLSZIOT,X,X,X,X,O,X,X,X,X,X,O,X,O
JLSZOTI,X,O,X,X,O,X,X,O,X,X,O,X,X
JLSZOIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JLSOTIZ,X,X,X,X,O,O,X,X,O,X,X,O,O
JLSOTZI,X,O,X,X,O,O,X,X,O,X,O,O,X
JLSOITZ,X,X,X,X,O,O,X,X,O,X,X,O,O
JLSOIZT,X,O,X,X,X,X,X,O,X,X,O,X,O
JLSOZTI,X,O,X,X,O,X,X,O,X,X,O,X,X
JLSOZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JLZTISO,O,X,X,X,O,X,X,X,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JLZTSIO,O,X,X,X,O,X,X,X,X,X,X,X,X
JLZTSOI,O,X,X,X,O,X,X,X,O,X,O,X,X
JLZTOIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JLZTOSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JLZITSO,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZISTO,O,X,X,X,X,O,X,X,X,X,X,X,X
JLZISOT,X,X,X,X,X,X,X,X,X,X,O,X,X
JLZIOTS,O,X,X,X,X,X,X,O,X,X,X,X,X
JLZIOST,X,X,X,X,X,X,X,O,X,X,O,X,X
JLZSTIO,O,X,X,X,O,O,X,X,X,X,X,X,X
JLZSTOI,O,X,X,X,O,O,X,X,X,X,O,X,X
JLZSITO,O,X,X,X,O,O,X,X,X,X,X,X,X
JLZSIOT,X,X,X,X,O,X,X,X,X,X,O,X,X
JLZSOTI,X,X,X,X,O,X,X,O,X,X,O,X,X
JLZSOIT,X,X,X,X,O,X,X,O,X,X,O,X,X
JLZOTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JLZOTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JLZOITS,O,X,X,X,O,X,X,O,O,X,X,X,X
JLZOIST,X,X,X,X,X,X,X,O,X,X,O,X,X
JLZOSTI,X,X,X,X,O,X,X,O,X,X,O,X,X
JLZOSIT,X,X,X,X,X,X,X,O,X,X,O,X,X
JLOTISZ,O,X,X,X,O,X,X,O,O,X,X,X,X
JLOTIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JLOTSIZ,O,X,X,X,O,X,X,O,O,X,X,O,X
JLOTSZI,O,X,X,X,O,X,X,O,O,X,O,O,X
JLOTZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JLOTZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JLOITSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
JLOITZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JLOISTZ,X,X,X,X,O,O,X,X,O,X,X,O,X
JLOISZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JLOIZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
JLOIZST,X,X,X,X,X,X,X,O,X,X,O,X,X
JLOSTIZ,X,X,X,X,O,O,X,X,O,X,X,O,X
JLOSTZI,X,O,X,X,O,O,X,X,O,X,O,O,X
JLOSITZ,X,X,X,X,O,O,X,X,O,X,X,O,X
JLOSIZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JLOSZTI,X,O,X,X,O,X,X,O,X,X,O,X,X
JLOSZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JLOZTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JLOZTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JLOZITS,O,X,X,X,O,X,X,O,O,X,X,X,X
JLOZIST,X,X,X,X,X,X,X,O,X,X,O,X,X
JLOZSTI,X,X,X,X,O,X,X,O,X,X,O,X,X
JLOZSIT,X,X,X,X,X,X,X,O,X,X,O,X,X
JSTILZO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSTILOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
JSTIZLO,O,X,X,O,O,O,X,X,X,X,X,X,X
JSTIZOL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,X,O,O,O,X,X,X,X,X,X,X,X
JSTIOZL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSTLIZO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSTLIOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
JSTLZIO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSTLZOI,O,X,X,O,O,O,X,X,O,X,O,X,X
JSTLOIZ,O,X,O,X,O,O,X,X,O,X,X,O,O
JSTLOZI,O,O,O,X,O,O,X,X,O,X,O,O,X
JSTZILO,O,X,X,O,O,O,X,X,X,X,X,X,X
JSTZIOL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSTZLIO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSTZLOI,O,O,X,O,O,O,X,X,O,X,X,X,X
JSTZOIL,O,X,O,O,O,X,X,X,X,X,O,X,X
JSTZOLI,O,O,O,O,O,O,X,X,O,X,O,X,X
JSTOILZ,O,X,O,O,O,X,X,X,X,X,X,O,X
JSTOIZL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,O,O,O,O,X,X,O,X,X,O,O
JSTOLZI,O,O,O,O,O,O,X,X,O,X,O,O,X
JSTOZIL,O,X,O,O,O,X,X,X,X,X,O,X,X
JSTOZLI,O,O,O,O,O,O,X,X,O,X,O,X,X
JSITLZO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSITLOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
JSITZLO,O,X,X,O,O,O,X,X,X,X,X,X,X
JSITZOL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSITOLZ,O,X,O,O,O,X,X,X,X,X,X,X,X
JSITOZL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSILTZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JSILTOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
JSILZTO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSILZOT,X,X,X,O,O,X,X,X,X,X,O,X,O
JSILOTZ,X,X,O,X,O,O,X,X,X,X,X,X,O
JSILOZT,X,O,X,X,X,X,X,X,X,X,O,X,O
JSIZTLO,O,X,X,O,O,O,X,X,X,X,X,X,X
JSIZTOL,O,X,O,X,O,X,X,X,X,X,X,X,X
JSIZLTO,O,X,X,O,O,X,X,X,X,X,X,X,X
JSIZLOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSIZOTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JSIZOLT,X,O,X,O,O,X,X,X,X,X,O,X,X
JSIOTLZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JSIOTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JSIOLZT,X,O,X,X,X,X,X,X,X,X,O,X,X
JSIOZTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JSIOZLT,X,O,X,X,X,X,X,X,X,X,O,X,X
JSLTIZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JSLTIOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
JSLTZIO,O,X,X,X,O,O,X,X,X,X,X,X,O
JSLTZOI,O,X,X,X,O,O,X,X,O,X,O,X,X
JSLTOIZ,O,X,O,X,O,O,X,X,O,X,X,O,O
JSLTOZI,O,O,O,X,O,O,X,X,O,X,O,O,X
JSLITZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JSLITOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
JSLIZTO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSLIZOT,X,X,X,O,O,X,X,X,X,X,O,X,O
JSLIOTZ,X,X,O,X,O,O,X,X,X,X,X,X,O
JSLIOZT,X,O,X,X,X,X,X,X,X,X,O,X,O
JSLZTIO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSLZTOI,O,O,X,X,O,O,X,X,X,X,O,X,X
JSLZITO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSLZIOT,X,O,X,O,O,X,X,X,X,X,O,X,O
JSLZOTI,X,O,X,X,O,X,X,O,X,X,O,X,X
JSLZOIT,X,O,X,O,O,X,X,O,X,X,O,X,X
JSLOTIZ,X,X,O,X,O,O,X,X,O,X,X,O,O
JSLOTZI,X,O,O,X,O,O,X,X,O,X,O,O,X
JSLOITZ,X,X,O,X,O,O,X,X,O,X,X,O,O
JSLOIZT,X,O,X,X,X,X,X,O,X,X,O,X,O
JSLOZTI,X,O,O,X,O,X,X,O,X,X,O,X,X
JSLOZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JSZTILO,O,X,X,O,O,O,X,X,X,X,X,X,X
JSZTIOL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSZTLIO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSZTLOI,O,O,X,O,O,O,X,X,O,X,X,X,X
JSZTOIL,O,X,O,O,O,X,X,X,X,X,O,X,X
JSZTOLI,O,O,O,O,O,O,X,X,O,X,O,X,X
JSZITLO,O,X,X,O,O,O,X,X,X,X,X,X,X
JSZITOL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSZILTO,O,X,X,O,O,X,X,X,X,X,X,X,X
JSZILOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JSZIOTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JSZIOLT,X,O,X,O,O,X,X,X,X,X,O,X,X
JSZLTIO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSZLTOI,O,O,X,O,O,O,X,X,X,X,O,X,X
JSZLITO,O,X,X,O,O,O,X,X,X,X,X,X,O
JSZLIOT,X,O,X,O,O,X,X,X,X,X,O,X,O
JSZLOTI,X,O,X,X,O,X,X,X,X,X,O,X,X
JSZLOIT,X,O,X,O,O,X,X,X,X,X,O,X,X
JSZOTIL,X,X,O,O,O,X,X,X,X,X,O,X,X
JSZOTLI,X,O,O,O,O,O,X,X,O,X,O,X,X
JSZOITL,X,X,O,X,X,X,X,X,X,X,O,X,X
JSZOILT,X,O,X,O,O,X,X,O,X,X,O,X,X
JSZOLTI,X,O,O,X,O,X,X,O,X,X,O,X,X
JSZOLIT,X,O,X,O,O,X,X,O,X,X,O,X,X
JSOTILZ,X,X,O,X,O,X,X,X,X,X,X,O,X
JSOTIZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,O,X,O,O,X,X,O,X,X,O,O
JSOTLZI,X,O,O,X,O,O,X,X,O,X,O,O,X
JSOTZIL,X,X,O,X,O,X,X,X,X,X,O,X,X
JSOTZLI,X,O,O,X,O,O,X,X,O,X,O,X,X
JSOITLZ,X,X,O,X,O,X,X,X,X,X,X,O,X
JSOITZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOILTZ,X,X,O,X,O,X,X,X,O,X,X,O,X
JSOILZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JSOIZTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JSOIZLT,X,O,X,X,X,X,X,O,X,X,O,X,X
JSOLTIZ,X,X,O,X,O,O,X,X,O,X,X,O,O
JSOLTZI,X,O,O,X,O,O,X,X,O,X,O,O,X
JSOLITZ,X,X,O,X,O,O,X,X,O,X,X,O,O
JSOLIZT,X,O,X,X,X,X,X,O,X,X,O,X,O
JSOLZTI,X,O,O,X,O,X,X,O,X,X,O,X,X
JSOLZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JSOZTIL,X,X,O,X,O,X,X,X,X,X,O,X,X
JSOZTLI,X,O,O,X,O,O,X,X,O,X,O,X,X
JSOZITL,X,X,O,X,X,X,X,X,X,X,O,X,X
JSOZILT,X,O,X,X,O,X,X,O,X,X,O,X,X
JSOZLTI,X,O,O,X,O,X,X,O,X,X,O,X,X
JSOZLIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JZTILSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JZTILOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZTISLO,O,X,X,O,O,X,X,X,X,X,X,X,X
JZTISOL,O,X,X,O,O,X,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZTIOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZTLISO,O,X,X,X,O,X,X,X,X,X,X,X,X
JZTLIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZTLSIO,O,X,X,O,O,X,X,X,X,X,X,X,X
JZTLSOI,O,X,X,O,O,X,X,X,O,X,O,X,X
JZTLOIS,O,X,X,X,O,X,X,X,O,X,X,X,X
JZTLOSI,O,X,X,X,O,X,X,X,O,X,O,X,X
JZTSILO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZTSIOL,O,X,X,O,O,X,X,X,X,X,X,X,X
JZTSLIO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZTSLOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JZTSOIL,O,X,X,O,O,X,O,X,X,X,O,X,X
JZTSOLI,O,X,X,O,O,O,O,X,O,X,O,X,X
JZTOILS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZTOISL,O,X,X,X,O,X,O,X,X,X,X,X,X
JZTOLIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZTOLSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JZTOSIL,O,X,X,O,O,X,O,X,X,X,O,X,X
JZTOSLI,O,X,X,O,O,X,O,X,O,X,O,X,X
JZITLSO,O,X,X,X,X,X,X,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZITSLO,O,X,X,O,X,X,X,X,X,X,X,X,X
JZITSOL,O,X,X,O,X,X,X,X,X,X,X,X,X
JZITOLS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZITOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZILTSO,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILSTO,O,X,X,X,X,O,X,X,X,X,X,X,X
JZILSOT,X,X,X,X,X,X,X,X,X,X,O,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,X,X,X,X,O,X,X
JZISTLO,O,X,X,O,X,O,X,X,X,X,X,X,X
JZISTOL,O,X,X,O,X,X,X,X,X,X,X,X,X
JZISLTO,O,X,X,O,X,X,X,X,X,X,X,X,X
JZISLOT,X,X,X,O,X,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,X,X,X,X,X,O,X,X
JZISOLT,X,X,X,O,X,X,X,X,X,X,O,X,X
JZIOTLS,O,X,X,X,X,X,X,O,O,X,X,X,X
JZIOTSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,O,X,X,X,X,X
JZIOLST,X,X,X,X,X,X,X,O,X,X,O,X,X
JZIOSTL,X,X,X,X,X,X,O,X,X,X,O,X,X
JZIOSLT,X,X,X,X,X,X,O,O,X,X,O,X,X
JZLTISO,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLTIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JZLTSIO,O,X,X,O,O,X,X,X,X,X,X,X,X
JZLTSOI,O,X,X,O,O,X,X,X,O,X,O,X,X
JZLTOIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZLTOSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JZLITSO,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,X,X,X,O,X,X,X,X,X,X,X
JZLISOT,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLIOTS,O,X,X,X,X,X,X,O,X,X,X,X,X
JZLIOST,X,X,X,X,X,X,X,O,X,X,O,X,X
JZLSTIO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZLSTOI,O,O,X,O,O,O,X,X,X,X,O,X,X
JZLSITO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZLSIOT,X,O,X,O,O,X,X,X,X,X,O,X,X
JZLSOTI,X,O,X,X,O,X,X,O,X,X,O,X,X
JZLSOIT,X,O,X,O,O,X,X,O,X,X,O,X,X
JZLOTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
