sequence,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFqfBTbB?ehB3dBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Jei6IvhFRdBckB?mgBTiB3gBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFqfBTbB?ehBUdB3iBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFSgBehB?3dBzfBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFVgBahB?RdBTiB3kBcqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFufBahB?3dBTgBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFSgBehB?UdBzfB3iBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Je2/IvhFRbB3dB?zgBUiBikBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Je2/IvhFRbBUdB?zgB3iBikBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFRdB8lB?TiB3kBFlBiqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeaBJvhFRdBOkB?XgBTiBcqBlpB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFzbB3dB?ukBUiBllBaqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFlbBRdB?8lBTiB3kBaqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFlbBaiB?uiB8lBzkBfqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeK/IvhFfgBlbB?RdB8lBTiBmpB
STIJOLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STIJOZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STIZLJO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STIZLOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
STIZJOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
STIZOLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIZOJL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
STIOLJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
STIOLZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STIOJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STIOJZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STIOZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOZJL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STLIJZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
STLIZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLIOJZ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
STLIOZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLJIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
STLJZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STLJOIZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X
STLJOZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
STLZIJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X
STLZOIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STLZOJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STLOIJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
STLOIZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STLOJIZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
STLOJZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
STLOZIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STLOZJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STJILZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
STJIZLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
STJIZOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
STJIOLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STJIOZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STJLIZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STJLIOZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
STJLZIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STJLZOI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLOIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
STJLOZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STJZILO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
STJZIOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
STJZLIO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
STJZLOI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STJZOIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STJZOLI,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X
STJOILZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STJOIZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STJOLIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
STJOLZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STJOZIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STJOZLI,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X
STZILJO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STZILOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZIJLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
STZIJOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
STZIOLJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STZIOJL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
STZLIJO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STZLIOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STZLJOI,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X
STZLOIJ,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X
STZLOJI,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X
STZJILO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
STZJIOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
STZJLIO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
STZJLOI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STZJOIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STZJOLI,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X
STZOILJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STZOIJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STZOLIJ,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
STZOLJI,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
STZOJIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STZOJLI,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
STOILJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
STOILZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STOIJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STOIJZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STOIZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STOIZJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STOLIJZ,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
STOLIZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STOLJIZ,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
STOLJZI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
STOLZIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STOLZJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STOJILZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STOJIZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STOJLIZ,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X
STOJLZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STOJZIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STOJZLI,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
STOZILJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STOZIJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STOZLIJ,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
STOZLJI,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
STOZJIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
STOZJLI,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
SITLJZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
SITLZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITLOJZ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SITLOZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SITJLZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
SITJZLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SITJZOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SITJOLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SITJOZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SITZLJO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SITZLOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SITZJOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SITZOLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SITOLJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SITOLZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SITOJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SITOJZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SITOZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SILTJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SILTZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SILTOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SILJZTO,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SILJZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SILJOTZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
SILZTJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SILZTOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SILZJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILOTJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
SILOZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
SIJTLZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
SIJTZLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SIJTZOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
SIJTOLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SIJTOZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJLTZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJLTOZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SIJLZTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O
SIJLZOT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O
SIJLOTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
SIJZTLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SIJZTOL,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJZLTO,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
SIJZLOT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O
SIJZOTL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SIJOTLZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
SIJOLTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SIJOZTL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SIZTLJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SIZTLOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
SIZTJOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
SIZTOLJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
SIZTOJL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
SIZLTJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIZLTOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIZLJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZLOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZJTLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
SIZJTOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
SIZJLTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O
SIZJLOT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O
SIZJOTL,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
SIZJOLT,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SIZOTLJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIZOTJL,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
SIZOLTJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIZOLJT,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SIZOJTL,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
SIZOJLT,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SIOTLJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SIOTLZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SIOTJZL,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X
SIOTZLJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOTZJL,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X
SIOLTJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X
SIOLZTJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOLZJT,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X
SIOJTLZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
SIOJLTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X
SIOJZTL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIOZLTJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOZLJT,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X
SIOZJTL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SLTIJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X
SLTIZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SLTIOZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLTJIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X
SLTJZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X
SLTJOZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLTZIJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTZJIO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLTZOJI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SLTOIZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SLTOJZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLTOZJI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLITJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SLITZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLITOJZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLITOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SLIJZTO,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLIJZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLIJOTZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIJOZT,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
SLIZTJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLIZTOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLIZJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIZOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLIOTJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLIOJZT,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
SLIOZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
SLJTIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SLJTZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X
SLJTOZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLJITZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SLJIZTO,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLJIZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLJIOTZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJIOZT,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
SLJZTIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLJZTOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLJZITO,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
SLJZIOT,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
SLJZOTI,X,X,X,X,O,X,X,O,O,O,O,X,O,X,X
SLJZOIT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLJOTIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOITZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJOIZT,X,X,X,O,O,X,X,O,O,O,O,X,O,O,X
SLJOZTI,X,X,X,X,O,X,X,O,O,O,O,X,O,X,X
SLJOZIT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLZTIJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZTIOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZTJIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZTJOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLZTOIJ,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X
SLZTOJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X
SLZITJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZITOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZIJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZIJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLZIOTJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLZIOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
SLZJTIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZJTOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLZJITO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZJIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLZJOTI,X,X,X,X,O,X,X,O,O,O,O,X,O,X,X
SLZJOIT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLZOTIJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLZOTJI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLZOITJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLZOIJT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLZOJTI,X,X,X,X,O,X,X,O,O,O,O,X,O,X,X
SLZOJIT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLOTIJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLOTIZJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLOTJIZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLOTJZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLOTZIJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLOTZJI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLOITJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLOITZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOIJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLOIJZT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLOIZTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLOIZJT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLOJTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLOJITZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLOJIZT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLOJZTI,X,X,X,X,O,X,X,O,O,O,O,X,O,X,X
SLOJZIT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
SLOZTIJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLOZTJI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
