sequence,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFXeBOkBlgBSoBzk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFTeBflBlgBWoBCl?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFCbBlgBGjBXjBzk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFTeBKkBflBlgBWo?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFXeBlgBSoBmkBTk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFFbBTeBqkB3gBWo?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFTfBlgBGjBXjByp?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFOkBlgBUjBzkBft?B6tB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFflBlgBunBcoBCl?BTtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhF6jBukB3gBziBFl?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeT6IvhF1gBGjBXjBxkByp?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFufB1gB6jBXlBzn?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhF6jBlfB3gB2pBzn?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Le1/IvhF0bBCjBxkBXoB2p?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFlgBWoBikB0kBXo?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFKkBflBlgBunBco?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhF0fBlgBCjB2pBXo?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFlgBUjBmkBftBTk?B6tB
TJLZISO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X
TJLZIOS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
TJLZSIO,O,X,O,X,O,X,X,X,O,X,X,X,O,X,O,O,O,X
TJLZSOI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
TJLZOIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TJLZOSI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJLOISZ,O,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TJLOIZS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TJLOSIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TJLOSZI,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TJLOZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TJLOZSI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJSILZO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TJSILOZ,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJSIZLO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TJSIZOL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
TJSIOLZ,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJSIOZL,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TJSLIZO,O,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
TJSLIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
TJSLZIO,O,X,X,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
TJSLZOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O
TJSLOIZ,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TJSLOZI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X
TJSZILO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TJSZIOL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
TJSZLIO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TJSZLOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TJSZOIL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
TJSZOLI,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O,O
TJSOILZ,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TJSOIZL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJSOLIZ,X,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
TJSOLZI,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
TJSOZIL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
TJSOZLI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
TJZILSO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TJZILOS,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJZISLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TJZISOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
TJZIOLS,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJZIOSL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TJZLISO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X
TJZLIOS,O,X,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X
TJZLSIO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,O,O,O,X
TJZLSOI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
TJZLOIS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZLOSI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZSILO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
TJZSIOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
TJZSLIO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
TJZSLOI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
TJZSOIL,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
TJZSOLI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
TJZOILS,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJZOISL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TJZOLIS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TJZOLSI,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TJZOSLI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TJOILSZ,O,X,O,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X
TJOILZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJOISLZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TJOISZL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TJOIZLS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TJOLISZ,O,X,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
TJOLIZS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TJOLSIZ,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
TJOLSZI,O,X,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
TJOLZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TJOLZSI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TJOSILZ,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TJOSIZL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
TJOSLZI,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
TJOSZIL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
TJOSZLI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
TJOZILS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TJOZLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
TJOZSLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TSILJZO,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,O,X
TSILJOZ,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TSILZJO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSILZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSILOJZ,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TSILOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIJLZO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X
TSIJLOZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSIJZLO,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X
TSIJZOL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
TSIJOLZ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TSIJOZL,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIZLJO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSIZLOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIZJLO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TSIZJOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
TSIZOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TSIZOJL,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TSIOLJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSIOLZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TSIOJLZ,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TSIOJZL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TSIOZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIOZJL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLIJZO,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X
TSLIJOZ,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
TSLIZJO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TSLIZOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
TSLIOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
TSLJIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
TSLJZIO,O,X,X,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
TSLJZOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O
TSLJOIZ,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TSLJOZI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X
TSLZIJO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TSLZIOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
TSLZJOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
TSLZOIJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TSLOIZJ,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TSLOJIZ,O,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSLOJZI,O,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X
TSLOZIJ,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TSLOZJI,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TSJILZO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TSJILOZ,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TSJIZLO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TSJIZOL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
TSJIOLZ,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TSJIOZL,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSJLIZO,O,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
TSJLIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
TSJLZIO,O,X,X,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
TSJLZOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O
TSJLOIZ,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TSJLOZI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X
TSJZILO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TSJZIOL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
TSJZLIO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
TSJZLOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSJZOIL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
TSJZOLI,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O,O
TSJOILZ,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TSJOIZL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSJOLIZ,X,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
TSJOLZI,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
TSJOZIL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
TSJOZLI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
TSZILJO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSZILOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSZIJLO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TSZIJOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
TSZIOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TSZIOJL,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TSZLIJO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TSZLIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
TSZLJOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
TSZLOIJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZLOJI,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
TSZJIOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
TSZJLIO,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X
TSZJLOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
TSZJOIL,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
TSZJOLI,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,O
TSZOILJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSZOIJL,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSZOLIJ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSZOLJI,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSZOJIL,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
TSZOJLI,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
TSOILJZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSOILZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOIJLZ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSOIJZL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOLIJZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSOLIZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOLJIZ,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TSOLJZI,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X
TSOLZIJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOLZJI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSOJILZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSOJLZI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X
TSOJZIL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
TSOJZLI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
TSOZILJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZIJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZLIJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOZLJI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSOZJIL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TSOZJLI,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O
TZILJSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZILSJO,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
TZILSOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TZILOJS,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TZILOSJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJLSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZIJSLO,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZIJSOL,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TZIJOLS,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TZIJOSL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TZISLJO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZISLOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZISJLO,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TZISJOL,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TZISOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TZISOJL,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TZIOLJS,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TZIOLSJ,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TZIOJLS,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TZIOJSL,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TZIOSLJ,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TZIOSJL,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TZLIJSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJOS,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZLISJO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TZLISOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOJS,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TZLIOSJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLJISO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TZLJIOS,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X
TZLJSIO,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TZLJSOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TZLJOIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TZLJOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TZLSIJO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TZLSIOJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TZLSJOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSOIJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSOJI,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLOIJS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLOISJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLOJIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLOJSI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLOSJI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJILSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZJILOS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZJISLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJISOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
TZJIOLS,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TZJIOSL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TZJLISO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X
TZJLIOS,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X
TZJLSIO,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X
TZJLSOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
TZJLOIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TZJLOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TZJSILO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJSIOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
TZJSLIO,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJSLOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
TZJSOIL,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
TZJSOLI,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O
TZJOILS,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TZJOISL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TZJOLIS,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TZJOLSI,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TZJOSIL,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZJOSLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZSILJO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZSILOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZSIJLO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TZSIJOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
TZSIOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TZSIOJL,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TZSLIJO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TZSLIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
TZSLJOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
TZSLOIJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSLOJI,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
TZSJIOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
TZSJLIO,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X
TZSJLOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
TZSJOIL,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
TZSJOLI,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,O
TZSOILJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZSOIJL,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZSOLIJ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
