sequence,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFUbBFcBXdBWlBTm?BCqB,v115@7gB8GeC8FeD8FeE8AeH8JeT6IvhF0bBxcBykB3hBWr?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex7IvhFXdBOkBlgB0fBTm?BCqB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufB3bBFdB6mB8p?BzqB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufBXdBlgB8pBTr?BCrB,v115@7gB8GeC8FeD8FeE8AeH8JeO/IvhF0bBxcBzfBCmB3m?BlpB,v115@7gB8GeC8FeD8FeE8AeH8JeK/IvhFzaBfhBxcBumB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jey/IvhFfhBxcBumBTfB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex6IvhFXdBTfBmgB6mB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex8IvhFTfBlgB3hB8pBip?BWwB,v115@7gB8GeC8FeD8FeE8AeH8Jem7IvhFxfB3hBTfB0lBCn?BlpB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufBlgB3hB8pBzq?BCsB
LOTZJSI,O,X,O,O,O,O,X,X,X,X,X,X
LOTZSIJ,O,X,O,O,O,O,X,X,X,X,X,X
LOTZSJI,O,X,O,O,O,O,X,X,X,X,X,X
LOITJSZ,O,X,O,X,X,O,X,X,X,X,X,X
LOITJZS,O,X,O,O,X,O,X,X,X,X,X,X
LOITSJZ,O,X,O,X,X,O,X,X,X,X,X,X
LOITSZJ,O,X,O,O,X,O,X,X,X,X,X,X
LOITZJS,O,X,O,O,X,O,X,X,X,X,X,X
LOITZSJ,O,X,O,O,X,O,X,X,X,X,X,X
LOIJTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LOIJTZS,O,X,O,O,X,X,X,X,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,X,X,X,X,X,X,X,X
LOIJZTS,O,X,X,O,X,X,X,X,X,X,X,X
LOIJZST,O,X,X,O,X,X,X,X,X,X,X,X
LOISTJZ,O,X,O,X,X,X,X,X,X,X,X,X
LOISTZJ,O,X,O,O,X,X,X,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,X,X,X,X,X,X,X,X
LOISZTJ,O,X,O,O,O,X,X,X,X,X,X,X
LOISZJT,O,X,X,O,O,X,X,X,X,X,X,X
LOIZTJS,O,X,X,O,O,O,X,X,X,X,X,X
LOIZTSJ,O,X,X,O,O,O,X,X,X,X,X,X
LOIZJTS,O,X,X,O,O,X,X,X,X,X,X,X
LOIZJST,O,X,X,O,O,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,O,O,X,X,X,X,X,X,X
LOIZSJT,O,X,X,O,O,X,X,X,X,X,X,X
LOJTISZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJTIZS,O,X,O,O,X,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJTSZI,O,X,O,O,X,X,X,X,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X,X,X,X,X,X
LOJTZSI,O,X,O,O,X,X,X,X,X,X,X,X
LOJITSZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJITZS,O,X,O,O,X,X,X,X,X,X,X,X
LOJISTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,X,X,X,X
LOJIZTS,O,X,X,O,X,X,X,X,X,X,X,X
LOJIZST,O,X,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJSTZI,O,X,O,O,X,X,X,X,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,X,X,X,X
LOJSZTI,O,X,O,O,X,X,X,X,X,X,X,X
LOJSZIT,O,X,X,O,X,X,X,X,X,X,X,X
LOJZTIS,O,X,O,O,X,X,X,X,X,X,X,X
LOJZTSI,O,X,O,O,X,X,X,X,X,X,X,X
LOJZITS,O,X,X,O,X,X,X,X,X,X,X,X
LOJZIST,O,X,X,O,X,X,X,X,X,X,X,X
LOJZSTI,O,X,O,O,X,X,X,X,X,X,X,X
LOJZSIT,O,X,X,O,X,X,X,X,X,X,X,X
LOSTIJZ,O,X,O,X,X,X,X,X,X,X,X,X
LOSTIZJ,O,X,O,O,X,X,X,X,X,X,X,X
LOSTJIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOSTJZI,O,X,O,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,X,O,O,O,X,X,X,X,X,X,X
LOSTZJI,O,X,O,O,O,X,X,X,X,X,X,X
LOSITJZ,O,X,O,X,X,X,X,X,X,X,X,X
LOSITZJ,O,X,O,O,X,X,X,X,X,X,X,X
LOSIJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,O,X,O,O,O,X,X,X,X,X,X,X
LOSIZJT,O,X,X,O,O,X,X,X,X,X,X,X
LOSJTIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOSJTZI,O,X,O,O,X,X,X,X,X,X,X,X
LOSJITZ,O,X,O,X,X,X,X,X,X,X,X,X
LOSJIZT,O,X,X,X,X,X,X,X,X,X,X,X
LOSJZTI,O,X,O,O,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,X,O,O,O,X,X,X,X,X,X,X
LOSZTJI,O,X,O,O,O,X,X,X,X,X,X,X
LOSZITJ,O,X,O,O,O,X,X,X,X,X,X,X
LOSZIJT,O,X,X,O,O,X,X,X,X,X,X,X
LOSZJTI,O,X,O,O,O,X,X,X,X,X,X,X
LOSZJIT,O,X,X,O,O,X,X,X,X,X,X,X
LOZTIJS,O,X,O,O,O,O,X,X,X,X,X,X
LOZTISJ,O,X,O,O,O,O,X,X,X,X,X,X
LOZTJIS,O,X,O,O,O,O,X,X,X,X,X,X
LOZTJSI,O,X,O,O,O,O,X,X,X,X,X,X
LOZTSIJ,O,X,O,O,O,O,X,X,X,X,X,X
LOZTSJI,O,X,O,O,O,O,X,X,X,X,X,X
LOZITJS,O,X,X,O,O,O,X,X,X,X,X,X
LOZITSJ,O,X,X,O,O,O,X,X,X,X,X,X
LOZIJTS,O,X,X,O,O,X,X,X,X,X,X,X
LOZIJST,O,X,X,O,O,X,X,X,X,X,X,X
LOZISTJ,O,X,X,O,O,X,X,X,X,X,X,X
LOZISJT,O,X,X,O,O,X,X,X,X,X,X,X
LOZJTIS,O,X,O,O,O,X,X,X,X,X,X,X
LOZJTSI,O,X,O,O,O,X,X,X,X,X,X,X
LOZJITS,O,X,X,O,O,X,X,X,X,X,X,X
LOZJIST,O,X,X,O,O,X,X,X,X,X,X,X
LOZJSTI,O,X,O,O,O,X,X,X,X,X,X,X
LOZJSIT,O,X,X,O,O,X,X,X,X,X,X,X
LOZSTIJ,O,X,O,O,O,X,X,X,X,X,X,X
LOZSTJI,O,X,O,O,O,X,X,X,X,X,X,X
LOZSITJ,O,X,O,O,O,X,X,X,X,X,X,X
LOZSIJT,O,X,X,O,O,X,X,X,X,X,X,X
LOZSJTI,O,X,O,O,O,X,X,X,X,X,X,X
LOZSJIT,O,X,X,O,O,X,X,X,X,X,X,X
JTILSZO,X,O,X,X,X,O,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,X,X,X,X,X,X
JTILZSO,X,O,X,O,X,O,O,X,X,X,X,X
JTILZOS,X,O,X,O,X,O,O,X,X,X,X,X
JTILOSZ,X,O,X,X,X,O,X,X,X,X,X,X
JTILOZS,X,O,X,O,X,O,O,X,X,X,X,X
JTISLZO,X,O,X,X,X,O,X,X,X,X,X,X
JTISLOZ,X,O,X,X,X,X,X,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,X,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X,X,X,X,X,X
JTISOLZ,X,O,X,X,X,O,X,X,X,X,X,X
JTISOZL,X,O,X,X,X,O,X,X,X,X,X,X
JTIZLSO,X,O,X,O,X,O,O,O,X,X,X,X
JTIZLOS,X,O,X,O,X,O,O,X,X,X,X,X
JTIZSLO,X,O,X,O,X,X,O,O,X,X,X,X
JTIZSOL,X,O,X,O,X,X,O,O,X,X,X,X
JTIZOLS,X,O,X,O,X,O,X,X,X,X,X,X
JTIZOSL,X,X,X,O,X,O,X,X,X,X,X,X
JTIOLSZ,X,O,X,X,X,O,X,X,X,X,X,X
JTIOLZS,X,O,X,X,X,O,X,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,O,X,X,X,X,X,X
JTIOSZL,X,X,X,X,X,O,X,X,X,X,X,X
JTIOZLS,X,O,X,O,X,O,X,X,X,X,X,X
JTIOZSL,X,X,X,O,X,O,X,X,X,X,X,X
JTLISZO,X,O,O,X,X,O,X,X,X,X,X,X
JTLISOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTLIZSO,X,O,O,O,X,O,O,X,X,X,X,X
JTLIZOS,X,O,X,O,X,O,O,X,X,X,X,X
JTLIOSZ,X,O,O,X,X,O,X,X,X,X,X,X
JTLIOZS,X,O,X,O,X,O,O,X,X,X,X,X
JTLSIZO,X,O,O,X,X,O,X,X,X,X,X,X
JTLSIOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTLSZIO,X,O,O,O,X,O,O,X,X,X,X,X
JTLSZOI,X,O,O,O,X,X,O,X,X,X,X,X
JTLSOIZ,X,O,O,X,X,X,X,X,X,X,X,X
JTLSOZI,X,O,O,O,X,X,O,X,X,X,X,X
JTLZISO,X,O,O,O,X,O,O,O,X,X,X,X
JTLZIOS,X,O,X,O,X,O,O,X,X,X,X,X
JTLZSIO,X,O,O,O,X,O,O,O,X,X,X,X
JTLZSOI,X,O,O,O,X,X,O,O,X,X,X,X
JTLZOIS,X,O,X,O,X,O,O,X,X,X,X,X
JTLZOSI,X,O,X,O,X,O,O,O,X,X,X,X
JTLOISZ,X,O,O,X,X,O,X,X,X,X,X,X
JTLOIZS,X,O,O,O,X,O,O,X,X,X,X,X
JTLOSIZ,X,O,O,X,X,O,X,X,X,X,X,X
JTLOSZI,X,O,O,O,X,O,O,X,X,X,X,X
JTLOZIS,X,O,O,O,X,O,O,X,X,X,X,X
JTLOZSI,X,O,O,O,X,O,O,X,X,X,X,X
JTSILZO,X,O,X,X,X,O,X,X,X,X,X,X
JTSILOZ,X,O,X,X,X,X,X,X,X,X,X,X
JTSIZLO,X,O,X,X,X,X,X,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X,X,X,X,X,X
JTSIOLZ,X,O,X,X,X,O,X,X,X,X,X,X
JTSIOZL,X,O,X,X,X,O,X,X,X,X,X,X
JTSLIZO,X,O,O,X,X,O,X,X,X,X,X,X
JTSLIOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTSLZIO,X,O,O,X,X,O,O,X,X,X,X,X
JTSLZOI,X,O,O,X,X,X,O,X,X,X,X,X
JTSLOIZ,X,O,O,X,X,X,X,X,X,X,X,X
JTSLOZI,X,O,O,X,X,X,O,X,X,X,X,X
JTSZILO,X,O,X,X,X,X,O,O,X,X,O,X
JTSZIOL,X,O,X,X,X,X,O,O,O,X,O,X
JTSZLIO,X,O,X,X,X,X,O,O,X,X,O,X
JTSZLOI,X,O,X,X,X,X,O,O,O,X,X,X
JTSZOIL,X,O,X,X,X,X,O,O,O,X,O,X
JTSZOLI,X,O,X,X,X,X,O,O,O,X,X,X
JTSOILZ,X,O,O,X,X,O,X,X,X,X,X,X
JTSOIZL,X,O,O,X,X,O,X,X,O,X,X,X
JTSOLIZ,X,O,O,X,X,O,X,X,X,X,X,X
JTSOLZI,X,O,O,X,X,O,X,X,X,X,X,X
JTSOZIL,X,O,O,X,X,O,X,X,O,X,X,X
JTSOZLI,X,O,O,X,X,O,X,X,O,X,X,X
JTZILSO,X,O,X,O,X,O,O,O,X,X,X,X
JTZILOS,X,O,X,O,X,O,O,X,X,X,X,X
JTZISLO,X,O,X,O,X,X,O,O,X,X,O,X
JTZISOL,X,O,X,O,X,X,O,O,O,X,O,X
JTZIOLS,X,O,X,O,X,O,X,X,O,X,X,X
JTZIOSL,X,X,X,O,X,O,X,X,O,X,X,X
JTZLISO,X,O,X,O,X,O,O,O,X,X,X,X
JTZLIOS,X,O,X,O,X,O,O,X,X,X,X,X
JTZLSIO,X,O,X,O,X,O,O,O,X,X,X,X
JTZLSOI,X,O,X,O,X,X,O,O,O,X,X,X
JTZLOIS,X,O,X,O,X,O,O,X,O,X,X,X
JTZLOSI,X,O,X,O,X,X,O,O,O,X,X,X
JTZSILO,X,O,X,O,X,X,O,O,X,X,O,X
JTZSIOL,X,O,X,O,X,X,O,O,O,X,O,X
JTZSLIO,X,O,X,O,X,X,O,O,X,X,O,X
JTZSLOI,X,O,X,O,X,X,O,O,O,X,X,X
JTZSOIL,X,O,X,O,X,X,O,O,O,X,O,X
JTZSOLI,X,O,X,O,X,X,O,O,O,X,X,X
JTZOILS,X,O,X,O,X,O,X,X,O,X,X,X
JTZOISL,X,X,X,O,X,O,X,X,O,X,X,X
JTZOLIS,X,O,X,O,X,O,O,X,O,X,X,X
JTZOLSI,X,O,X,O,X,O,O,O,O,X,X,X
JTZOSIL,X,O,X,O,X,O,O,O,O,X,X,X
JTZOSLI,X,O,X,O,X,O,O,O,O,X,X,X
JTOILSZ,X,O,O,X,X,O,X,X,X,X,X,X
JTOILZS,X,O,X,X,X,O,X,X,X,X,X,X
JTOISLZ,X,X,O,X,X,O,X,X,X,X,X,X
JTOISZL,X,X,O,X,X,O,X,X,O,X,X,X
JTOIZLS,X,O,X,O,X,O,X,X,O,X,X,X
JTOIZSL,X,X,O,O,X,O,X,X,O,X,X,X
JTOLISZ,X,O,O,X,X,O,X,X,X,X,X,X
JTOLIZS,X,O,O,X,X,O,O,X,X,X,X,X
JTOLSIZ,X,O,O,X,X,O,X,X,X,X,X,X
JTOLSZI,X,O,O,X,X,O,O,X,X,X,X,X
JTOLZIS,X,O,O,X,X,O,O,X,X,X,X,X
JTOLZSI,X,O,O,X,X,O,O,X,X,X,X,X
JTOSILZ,X,O,O,X,X,O,X,X,X,X,X,X
JTOSIZL,X,O,O,X,X,O,X,X,O,X,X,X
JTOSLIZ,X,O,O,X,X,O,X,X,X,X,X,X
JTOSLZI,X,O,O,X,X,O,X,X,X,X,X,X
JTOSZIL,X,O,O,O,X,O,X,X,O,X,X,X
JTOSZLI,X,O,O,O,X,O,X,X,O,X,X,X
JTOZILS,X,O,X,O,X,O,X,X,O,X,X,X
JTOZISL,X,X,O,O,X,O,X,X,O,X,X,X
JTOZLIS,X,O,X,O,X,O,O,X,O,X,X,X
JTOZLSI,X,O,X,O,X,O,O,O,O,X,X,X
JTOZSIL,X,O,O,O,X,O,O,O,O,X,X,X
JTOZSLI,X,O,O,O,X,O,O,O,O,X,X,X
JITLSZO,X,O,X,X,X,O,X,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,X,X,X,X,X
JITLZSO,X,O,X,O,X,O,O,X,X,X,X,X
JITLZOS,X,O,X,O,X,O,O,X,X,X,X,X
JITLOSZ,X,O,X,X,X,O,X,X,X,X,X,X
JITLOZS,X,O,X,O,X,O,O,X,X,X,X,X
JITSLZO,X,O,X,X,X,O,X,X,X,X,X,X
JITSLOZ,X,O,X,X,X,X,X,X,X,X,X,X
JITSZLO,X,O,X,X,X,X,X,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X,X,X,X,X,X
JITSOLZ,X,O,X,X,X,O,X,X,X,X,X,X
JITSOZL,X,O,X,X,X,O,X,X,X,X,X,X
JITZLSO,X,O,X,O,X,O,O,O,X,X,X,X
JITZLOS,X,O,X,O,X,O,O,X,X,X,X,X
JITZSLO,X,O,X,O,X,X,O,O,X,X,X,X
JITZSOL,X,O,X,O,X,X,O,O,X,X,X,X
JITZOLS,X,O,X,O,X,O,X,X,X,X,X,X
JITZOSL,X,X,X,O,X,O,X,X,X,X,X,X
JITOLSZ,X,O,X,X,X,O,X,X,X,X,X,X
JITOLZS,X,O,X,X,X,O,X,X,X,X,X,X
JITOSLZ,X,X,X,X,X,O,X,X,X,X,X,X
JITOSZL,X,X,X,X,X,O,X,X,X,X,X,X
JITOZLS,X,O,X,O,X,O,X,X,X,X,X,X
JITOZSL,X,X,X,O,X,O,X,X,X,X,X,X
JILTSZO,O,O,O,X,X,O,X,X,X,X,X,X
JILTSOZ,O,O,O,X,X,X,X,X,X,X,X,X
JILTZSO,O,O,O,O,X,O,X,X,X,X,X,X
JILTZOS,O,O,X,O,X,O,X,X,X,X,X,X
JILTOSZ,O,O,O,X,X,O,X,X,X,X,X,X
JILTOZS,O,O,X,O,X,O,X,X,X,X,X,X
JILSTZO,O,X,O,X,X,X,X,X,X,X,X,X
JILSTOZ,O,X,O,X,X,X,X,X,X,X,X,X
JILSZTO,O,X,X,X,X,X,X,X,X,X,X,X
JILSZOT,O,X,X,X,X,X,X,X,X,X,X,X
JILSOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,X,X,X,X,X,X,X,X
JILZTSO,O,O,X,O,X,O,X,X,X,X,X,X
JILZTOS,O,O,X,O,X,O,X,X,X,X,X,X
JILZSTO,O,X,X,O,X,X,X,X,X,X,X,X
JILZSOT,O,X,X,O,X,X,X,X,X,X,X,X
JILZOTS,O,X,X,O,X,X,X,X,X,X,X,X
JILZOST,O,X,X,O,X,X,X,X,X,X,X,X
JILOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JILOTZS,O,X,O,O,X,X,X,X,X,X,X,X
JILOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,X,X,X,X,X,X
JILOZTS,O,X,X,O,X,X,X,X,X,X,X,X
JILOZST,O,X,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,X,X,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X,X,O,X,X
JISTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,X,X,X,X,X
JISLTZO,O,O,O,X,X,X,X,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,X,X,X,X,X
JISLZTO,O,O,X,X,X,X,X,X,X,X,X,X
JISLZOT,O,X,X,X,X,X,X,X,X,X,X,X
JISLOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,X,X,X,X,X,X
JISZTLO,X,O,X,X,O,X,X,X,X,X,X,O
JISZTOL,X,O,X,X,O,X,X,X,X,O,X,O
JISZLTO,X,O,X,X,O,X,X,X,X,X,X,O
JISZLOT,X,X,X,X,O,X,X,X,X,X,X,X
JISZOTL,X,O,X,X,O,X,X,X,X,O,X,O
JISZOLT,X,X,X,X,O,X,X,X,X,X,X,X
JISOTLZ,O,O,O,X,X,X,X,X,X,X,X,X
JISOTZL,X,O,O,X,X,X,X,X,X,X,X,X
JISOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X,X,X,X
JISOZTL,X,O,X,X,O,X,X,X,X,X,X,X
JISOZLT,X,X,X,X,O,X,X,X,X,X,X,X
JIZTLSO,X,O,X,O,O,X,O,O,X,X,X,O
JIZTLOS,X,O,X,O,X,X,O,X,X,X,X,X
JIZTSLO,X,O,X,O,O,X,O,O,X,X,X,O
JIZTSOL,X,O,X,O,O,X,O,O,X,X,X,O
JIZTOLS,X,O,X,O,O,X,X,X,X,X,X,X
JIZTOSL,X,X,X,O,O,X,X,X,X,X,X,O
JIZLTSO,X,O,X,O,O,X,X,X,X,X,X,O
JIZLTOS,X,O,X,O,X,X,X,X,X,X,X,X
JIZLSTO,X,X,X,O,O,X,X,O,X,X,X,O
JIZLSOT,X,X,X,O,O,X,X,O,X,X,X,X
JIZLOTS,X,X,X,O,O,X,X,X,X,X,X,X
JIZLOST,X,X,X,O,O,X,X,X,X,X,X,X
JIZSTLO,X,O,X,O,O,X,O,O,X,X,X,O
JIZSTOL,X,O,X,O,O,X,O,O,X,O,X,O
JIZSLTO,X,O,X,O,O,X,O,O,X,X,X,O
JIZSLOT,X,X,X,O,O,X,X,O,X,X,X,X
JIZSOTL,X,O,X,O,O,X,O,O,X,O,X,O
JIZSOLT,X,X,X,O,O,X,X,O,X,X,X,X
JIZOTLS,X,O,X,O,O,X,X,X,X,X,X,X
JIZOTSL,X,X,X,O,O,X,X,X,X,X,X,O
JIZOLTS,X,X,X,O,O,X,X,X,X,X,X,X
JIZOLST,X,X,X,O,O,X,X,X,X,X,X,X
JIZOSTL,X,X,X,O,O,X,X,X,X,O,X,O
JIZOSLT,X,X,X,O,O,X,X,X,X,X,X,X
JIOTLSZ,O,O,O,X,X,X,X,X,X,X,X,X
JIOTLZS,O,O,X,X,X,X,X,X,X,X,X,X
JIOTSLZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOTSZL,X,X,O,X,X,X,X,X,X,X,X,X
JIOTZLS,X,O,X,O,X,X,X,X,X,X,X,X
JIOTZSL,X,X,O,O,X,X,X,X,X,X,X,X
JIOLTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOLTZS,O,X,O,O,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,O,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOSTZL,X,X,O,X,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,X,X,X,X,O,X,X,X,X,X,X,X
JIOSZLT,X,X,X,X,O,X,X,X,X,X,X,X
JIOZTLS,X,O,X,O,O,X,X,X,X,X,X,X
JIOZTSL,X,X,X,O,O,X,X,X,X,X,X,X
JIOZLTS,X,X,X,O,O,X,X,X,X,X,X,X
JIOZLST,X,X,X,O,O,X,X,X,X,X,X,X
JIOZSTL,X,X,X,O,O,X,X,X,X,X,X,X
JIOZSLT,X,X,X,O,O,X,X,X,X,X,X,X
JLTISZO,O,O,O,X,X,O,X,X,X,X,X,X
JLTISOZ,O,O,O,X,X,X,X,X,X,X,X,X
JLTIZSO,O,O,O,O,X,O,O,X,X,X,X,X
JLTIZOS,O,O,X,O,X,O,O,X,X,X,X,X
JLTIOSZ,O,O,O,X,X,O,X,X,X,X,X,X
JLTIOZS,O,O,X,O,X,O,O,X,X,X,X,X
JLTSIZO,O,O,O,X,X,O,X,X,X,X,X,X
JLTSIOZ,O,O,O,X,X,X,X,X,X,X,X,X
JLTSZIO,O,O,O,O,X,O,O,X,X,X,X,X
JLTSZOI,O,O,O,O,X,X,O,X,X,X,X,X
JLTSOIZ,O,O,O,X,X,X,X,X,X,X,X,X
JLTSOZI,O,O,O,O,X,X,O,X,X,X,X,X
JLTZISO,O,O,O,O,X,O,O,O,X,X,X,X
JLTZIOS,O,O,X,O,X,O,O,X,X,X,X,X
JLTZSIO,O,O,O,O,X,O,O,O,X,X,X,X
JLTZSOI,O,O,O,O,X,X,O,O,X,X,X,X
JLTZOIS,O,O,X,O,X,O,O,X,X,X,X,X
JLTZOSI,O,O,X,O,X,O,O,O,X,X,X,X
JLTOISZ,O,O,O,X,X,O,X,X,X,X,X,X
JLTOIZS,O,O,O,O,X,O,O,X,X,X,X,X
JLTOSIZ,O,O,O,X,X,O,X,X,X,X,X,X
JLTOSZI,O,O,O,O,X,O,O,X,X,X,X,X
JLTOZIS,O,O,O,O,X,O,O,X,X,X,X,X
JLTOZSI,O,O,O,O,X,O,O,X,X,X,X,X
JLITSZO,O,O,O,X,X,O,X,X,X,X,X,X
JLITSOZ,O,O,O,X,X,X,X,X,X,X,X,X
JLITZSO,O,O,O,O,X,O,X,X,X,X,X,X
JLITZOS,O,O,X,O,X,O,X,X,X,X,X,X
JLITOSZ,O,O,O,X,X,O,X,X,X,X,X,X
JLITOZS,O,O,X,O,X,O,X,X,X,X,X,X
JLISTZO,O,X,O,X,X,X,X,X,X,X,X,X
JLISTOZ,O,X,O,X,X,X,X,X,X,X,X,X
JLISZTO,O,X,X,X,X,X,X,X,X,X,X,X
JLISZOT,O,X,X,X,X,X,X,X,X,X,X,X
JLISOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,X,X,X,X
JLIZTSO,O,O,X,O,X,O,X,X,X,X,X,X
JLIZTOS,O,O,X,O,X,O,X,X,X,X,X,X
JLIZSTO,O,X,X,O,X,X,X,X,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,X,X,X,X,X
JLIZOTS,O,X,X,O,X,X,X,X,X,X,X,X
JLIZOST,O,X,X,O,X,X,X,X,X,X,X,X
JLIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JLIOTZS,O,X,O,O,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X,X,X,X,X,X
JLIOZTS,O,X,X,O,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,O,X,X,X,X,X,X,X,X,X
JLSTIOZ,O,O,O,X,X,X,X,X,X,X,X,X
JLSTZIO,O,O,O,O,X,X,X,X,X,X,X,X
JLSTZOI,O,O,O,O,X,X,X,X,X,X,X,X
JLSTOIZ,O,O,O,X,X,X,X,X,X,X,X,X
JLSTOZI,O,O,O,O,X,X,X,X,X,X,X,X
JLSITZO,O,O,O,X,X,X,X,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,X,X,X,X,X
JLSIZTO,O,O,X,X,X,X,X,X,X,X,X,X
JLSIZOT,O,X,X,X,X,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,X,X,X,X
JLSZTIO,O,O,O,O,X,X,X,X,X,X,X,X
JLSZTOI,O,O,O,O,X,X,X,X,X,X,X,X
JLSZITO,O,O,X,O,X,X,X,X,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X,X,X,X,X
JLSZOTI,O,X,X,O,X,X,X,X,X,X,X,X
JLSZOIT,O,X,X,O,X,X,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,X,X,X,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X,X,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,X,X,X,X
JLSOZTI,O,X,O,O,X,X,X,X,X,X,X,X
JLSOZIT,O,X,X,O,X,X,X,X,X,X,X,X
JLZTISO,O,O,O,O,X,O,O,O,X,X,X,X
JLZTIOS,O,O,X,O,X,O,O,X,X,X,X,X
JLZTSIO,O,O,O,O,X,O,O,O,X,X,X,X
JLZTSOI,O,O,O,O,X,X,O,O,X,X,X,X
JLZTOIS,O,O,X,O,X,O,O,X,X,X,X,X
JLZTOSI,O,O,X,O,X,O,O,O,X,X,X,X
JLZITSO,O,O,X,O,X,O,X,X,X,X,X,X
JLZITOS,O,O,X,O,X,O,X,X,X,X,X,X
JLZISTO,O,X,X,O,X,X,X,O,X,X,X,X
