sequence,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFzaBGcB3gBqpB0m?BlqB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFufB3bBchB6qB1r?BzpB,v115@5gD8FeD8FeD8GeD8CeF8Jex6IvhF6hB0fBlgB/pB2r?BTqB,v115@5gD8FeD8FeD8GeD8CeF8Jex6IvhF6hBTfBlgB/qB2r?B0pB,v115@5gD8FeD8FeD8GeD8CeF8Jex6IvhFTcBOkB0gBqpB/q?B1wB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFUbBFcBflBqmBzl?BWvB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFzaBUhBupB1qBqm?B3qB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFufBchBTgB1rBCq?B3qB,v115@5gD8FeD8FeD8GeD8CeF8Jem6IvhFCcBTfBxlB0mBlp?B3qB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFzaBWhBClBXmB0m?BVvB,v115@5gD8FeD8FeD8GeD8CeF8Jei6IvhFzbB+hB/pBFlBRr?BUqB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFFcB0gBqmBzkB3q?BupB,v115@5gD8FeD8FeD8GeD8CeF8Je2/IvhFCcBThB/pBFlBRr?BUqB,v115@5gD8FeD8FeD8GeD8CeF8Jex6IvhF6hBlgBTkB/qB2r?B0pB,v115@5gD8FeD8FeD8GeD8CeF8JeT6IvhFGcBUhB/pBFlBRr?BKqB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhF3bBchBWlB1rBzk?BSvB,v115@5gD8FeD8FeD8GeD8CeF8JeO/IvhF8fBzbBxlBqmBlp?B3qB
IOJLZTS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X
IOJSTZL,X,O,X,X,X,O,O,X,X,X,O,X,O,O,X,X,X
IOJSLTZ,X,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X
IOJSLZT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOJSZTL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOJSZLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOJZTLS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJZTSL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJZLTS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOJZSLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSTLJZ,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X
IOSTLZJ,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
IOSTJLZ,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X
IOSTJZL,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOSTZLJ,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IOSTZJL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IOSLTJZ,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOSLTZJ,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOSLJTZ,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOSLJZT,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
IOSLZTJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOSLZJT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOSJTLZ,X,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X
IOSJTZL,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOSJLTZ,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOSJLZT,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
IOSJZTL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSJZLT,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
IOSZTLJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IOSZTJL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IOSZLTJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOSZLJT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOSZJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSZJLT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOZTLJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZLSJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZJTLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IOZJSLT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IOZSTJL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IOZSLTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIJSZO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LTIJSOZ,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTIJZSO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LTIJZOS,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X
LTIJOSZ,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,O,X
LTISJZO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LTISJOZ,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTISZJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
LTISZOJ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LTISOJZ,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTISOZJ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LTIZJSO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LTIZJOS,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,O,O
LTIZSJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LTIZSOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LTIZOJS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
LTIZOSJ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
LTIOJSZ,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LTIOJZS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
LTIOSJZ,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LTIOSZJ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTIOZJS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
LTIOZSJ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
LTJISZO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LTJISOZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTJIZSO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LTJIZOS,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LTJIOSZ,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X
LTJSIZO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LTJSIOZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O
LTJSZOI,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X
LTJSOIZ,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTJSOZI,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTJZISO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LTJZIOS,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O
LTJZSIO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LTJZSOI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LTJZOIS,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X
LTJZOSI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LTJOISZ,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X
LTJOSIZ,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTJOSZI,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X
LTJOZSI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LTSIJZO,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X
LTSIJOZ,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTSIZJO,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O,O
LTSIZOJ,O,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X
LTSIOJZ,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LTSJIZO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LTSJIOZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O
LTSJZOI,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X
LTSJOIZ,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSJOZI,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSZIJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O
LTSZIOJ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LTSZJIO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O
LTSZJOI,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LTSZOIJ,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
LTSZOJI,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
LTSOIJZ,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X
LTSOJIZ,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTSOJZI,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LTSOZJI,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LTZIJSO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LTZIJOS,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O
LTZISJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LTZISOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LTZIOJS,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
LTZIOSJ,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LTZJISO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LTZJIOS,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O
LTZJSIO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LTZJSOI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LTZJOIS,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X
LTZJOSI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LTZSIJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
LTZSIOJ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LTZSJIO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
LTZSJOI,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LTZSOIJ,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
LTZSOJI,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
LTZOIJS,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
LTZOISJ,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LTZOJIS,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LTZOJSI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LTZOSIJ,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LTZOSJI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LTOIJSZ,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTOIJZS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
LTOISJZ,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTOIZJS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
LTOIZSJ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
LTOJISZ,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTOJIZS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
LTOJSIZ,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTOJSZI,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LTOJZIS,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
LTOJZSI,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LTOSIJZ,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LTOSJIZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LTOSZJI,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LTOZIJS,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
LTOZISJ,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LTOZJIS,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LTOZJSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LTOZSIJ,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LTOZSJI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LITJSZO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LITJSOZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LITJZSO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LITJZOS,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LITJOSZ,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X
LITSJZO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LITSJOZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LITSZJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
LITSZOJ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LITSOJZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LITZJSO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LITZJOS,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LITZSJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LITZSOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LITZOJS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LITZOSJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LITOJSZ,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LITOJZS,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
LITOSJZ,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LITOZJS,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
LITOZSJ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
LIJTSZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LIJTSOZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LIJTZOS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LIJTOSZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X
LIJSTZO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X
LIJSTOZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LIJZTSO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LIJZTOS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LIJZSTO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X
LIJOSTZ,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJOZTS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X
LISTZJO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LISTZOJ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LISTOJZ,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LISJTZO,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X
LISJTOZ,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LISJZTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LISJOZT,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
LISZTJO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LISZTOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LISZJTO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LISZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LISOJTZ,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LISOJZT,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOZJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIZTJSO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIZJTOS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIZJSTO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZJSOT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZJOST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSJTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOTJZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOTZJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
LIOJSTZ,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOJSZT,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOJZTS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LIOSJTZ,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOSJZT,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSZJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOZTJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJTS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTISZO,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LJTISOZ,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJTIZSO,X,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,X
LJTIZOS,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X
LJTIOSZ,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X
LJTIOZS,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X
LJTSIZO,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LJTSIOZ,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJTSZIO,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
