sequence,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFCdBTfB2lB8mB3q?BdrB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFfgB8gB5hBOiBdr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8Jem6IvhFCdBTfB9lBZmB8m?B3qB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFfgBxcBtlBmhBcr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXcBOiBTfBCrBNq?BcrB,v115@7gB8GeC8GeF8CeF8CeE8Jei6IvhFWhBxcB3fB8mBdr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhFxcB8lBzhBXrBOq?BCqB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXdBTfBigB0hB+q?BNrB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXdBTfBCrBOqBdr?B0rB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhF3bBZmBzhBGlBCn?BUqB,v115@7gB8GeC8GeF8CeF8CeE8JeT6IvhF0bBXdBykBZmBtm?B+qB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFxcB9lBmhBTmBfq?B0qB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhF3bBCdBZmB8mBzf?B+qB
LZTJOIS,X,O,O,O,O,X,X,X,O,X,X,X,O
LZTJOSI,O,O,O,O,O,X,X,X,O,X,O,X,X
LZTSIJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LZTSIOJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LZTSJIO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZTSJOI,O,O,X,O,O,O,X,X,O,X,X,X,X
LZTSOIJ,X,O,O,X,O,O,X,X,X,X,O,X,X
LZTSOJI,O,O,O,O,O,O,X,X,O,X,O,X,X
LZTOIJS,X,O,O,X,O,O,X,X,X,X,X,X,X
LZTOISJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LZTOJIS,X,O,O,O,O,O,X,X,O,X,X,O,O
LZTOJSI,O,O,O,O,O,O,X,X,O,X,O,O,X
LZTOSIJ,X,O,O,X,O,O,X,X,X,X,O,X,X
LZTOSJI,O,O,O,O,O,O,X,X,O,X,O,X,X
LZITJSO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZITJOS,X,O,O,O,O,X,X,X,X,X,X,X,O
LZITSJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LZITSOJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LZITOJS,X,O,O,X,O,O,X,X,X,X,X,X,X
LZITOSJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LZIJTSO,X,O,X,O,O,X,X,X,X,X,X,X,O
LZIJTOS,X,O,O,O,O,X,X,X,X,X,X,X,O
LZIJSTO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZIJSOT,X,X,X,X,O,O,X,X,X,X,O,X,O
LZIJOTS,X,X,O,O,O,X,X,X,X,X,X,X,O
LZIJOST,O,X,X,X,X,X,X,X,X,X,O,X,O
LZISTJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LZISTOJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LZISJTO,X,O,X,O,O,O,X,X,X,X,X,X,X
LZISJOT,O,X,X,X,O,O,X,X,X,X,X,X,X
LZISOTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LZISOJT,O,X,X,X,O,O,X,X,X,X,O,X,X
LZIOTJS,X,X,O,X,O,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZIOJTS,X,X,O,O,O,X,X,X,X,X,X,O,X
LZIOJST,O,X,X,X,X,X,X,X,X,X,O,X,X
LZIOSTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LZIOSJT,O,X,X,X,X,X,X,X,X,X,O,X,X
LZJTISO,X,O,X,O,O,X,X,X,X,X,X,X,O
LZJTIOS,X,O,O,O,O,X,X,X,X,X,X,X,O
LZJTSIO,X,O,X,O,O,X,X,X,X,X,X,X,O
LZJTSOI,X,O,X,O,O,X,X,X,O,X,O,X,X
LZJTOIS,X,O,O,O,O,X,X,X,O,X,X,X,O
LZJTOSI,O,O,O,O,O,X,X,X,O,X,O,X,X
LZJITSO,X,O,X,O,O,X,X,X,X,X,X,X,O
LZJITOS,X,O,O,O,O,X,X,X,X,X,X,X,O
LZJISTO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZJISOT,X,X,X,X,O,O,X,X,X,X,O,X,O
LZJIOTS,X,X,O,O,O,X,X,X,X,X,X,X,O
LZJIOST,O,X,X,X,X,X,X,X,X,X,O,X,O
LZJSTIO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZJSTOI,O,O,X,O,O,X,X,X,X,X,O,X,X
LZJSITO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZJSIOT,O,X,X,X,O,O,X,X,X,X,O,X,O
LZJSOTI,O,X,X,X,O,X,X,O,X,X,O,X,X
LZJSOIT,O,X,X,X,O,O,X,O,X,X,O,X,X
LZJOTIS,X,X,O,O,O,X,X,X,O,X,X,X,O
LZJOTSI,O,X,O,O,O,X,X,X,O,X,O,X,X
LZJOITS,X,X,O,O,O,X,X,X,O,X,X,X,O
LZJOIST,O,X,X,X,X,X,X,O,X,X,O,X,O
LZJOSTI,O,X,O,X,O,X,X,O,X,X,O,X,X
LZJOSIT,O,X,X,X,O,X,X,O,X,X,O,X,X
LZSTIJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LZSTIOJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LZSTJIO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZSTJOI,O,O,X,O,O,O,X,X,O,X,X,X,X
LZSTOIJ,X,O,O,X,O,O,X,X,X,X,O,X,X
LZSTOJI,O,O,O,O,O,O,X,X,O,X,O,X,X
LZSITJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LZSITOJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LZSIJTO,X,O,X,O,O,O,X,X,X,X,X,X,X
LZSIJOT,O,X,X,X,O,O,X,X,X,X,X,X,X
LZSIOTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LZSIOJT,O,X,X,X,O,O,X,X,X,X,O,X,X
LZSJTIO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZSJTOI,O,O,X,O,O,O,X,X,X,X,O,X,X
LZSJITO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZSJIOT,O,X,X,X,O,O,X,X,X,X,O,X,O
LZSJOTI,O,X,X,X,O,X,X,X,X,X,O,X,X
LZSJOIT,O,X,X,X,O,O,X,X,X,X,O,X,X
LZSOTIJ,X,X,O,X,O,O,X,X,X,X,O,X,X
LZSOTJI,O,X,O,O,O,O,X,X,O,X,O,X,X
LZSOITJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LZSOIJT,O,X,X,X,O,O,X,O,X,X,O,X,X
LZSOJTI,O,X,O,X,O,X,X,O,X,X,O,X,X
LZSOJIT,O,X,X,X,O,O,X,O,X,X,O,X,X
LZOTIJS,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOTISJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOTJIS,X,X,O,O,O,X,X,X,O,X,X,O,O
LZOTJSI,O,X,O,O,O,X,X,X,O,X,O,O,X
LZOTSIJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LZOTSJI,O,X,O,O,O,X,X,X,O,X,O,X,X
LZOITJS,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOITSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LZOIJTS,X,X,O,O,O,X,X,X,O,X,X,O,X
LZOIJST,O,X,X,X,X,X,X,O,X,X,O,X,X
LZOISTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LZOISJT,O,X,X,X,X,X,X,O,X,X,O,X,X
LZOJTIS,X,X,O,O,O,X,X,X,O,X,X,O,O
LZOJTSI,O,X,O,O,O,X,X,X,O,X,O,O,X
LZOJITS,X,X,O,O,O,X,X,X,O,X,X,O,O
LZOJIST,O,X,X,X,X,X,X,O,X,X,O,X,O
LZOJSTI,O,X,O,X,O,X,X,O,X,X,O,X,X
LZOJSIT,O,X,X,X,O,X,X,O,X,X,O,X,X
LZOSTIJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LZOSTJI,O,X,O,O,O,X,X,X,O,X,O,X,X
LZOSITJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LZOSIJT,O,X,X,X,O,X,X,O,X,X,O,X,X
LZOSJTI,O,X,O,X,O,X,X,O,X,X,O,X,X
LZOSJIT,O,X,X,X,O,X,X,O,X,X,O,X,X
LOTIJSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOTIJZS,X,O,O,X,O,X,X,X,O,X,X,O,X
LOTISJZ,X,O,X,X,O,X,X,O,O,O,X,X,X
LOTISZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LOTIZJS,X,O,O,X,O,X,X,X,X,X,X,X,X
LOTIZSJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOTJISZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOTJIZS,X,O,O,X,O,X,X,X,O,X,X,O,X
LOTJSIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOTJSZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LOTJZIS,X,O,O,X,O,X,X,X,O,X,X,O,X
LOTJZSI,X,O,O,X,O,X,X,X,O,X,O,O,X
LOTSIJZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LOTSIZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LOTSJIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOTSJZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LOTSZIJ,X,O,X,X,O,X,O,X,X,X,O,X,X
LOTSZJI,X,O,X,X,O,X,O,X,O,X,O,X,X
LOTZIJS,X,O,O,X,O,X,X,X,X,X,X,X,X
LOTZISJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOTZJIS,X,O,O,X,O,X,X,X,O,X,X,O,X
LOTZJSI,X,O,O,X,O,X,X,X,O,X,O,O,X
LOTZSIJ,X,O,O,X,O,X,X,X,X,X,O,X,X
LOTZSJI,X,O,O,X,O,X,X,X,O,X,O,X,X
LOITJSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOITJZS,X,O,O,X,O,X,X,X,O,X,X,O,X
LOITSJZ,X,O,X,X,O,X,X,O,O,O,X,X,X
LOITSZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LOITZJS,X,O,O,X,O,X,X,X,X,X,X,X,X
LOITZSJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOIJTSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOIJTZS,X,O,X,X,O,X,X,O,O,X,X,O,X
LOIJSTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOIJSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LOIJZTS,X,X,X,O,O,X,X,X,O,X,X,O,X
LOIJZST,O,X,X,X,X,X,X,O,X,X,O,X,X
LOISTJZ,X,O,X,X,O,X,X,O,O,O,X,X,X
LOISTZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LOISJTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOISJZT,O,X,X,X,X,X,X,O,X,X,O,X,X
LOISZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LOISZJT,O,X,X,X,X,X,O,O,X,X,O,X,X
LOIZTJS,X,X,O,X,O,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LOIZJTS,X,X,O,O,O,X,X,X,O,X,X,O,X
LOIZJST,O,X,X,X,X,X,X,O,X,X,O,X,X
LOIZSTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LOIZSJT,O,X,X,X,X,X,X,O,X,X,O,X,X
LOJTISZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOJTIZS,X,O,O,X,O,X,X,O,O,X,X,O,X
LOJTSIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOJTSZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LOJTZIS,X,O,O,X,O,X,X,O,O,X,X,O,X
LOJTZSI,X,O,O,X,O,X,X,O,O,X,O,O,X
LOJITSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOJITZS,X,O,X,X,O,X,X,O,O,X,X,O,X
LOJISTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LOJISZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LOJIZTS,X,X,X,O,O,X,X,X,O,X,X,O,X
LOJIZST,O,X,X,X,X,X,X,O,X,X,O,X,X
LOJSTIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOJSTZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LOJSITZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOJSIZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LOJSZTI,X,X,X,X,O,X,X,O,X,X,O,X,X
LOJSZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LOJZTIS,X,X,O,O,O,X,X,X,O,X,X,O,X
LOJZTSI,O,X,O,O,O,X,X,X,O,X,O,O,X
LOJZITS,X,X,O,O,O,X,X,X,O,X,X,O,X
LOJZIST,O,X,X,X,X,X,X,O,X,X,O,X,X
LOJZSTI,O,X,O,X,O,X,X,O,X,X,O,X,X
LOJZSIT,O,X,X,X,O,X,X,O,X,X,O,X,X
LOSTIJZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LOSTIZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LOSTJIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOSTJZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LOSTZIJ,X,O,X,X,O,X,O,X,X,X,O,X,X
LOSTZJI,X,O,X,X,O,X,O,X,O,X,O,X,X
LOSITJZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LOSITZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOSIJZT,O,X,X,X,X,X,X,O,X,X,O,X,X
LOSIZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LOSIZJT,O,X,X,X,X,X,O,O,X,X,O,X,X
LOSJTIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOSJTZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LOSJITZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LOSJIZT,O,X,X,X,X,X,X,O,X,X,O,X,X
LOSJZTI,O,X,X,X,O,X,X,O,X,X,O,X,X
LOSJZIT,O,X,X,X,X,X,X,O,X,X,O,X,X
LOSZTIJ,X,X,X,X,O,X,O,X,X,X,O,X,X
LOSZTJI,O,X,X,O,O,X,O,X,O,X,O,X,X
LOSZITJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LOSZIJT,O,X,X,X,X,X,O,O,X,X,O,X,X
LOSZJTI,O,X,X,X,O,X,O,O,X,X,O,X,X
LOSZJIT,O,X,X,X,X,X,O,O,X,X,O,X,X
LOZTIJS,X,X,O,X,O,X,X,X,X,X,X,X,X
LOZTISJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LOZTJIS,X,X,O,O,O,X,X,X,O,X,X,O,X
LOZTJSI,O,X,O,O,O,X,X,X,O,X,O,O,X
LOZTSIJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LOZTSJI,O,X,O,O,O,X,X,X,O,X,O,X,X
LOZITJS,X,X,O,X,O,X,X,X,X,X,X,X,X
LOZITSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LOZIJTS,X,X,O,O,O,X,X,X,O,X,X,O,X
LOZIJST,O,X,X,X,X,X,X,O,X,X,O,X,X
LOZISTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LOZISJT,O,X,X,X,X,X,X,O,X,X,O,X,X
LOZJTIS,X,X,O,O,O,X,X,X,O,X,X,O,X
LOZJTSI,O,X,O,O,O,X,X,X,O,X,O,O,X
LOZJITS,X,X,O,O,O,X,X,X,O,X,X,O,X
LOZJIST,O,X,X,X,X,X,X,O,X,X,O,X,X
LOZJSTI,O,X,O,X,O,X,X,O,X,X,O,X,X
LOZJSIT,O,X,X,X,O,X,X,O,X,X,O,X,X
LOZSTIJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LOZSTJI,O,X,O,O,O,X,X,X,O,X,O,X,X
LOZSITJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LOZSIJT,O,X,X,X,O,X,X,O,X,X,O,X,X
LOZSJTI,O,X,O,X,O,X,X,O,X,X,O,X,X
LOZSJIT,O,X,X,X,O,X,X,O,X,X,O,X,X
JTILSZO,X,O,X,X,X,X,X,X,X,X,X,X,O
JTILSOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JTILZSO,X,O,X,O,X,X,X,X,X,X,X,X,O
JTILZOS,X,O,X,O,X,X,X,X,X,X,X,X,O
JTILOSZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JTILOZS,X,O,X,X,X,X,X,O,X,X,X,X,X
JTISLZO,X,O,X,X,X,X,X,X,X,X,X,X,O
JTISLOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JTISZLO,X,O,X,X,X,X,X,X,X,X,X,X,O
JTISZOL,X,X,X,X,X,X,X,X,X,O,X,X,O
JTISOLZ,X,X,X,X,X,X,X,O,X,O,X,X,X
JTISOZL,X,X,X,X,X,X,O,O,X,O,X,X,O
JTIZLSO,X,O,X,O,X,X,X,X,X,X,X,X,O
JTIZLOS,X,O,O,O,X,X,X,X,X,X,X,X,O
JTIZSLO,X,O,X,O,X,X,X,X,X,X,X,X,O
JTIZSOL,X,X,X,X,X,X,X,X,X,O,X,X,O
JTIZOLS,X,O,O,O,X,X,X,X,X,X,X,X,O
JTIZOSL,X,X,O,X,X,X,X,X,X,O,X,X,O
JTIOLSZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JTIOLZS,X,O,O,X,X,X,X,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,O,X,O,X,X,X
JTIOSZL,X,X,O,X,X,X,O,O,X,O,X,X,O
JTIOZLS,X,O,O,X,X,X,X,O,X,X,X,X,O
JTIOZSL,X,X,O,X,X,X,X,O,X,O,X,X,O
JTLISZO,X,O,X,X,O,X,X,X,X,X,X,X,O
JTLISOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JTLIZSO,X,O,X,O,O,X,X,X,X,X,X,X,O
JTLIZOS,X,O,X,O,O,X,X,X,X,X,X,X,O
JTLIOSZ,X,O,X,X,O,X,X,O,X,O,X,X,X
JTLIOZS,X,O,X,X,O,X,X,O,X,X,X,X,X
JTLSIZO,X,O,X,X,O,X,X,X,X,X,X,X,X
JTLSIOZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JTLSZIO,X,O,X,X,O,X,X,X,X,X,X,X,X
JTLSZOI,X,O,X,X,O,X,X,O,X,X,O,X,X
JTLSOIZ,X,O,X,X,O,X,X,O,X,X,X,X,X
JTLSOZI,X,O,X,X,O,X,X,O,X,X,O,X,X
JTLZISO,X,O,X,O,O,X,X,X,X,X,X,X,O
JTLZIOS,X,O,X,O,O,X,X,X,X,X,X,X,O
JTLZSIO,X,O,X,O,O,X,X,X,X,X,X,X,O
JTLZSOI,X,O,X,O,O,X,X,O,X,X,O,X,X
JTLZOIS,X,O,X,O,O,X,X,O,X,X,X,X,O
JTLZOSI,X,O,X,O,O,X,X,O,X,X,O,X,X
JTLOISZ,X,O,X,X,O,X,X,O,X,O,X,O,X
JTLOIZS,X,O,X,X,O,X,X,O,X,X,X,O,X
JTLOSIZ,X,O,X,X,O,X,X,O,X,X,X,O,X
JTLOSZI,X,O,X,X,O,X,X,O,X,X,O,O,X
JTLOZIS,X,O,X,X,O,X,X,O,X,X,X,O,X
JTLOZSI,X,O,X,X,O,X,X,O,X,X,O,O,X
JTSILZO,X,O,X,X,X,X,X,X,X,X,X,X,O
JTSILOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JTSIZLO,X,O,X,X,X,X,X,X,X,X,X,X,O
JTSIZOL,X,X,X,X,X,X,X,X,X,O,X,X,O
JTSIOLZ,X,X,X,X,X,X,X,O,X,O,X,X,X
JTSIOZL,X,X,X,X,X,X,O,O,X,O,X,X,O
JTSLIZO,X,O,X,X,X,X,X,X,X,X,X,X,X
JTSLIOZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JTSLZIO,X,O,X,X,X,O,X,X,X,X,X,X,X
JTSLZOI,X,O,X,X,X,O,X,O,X,X,O,X,X
JTSLOIZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JTSLOZI,X,O,X,X,X,X,X,O,X,X,O,X,X
JTSZILO,X,O,X,X,X,O,X,X,X,X,X,X,O
JTSZIOL,X,X,X,X,X,O,O,X,X,X,X,X,O
JTSZLIO,X,O,X,X,X,O,X,X,X,X,X,X,O
JTSZLOI,X,O,X,X,X,O,O,O,X,X,O,X,X
JTSZOIL,X,X,X,X,X,O,O,O,X,X,X,X,X
JTSZOLI,X,X,X,X,X,O,O,O,X,X,X,X,X
JTSOILZ,X,X,X,X,X,X,X,O,X,O,X,X,X
JTSOIZL,X,X,X,X,X,X,O,O,X,O,X,X,X
JTSOLIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JTSOLZI,X,X,X,X,X,X,X,O,X,X,X,X,X
JTSOZIL,X,X,X,X,X,X,O,O,X,X,X,X,X
JTSOZLI,X,X,X,X,X,X,O,O,X,X,X,X,X
JTZILSO,X,O,X,O,X,O,X,X,X,X,X,X,O
JTZILOS,X,O,O,O,X,X,X,X,X,X,X,X,O
JTZISLO,X,O,X,O,X,O,X,X,X,X,X,X,O
JTZISOL,X,X,X,X,X,O,X,X,X,O,X,X,O
JTZIOLS,X,O,O,O,X,O,X,X,X,X,X,X,O
JTZIOSL,X,X,O,X,X,O,X,X,X,O,X,X,O
JTZLISO,X,O,X,O,X,O,X,X,X,X,X,X,O
JTZLIOS,X,O,O,O,X,X,X,X,X,X,X,X,O
JTZLSIO,X,O,X,O,X,O,X,X,X,X,X,X,O
JTZLSOI,X,O,X,O,X,O,X,O,X,X,O,X,X
JTZLOIS,X,O,O,O,X,X,X,O,X,X,X,X,O
JTZLOSI,O,O,O,O,X,X,X,O,X,X,O,X,X
JTZSILO,X,O,X,O,X,O,X,X,X,X,X,X,O
JTZSIOL,X,X,X,X,X,O,X,X,X,X,X,X,O
JTZSLIO,X,O,X,O,X,O,X,X,X,X,X,X,O
JTZSLOI,X,O,X,O,X,O,X,O,X,X,O,X,X
JTZSOIL,X,X,X,X,X,O,X,O,X,X,X,X,X
JTZSOLI,X,X,X,X,X,O,X,O,X,X,X,X,X
JTZOILS,X,O,O,O,X,O,X,O,X,X,X,X,O
JTZOISL,O,X,O,X,X,O,X,O,X,O,X,X,O
JTZOLIS,X,O,O,O,X,O,X,O,X,X,X,X,O
JTZOLSI,O,O,O,O,X,O,X,O,X,X,X,X,X
JTZOSIL,O,X,O,X,X,O,X,O,X,X,X,X,X
JTZOSLI,O,X,O,X,X,O,X,O,X,X,X,X,X
JTOILSZ,X,O,X,X,O,X,X,O,X,O,X,O,X
JTOILZS,X,O,O,X,O,X,X,O,X,X,X,O,X
JTOISLZ,X,X,X,X,X,X,X,O,X,O,X,O,X
JTOISZL,X,X,O,X,X,X,O,O,X,O,X,X,O
JTOIZLS,X,O,O,X,X,X,X,O,X,X,X,O,O
JTOIZSL,O,X,O,X,X,X,X,O,X,O,X,X,O
JTOLISZ,X,O,X,X,O,X,X,O,X,O,X,O,X
JTOLIZS,X,O,O,X,O,X,X,O,X,X,X,O,X
JTOLSIZ,X,O,X,X,O,X,X,O,X,X,X,O,X
JTOLSZI,X,O,X,X,O,X,X,O,X,X,X,O,X
JTOLZIS,X,O,O,X,O,X,X,O,X,X,X,O,X
JTOLZSI,X,O,O,X,O,X,X,O,X,X,X,O,X
JTOSILZ,X,X,X,X,X,X,X,O,X,O,X,O,X
JTOSIZL,X,X,O,X,X,X,O,O,X,O,X,X,X
JTOSLIZ,X,X,X,X,X,X,X,O,X,X,X,O,X
JTOSLZI,X,X,X,X,X,X,X,O,X,X,X,O,X
JTOSZIL,X,X,O,X,X,X,O,O,X,X,X,X,X
JTOSZLI,X,X,O,X,X,X,O,O,X,X,X,X,X
JTOZILS,X,O,O,X,X,X,X,O,X,X,X,O,O
JTOZISL,O,X,O,X,X,X,X,O,X,O,X,X,O
JTOZLIS,X,O,O,X,X,X,X,O,X,X,X,O,O
JTOZLSI,O,O,O,X,X,X,X,O,X,X,X,O,X
JTOZSIL,O,X,O,X,X,X,X,O,X,X,X,X,X
JTOZSLI,O,X,O,X,X,X,X,O,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,X,X,X,X,X,O
JITLSOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JITLZSO,X,O,X,O,X,X,X,X,X,X,X,X,O
JITLZOS,X,O,X,O,X,X,X,X,X,X,X,X,O
JITLOSZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JITLOZS,X,O,X,X,X,X,X,O,X,X,X,X,X
JITSLZO,X,O,X,X,X,X,X,X,X,X,X,X,O
JITSLOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JITSZLO,X,O,X,X,X,X,X,X,X,X,X,X,O
JITSZOL,X,X,X,X,X,X,X,X,X,O,X,X,O
JITSOLZ,X,X,X,X,X,X,X,O,X,O,X,X,X
JITSOZL,X,X,X,X,X,X,O,O,X,O,X,X,O
JITZLSO,X,O,X,O,X,X,X,X,X,X,X,X,O
JITZLOS,X,O,O,O,X,X,X,X,X,X,X,X,O
JITZSLO,X,O,X,O,X,X,X,X,X,X,X,X,O
JITZSOL,X,X,X,X,X,X,X,X,X,O,X,X,O
JITZOLS,X,O,O,O,X,X,X,X,X,X,X,X,O
JITZOSL,X,X,O,X,X,X,X,X,X,O,X,X,O
JITOLSZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JITOLZS,X,O,O,X,X,X,X,O,X,X,X,X,X
JITOSLZ,X,X,X,X,X,X,X,O,X,O,X,X,X
JITOSZL,X,X,O,X,X,X,O,O,X,O,X,X,O
JITOZLS,X,O,O,X,X,X,X,O,X,X,X,X,O
JITOZSL,X,X,O,X,X,X,X,O,X,O,X,X,O
JILTSZO,X,O,X,X,O,X,X,X,X,X,X,X,O
JILTSOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
JILTZSO,X,O,X,O,O,X,X,X,X,X,X,X,O
JILTZOS,X,O,X,O,O,X,X,X,X,X,X,X,O
JILTOSZ,X,O,X,X,O,X,X,X,X,O,X,X,X
JILTOZS,X,O,X,X,O,X,X,X,X,X,X,X,X
JILSTZO,X,O,X,X,X,X,X,X,X,X,X,X,O
JILSTOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
JILSZTO,X,O,X,O,X,X,X,X,X,X,X,X,O
JILSZOT,X,X,X,X,X,X,X,X,X,X,O,X,O
JILSOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
JILSOZT,X,X,X,X,X,X,X,O,X,X,O,X,X
JILZTSO,X,O,X,O,O,X,X,X,X,X,X,X,O
JILZTOS,X,O,X,O,O,X,X,X,X,X,X,X,O
JILZSTO,X,O,X,O,O,X,X,X,X,X,X,X,O
JILZSOT,X,X,X,X,O,X,X,X,X,X,O,X,O
JILZOTS,X,X,X,O,O,X,X,X,X,X,X,X,O
JILZOST,X,X,X,X,X,X,X,X,X,X,O,X,O
JILOTSZ,X,O,X,X,O,X,X,O,X,O,X,O,X
