sequence,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFlcBGeB?ymB5nB/oBzrB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jex7IvhFTeBUhB?FiBGoBXnBSxB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFmcB5jB?1mBziBCsB3sB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jel7IvhFUdBajB?5jBThBGsBXsB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFmdB5jB?lmB3nB6rBTsB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jex7IvhFUhBFiB?XjB6oBTnBWxB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFzdB5jB?umBihBXsBlsB
SIJOLTZ,O,X,X,O,X,X,X
SIJOLZT,O,O,X,O,X,X,X
SIJOZTL,O,O,X,O,X,O,O
SIJOZLT,O,O,X,O,X,X,X
SIZTLJO,O,X,O,X,O,O,X
SIZTLOJ,O,X,O,X,O,O,X
SIZTJLO,O,X,X,X,O,O,O
SIZTJOL,O,O,O,X,O,O,O
SIZTOLJ,O,X,O,X,O,O,X
SIZTOJL,O,X,O,X,O,X,X
SIZLTJO,O,O,O,X,O,O,X
SIZLTOJ,O,X,O,X,O,O,X
SIZLJTO,O,O,O,X,X,O,O
SIZLJOT,O,O,X,X,X,X,X
SIZLOTJ,O,X,O,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X
SIZJTLO,O,X,X,X,O,O,O
SIZJTOL,O,O,O,X,O,O,O
SIZJLTO,O,O,O,X,X,O,O
SIZJLOT,O,O,X,X,X,X,X
SIZJOTL,O,O,X,X,X,O,O
SIZJOLT,O,O,X,X,X,X,X
SIZOTLJ,O,X,O,X,O,O,X
SIZOTJL,O,X,O,X,O,X,X
SIZOLTJ,O,X,O,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,O,O
SIZOJLT,O,X,X,X,X,X,X
SIOTLJZ,O,X,O,X,O,X,X
SIOTLZJ,O,X,O,O,O,X,X
SIOTJLZ,O,X,X,O,O,X,X
SIOTJZL,O,X,O,O,O,X,X
SIOTZLJ,O,X,O,O,O,X,X
SIOTZJL,O,X,O,X,O,X,X
SIOLTJZ,O,X,O,X,X,X,X
SIOLTZJ,O,X,O,O,X,X,X
SIOLJTZ,O,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X
SIOLZTJ,O,X,O,O,X,X,X
SIOLZJT,O,X,X,X,X,X,X
SIOJTLZ,O,X,X,O,O,X,O
SIOJTZL,O,X,X,O,O,X,O
SIOJLTZ,O,X,X,O,X,X,X
SIOJLZT,O,X,X,O,X,X,X
SIOJZTL,O,X,X,O,X,O,O
SIOJZLT,O,X,X,O,X,X,X
SIOZTLJ,O,X,O,O,O,O,X
SIOZTJL,O,X,O,X,O,X,X
SIOZLTJ,O,X,O,O,X,X,X
SIOZLJT,O,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,O,O
SIOZJLT,O,X,X,X,X,X,X
SLTIJZO,O,X,O,O,O,X,X
SLTIJOZ,O,X,O,O,O,X,X
SLTIZJO,O,X,O,X,O,X,X
SLTIZOJ,O,X,O,X,O,X,X
SLTIOJZ,O,X,O,X,O,X,X
SLTIOZJ,O,X,O,O,O,X,X
SLTJIZO,O,X,O,O,O,X,X
SLTJIOZ,O,X,O,O,O,X,X
SLTJZIO,O,X,O,X,O,X,X
SLTJZOI,O,X,O,X,X,X,X
SLTJOIZ,X,X,O,O,X,X,X
SLTJOZI,O,X,O,O,X,X,X
SLTZIJO,O,X,O,X,O,O,X
SLTZIOJ,O,X,O,X,O,O,X
SLTZJIO,O,X,O,X,O,O,X
SLTZJOI,O,X,O,X,X,O,X
SLTZOIJ,O,X,O,X,X,O,X
SLTZOJI,O,X,O,X,X,O,X
SLTOIJZ,O,X,O,X,X,X,X
SLTOIZJ,O,X,O,O,X,X,X
SLTOJIZ,X,X,O,X,X,X,X
SLTOJZI,O,X,O,X,X,X,X
SLTOZIJ,O,X,O,O,X,X,X
SLTOZJI,O,X,O,X,X,X,X
SLITJZO,O,X,O,O,O,X,X
SLITJOZ,O,X,O,O,O,X,X
SLITZJO,O,X,O,X,O,X,X
SLITZOJ,O,X,O,X,O,X,X
SLITOJZ,O,X,O,X,O,X,X
SLITOZJ,O,X,O,O,O,X,X
SLIJTZO,O,X,X,O,O,X,O
SLIJTOZ,O,X,X,O,O,X,O
SLIJZTO,O,O,X,O,X,O,O
SLIJZOT,O,O,X,O,X,X,X
SLIJOTZ,O,X,X,O,X,X,X
SLIJOZT,O,O,X,O,X,X,X
SLIZTJO,O,O,O,X,O,O,X
SLIZTOJ,O,X,O,X,O,O,X
SLIZJTO,O,O,O,X,X,O,O
SLIZJOT,O,O,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X,X
SLIZOJT,O,X,X,X,X,X,X
SLIOTJZ,O,X,O,X,X,X,X
SLIOTZJ,O,X,O,O,X,X,X
SLIOJTZ,O,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X
SLIOZTJ,O,X,O,O,X,X,X
SLIOZJT,O,X,X,X,X,X,X
SLJTIZO,O,X,X,O,O,X,X
SLJTIOZ,O,X,X,O,O,X,X
SLJTZIO,O,O,X,X,O,O,X
SLJTZOI,O,O,X,X,X,O,X
SLJTOIZ,X,X,X,O,X,X,X
SLJTOZI,O,O,X,O,X,X,X
SLJITZO,O,X,X,O,O,X,O
SLJITOZ,O,X,X,O,O,X,O
SLJIZTO,O,O,X,O,X,O,O
SLJIZOT,O,O,X,O,X,X,X
SLJIOTZ,O,X,X,O,X,X,X
SLJIOZT,O,O,X,O,X,X,X
SLJZTIO,O,O,X,X,X,O,X
SLJZTOI,O,O,X,X,X,O,X
SLJZITO,O,O,X,X,X,O,O
SLJZIOT,O,O,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X
SLJOTIZ,O,X,X,O,X,X,X
SLJOTZI,O,O,X,O,X,X,X
SLJOITZ,O,X,X,O,X,X,X
SLJOIZT,O,O,X,O,X,X,X
SLJOZTI,O,O,X,O,X,X,X
SLJOZIT,O,O,X,O,X,X,X
SLZTIJO,O,O,O,X,O,O,X
SLZTIOJ,O,X,O,X,O,O,X
SLZTJIO,O,O,O,X,O,O,X
SLZTJOI,O,O,O,X,X,O,X
SLZTOIJ,O,X,O,X,X,O,X
SLZTOJI,O,X,O,X,X,O,X
SLZITJO,O,O,O,X,O,O,X
SLZITOJ,O,X,O,X,O,O,X
SLZIJTO,O,O,O,X,X,O,O
SLZIJOT,O,O,X,X,X,X,X
SLZIOTJ,O,X,O,X,X,X,X
SLZIOJT,O,X,X,X,X,X,X
SLZJTIO,O,O,X,X,X,O,X
SLZJTOI,O,O,X,X,X,O,X
SLZJITO,O,O,O,X,X,O,O
SLZJIOT,O,O,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X
SLZOTIJ,O,X,O,X,X,X,X
SLZOTJI,O,X,O,X,X,X,X
SLZOITJ,O,X,O,X,X,X,X
SLZOIJT,O,X,X,X,X,X,X
SLZOJTI,O,X,X,X,X,X,X
SLZOJIT,O,X,X,X,X,X,X
SLOTIJZ,O,X,O,X,X,X,X
SLOTIZJ,O,X,O,O,X,X,X
SLOTJIZ,O,X,O,X,X,X,X
SLOTJZI,O,X,O,X,X,X,X
SLOTZIJ,O,X,O,O,X,X,X
SLOTZJI,O,X,O,X,X,X,X
SLOITJZ,O,X,O,X,X,X,X
SLOITZJ,O,X,O,O,X,X,X
SLOIJTZ,O,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X
SLOIZTJ,O,X,O,O,X,X,X
SLOIZJT,O,X,X,X,X,X,X
SLOJTIZ,O,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X
SLOJZIT,O,X,X,X,X,X,X
SLOZTIJ,O,X,O,O,X,X,X
SLOZTJI,O,X,O,X,X,X,X
SLOZITJ,O,X,O,O,X,X,X
SLOZIJT,O,X,X,X,X,X,X
SLOZJTI,O,X,X,X,X,X,X
SLOZJIT,O,X,X,X,X,X,X
SJTILZO,O,X,X,O,O,X,O
SJTILOZ,O,X,X,O,O,X,O
SJTIZLO,O,X,X,O,O,O,O
SJTIZOL,O,X,X,O,O,O,O
SJTIOLZ,O,X,X,O,O,X,O
SJTIOZL,O,X,X,O,O,X,O
SJTLIZO,O,X,X,O,O,X,X
SJTLIOZ,X,X,X,O,O,X,X
SJTLZIO,O,X,X,X,O,O,X
SJTLZOI,O,X,X,X,X,O,X
SJTLOIZ,X,X,X,O,X,X,X
SJTLOZI,O,X,X,O,X,X,X
SJTZILO,O,X,X,X,O,O,O
SJTZIOL,O,O,X,X,O,O,O
SJTZLIO,O,X,X,X,O,O,X
SJTZLOI,O,X,X,X,X,O,X
SJTZOIL,O,O,X,X,O,O,X
SJTZOLI,O,O,X,X,X,O,X
SJTOILZ,O,X,X,O,O,X,X
SJTOIZL,O,X,X,O,O,X,X
SJTOLIZ,O,X,X,O,X,X,X
SJTOLZI,O,X,X,O,X,X,X
SJTOZIL,O,O,X,O,O,O,X
SJTOZLI,O,O,X,O,X,O,X
SJITLZO,O,X,X,O,O,X,O
SJITLOZ,O,X,X,O,O,X,O
SJITZLO,O,X,X,O,O,O,O
SJITZOL,O,X,X,O,O,O,O
SJITOLZ,O,X,X,O,O,X,O
SJITOZL,O,X,X,O,O,X,O
SJILTZO,O,X,X,O,O,X,O
SJILTOZ,O,X,X,O,O,X,O
SJILZTO,O,O,X,O,X,O,O
SJILZOT,O,O,X,O,X,X,X
SJILOTZ,O,X,X,O,X,X,X
SJILOZT,O,O,X,O,X,X,X
SJIZTLO,O,X,X,O,O,O,O
SJIZTOL,O,O,X,O,O,O,O
SJIZLTO,O,O,X,O,X,O,O
SJIZLOT,O,O,X,O,X,X,X
SJIZOTL,O,O,X,O,X,O,O
SJIZOLT,O,O,X,O,X,X,X
SJIOTLZ,O,X,X,O,O,X,O
SJIOTZL,O,X,X,O,O,X,O
SJIOLTZ,O,X,X,O,X,X,X
SJIOLZT,O,O,X,O,X,X,X
SJIOZTL,O,O,X,O,X,O,O
SJIOZLT,O,O,X,O,X,X,X
SJLTIZO,O,X,X,O,O,X,X
SJLTIOZ,O,X,X,O,O,X,X
SJLTZIO,O,O,X,X,O,O,X
SJLTZOI,O,O,X,X,X,O,X
SJLTOIZ,X,X,X,O,X,X,X
SJLTOZI,O,O,X,O,X,X,X
SJLITZO,O,X,X,O,O,X,O
SJLITOZ,O,X,X,O,O,X,O
SJLIZTO,O,O,X,O,X,O,O
SJLIZOT,O,O,X,O,X,X,X
SJLIOTZ,O,X,X,O,X,X,X
SJLIOZT,O,O,X,O,X,X,X
SJLZTIO,O,O,X,X,X,O,X
SJLZTOI,O,O,X,X,X,O,X
SJLZITO,O,O,X,X,X,O,O
SJLZIOT,O,O,X,X,X,X,X
SJLZOTI,O,O,X,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X
SJLOTIZ,O,X,X,O,X,X,X
SJLOTZI,O,O,X,O,X,X,X
SJLOITZ,O,X,X,O,X,X,X
SJLOIZT,O,O,X,O,X,X,X
SJLOZTI,O,O,X,O,X,X,X
SJLOZIT,O,O,X,O,X,X,X
SJZTILO,O,X,X,X,O,O,O
SJZTIOL,O,O,X,X,O,O,O
SJZTLIO,O,X,X,X,O,O,X
SJZTLOI,O,X,X,X,X,O,X
SJZTOIL,O,O,X,X,O,O,X
SJZTOLI,O,O,X,X,X,O,X
SJZITLO,O,X,X,X,O,O,O
SJZITOL,O,O,X,X,O,O,O
SJZILTO,O,O,X,X,X,O,O
SJZILOT,O,O,X,X,X,X,X
SJZIOTL,O,O,X,X,X,O,O
SJZIOLT,O,O,X,X,X,X,X
SJZLTIO,O,O,X,X,X,O,X
SJZLTOI,O,O,X,X,X,O,X
SJZLITO,O,O,X,X,X,O,O
SJZLIOT,O,O,X,X,X,X,X
SJZLOTI,O,O,X,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X
SJZOTIL,O,O,X,X,X,O,X
SJZOTLI,O,O,X,X,X,O,X
SJZOITL,O,O,X,X,X,O,O
SJZOILT,O,O,X,X,X,X,X
SJZOLTI,O,O,X,X,X,X,X
SJZOLIT,O,O,X,X,X,X,X
SJOTILZ,O,X,X,O,O,X,X
SJOTIZL,O,X,X,O,O,X,X
SJOTLIZ,O,X,X,O,X,X,X
SJOTLZI,O,X,X,O,X,X,X
SJOTZIL,O,O,X,O,O,O,X
SJOTZLI,O,O,X,O,X,O,X
SJOITLZ,O,X,X,O,O,X,O
SJOITZL,O,X,X,O,O,X,O
SJOILTZ,O,X,X,O,X,X,X
SJOILZT,O,O,X,O,X,X,X
SJOIZTL,O,O,X,O,X,O,O
SJOIZLT,O,O,X,O,X,X,X
SJOLTIZ,O,X,X,O,X,X,X
SJOLTZI,O,O,X,O,X,X,X
SJOLITZ,O,X,X,O,X,X,X
SJOLIZT,O,O,X,O,X,X,X
SJOLZTI,O,O,X,O,X,X,X
SJOLZIT,O,O,X,O,X,X,X
SJOZTIL,O,O,X,O,X,O,X
SJOZTLI,O,O,X,O,X,O,X
SJOZITL,O,O,X,O,X,O,O
SJOZILT,O,O,X,O,X,X,X
SJOZLTI,O,O,X,O,X,X,X
SJOZLIT,O,O,X,O,X,X,X
SZTILJO,O,X,O,X,O,O,X
SZTILOJ,O,X,O,X,O,O,X
SZTIJLO,O,X,X,X,O,O,O
SZTIJOL,O,O,O,X,O,O,O
SZTIOLJ,O,X,O,X,O,O,X
SZTIOJL,O,X,O,X,O,X,X
SZTLIJO,O,X,O,X,O,O,X
SZTLIOJ,O,X,O,X,O,O,X
SZTLJIO,O,X,O,X,O,O,X
SZTLJOI,O,X,O,X,X,O,X
SZTLOIJ,O,X,O,X,X,O,X
SZTLOJI,O,X,O,X,X,O,X
SZTJILO,O,X,X,X,O,O,O
SZTJIOL,O,O,O,X,O,O,O
SZTJLIO,O,X,X,X,O,O,X
SZTJLOI,O,X,X,X,X,O,X
SZTJOIL,O,O,O,X,O,O,X
SZTJOLI,O,O,X,X,X,O,X
SZTOILJ,O,X,O,X,O,O,X
SZTOIJL,O,X,O,X,O,X,X
SZTOLIJ,O,X,X,X,X,O,X
SZTOLJI,O,X,X,X,X,O,X
SZTOJIL,O,X,O,X,O,X,X
SZTOJLI,O,X,X,X,X,X,X
SZITLJO,O,X,O,X,O,O,X
SZITLOJ,O,X,O,X,O,O,X
SZITJLO,O,X,X,X,O,O,O
SZITJOL,O,O,O,X,O,O,O
SZITOLJ,O,X,O,X,O,O,X
SZITOJL,O,X,O,X,O,X,X
SZILTJO,O,O,O,X,O,O,X
SZILTOJ,O,X,O,X,O,O,X
SZILJTO,O,O,O,X,X,O,O
SZILJOT,O,O,X,X,X,X,X
SZILOTJ,O,X,O,X,X,X,X
SZILOJT,O,X,X,X,X,X,X
SZIJTLO,O,X,X,X,O,O,O
SZIJTOL,O,O,O,X,O,O,O
SZIJLTO,O,O,O,X,X,O,O
SZIJLOT,O,O,X,X,X,X,X
SZIJOTL,O,O,X,X,X,O,O
SZIJOLT,O,O,X,X,X,X,X
SZIOTLJ,O,X,O,X,O,O,X
SZIOTJL,O,X,O,X,O,X,X
SZIOLTJ,O,X,O,X,X,X,X
SZIOLJT,O,X,X,X,X,X,X
SZIOJTL,O,X,X,X,X,O,O
SZIOJLT,O,X,X,X,X,X,X
SZLTIJO,O,O,O,X,O,O,X
SZLTIOJ,O,X,O,X,O,O,X
SZLTJIO,O,O,O,X,O,O,X
SZLTJOI,O,O,O,X,X,O,X
SZLTOIJ,O,X,O,X,X,O,X
SZLTOJI,O,X,O,X,X,O,X
SZLITJO,O,O,O,X,O,O,X
SZLITOJ,O,X,O,X,O,O,X
SZLIJTO,O,O,O,X,X,O,O
SZLIJOT,O,O,X,X,X,X,X
SZLIOTJ,O,X,O,X,X,X,X
SZLIOJT,O,X,X,X,X,X,X
SZLJTIO,O,O,X,X,X,O,X
SZLJTOI,O,O,X,X,X,O,X
SZLJITO,O,O,O,X,X,O,O
SZLJIOT,O,O,X,X,X,X,X
SZLJOTI,O,O,X,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X
SZLOTIJ,O,X,O,X,X,X,X
SZLOTJI,O,X,O,X,X,X,X
SZLOITJ,O,X,O,X,X,X,X
SZLOIJT,O,X,X,X,X,X,X
SZLOJTI,O,X,X,X,X,X,X
SZLOJIT,O,X,X,X,X,X,X
SZJTILO,O,X,X,X,O,O,O
SZJTIOL,O,O,O,X,O,O,O
SZJTLIO,O,X,X,X,O,O,X
SZJTLOI,O,X,X,X,X,O,X
SZJTOIL,O,O,O,X,O,O,X
SZJTOLI,O,O,X,X,X,O,X
SZJITLO,O,X,X,X,O,O,O
SZJITOL,O,O,O,X,O,O,O
SZJILTO,O,O,O,X,X,O,O
SZJILOT,O,O,X,X,X,X,X
SZJIOTL,O,O,X,X,X,O,O
SZJIOLT,O,O,X,X,X,X,X
SZJLTIO,O,O,X,X,X,O,X
SZJLTOI,O,O,X,X,X,O,X
SZJLITO,O,O,O,X,X,O,O
SZJLIOT,O,O,X,X,X,X,X
SZJLOTI,O,O,X,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X
SZJOTIL,O,O,X,X,X,O,X
SZJOTLI,O,O,X,X,X,O,X
SZJOITL,O,O,X,X,X,O,O
SZJOILT,O,O,X,X,X,X,X
SZJOLTI,O,O,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X
SZOTILJ,O,X,O,X,O,O,X
SZOTIJL,O,X,O,X,O,X,X
SZOTLIJ,O,X,X,X,X,O,X
SZOTLJI,O,X,X,X,X,O,X
SZOTJIL,O,X,O,X,O,X,X
SZOTJLI,O,X,X,X,X,X,X
SZOITLJ,O,X,O,X,O,O,X
SZOITJL,O,X,O,X,O,X,X
SZOILTJ,O,X,O,X,X,X,X
SZOILJT,O,X,X,X,X,X,X
SZOIJTL,O,X,X,X,X,O,O
SZOIJLT,O,X,X,X,X,X,X
SZOLTIJ,O,X,O,X,X,X,X
SZOLTJI,O,X,O,X,X,X,X
SZOLITJ,O,X,O,X,X,X,X
SZOLIJT,O,X,X,X,X,X,X
SZOLJTI,O,X,X,X,X,X,X
SZOLJIT,O,X,X,X,X,X,X
SZOJTIL,O,X,X,X,X,O,X
SZOJTLI,O,X,X,X,X,O,X
SZOJITL,O,X,X,X,X,O,O
SZOJILT,O,X,X,X,X,X,X
SZOJLTI,O,X,X,X,X,X,X
SZOJLIT,O,X,X,X,X,X,X
SOTILJZ,O,X,O,X,O,X,X
SOTILZJ,O,X,O,O,O,X,X
SOTIJLZ,O,X,X,O,O,X,X
SOTIJZL,O,X,O,O,O,X,X
SOTIZLJ,O,X,O,O,O,X,X
SOTIZJL,O,X,O,X,O,X,X
SOTLIJZ,O,X,X,X,X,X,X
SOTLIZJ,O,X,X,O,X,X,X
SOTLJIZ,O,X,X,X,X,X,X
SOTLJZI,O,X,X,X,X,X,X
SOTLZIJ,O,X,X,O,X,X,X
SOTLZJI,O,X,X,X,X,X,X
SOTJILZ,O,X,X,O,O,X,X
SOTJIZL,O,X,O,O,O,X,X
SOTJLIZ,O,X,X,O,X,X,X
SOTJLZI,O,X,X,O,X,X,X
SOTJZIL,O,X,O,O,O,X,X
SOTJZLI,O,X,X,O,X,X,X
SOTZILJ,O,X,O,O,O,O,X
SOTZIJL,O,X,O,X,O,X,X
SOTZLIJ,O,X,X,O,X,O,X
SOTZLJI,O,X,X,X,X,O,X
SOTZJIL,O,X,O,X,O,X,X
SOTZJLI,O,X,X,X,X,X,X
SOITLJZ,O,X,O,X,O,X,X
SOITLZJ,O,X,O,O,O,X,X
SOITJLZ,O,X,X,O,O,X,X
SOITJZL,O,X,O,O,O,X,X
SOITZLJ,O,X,O,O,O,X,X
SOITZJL,O,X,O,X,O,X,X
SOILTJZ,O,X,O,X,X,X,X
SOILTZJ,O,X,O,O,X,X,X
SOILJTZ,O,X,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,X
SOILZTJ,O,X,O,O,X,X,X
SOILZJT,O,X,X,X,X,X,X
SOIJTLZ,O,X,X,O,O,X,O
SOIJTZL,O,X,X,O,O,X,O
SOIJLTZ,O,X,X,O,X,X,X
SOIJLZT,O,X,X,O,X,X,X
SOIJZTL,O,X,X,O,X,O,O
SOIJZLT,O,X,X,O,X,X,X
SOIZTLJ,O,X,O,O,O,O,X
SOIZTJL,O,X,O,X,O,X,X
SOIZLTJ,O,X,O,O,X,X,X
SOIZLJT,O,X,X,X,X,X,X
SOIZJTL,O,X,X,X,X,O,O
SOIZJLT,O,X,X,X,X,X,X
SOLTIJZ,O,X,O,X,X,X,X
SOLTIZJ,O,X,O,O,X,X,X
SOLTJIZ,O,X,O,X,X,X,X
SOLTJZI,O,X,O,X,X,X,X
SOLTZIJ,O,X,O,O,X,X,X
SOLTZJI,O,X,O,X,X,X,X
SOLITJZ,O,X,O,X,X,X,X
SOLITZJ,O,X,O,O,X,X,X
SOLIJTZ,O,X,X,X,X,X,X
SOLIJZT,O,X,X,X,X,X,X
SOLIZTJ,O,X,O,O,X,X,X
SOLIZJT,O,X,X,X,X,X,X
SOLJTIZ,O,X,X,X,X,X,X
SOLJTZI,O,X,X,X,X,X,X
SOLJITZ,O,X,X,X,X,X,X
SOLJIZT,O,X,X,X,X,X,X
SOLJZTI,O,X,X,X,X,X,X
SOLJZIT,O,X,X,X,X,X,X
SOLZTIJ,O,X,O,O,X,X,X
SOLZTJI,O,X,O,X,X,X,X
SOLZITJ,O,X,O,O,X,X,X
SOLZIJT,O,X,X,X,X,X,X
SOLZJTI,O,X,X,X,X,X,X
SOLZJIT,O,X,X,X,X,X,X
SOJTILZ,O,X,X,O,O,X,X
SOJTIZL,O,X,X,O,O,X,X
SOJTLIZ,O,X,X,O,X,X,X
SOJTLZI,O,X,X,O,X,X,X
SOJTZIL,O,X,X,O,O,O,X
SOJTZLI,O,X,X,O,X,O,X
SOJITLZ,O,X,X,O,O,X,O
SOJITZL,O,X,X,O,O,X,O
SOJILTZ,O,X,X,O,X,X,X
SOJILZT,O,X,X,O,X,X,X
SOJIZTL,O,X,X,O,X,O,O
SOJIZLT,O,X,X,O,X,X,X
SOJLTIZ,O,X,X,O,X,X,X
SOJLTZI,O,X,X,O,X,X,X
SOJLITZ,O,X,X,O,X,X,X
SOJLIZT,O,X,X,O,X,X,X
SOJLZTI,O,X,X,O,X,X,X
SOJLZIT,O,X,X,O,X,X,X
SOJZTIL,O,X,X,O,X,O,X
SOJZTLI,O,X,X,O,X,O,X
SOJZITL,O,X,X,O,X,O,O
SOJZILT,O,X,X,O,X,X,X
SOJZLTI,O,X,X,O,X,X,X
SOJZLIT,O,X,X,O,X,X,X
SOZTILJ,O,X,O,O,O,O,X
SOZTIJL,O,X,O,X,O,X,X
SOZTLIJ,O,X,X,O,X,O,X
SOZTLJI,O,X,X,X,X,O,X
SOZTJIL,O,X,O,X,O,X,X
SOZTJLI,O,X,X,X,X,X,X
SOZITLJ,O,X,O,O,O,O,X
SOZITJL,O,X,O,X,O,X,X
SOZILTJ,O,X,O,O,X,X,X
SOZILJT,O,X,X,X,X,X,X
SOZIJTL,O,X,X,X,X,O,O
SOZIJLT,O,X,X,X,X,X,X
SOZLTIJ,O,X,O,O,X,X,X
SOZLTJI,O,X,O,X,X,X,X
SOZLITJ,O,X,O,O,X,X,X
SOZLIJT,O,X,X,X,X,X,X
SOZLJTI,O,X,X,X,X,X,X
SOZLJIT,O,X,X,X,X,X,X
SOZJTIL,O,X,X,X,X,O,X
SOZJTLI,O,X,X,X,X,O,X
SOZJITL,O,X,X,X,X,O,O
SOZJILT,O,X,X,X,X,X,X
SOZJLTI,O,X,X,X,X,X,X
SOZJLIT,O,X,X,X,X,X,X
ZTILJSO,O,O,O,O,X,X,X
ZTILJOS,X,O,O,O,X,X,X
ZTILSJO,O,O,O,X,O,O,X
ZTILSOJ,O,X,O,X,O,O,X
ZTILOJS,X,O,O,O,X,X,X
ZTILOSJ,O,X,O,O,X,X,X
ZTIJLSO,X,O,O,O,X,O,X
ZTIJLOS,X,O,O,O,X,X,X
ZTIJSLO,O,X,X,O,O,O,X
ZTIJSOL,O,O,O,O,O,O,X
ZTIJOLS,X,O,O,O,X,X,X
ZTIJOSL,X,O,O,O,X,O,X
ZTISLJO,O,X,O,X,O,O,X
ZTISLOJ,O,X,O,X,O,O,X
ZTISJLO,O,X,X,X,O,O,O
ZTISJOL,O,O,O,X,O,O,O
ZTISOLJ,O,X,O,X,O,O,X
ZTISOJL,O,X,O,X,O,X,X
ZTIOLJS,O,X,O,O,X,X,X
ZTIOLSJ,O,X,O,O,X,X,X
ZTIOJLS,X,O,O,O,X,X,X
ZTIOJSL,O,O,O,O,X,X,X
ZTIOSLJ,O,X,O,O,O,O,X
ZTIOSJL,O,X,O,X,O,X,X
ZTLIJSO,O,O,O,O,X,X,X
ZTLIJOS,X,O,O,O,X,X,X
ZTLISJO,O,O,O,X,O,O,X
ZTLISOJ,O,X,O,X,O,O,X
ZTLIOJS,X,O,O,O,X,X,X
ZTLIOSJ,O,X,O,O,X,X,X
ZTLJISO,O,O,O,O,X,X,X
ZTLJIOS,X,O,O,O,X,X,X
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,X,X,X,X
ZTLJOIS,X,O,O,O,X,X,X
ZTLJOSI,X,O,O,O,X,X,X
ZTLSIJO,O,O,O,X,O,O,X
ZTLSIOJ,O,X,O,X,O,O,X
ZTLSJIO,O,O,O,X,O,O,X
ZTLSJOI,O,O,O,X,X,O,X
ZTLSOIJ,O,X,O,X,X,O,X
ZTLSOJI,O,X,O,X,X,O,X
ZTLOIJS,O,O,O,O,X,X,X
ZTLOISJ,O,X,O,O,X,X,X
ZTLOJIS,O,O,O,O,X,X,X
ZTLOJSI,O,O,O,X,X,X,X
ZTLOSIJ,O,X,O,O,X,X,X
ZTLOSJI,O,X,O,X,X,X,X
ZTJILSO,X,O,O,O,X,O,X
ZTJILOS,X,O,O,O,X,X,X
ZTJISLO,O,X,X,O,O,O,X
ZTJISOL,O,O,O,O,O,O,X
ZTJIOLS,X,O,O,O,X,X,X
ZTJIOSL,X,O,O,O,X,O,X
ZTJLISO,O,O,O,O,X,O,X
ZTJLIOS,X,O,O,O,X,X,X
ZTJLSIO,O,O,O,X,X,O,X
ZTJLSOI,O,O,O,X,X,O,X
ZTJLOIS,X,O,O,O,X,X,X
ZTJLOSI,X,O,O,O,X,X,X
ZTJSILO,O,X,X,X,O,O,X
ZTJSIOL,O,O,O,X,O,O,X
ZTJSLIO,O,X,X,X,O,O,X
ZTJSLOI,O,X,X,X,X,O,X
ZTJSOIL,O,O,O,X,O,O,X
ZTJSOLI,O,O,X,X,X,O,X
ZTJOILS,X,O,O,O,X,X,X
ZTJOISL,O,O,O,O,X,O,X
ZTJOLIS,O,O,O,O,X,X,X
ZTJOLSI,O,O,X,O,X,X,X
ZTJOSIL,O,O,O,O,X,O,X
ZTJOSLI,O,O,X,O,X,O,X
ZTSILJO,O,X,O,X,O,O,X
ZTSILOJ,O,X,O,X,O,O,X
ZTSIJLO,O,X,X,X,O,O,O
ZTSIJOL,O,O,O,X,O,O,O
ZTSIOLJ,O,X,O,X,O,O,X
ZTSIOJL,O,X,O,X,O,X,X
ZTSLIJO,O,X,O,X,O,O,X
ZTSLIOJ,O,X,O,X,O,O,X
