sequence,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hF/iBajB5jB0fBFqBzsB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBmdB5jB0iBFqBzsB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hFxdB0fB6nBTjBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfB0iBStBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegB/iB5jB8sBFqBatB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegBxdB0iBStBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hF/iB6oBWqB8sBZlBFtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfBXjBStBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hF0fBxiB6nBTjBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hF/iBFeBWqBCtBZlBctB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hFxdB0fB6nBToBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfBXjBctB6sBFqB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegBxdBXjBStBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBxdBTjBWtBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBxiBTjBWtBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jei6Iv?hFzfBxiBGoBXoBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jex9Iv?hF6nBUlBToBlkBXtBmpB
TJLZSIO,X,X,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TJLZSOI,X,X,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TJLZOIS,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
TJLZOSI,X,X,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TJLOISZ,X,X,X,O,X,X,X,O,X,O,X,X,O,O,X,O,X
TJLOIZS,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X
TJLOSIZ,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X
TJLOSZI,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TJLOZIS,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X
TJLOZSI,X,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TJSILZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSILOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
TJSIZLO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
TJSIZOL,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TJSIOLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X
TJSIOZL,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
TJSLIZO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
TJSLIOZ,X,O,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X
TJSLZIO,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X
TJSLZOI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TJSLOIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X
TJSLOZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TJSZILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
TJSZIOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TJSZLIO,O,O,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TJSZLOI,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJSZOIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TJSZOLI,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJSOILZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TJSOIZL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSOLIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,O,X
TJSOLZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TJSOZIL,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJSOZLI,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJZILSO,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TJZILOS,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TJZISLO,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X
TJZISOL,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
TJZIOLS,O,X,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X
TJZIOSL,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
TJZLISO,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TJZLIOS,O,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TJZLSIO,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X
TJZLSOI,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TJZLOIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TJZLOSI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TJZSILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
TJZSIOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TJZSLIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
TJZSLOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TJZSOIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TJZSOLI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TJZOILS,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,O,X
TJZOISL,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X
TJZOLIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
TJZOLSI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TJZOSIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TJZOSLI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TJOILSZ,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X
TJOILZS,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
TJOISLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X
TJOISZL,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
TJOIZLS,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
TJOIZSL,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
TJOLISZ,X,X,X,O,X,X,X,O,X,O,X,X,O,O,X,O,X
TJOLIZS,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X
TJOLSIZ,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X
TJOLSZI,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TJOLZIS,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X
TJOLZSI,X,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TJOSILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TJOSIZL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOSLIZ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O,X
TJOSLZI,O,O,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TJOSZIL,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJOSZLI,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TJOZILS,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X
TJOZISL,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
TJOZLIS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X
TJOZLSI,O,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TJOZSIL,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJOZSLI,O,O,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TSILJZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSILJOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TSILZJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TSILZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSILOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TSIJLOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
TSIJZLO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
TSIJZOL,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TSIJOLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
TSIJOZL,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
TSIZLJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSIZLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIZJOL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIOLJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TSIOLZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLIJZO,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
TSLIJOZ,X,O,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
TSLIZJO,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X
TSLIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TSLIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
TSLJIOZ,X,O,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X
TSLJZIO,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X
TSLJZOI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TSLJOIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X
TSLJOZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TSLZIJO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,O,X,X
TSLZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,O,X,X
TSLZJOI,O,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X
TSLZOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLZOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLOIJZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TSLOIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X
TSLOJZI,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TSLOZIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLOZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJILZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TSJILOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
TSJIZLO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
TSJIZOL,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TSJIOLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X
TSJIOZL,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
TSJLIZO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
TSJLIOZ,X,O,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X
TSJLZIO,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X
TSJLZOI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TSJLOIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X
TSJLOZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TSJZILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
TSJZIOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TSJZLIO,O,O,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TSJZLOI,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TSJZOIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TSJZOLI,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TSJOILZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TSJOIZL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSJOLIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,O,X
TSJOLZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TSJOZIL,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSJOZLI,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TSZILJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSZILOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZIJLO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TSZIJOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TSZIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZLIJO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X
TSZLIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
TSZLJOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TSZLOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZLOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZJILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
TSZJIOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TSZJLIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
TSZJLOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TSZJOIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TSZJOLI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TSZOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZOLIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZOLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZOJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZOJLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSOILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TSOILZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TSOLIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOLJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TSOLJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOLZIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOLZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TSOJIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSOJLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TSOJLZI,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSOJZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSOJZLI,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSOZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZIJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOZLIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOZLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOZJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOZJLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZILJSO,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X
TZILJOS,O,X,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X
TZILSJO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TZILSOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILOJS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZILOSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZIJLSO,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TZIJLOS,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TZIJSLO,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TZIJSOL,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
TZIJOLS,O,X,X,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TZIJOSL,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
TZISLJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TZISLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISJLO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TZISJOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TZISOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISOJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIOLJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
TZIOLSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZIOJLS,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
TZIOJSL,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TZIOSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJSO,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TZLIJOS,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TZLISJO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TZLISOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOJS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZLIOSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLJISO,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TZLJIOS,O,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TZLJSIO,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X
TZLJSOI,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TZLJOIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TZLJOSI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TZLSIJO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
TZLSIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X
TZLSJOI,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TZLSOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLSOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLOIJS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZLOISJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TZLOJIS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZLOJSI,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TZLOSIJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TZLOSJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TZJILSO,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TZJILOS,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
TZJISLO,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X
TZJISOL,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
TZJIOLS,O,X,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X
TZJIOSL,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
TZJLISO,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TZJLIOS,O,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TZJLSIO,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X
TZJLSOI,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TZJLOIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
TZJLOSI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TZJSILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
TZJSIOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TZJSLIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
TZJSLOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TZJSOIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TZJSOLI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TZJOILS,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,O,X
TZJOISL,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X
TZJOLIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
TZJOLSI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
TZJOSIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TZJOSLI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TZSILJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TZSILOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJLO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TZSIJOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TZSIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZSLIJO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X
TZSLIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
TZSLJOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TZSLOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZSLOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZSJILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
TZSJIOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TZSJLIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
TZSJLOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TZSJOIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TZSJOLI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
TZSOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOIJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZSOLIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZSOLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZSOJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZSOJLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZOILJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
TZOILSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZOIJLS,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
TZOIJSL,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
TZOISLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOISJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOLIJS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
