sequence,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFufBcgB9iBTeBXo?BSyB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9jBXgB0iBus?BTtB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9iBTeBXgB8s?B+tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFufBcgB9iB/oBzs?B6tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFGbB3dBcjBzfBqs?B9tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFqfBTbB3dBcjBts?B+tB,v115@3gC8GeB8GeD8DeF8CeG8Mex6IvhF9iBOkBXgB6oB8s?BTtB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFqfBTbB3dB9jBUo?BWyB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9jBXgB0iBGt?BzsB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbBTeBXgBGoBUt?B9sB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFWgB9iB6oBXgB8s?BTtB
JTLOZSI,X,X,X,X,O,O,X,O,X,X,X
JTSILZO,X,X,O,X,X,O,O,X,O,X,X
JTSILOZ,X,X,X,X,X,O,X,X,O,X,X
JTSIZLO,X,X,O,X,X,O,O,X,O,X,O
JTSIZOL,X,X,O,X,X,O,O,X,O,X,X
JTSIOLZ,X,X,X,X,X,X,X,X,O,X,X
JTSIOZL,X,X,X,X,X,X,O,X,O,X,X
JTSLIZO,X,X,O,X,X,O,O,X,O,X,X
JTSLIOZ,X,X,X,X,X,O,X,X,O,X,X
JTSLZIO,X,X,O,X,X,O,O,X,O,X,X
JTSLZOI,X,X,O,X,X,O,O,X,O,X,X
JTSLOIZ,X,X,X,X,X,O,X,X,O,X,X
JTSLOZI,X,X,X,X,X,O,X,X,O,X,X
JTSZILO,X,X,O,X,X,O,O,X,O,X,O
JTSZIOL,X,X,O,X,X,O,O,X,O,X,X
JTSZLIO,X,X,O,X,X,O,O,X,O,X,O
JTSZLOI,X,X,O,X,X,O,O,X,O,X,X
JTSZOIL,X,X,O,X,X,O,O,X,O,X,X
JTSZOLI,X,X,O,X,X,O,O,X,O,X,X
JTSOILZ,X,X,X,X,X,X,X,X,O,X,X
JTSOIZL,X,X,X,X,X,X,O,X,O,X,X
JTSOLIZ,X,X,X,X,X,O,X,X,O,X,X
JTSOLZI,X,X,X,X,X,O,X,X,O,X,X
JTSOZIL,X,X,X,X,X,O,O,X,O,X,X
JTSOZLI,X,X,X,X,X,O,O,X,O,X,X
JTZILSO,O,X,O,X,X,O,O,O,O,X,O
JTZILOS,O,X,O,O,X,O,X,O,X,X,O
JTZISLO,O,X,O,X,X,O,O,O,O,X,O
JTZISOL,X,X,O,O,X,O,O,O,O,X,X
JTZIOLS,O,X,O,O,X,O,X,O,X,X,O
JTZIOSL,X,X,O,O,X,O,X,O,O,X,X
JTZLISO,O,X,O,X,X,O,O,O,O,X,O
JTZLIOS,O,X,O,O,X,O,X,O,X,X,O
JTZLSIO,O,X,O,X,X,O,O,O,O,X,O
JTZLSOI,O,X,O,X,X,O,O,O,O,X,X
JTZLOIS,O,X,O,O,X,O,X,O,X,X,O
JTZLOSI,O,X,O,O,X,O,O,O,X,X,X
JTZSILO,O,X,O,X,X,O,O,O,O,X,O
JTZSIOL,X,X,O,O,X,O,O,O,O,X,X
JTZSLIO,O,X,O,X,X,O,O,O,O,X,O
JTZSLOI,O,X,O,X,X,O,O,O,O,X,X
JTZSOIL,X,X,O,O,X,O,O,O,O,X,X
JTZSOLI,X,X,O,O,X,O,O,O,O,X,X
JTZOILS,O,X,O,O,X,O,X,O,X,X,O
JTZOISL,X,X,O,O,X,O,X,O,O,X,X
JTZOLIS,O,X,O,O,X,O,X,O,X,X,O
JTZOLSI,O,X,O,O,X,O,O,O,X,X,X
JTZOSIL,X,X,O,O,X,O,O,O,O,X,X
JTZOSLI,X,X,O,O,X,O,O,O,O,X,X
JTOILSZ,X,X,X,X,X,O,X,X,X,X,X
JTOILZS,X,X,X,X,X,O,X,X,X,X,X
JTOISLZ,X,X,X,X,X,X,X,X,O,X,X
JTOISZL,X,X,X,O,X,X,X,X,O,X,X
JTOIZLS,X,X,X,O,X,O,X,X,X,X,O
JTOIZSL,X,X,X,O,X,O,X,X,O,X,X
JTOLISZ,X,X,X,X,X,O,X,X,X,X,X
JTOLIZS,X,X,X,X,X,O,X,O,X,X,X
JTOLSIZ,X,X,X,X,X,O,X,X,X,X,X
JTOLSZI,X,X,X,X,X,O,X,X,X,X,X
JTOLZIS,X,X,X,X,X,O,X,O,X,X,X
JTOLZSI,X,X,X,X,X,O,X,O,X,X,X
JTOSILZ,X,X,X,X,X,X,X,X,O,X,X
JTOSIZL,X,X,X,O,X,X,O,X,O,X,X
JTOSLIZ,X,X,X,X,X,O,X,X,O,X,X
JTOSLZI,X,X,X,X,X,O,X,X,O,X,X
JTOSZIL,X,X,X,O,X,O,O,X,O,X,X
JTOSZLI,X,X,X,O,X,O,O,X,O,X,X
JTOZILS,X,X,X,O,X,O,X,O,X,X,O
JTOZISL,X,X,X,O,X,O,X,O,O,X,X
JTOZLIS,X,X,X,O,X,O,X,O,X,X,O
JTOZLSI,X,X,X,O,X,O,O,O,X,X,X
JTOZSIL,X,X,X,O,X,O,O,O,O,X,X
JTOZSLI,X,X,X,O,X,O,O,O,O,X,X
JITLSZO,O,X,X,X,O,O,X,X,O,X,X
JITLSOZ,O,X,X,X,X,O,X,X,O,X,X
JITLZSO,O,X,X,X,O,O,X,O,O,X,O
JITLZOS,O,X,X,X,O,O,X,O,X,X,O
JITLOSZ,X,X,X,X,X,O,X,X,X,X,X
JITLOZS,X,X,X,X,O,O,X,O,X,X,X
JITSLZO,X,X,O,X,X,O,O,X,O,X,X
JITSLOZ,X,X,X,X,X,O,X,X,O,X,X
JITSZLO,X,X,O,X,X,O,O,X,O,X,O
JITSZOL,X,X,O,X,X,O,O,X,O,X,X
JITSOLZ,X,X,X,X,X,X,X,X,O,X,X
JITSOZL,X,X,X,X,X,X,O,X,O,X,X
JITZLSO,O,X,O,X,X,O,O,O,O,X,O
JITZLOS,O,X,O,O,X,O,X,O,X,X,O
JITZSLO,O,X,O,X,X,O,O,O,O,X,O
JITZSOL,X,X,O,O,X,O,O,O,O,X,X
JITZOLS,O,X,O,O,X,O,X,O,X,X,O
JITZOSL,X,X,O,O,X,O,X,O,O,X,X
JITOLSZ,X,X,X,X,X,O,X,X,X,X,X
JITOLZS,X,X,X,X,X,O,X,X,X,X,X
JITOSLZ,X,X,X,X,X,X,X,X,O,X,X
JITOSZL,X,X,X,O,X,X,X,X,O,X,X
JITOZLS,X,X,X,O,X,O,X,X,X,X,O
JITOZSL,X,X,X,O,X,O,X,X,O,X,X
JILTSZO,O,X,X,X,O,O,X,X,O,X,X
JILTSOZ,O,X,X,X,X,O,X,X,O,X,X
JILTZSO,O,X,X,X,O,O,X,O,O,X,O
JILTZOS,O,X,X,X,O,O,X,O,X,X,O
JILTOSZ,X,X,X,X,O,O,X,X,X,X,X
JILTOZS,X,X,X,X,O,O,X,O,X,X,X
JILSTZO,O,X,O,X,O,O,X,X,O,X,X
JILSTOZ,O,X,X,X,X,O,X,X,O,X,X
JILSZTO,O,X,O,X,X,X,X,O,O,X,X
JILSZOT,O,X,O,X,X,X,X,O,O,X,X
JILSOTZ,X,X,X,X,X,O,X,X,O,X,X
JILSOZT,X,X,O,X,X,X,X,O,O,X,X
JILZTSO,O,X,O,X,O,O,X,O,O,X,O
JILZTOS,O,X,O,X,O,O,X,O,X,X,O
JILZSTO,O,X,O,X,X,X,X,O,O,X,X
JILZSOT,O,X,O,X,X,X,X,O,O,X,X
JILZOTS,O,X,X,X,X,O,X,O,X,X,X
JILZOST,O,X,X,X,X,X,X,O,X,X,X
JILOTSZ,X,X,X,X,O,O,X,X,X,X,X
JILOTZS,X,X,X,X,O,O,X,O,X,X,X
JILOSTZ,X,X,X,X,O,O,X,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,O,X,X,X
JILOZTS,X,X,X,X,O,O,X,O,X,X,X
JILOZST,X,X,X,X,X,X,X,O,X,X,X
JISTLZO,X,X,O,X,X,O,O,X,O,X,X
JISTLOZ,X,X,X,X,X,O,X,X,O,X,X
JISTZLO,X,X,O,X,X,O,O,X,O,X,O
JISTZOL,X,X,O,X,X,O,O,X,O,X,X
JISTOLZ,X,X,X,X,X,X,X,X,O,X,X
JISTOZL,X,X,X,X,X,X,O,X,O,X,X
JISLTZO,X,X,O,X,O,O,O,X,O,X,X
JISLTOZ,X,X,X,X,X,O,X,X,O,X,X
JISLZTO,X,O,O,X,X,X,O,O,O,O,X
JISLZOT,X,X,O,X,X,X,X,O,O,O,X
JISLOTZ,X,O,X,X,X,O,X,X,O,X,X
JISLOZT,X,O,O,X,X,X,X,O,O,X,X
JISZTLO,X,O,O,X,X,X,O,O,O,O,O
JISZTOL,X,X,O,X,X,X,O,O,O,O,X
JISZLTO,X,O,O,X,X,X,O,O,O,O,X
JISZLOT,X,X,O,X,X,X,X,O,O,O,X
JISZOTL,X,X,O,X,X,X,O,X,O,O,X
JISZOLT,X,X,O,X,X,X,X,X,O,O,X
JISOTLZ,X,O,X,X,X,X,X,X,O,X,X
JISOTZL,X,O,X,X,X,X,O,X,O,X,X
JISOLTZ,X,O,X,X,X,X,X,X,O,X,X
JISOLZT,X,O,O,X,X,X,X,X,O,X,X
JISOZTL,X,O,O,X,X,X,O,X,O,X,X
JISOZLT,X,O,O,X,X,X,X,X,O,X,X
JIZTLSO,O,X,O,X,X,O,O,O,O,X,O
JIZTLOS,O,X,O,O,X,O,X,O,X,X,O
JIZTSLO,O,O,O,X,X,O,O,O,O,O,O
JIZTSOL,X,X,O,O,X,O,O,O,O,O,X
JIZTOLS,O,X,O,O,X,O,X,O,X,X,O
JIZTOSL,X,X,O,O,X,O,X,O,O,X,X
JIZLTSO,O,X,O,X,O,O,X,O,O,X,O
JIZLTOS,O,X,O,O,O,O,X,O,X,X,O
JIZLSTO,O,X,O,X,X,X,X,O,O,O,X
JIZLSOT,O,X,O,X,X,X,X,O,O,O,X
JIZLOTS,O,X,X,O,X,O,X,O,X,X,X
JIZLOST,O,X,X,X,X,X,X,O,X,X,X
JIZSTLO,O,O,O,X,X,X,O,O,O,O,O
JIZSTOL,X,X,O,O,X,X,O,O,O,O,X
JIZSLTO,O,O,O,X,X,X,O,O,O,O,X
JIZSLOT,O,X,O,X,X,X,X,O,O,O,X
JIZSOTL,X,X,O,O,X,X,O,X,O,O,X
JIZSOLT,X,X,O,X,X,X,X,X,O,O,X
JIZOTLS,O,X,O,O,X,X,X,O,X,X,O
JIZOTSL,X,X,O,O,X,X,X,O,O,X,X
JIZOLTS,O,X,X,O,X,X,X,O,X,X,X
JIZOLST,O,X,X,X,X,X,X,O,X,X,X
JIZOSTL,X,X,O,O,X,X,X,X,O,O,X
JIZOSLT,X,X,O,X,X,X,X,X,O,O,X
JIOTLSZ,X,X,X,X,O,O,X,X,X,X,X
JIOTLZS,X,X,X,X,O,O,X,X,X,X,X
JIOTSLZ,X,O,X,X,X,X,X,X,O,X,X
JIOTSZL,X,O,X,O,X,X,X,X,O,X,X
JIOTZLS,X,X,X,O,X,O,X,X,X,X,O
JIOTZSL,X,O,X,O,X,O,X,X,O,X,X
JIOLTSZ,X,X,X,X,O,O,X,X,X,X,X
JIOLTZS,X,X,X,X,O,O,X,O,X,X,X
JIOLSTZ,X,X,X,X,O,O,X,X,X,X,X
JIOLSZT,X,X,X,X,X,X,X,O,X,X,X
JIOLZTS,X,X,X,X,O,O,X,O,X,X,X
JIOLZST,X,X,X,X,X,X,X,O,X,X,X
JIOSTLZ,X,O,X,X,X,X,X,X,O,X,X
JIOSTZL,X,O,X,X,X,X,X,X,O,X,X
JIOSLTZ,X,O,X,X,O,X,X,X,O,X,X
JIOSLZT,X,O,O,X,X,X,X,X,O,X,X
JIOSZTL,X,O,O,X,X,X,X,X,O,X,X
JIOSZLT,X,O,O,X,X,X,X,X,O,X,X
JIOZTLS,X,X,O,O,X,X,X,O,X,X,O
JIOZTSL,X,O,O,O,X,X,X,O,O,X,X
JIOZLTS,X,X,X,O,O,X,X,O,X,X,X
JIOZLST,X,X,X,X,X,X,X,O,X,X,X
JIOZSTL,X,O,O,O,X,X,X,X,O,X,X
JIOZSLT,X,O,O,X,X,X,X,X,O,X,X
JLTISZO,O,X,X,X,O,O,X,X,O,X,X
JLTISOZ,O,X,X,X,X,O,X,X,O,X,X
JLTIZSO,O,X,X,X,O,O,X,O,O,X,O
JLTIZOS,O,X,X,X,O,O,X,O,X,X,O
JLTIOSZ,X,X,X,X,O,O,X,X,X,X,X
JLTIOZS,X,X,X,X,O,O,X,O,X,X,X
JLTSIZO,O,X,X,X,O,O,O,X,O,X,X
JLTSIOZ,O,X,X,X,X,O,X,X,O,X,X
JLTSZIO,O,X,X,X,O,O,O,X,O,X,X
JLTSZOI,O,X,X,X,O,O,O,X,O,X,X
JLTSOIZ,O,X,X,X,X,O,X,X,O,X,X
JLTSOZI,O,X,X,X,X,O,X,X,O,X,X
JLTZISO,O,X,X,X,O,O,O,O,O,X,O
JLTZIOS,O,X,X,X,O,O,X,O,X,X,O
JLTZSIO,O,X,X,X,O,O,O,O,O,X,O
JLTZSOI,O,X,X,X,O,O,O,O,O,X,X
JLTZOIS,O,X,X,X,O,O,X,O,X,X,O
JLTZOSI,O,X,X,X,O,O,O,O,X,X,X
JLTOISZ,X,X,X,X,O,O,X,X,X,X,X
JLTOIZS,X,X,X,X,O,O,X,O,X,X,X
JLTOSIZ,X,X,X,X,O,O,X,X,X,X,X
JLTOSZI,X,X,X,X,O,O,X,X,X,X,X
JLTOZIS,X,X,X,X,O,O,X,O,X,X,X
JLTOZSI,X,X,X,X,O,O,X,O,X,X,X
JLITSZO,O,X,X,X,O,O,X,X,O,X,X
JLITSOZ,O,X,X,X,X,O,X,X,O,X,X
JLITZSO,O,X,X,X,O,O,X,O,O,X,O
JLITZOS,O,X,X,X,O,O,X,O,X,X,O
JLITOSZ,X,X,X,X,O,O,X,X,X,X,X
JLITOZS,X,X,X,X,O,O,X,O,X,X,X
JLISTZO,O,X,O,X,O,O,X,X,O,X,X
JLISTOZ,O,X,X,X,X,O,X,X,O,X,X
JLISZTO,O,X,O,X,X,X,X,O,O,X,X
JLISZOT,O,X,O,X,X,X,X,O,O,X,X
JLISOTZ,X,X,X,X,X,O,X,X,O,X,X
JLISOZT,X,X,O,X,X,X,X,O,O,X,X
JLIZTSO,O,X,O,X,O,O,X,O,O,X,O
JLIZTOS,O,X,O,X,O,O,X,O,X,X,O
JLIZSTO,O,X,O,X,X,X,X,O,O,X,X
JLIZSOT,O,X,O,X,X,X,X,O,O,X,X
JLIZOTS,O,X,X,X,X,O,X,O,X,X,X
JLIZOST,O,X,X,X,X,X,X,O,X,X,X
JLIOTSZ,X,X,X,X,O,O,X,X,X,X,X
JLIOTZS,X,X,X,X,O,O,X,O,X,X,X
JLIOSTZ,X,X,X,X,O,O,X,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X,O,X,X,X
JLIOZTS,X,X,X,X,O,O,X,O,X,X,X
JLIOZST,X,X,X,X,X,X,X,O,X,X,X
JLSTIZO,O,X,O,X,O,O,O,X,O,X,X
JLSTIOZ,O,X,X,X,X,O,X,X,O,X,X
JLSTZIO,O,X,O,X,O,O,O,X,O,X,X
JLSTZOI,O,X,O,X,O,O,O,X,O,X,X
JLSTOIZ,O,X,X,X,X,O,X,X,O,X,X
JLSTOZI,O,X,X,X,X,O,X,X,O,X,X
JLSITZO,O,X,O,X,O,O,O,X,O,X,X
JLSITOZ,O,X,X,X,X,O,X,X,O,X,X
JLSIZTO,O,X,O,X,X,X,O,O,O,X,X
JLSIZOT,O,X,O,X,X,X,X,O,O,X,X
JLSIOTZ,X,X,X,X,X,O,X,X,O,X,X
JLSIOZT,X,X,O,X,X,X,X,O,O,X,X
JLSZTIO,O,X,O,X,X,X,O,O,O,X,X
JLSZTOI,O,X,O,X,X,X,O,O,O,X,X
JLSZITO,O,X,O,X,X,X,O,O,O,X,X
JLSZIOT,O,X,O,X,X,X,X,O,O,X,X
JLSZOTI,O,X,O,X,X,X,X,O,O,X,X
JLSZOIT,O,X,O,X,X,X,X,O,O,X,X
JLSOTIZ,X,X,X,X,X,O,X,X,O,X,X
JLSOTZI,X,X,X,X,X,O,X,X,O,X,X
JLSOITZ,X,X,X,X,X,O,X,X,O,X,X
JLSOIZT,X,X,O,X,X,X,X,O,O,X,X
JLSOZTI,X,X,O,X,X,X,X,O,O,X,X
JLSOZIT,X,X,O,X,X,X,X,O,O,X,X
JLZTISO,O,X,O,X,O,O,O,O,O,X,O
JLZTIOS,O,X,O,X,O,O,X,O,X,X,O
JLZTSIO,O,X,O,X,O,O,O,O,O,X,O
JLZTSOI,O,X,O,X,O,O,O,O,O,X,X
JLZTOIS,O,X,O,X,O,O,X,O,X,X,O
JLZTOSI,O,X,O,X,O,O,O,O,X,X,X
JLZITSO,O,X,O,X,O,O,X,O,O,X,O
JLZITOS,O,X,O,X,O,O,X,O,X,X,O
JLZISTO,O,X,O,X,X,X,X,O,O,X,X
JLZISOT,O,X,O,X,X,X,X,O,O,X,X
JLZIOTS,O,X,X,X,X,O,X,O,X,X,X
JLZIOST,O,X,X,X,X,X,X,O,X,X,X
JLZSTIO,O,X,O,X,X,X,O,O,O,X,X
JLZSTOI,O,X,O,X,X,X,O,O,O,X,X
JLZSITO,O,X,O,X,X,X,O,O,O,X,X
JLZSIOT,O,X,O,X,X,X,X,O,O,X,X
JLZSOTI,O,X,O,X,X,X,X,O,O,X,X
JLZSOIT,O,X,O,X,X,X,X,O,O,X,X
JLZOTIS,O,X,X,X,X,O,X,O,X,X,X
JLZOTSI,O,X,X,X,X,O,X,O,X,X,X
JLZOITS,O,X,X,X,X,O,X,O,X,X,X
JLZOIST,O,X,X,X,X,X,X,O,X,X,X
JLZOSTI,O,X,X,X,X,X,X,O,X,X,X
JLZOSIT,O,X,X,X,X,X,X,O,X,X,X
JLOTISZ,X,X,X,X,O,O,X,X,X,X,X
JLOTIZS,X,X,X,X,O,O,X,O,X,X,X
JLOTSIZ,X,X,X,X,O,O,X,X,X,X,X
JLOTSZI,X,X,X,X,O,O,X,X,X,X,X
JLOTZIS,X,X,X,X,O,O,X,O,X,X,X
JLOTZSI,X,X,X,X,O,O,X,O,X,X,X
JLOITSZ,X,X,X,X,O,O,X,X,X,X,X
JLOITZS,X,X,X,X,O,O,X,O,X,X,X
JLOISTZ,X,X,X,X,O,O,X,X,X,X,X
JLOISZT,X,X,X,X,X,X,X,O,X,X,X
JLOIZTS,X,X,X,X,O,O,X,O,X,X,X
JLOIZST,X,X,X,X,X,X,X,O,X,X,X
JLOSTIZ,X,X,X,X,O,O,X,X,X,X,X
JLOSTZI,X,X,X,X,O,O,X,X,X,X,X
JLOSITZ,X,X,X,X,O,O,X,X,X,X,X
JLOSIZT,X,X,X,X,X,X,X,O,X,X,X
JLOSZTI,X,X,X,X,X,X,X,O,X,X,X
JLOSZIT,X,X,X,X,X,X,X,O,X,X,X
JLOZTIS,X,X,X,X,O,O,X,O,X,X,X
JLOZTSI,X,X,X,X,O,O,X,O,X,X,X
JLOZITS,X,X,X,X,O,O,X,O,X,X,X
JLOZIST,X,X,X,X,X,X,X,O,X,X,X
JLOZSTI,X,X,X,X,X,X,X,O,X,X,X
JLOZSIT,X,X,X,X,X,X,X,O,X,X,X
JSTILZO,X,X,O,X,X,O,O,X,O,X,X
JSTILOZ,X,X,X,X,X,O,X,X,O,X,X
JSTIZLO,X,X,O,X,X,O,O,X,O,X,O
JSTIZOL,X,X,O,X,X,O,O,X,O,X,X
JSTIOLZ,X,X,X,X,X,X,X,X,O,X,X
JSTIOZL,X,X,X,X,X,X,O,X,O,X,X
JSTLIZO,X,X,O,X,X,O,O,X,O,X,X
JSTLIOZ,X,X,X,X,X,O,X,X,O,X,X
JSTLZIO,X,X,O,X,X,O,O,X,O,X,X
JSTLZOI,X,X,O,X,X,O,O,X,O,X,X
JSTLOIZ,X,X,X,X,X,O,X,X,O,X,X
JSTLOZI,X,X,X,X,X,O,X,X,O,X,X
JSTZILO,X,X,O,X,X,O,O,X,O,X,O
JSTZIOL,X,X,O,X,X,O,O,X,O,X,X
JSTZLIO,X,X,O,X,X,O,O,X,O,X,O
JSTZLOI,X,X,O,X,X,O,O,X,O,X,X
JSTZOIL,X,X,O,X,X,O,O,X,O,X,X
JSTZOLI,X,X,O,X,X,O,O,X,O,X,X
JSTOILZ,X,X,X,X,X,X,X,X,O,X,X
JSTOIZL,X,X,X,X,X,X,O,X,O,X,X
JSTOLIZ,X,X,X,X,X,O,X,X,O,X,X
JSTOLZI,X,X,X,X,X,O,X,X,O,X,X
JSTOZIL,X,X,X,X,X,O,O,X,O,X,X
JSTOZLI,X,X,X,X,X,O,O,X,O,X,X
JSITLZO,X,X,O,X,X,O,O,X,O,X,X
JSITLOZ,X,X,X,X,X,O,X,X,O,X,X
JSITZLO,X,X,O,X,X,O,O,X,O,X,O
JSITZOL,X,X,O,X,X,O,O,X,O,X,X
JSITOLZ,X,X,X,X,X,X,X,X,O,X,X
JSITOZL,X,X,X,X,X,X,O,X,O,X,X
JSILTZO,X,X,O,X,O,O,O,X,O,X,X
JSILTOZ,X,X,X,X,X,O,X,X,O,X,X
JSILZTO,X,O,O,X,X,X,O,O,O,O,X
JSILZOT,X,X,O,X,X,X,X,O,O,O,X
JSILOTZ,X,O,X,X,X,O,X,X,O,X,X
JSILOZT,X,O,O,X,X,X,X,O,O,X,X
JSIZTLO,X,O,O,X,X,X,O,O,O,O,O
JSIZTOL,X,X,O,X,X,X,O,O,O,O,X
JSIZLTO,X,O,O,X,X,X,O,O,O,O,X
JSIZLOT,X,X,O,X,X,X,X,O,O,O,X
JSIZOTL,X,X,O,X,X,X,O,X,O,O,X
JSIZOLT,X,X,O,X,X,X,X,X,O,O,X
JSIOTLZ,X,O,X,X,X,X,X,X,O,X,X
JSIOTZL,X,O,X,X,X,X,O,X,O,X,X
JSIOLTZ,X,O,X,X,X,X,X,X,O,X,X
JSIOLZT,X,O,O,X,X,X,X,X,O,X,X
JSIOZTL,X,O,O,X,X,X,O,X,O,X,X
JSIOZLT,X,O,O,X,X,X,X,X,O,X,X
JSLTIZO,X,X,O,X,O,O,O,X,O,X,X
JSLTIOZ,X,X,X,X,X,O,X,X,O,X,X
JSLTZIO,X,X,O,X,O,O,O,X,O,X,X
JSLTZOI,X,X,O,X,O,O,O,X,O,X,X
JSLTOIZ,X,X,X,X,X,O,X,X,O,X,X
JSLTOZI,X,X,X,X,X,O,X,X,O,X,X
JSLITZO,X,X,O,X,O,O,O,X,O,X,X
JSLITOZ,X,X,X,X,X,O,X,X,O,X,X
JSLIZTO,X,O,O,X,X,X,O,O,O,O,X
JSLIZOT,X,X,O,X,X,X,X,O,O,O,X
JSLIOTZ,X,O,X,X,X,O,X,X,O,X,X
JSLIOZT,X,O,O,X,X,X,X,O,O,X,X
JSLZTIO,X,O,O,X,X,X,O,O,O,O,X
JSLZTOI,X,X,O,X,X,X,O,O,O,X,X
JSLZITO,X,O,O,X,X,X,O,O,O,O,X
JSLZIOT,X,X,O,X,X,X,X,O,O,O,X
JSLZOTI,X,X,O,X,X,X,X,O,O,X,X
JSLZOIT,X,X,O,X,X,X,X,O,O,O,X
JSLOTIZ,X,O,X,X,X,O,X,X,O,X,X
JSLOTZI,X,O,X,X,X,O,X,X,O,X,X
JSLOITZ,X,O,X,X,X,O,X,X,O,X,X
JSLOIZT,X,O,O,X,X,X,X,O,O,X,X
JSLOZTI,X,O,O,X,X,X,X,O,O,X,X
JSLOZIT,X,O,O,X,X,X,X,O,O,X,X
JSZTILO,X,O,O,X,X,X,O,O,O,O,O
JSZTIOL,X,X,O,X,X,X,O,O,O,O,X
JSZTLIO,X,O,O,X,X,X,O,O,O,O,O
JSZTLOI,X,X,O,X,X,X,O,O,O,X,X
JSZTOIL,X,X,O,X,X,X,O,O,O,X,X
JSZTOLI,X,X,O,X,X,X,O,O,O,X,X
JSZITLO,X,O,O,X,X,X,O,O,O,O,O
JSZITOL,X,X,O,X,X,X,O,O,O,O,X
JSZILTO,X,O,O,X,X,X,O,O,O,O,X
JSZILOT,X,X,O,X,X,X,X,O,O,O,X
JSZIOTL,X,X,O,X,X,X,O,X,O,O,X
JSZIOLT,X,X,O,X,X,X,X,X,O,O,X
JSZLTIO,X,O,O,X,X,X,O,O,O,O,X
JSZLTOI,X,X,O,X,X,X,O,O,O,X,X
JSZLITO,X,O,O,X,X,X,O,O,O,O,X
JSZLIOT,X,X,O,X,X,X,X,O,O,O,X
JSZLOTI,X,X,O,X,X,X,X,O,O,X,X
JSZLOIT,X,X,O,X,X,X,X,O,O,O,X
JSZOTIL,X,X,O,X,X,X,O,O,O,X,X
JSZOTLI,X,X,O,X,X,X,O,O,O,X,X
JSZOITL,X,X,O,X,X,X,O,X,O,O,X
JSZOILT,X,X,O,X,X,X,X,X,O,O,X
JSZOLTI,X,X,O,X,X,X,X,O,O,X,X
JSZOLIT,X,X,O,X,X,X,X,O,O,O,X
JSOTILZ,X,O,X,X,X,X,X,X,O,X,X
JSOTIZL,X,O,X,X,X,X,O,X,O,X,X
JSOTLIZ,X,O,X,X,X,O,X,X,O,X,X
JSOTLZI,X,O,X,X,X,O,X,X,O,X,X
JSOTZIL,X,O,X,X,X,O,O,X,O,X,X
JSOTZLI,X,O,X,X,X,O,O,X,O,X,X
JSOITLZ,X,O,X,X,X,X,X,X,O,X,X
JSOITZL,X,O,X,X,X,X,O,X,O,X,X
JSOILTZ,X,O,X,X,X,X,X,X,O,X,X
JSOILZT,X,O,O,X,X,X,X,X,O,X,X
JSOIZTL,X,O,O,X,X,X,O,X,O,X,X
JSOIZLT,X,O,O,X,X,X,X,X,O,X,X
JSOLTIZ,X,O,X,X,X,O,X,X,O,X,X
JSOLTZI,X,O,X,X,X,O,X,X,O,X,X
JSOLITZ,X,O,X,X,X,O,X,X,O,X,X
JSOLIZT,X,O,O,X,X,X,X,O,O,X,X
JSOLZTI,X,O,O,X,X,X,X,O,O,X,X
JSOLZIT,X,O,O,X,X,X,X,O,O,X,X
JSOZTIL,X,O,O,X,X,X,O,O,O,X,X
JSOZTLI,X,O,O,X,X,X,O,O,O,X,X
JSOZITL,X,O,O,X,X,X,O,X,O,X,X
JSOZILT,X,O,O,X,X,X,X,X,O,X,X
JSOZLTI,X,O,O,X,X,X,X,O,O,X,X
JSOZLIT,X,O,O,X,X,X,X,O,O,X,X
JZTILSO,O,X,O,X,X,O,O,O,O,X,O
JZTILOS,O,X,O,O,X,O,X,O,X,X,O
JZTISLO,O,O,O,X,X,O,O,O,O,O,O
JZTISOL,X,X,O,O,X,O,O,O,O,O,X
JZTIOLS,O,X,O,O,X,O,X,O,X,X,O
JZTIOSL,X,X,O,O,X,O,X,O,O,X,X
JZTLISO,O,X,O,X,X,O,O,O,O,X,O
JZTLIOS,O,X,O,O,X,O,X,O,X,X,O
JZTLSIO,O,X,O,X,X,O,O,O,O,X,O
JZTLSOI,O,X,O,X,X,O,O,O,O,X,X
JZTLOIS,O,X,O,O,X,O,X,O,X,X,O
JZTLOSI,O,X,O,O,X,O,O,O,X,X,X
JZTSILO,O,O,O,X,X,O,O,O,O,O,O
JZTSIOL,X,X,O,O,X,O,O,O,O,O,X
JZTSLIO,O,O,O,X,X,O,O,O,O,O,O
JZTSLOI,O,X,O,X,X,O,O,O,O,X,X
JZTSOIL,X,X,O,O,X,O,O,O,O,X,X
