sequence,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfB2nBFsBXtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFKi?BGeBzfBUjBFsBXtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFOi?BXeBzfBSoBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je6/IvhFOg?BxdB/nBToBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFyi?B5jBXgBTiBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFyi?B5jB0fBTiBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxd?BTiB6oBXgBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfBenBFtB3sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFld?BcjBzfBXnBStB2xB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFxd?BTiB6oB0fBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFOi?BzfBFjB6oBftBUsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je6/IvhFOg?BxiB/nBToBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFGe?BzfBynBctBFsB/sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFzf?B0iB6oBenB3sBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxi?BXgBCjBVsBToB2xB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxi?BXgBTiB6oBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFxi?B0fBTiB6oBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFzf?B1nBStBenBctB3sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhF5j?BenBziB0fBlnByxB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfBXnBVtB2xB
STIJLOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
STIJZLO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STIJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIJOLZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STIZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
STIZJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
STIZOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
STIOLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIOJLZ,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
STIOJZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STIOZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIOZJL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STLIJZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STLIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STLIZJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STLIZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STLIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLJIZO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STLJIOZ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
STLJZIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STLJZOI,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
STLJOIZ,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
STLJOZI,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STLZIJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STLZIOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STLZJIO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STLZJOI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STLZOIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STLZOJI,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STLOIJZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STLOIZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STLOJIZ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STLOJZI,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STLOZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STLOZJI,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STJILZO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STJILOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
STJIZLO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O
STJIZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STJIOLZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STJLIZO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STJLIOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STJLZIO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STJLZOI,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STJLOIZ,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STJLOZI,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STJZILO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O
STJZIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STJZLIO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STJZLOI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STJZOIL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STJZOLI,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STJOILZ,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
STJOIZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
STJOLIZ,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STJOLZI,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STJOZIL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STJOZLI,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STZILJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZILOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
STZIJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STZIOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
STZIOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
STZLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLJOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLOIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
STZLOJI,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
STZJILO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
STZJIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STZJLIO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZJLOI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STZJOIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZJOLI,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
STZOILJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
STZOIJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
STZOLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
STZOLJI,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
STZOJIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZOJLI,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
STOILJZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STOILZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STOIJLZ,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STOIJZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
STOIZJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
STOLIJZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STOLIZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STOLJIZ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STOLJZI,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STOLZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STOLZJI,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STOJILZ,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
STOJIZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
STOJLIZ,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STOJLZI,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STOJZIL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STOJZLI,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STOZILJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
STOZIJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
STOZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
STOZLJI,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
STOZJIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STOZJLI,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
SITLJZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SITLJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITLZJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SITLZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SITLOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITLOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITJLZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SITJLOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SITJZLO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SITJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJOLZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SITZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SITOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOJLZ,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
SITOJZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SITOZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOZJL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SILTJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILTJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILTZJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SILTZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SILTOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILJTZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SILJZTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJOTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJOZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZTJO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOJZT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
SILOZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJTLZO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SIJTLOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SIJTZLO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SIJTZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJTOLZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLTZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLTOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SIJLZTO,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJLZOT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJLOTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJLOZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJZTLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZTOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZLTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZLOT,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SIJZOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOTLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOLTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJOLZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJOZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZTLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZLOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZJTLO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOTLZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOTJZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOTZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOTZJL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOLTJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOLTZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SIOLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLJZT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
SIOLZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOJTZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOJLTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOJLZT,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
SIOJZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOZTJL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTIJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTIZJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTIZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTJIZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLTJIOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SLTJZIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTJZOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTJOIZ,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
SLTJOZI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
SLTZIJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTZIOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTZJIO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTZJOI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTZOIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SLTZOJI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SLTOIJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
SLTOIZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SLTOJIZ,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O
SLTOJZI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O
SLTOZIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SLTOZJI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SLITJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLITJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLITZJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLITZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLITOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIJTZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SLIJZTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
