sequence,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhFchB6iBTeBd?nBWrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFSiBTeBxmBe?mBUsB3rB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFSiBTeBxmBe?mB3rBUsB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFyhB+iBTeBX?mB0mBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxcBTeBcnBX?mBWxBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFOhBXdBTeBc?nBSrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTcBSjBxmBe?nBUrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeB0gB+?rBKsBXrB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFicBGeBxmBz?mBUrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeBXhB+?rBKsB0qB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeB6lBO?mB3rBUsB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeB3hBcnBe?mBCnBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhF6iBTeBmhBX?mB0mBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhF5hBTeB8lBN?nB2wB6sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je38IvhF9iBTeB6lBm?mBUmBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxdBmhBCjBX?mBUsBTrB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFyhB+iBTeB0?mBXmBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhFTeB6lBOrBX?nB9sB0rB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhFuhB9iBTeB8?lByrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhFTeB6lBcmBX?nB9sB2wB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeuBJvhFTeB0gBRrBX?sBarB9sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeBXmB8rB5?nBmrBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFicBGeBUiBR?rBTrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeBxhBcnBX?mBWxBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxcBTeBXmB8?rB+sBirB
IOTSZLJ,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X
IOTSZJL,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,O,O,X
IOTZLJS,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOTZLSJ,O,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
IOTZJLS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
IOTZJSL,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
IOTZSLJ,O,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X
IOTZSJL,O,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X
IOLTJSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
IOLTJZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOLTSJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
IOLTSZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
IOLTZJS,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOLTZSJ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
IOLJTSZ,O,O,O,O,X,O,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
IOLJTZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOLJSTZ,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
IOLJSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLJZTS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOLJZST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLSTJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
IOLSTZJ,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
IOLSJTZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
IOLSJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
IOLSZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOLZTJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOLZTSJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X
IOLZJTS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOLZJST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLZSTJ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
IOLZSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTLSZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
IOJTLZS,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
IOJTSLZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X
IOJTSZL,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X
IOJTZLS,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
IOJTZSL,O,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
IOJLTSZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
IOJLTZS,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
IOJLSTZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
IOJLZST,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOJSTLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
IOJSTZL,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,O,X
IOJSLTZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
IOJSZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
IOJZTSL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
IOJZLTS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
IOJZLST,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
IOJZSLT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
IOSTLZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X
IOSTJLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
IOSTJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
IOSTZLJ,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X
IOSTZJL,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,O,O,X
IOSLTJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
IOSLTZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
IOSLJTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
IOSLJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSLZTJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
IOSLZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSJTLZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
IOSJTZL,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
IOSJLTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X
IOSJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSZTLJ,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X,X
IOSZTJL,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,O,X,X
IOSZLTJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
IOSZLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,O,X,X
IOSZJLT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOZTLJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOZTLSJ,O,O,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X
IOZTJLS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
IOZTJSL,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
IOZTSLJ,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X
IOZTSJL,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X
IOZLTJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOZLTSJ,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X
IOZLJTS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
IOZLJST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZLSTJ,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
IOZLSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZJTLS,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
IOZJTSL,O,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
IOZJLTS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
IOZJLST,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
IOZJSLT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X,X
IOZSTJL,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,O,X,X
IOZSLTJ,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
IOZSLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,O,X,X
IOZSJLT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTIJSZO,O,X,O,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LTIJSOZ,O,O,O,O,X,O,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LTIJZSO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
LTIJZOS,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
LTIJOSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
LTIJOZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
LTISJZO,O,X,O,O,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LTISJOZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LTISZJO,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LTISZOJ,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LTISOJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LTISOZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LTIZJSO,O,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
LTIZJOS,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
LTIZSJO,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X
LTIZSOJ,O,O,X,X,X,O,O,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LTIZOJS,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
LTIZOSJ,O,O,X,X,X,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LTIOJSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
LTIOJZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
LTIOSJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LTIOSZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,O,X,X
LTIOZJS,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,O,X,X
LTIOZSJ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
LTJISZO,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LTJISOZ,O,X,X,O,X,X,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LTJIZSO,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
LTJIZOS,O,X,X,O,X,O,O,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
LTJIOSZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
LTJIOZS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
LTJSIZO,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTJSIOZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTJSZOI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LTJSOZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTJZISO,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZIOS,O,X,X,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZSIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZSOI,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTJZOSI,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LTJOIZS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LTJOSIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LTJOSZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTJOZIS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJOZSI,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSIZJO,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LTSIZOJ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LTSIOJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
LTSJIZO,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTSJZIO,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTSJZOI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTSJOZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTSZIJO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LTSZIOJ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LTSZJIO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
LTSZJOI,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O
LTSZOIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LTSZOJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTSOIJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
LTSOJIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTSOJZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LTSOZJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTZIJSO,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTZIJOS,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTZISJO,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZISOJ,X,O,X,X,X,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTZIOJS,X,O,X,X,X,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LTZJISO,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZJIOS,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZJSIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZJOSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZSJIO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTZSOJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZOJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LTOIJZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LTOISJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LTOJISZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LTOJIZS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LTOJSIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LTOJSZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOJZIS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJZSI,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
LTOSJIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTOSJZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
