sequence,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBTcBxdBSlB0mBlqB,v115@DhD8FeF8EeF8AeF8JeK/IvhFzaBGcBxdB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXcBxdBzfBqmB0gBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF0bBxdBzfBqmBXhBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFShBxdBTfB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF8fBxdBzgBqmB/qBFrB,v115@DhD8FeF8EeF8AeF8JeT6IvhF/gBFcBxdBqmBmkB8qB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBxdBSlBThB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFTcBxdBCgB0gB/qB1wB,v115@DhD8FeF8EeF8AeF8Jei6IvhFchBxdB3fBTlB1rBuqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFCcBxdBTfB/qBFrB0rB
JTSZIOL,X,X,X,X,X,X,X,X,O,X,X
JTSZLIO,X,O,X,X,X,X,X,X,O,X,X
JTSZLOI,X,O,X,X,X,X,X,X,O,X,X
JTSZOIL,X,X,X,X,X,X,X,X,O,X,X
JTSZOLI,X,X,X,X,X,X,X,X,O,X,X
JTSOILZ,X,O,O,O,X,X,X,O,O,X,X
JTSOIZL,X,X,X,X,X,X,X,X,O,X,X
JTSOLIZ,X,O,O,O,X,X,X,O,O,X,X
JTSOLZI,X,O,O,O,X,X,X,O,O,X,X
JTSOZIL,X,X,X,X,X,X,X,X,O,X,X
JTSOZLI,X,X,X,X,X,X,X,X,O,X,X
JTZILSO,O,X,X,X,X,O,O,O,X,X,X
JTZILOS,O,X,O,O,X,X,O,O,O,X,X
JTZISLO,O,X,X,X,X,O,O,X,O,X,X
JTZISOL,O,X,X,X,X,X,O,X,O,X,X
JTZIOLS,O,X,O,O,X,X,O,O,O,X,X
JTZIOSL,O,X,X,X,X,X,O,X,O,O,X
JTZLISO,O,X,X,X,X,O,O,O,X,X,X
JTZLIOS,O,X,O,O,X,X,O,O,O,X,X
JTZLSIO,O,X,X,X,X,O,O,O,X,X,X
JTZLSOI,O,X,X,X,X,O,O,O,X,X,X
JTZLOIS,O,X,O,O,X,X,O,O,O,X,X
JTZLOSI,O,X,O,O,X,X,O,O,O,X,X
JTZSILO,O,X,X,X,X,O,O,X,O,X,X
JTZSIOL,O,X,X,X,X,X,O,X,O,X,X
JTZSLIO,O,X,X,X,X,O,O,X,O,X,X
JTZSLOI,O,X,X,X,X,O,O,X,O,X,X
JTZSOIL,O,X,X,X,X,X,O,X,O,X,X
JTZSOLI,O,X,X,X,X,X,O,X,O,X,X
JTZOILS,O,X,O,O,X,X,O,O,O,X,X
JTZOISL,O,X,X,X,X,X,O,X,O,O,X
JTZOLIS,O,X,O,O,X,X,O,O,O,X,X
JTZOLSI,O,X,O,O,X,X,O,O,O,X,X
JTZOSIL,O,X,X,X,X,X,O,X,O,O,X
JTZOSLI,O,X,X,X,X,X,O,X,O,O,X
JTOILSZ,O,X,O,O,X,X,X,O,O,X,X
JTOILZS,O,X,O,O,X,X,O,O,O,X,X
JTOISLZ,X,X,O,O,X,X,X,O,O,O,X
JTOISZL,X,X,X,X,X,X,X,X,O,O,X
JTOIZLS,X,X,O,O,X,X,O,O,O,X,X
JTOIZSL,X,X,X,X,X,X,O,X,O,O,X
JTOLISZ,O,X,O,O,X,X,X,O,O,X,X
JTOLIZS,O,X,O,O,X,X,O,O,O,X,X
JTOLSIZ,O,X,O,O,X,X,X,O,O,X,X
JTOLSZI,O,X,O,O,X,X,X,O,O,X,X
JTOLZIS,O,X,O,O,X,X,O,O,O,X,X
JTOLZSI,O,X,O,O,X,X,O,O,O,X,X
JTOSILZ,X,X,O,O,X,X,X,O,O,O,X
JTOSIZL,X,X,X,X,X,X,X,X,O,O,X
JTOSLIZ,X,X,O,O,X,X,X,O,O,O,X
JTOSLZI,X,X,O,O,X,X,X,O,O,O,X
JTOSZIL,X,X,X,X,X,X,X,X,O,O,X
JTOSZLI,X,X,X,X,X,X,X,X,O,O,X
JTOZILS,X,X,O,O,X,X,O,O,O,X,X
JTOZISL,X,X,X,X,X,X,O,X,O,O,X
JTOZLIS,X,X,O,O,X,X,O,O,O,X,X
JTOZLSI,X,X,O,O,X,X,O,O,O,X,X
JTOZSIL,X,X,X,X,X,X,O,X,O,O,X
JTOZSLI,X,X,X,X,X,X,O,X,O,O,X
JITLSZO,O,O,X,X,X,X,X,O,O,X,X
JITLSOZ,O,O,O,O,X,X,X,O,O,X,X
JITLZSO,O,X,X,X,X,O,O,O,X,X,X
JITLZOS,O,X,O,O,X,X,O,O,O,X,X
JITLOSZ,O,O,O,O,X,X,X,O,O,X,X
JITLOZS,O,X,O,O,X,X,O,O,O,X,X
JITSLZO,O,O,X,X,X,X,X,O,O,X,X
JITSLOZ,O,O,O,O,X,X,X,O,O,X,X
JITSZLO,X,O,X,X,X,X,X,X,O,X,X
JITSZOL,X,X,X,X,X,X,X,X,O,X,X
JITSOLZ,X,O,O,O,X,X,X,O,O,X,X
JITSOZL,X,X,X,X,X,X,X,X,O,X,X
JITZLSO,O,X,X,X,X,O,O,O,X,X,X
JITZLOS,O,X,O,O,X,X,O,O,O,X,X
JITZSLO,O,X,X,X,X,O,O,X,O,X,X
JITZSOL,O,X,X,X,X,X,O,X,O,X,X
JITZOLS,O,X,O,O,X,X,O,O,O,X,X
JITZOSL,O,X,X,X,X,X,O,X,O,O,X
JITOLSZ,O,X,O,O,X,X,X,O,O,X,X
JITOLZS,O,X,O,O,X,X,O,O,O,X,X
JITOSLZ,X,X,O,O,X,X,X,O,O,O,X
JITOSZL,X,X,X,X,X,X,X,X,O,O,X
JITOZLS,X,X,O,O,X,X,O,O,O,X,X
JITOZSL,X,X,X,X,X,X,O,X,O,O,X
JILTSZO,O,O,X,X,X,X,X,O,O,X,X
JILTSOZ,O,O,O,O,X,X,X,O,O,X,X
JILTZSO,O,X,X,X,X,O,O,O,X,X,X
JILTZOS,O,X,O,O,X,X,O,O,O,X,X
JILTOSZ,O,O,O,O,X,X,X,O,O,X,X
JILTOZS,O,X,O,O,X,X,O,O,O,X,X
JILSTZO,O,X,X,X,X,X,X,O,X,X,X
JILSTOZ,O,X,O,O,X,X,X,O,O,X,X
JILSZTO,O,X,X,X,X,O,O,O,X,X,X
JILSZOT,O,X,X,X,X,O,O,X,X,X,X
JILSOTZ,O,X,O,O,X,X,X,O,X,X,X
JILSOZT,O,X,O,O,X,O,O,X,X,X,X
JILZTSO,O,O,X,X,X,O,O,O,X,X,X
JILZTOS,O,O,O,O,X,X,O,O,O,X,X
JILZSTO,O,O,X,X,X,O,O,O,X,X,X
JILZSOT,O,O,X,X,X,O,O,X,X,X,X
JILZOTS,O,O,O,O,X,X,O,X,X,X,X
JILZOST,O,O,O,O,X,O,O,X,X,X,X
JILOTSZ,O,O,O,O,X,X,X,O,O,X,X
JILOTZS,O,X,O,O,X,X,O,O,O,X,X
JILOSTZ,O,X,O,O,X,X,X,O,X,X,X
JILOSZT,O,X,O,O,X,X,O,X,X,X,X
JILOZTS,O,O,O,O,X,X,O,X,X,X,X
JILOZST,O,O,O,O,X,O,O,X,X,X,X
JISTLZO,O,X,X,X,X,X,X,O,O,X,O
JISTLOZ,O,X,O,O,X,X,X,O,O,X,O
JISTZLO,X,X,X,X,X,X,X,X,O,X,O
JISTZOL,X,X,X,X,X,X,X,X,O,X,X
JISTOLZ,X,X,O,O,X,X,X,O,O,X,O
JISTOZL,X,X,X,X,X,X,X,X,O,X,O
JISLTZO,O,X,X,X,X,X,X,O,X,X,O
JISLTOZ,O,X,O,O,X,X,X,O,O,X,O
JISLZTO,O,X,X,X,X,O,O,O,X,X,X
JISLZOT,O,X,X,X,X,O,O,X,X,X,X
JISLOTZ,O,X,O,O,X,X,X,O,X,O,X
JISLOZT,O,X,O,O,X,O,O,X,X,X,X
JISZTLO,O,X,X,X,X,O,O,X,X,X,O
JISZTOL,O,X,X,X,X,X,O,X,X,X,X
JISZLTO,O,X,X,X,X,O,O,X,X,X,X
JISZLOT,O,X,X,X,X,O,O,X,X,X,X
JISZOTL,O,X,X,X,X,X,O,X,X,X,X
JISZOLT,O,X,X,X,X,O,O,X,X,X,X
JISOTLZ,X,X,O,O,X,X,X,X,X,O,O
JISOTZL,X,X,X,X,X,X,X,X,X,O,O
JISOLTZ,X,X,O,O,X,X,X,X,X,O,O
JISOLZT,X,X,O,O,X,X,O,X,X,X,X
JISOZTL,X,X,X,X,X,X,O,X,X,X,O
JISOZLT,X,X,X,X,X,X,O,X,X,X,X
JIZTLSO,O,O,X,X,X,O,O,O,X,X,X
JIZTLOS,O,O,O,O,O,X,O,O,O,X,X
JIZTSLO,O,O,X,X,X,O,O,X,O,X,X
JIZTSOL,O,O,X,X,X,X,O,X,O,X,X
JIZTOLS,O,O,O,O,O,X,O,O,O,X,X
JIZTOSL,O,O,X,X,O,X,O,X,O,X,X
JIZLTSO,O,O,X,X,X,O,O,O,X,X,X
JIZLTOS,O,O,O,O,X,X,O,O,O,X,X
JIZLSTO,O,O,X,X,X,O,O,O,X,X,X
JIZLSOT,O,O,X,X,X,O,O,X,X,X,X
JIZLOTS,O,O,O,O,O,X,O,X,X,X,X
JIZLOST,O,O,O,O,O,O,O,X,X,X,X
JIZSTLO,O,O,X,X,X,O,O,X,X,X,X
JIZSTOL,O,O,X,X,X,X,O,X,X,X,X
JIZSLTO,O,O,X,X,X,O,O,X,X,X,X
JIZSLOT,O,O,X,X,X,O,O,X,X,X,X
JIZSOTL,O,X,X,X,X,X,O,X,X,X,X
JIZSOLT,O,O,X,X,X,O,O,X,X,X,X
JIZOTLS,O,O,O,O,O,X,O,X,X,X,X
JIZOTSL,O,O,X,X,O,X,O,X,X,X,X
JIZOLTS,O,O,O,O,O,X,O,X,X,X,X
JIZOLST,O,O,O,O,O,O,O,X,X,X,X
JIZOSTL,O,X,X,X,X,X,O,X,X,X,X
JIZOSLT,O,O,X,X,O,O,O,X,X,X,X
JIOTLSZ,O,X,O,O,X,X,X,O,O,X,X
JIOTLZS,O,X,O,O,X,X,O,O,O,X,X
JIOTSLZ,X,X,O,O,X,X,X,O,O,O,O
JIOTSZL,X,X,X,X,X,X,X,X,O,O,O
JIOTZLS,X,X,O,O,O,X,O,O,O,X,X
JIOTZSL,X,X,X,X,X,X,O,X,O,O,X
JIOLTSZ,O,X,O,O,X,X,X,O,O,X,X
JIOLTZS,O,X,O,O,X,X,O,O,O,X,X
JIOLSTZ,O,X,O,O,X,X,X,O,X,X,O
JIOLSZT,O,X,O,O,X,X,O,X,X,X,X
JIOLZTS,O,X,O,O,O,X,O,X,X,X,X
JIOLZST,O,X,O,O,O,O,O,X,X,X,X
JIOSTLZ,X,X,O,O,X,X,X,X,X,O,O
JIOSTZL,X,X,X,X,X,X,X,X,X,O,O
JIOSLTZ,X,X,O,O,X,X,X,X,X,O,O
JIOSLZT,X,X,O,O,X,X,O,X,X,X,X
JIOSZTL,X,X,X,X,X,X,O,X,X,X,O
JIOSZLT,X,X,X,X,O,X,O,X,X,X,X
JIOZTLS,O,X,O,O,O,X,O,X,X,X,X
JIOZTSL,O,X,X,X,O,X,O,X,X,X,X
JIOZLTS,O,X,O,O,O,X,O,X,X,X,X
JIOZLST,O,X,O,O,O,O,O,X,X,X,X
JIOZSTL,O,X,X,X,X,X,O,X,X,X,O
JIOZSLT,O,X,X,X,O,O,O,X,X,X,X
JLTISZO,O,O,X,X,X,X,X,O,O,X,X
JLTISOZ,O,O,O,O,X,X,X,O,O,X,X
JLTIZSO,O,X,X,X,X,O,O,O,X,X,X
JLTIZOS,O,X,O,O,X,X,O,O,O,X,X
JLTIOSZ,O,O,O,O,X,X,X,O,O,X,X
JLTIOZS,O,X,O,O,X,X,O,O,O,X,X
JLTSIZO,O,O,X,X,X,X,X,O,O,X,X
JLTSIOZ,O,O,O,O,X,X,X,O,O,X,X
JLTSZIO,O,O,X,X,X,X,X,O,O,X,X
JLTSZOI,O,O,X,X,X,X,X,O,O,X,X
JLTSOIZ,O,O,O,O,X,X,X,O,O,X,X
JLTSOZI,O,O,O,O,X,X,X,O,O,X,X
JLTZISO,O,X,X,X,X,O,O,O,X,X,X
JLTZIOS,O,X,O,O,X,X,O,O,O,X,X
JLTZSIO,O,X,X,X,X,O,O,O,X,X,X
JLTZSOI,O,X,X,X,X,O,O,O,X,X,X
JLTZOIS,O,X,O,O,X,X,O,O,O,X,X
JLTZOSI,O,X,O,O,X,X,O,O,O,X,X
JLTOISZ,O,O,O,O,X,X,X,O,O,X,X
JLTOIZS,O,X,O,O,X,X,O,O,O,X,X
JLTOSIZ,O,O,O,O,X,X,X,O,O,X,X
JLTOSZI,O,O,O,O,X,X,X,O,O,X,X
JLTOZIS,O,X,O,O,X,X,O,O,O,X,X
JLTOZSI,O,X,O,O,X,X,O,O,O,X,X
JLITSZO,O,O,X,X,X,X,X,O,O,X,X
JLITSOZ,O,O,O,O,X,X,X,O,O,X,X
JLITZSO,O,X,X,X,X,O,O,O,X,X,X
JLITZOS,O,X,O,O,X,X,O,O,O,X,X
JLITOSZ,O,O,O,O,X,X,X,O,O,X,X
JLITOZS,O,X,O,O,X,X,O,O,O,X,X
JLISTZO,O,X,X,X,X,X,X,O,X,X,X
JLISTOZ,O,X,O,O,X,X,X,O,O,X,X
JLISZTO,O,X,X,X,X,O,O,O,X,X,X
JLISZOT,O,X,X,X,X,O,O,X,X,X,X
JLISOTZ,O,X,O,O,X,X,X,O,X,X,X
JLISOZT,O,X,O,O,X,O,O,X,X,X,X
JLIZTSO,O,O,X,X,X,O,O,O,X,X,X
JLIZTOS,O,O,O,O,X,X,O,O,O,X,X
JLIZSTO,O,O,X,X,X,O,O,O,X,X,X
JLIZSOT,O,O,X,X,X,O,O,X,X,X,X
JLIZOTS,O,O,O,O,X,X,O,X,X,X,X
JLIZOST,O,O,O,O,X,O,O,X,X,X,X
JLIOTSZ,O,O,O,O,X,X,X,O,O,X,X
JLIOTZS,O,X,O,O,X,X,O,O,O,X,X
JLIOSTZ,O,X,O,O,X,X,X,O,X,X,X
JLIOSZT,O,X,O,O,X,X,O,X,X,X,X
JLIOZTS,O,O,O,O,X,X,O,X,X,X,X
JLIOZST,O,O,O,O,X,O,O,X,X,X,X
JLSTIZO,O,X,X,X,X,X,X,O,X,X,X
JLSTIOZ,O,X,O,O,X,X,X,O,O,X,X
JLSTZIO,O,X,X,X,X,X,X,O,X,X,X
JLSTZOI,O,X,X,X,X,X,X,O,X,X,X
JLSTOIZ,O,X,O,O,X,X,X,O,O,X,X
JLSTOZI,O,X,O,O,X,X,X,O,O,X,X
JLSITZO,O,X,X,X,X,X,X,O,X,X,X
JLSITOZ,O,X,O,O,X,X,X,O,O,X,X
JLSIZTO,O,X,X,X,X,O,O,O,X,X,X
JLSIZOT,O,X,X,X,X,O,O,X,X,X,X
JLSIOTZ,O,X,O,O,X,X,X,O,X,X,X
JLSIOZT,O,X,O,O,X,O,O,X,X,X,X
JLSZTIO,O,X,X,X,X,O,O,O,X,X,X
JLSZTOI,O,X,X,X,X,O,O,O,X,X,X
JLSZITO,O,X,X,X,X,O,O,O,X,X,X
JLSZIOT,O,X,X,X,X,O,O,X,X,X,X
JLSZOTI,O,X,X,X,X,O,O,X,X,X,X
JLSZOIT,O,X,X,X,X,O,O,X,X,X,X
JLSOTIZ,O,X,O,O,X,X,X,O,X,X,X
JLSOTZI,O,X,O,O,X,X,X,O,X,X,X
JLSOITZ,O,X,O,O,X,X,X,O,X,X,X
JLSOIZT,O,X,O,O,X,O,O,X,X,X,X
JLSOZTI,O,X,O,O,X,O,O,X,X,X,X
JLSOZIT,O,X,O,O,X,O,O,X,X,X,X
JLZTISO,O,O,X,X,X,O,O,O,X,X,X
JLZTIOS,O,O,O,O,X,X,O,O,O,X,X
JLZTSIO,O,O,X,X,X,O,O,O,X,X,X
JLZTSOI,O,O,X,X,X,O,O,O,X,X,X
JLZTOIS,O,O,O,O,X,X,O,O,O,X,X
JLZTOSI,O,O,O,O,X,X,O,O,O,X,X
JLZITSO,O,O,X,X,X,O,O,O,X,X,X
JLZITOS,O,O,O,O,X,X,O,O,O,X,X
JLZISTO,O,O,X,X,X,O,O,O,X,X,X
JLZISOT,O,O,X,X,X,O,O,X,X,X,X
JLZIOTS,O,O,O,O,X,X,O,X,X,X,X
JLZIOST,O,O,O,O,X,O,O,X,X,X,X
JLZSTIO,O,O,X,X,X,O,O,O,X,X,X
JLZSTOI,O,O,X,X,X,O,O,O,X,X,X
JLZSITO,O,O,X,X,X,O,O,O,X,X,X
JLZSIOT,O,O,X,X,X,O,O,X,X,X,X
JLZSOTI,O,O,X,X,X,O,O,X,X,X,X
JLZSOIT,O,O,X,X,X,O,O,X,X,X,X
JLZOTIS,O,O,O,O,X,X,O,X,X,X,X
JLZOTSI,O,O,O,O,X,X,O,X,X,X,X
JLZOITS,O,O,O,O,X,X,O,X,X,X,X
JLZOIST,O,O,O,O,X,O,O,X,X,X,X
JLZOSTI,O,O,O,O,X,O,O,X,X,X,X
JLZOSIT,O,O,O,O,X,O,O,X,X,X,X
JLOTISZ,O,O,O,O,X,X,X,O,O,X,X
JLOTIZS,O,X,O,O,X,X,O,O,O,X,X
JLOTSIZ,O,O,O,O,X,X,X,O,O,X,X
JLOTSZI,O,O,O,O,X,X,X,O,O,X,X
JLOTZIS,O,X,O,O,X,X,O,O,O,X,X
JLOTZSI,O,X,O,O,X,X,O,O,O,X,X
JLOITSZ,O,O,O,O,X,X,X,O,O,X,X
JLOITZS,O,X,O,O,X,X,O,O,O,X,X
JLOISTZ,O,X,O,O,X,X,X,O,X,X,X
JLOISZT,O,X,O,O,X,X,O,X,X,X,X
JLOIZTS,O,O,O,O,X,X,O,X,X,X,X
JLOIZST,O,O,O,O,X,O,O,X,X,X,X
JLOSTIZ,O,X,O,O,X,X,X,O,X,X,X
JLOSTZI,O,X,O,O,X,X,X,O,X,X,X
JLOSITZ,O,X,O,O,X,X,X,O,X,X,X
JLOSIZT,O,X,O,O,X,X,O,X,X,X,X
JLOSZTI,O,X,O,O,X,X,O,X,X,X,X
JLOSZIT,O,X,O,O,X,X,O,X,X,X,X
JLOZTIS,O,O,O,O,X,X,O,X,X,X,X
JLOZTSI,O,X,O,O,X,X,O,X,X,X,X
JLOZITS,O,O,O,O,X,X,O,X,X,X,X
JLOZIST,O,O,O,O,X,O,O,X,X,X,X
JLOZSTI,O,X,O,O,X,O,O,X,X,X,X
JLOZSIT,O,O,O,O,X,O,O,X,X,X,X
JSTILZO,O,X,X,X,X,X,X,O,O,X,O
JSTILOZ,O,X,O,O,X,X,X,O,O,X,O
JSTIZLO,X,X,X,X,X,X,X,X,O,X,O
JSTIZOL,X,X,X,X,X,X,X,X,O,X,X
JSTIOLZ,X,X,O,O,X,X,X,O,O,X,O
JSTIOZL,X,X,X,X,X,X,X,X,O,X,O
JSTLIZO,O,X,X,X,X,X,X,O,O,X,O
JSTLIOZ,O,X,O,O,X,X,X,O,O,X,O
JSTLZIO,O,X,X,X,X,X,X,O,O,X,O
JSTLZOI,O,X,X,X,X,X,X,O,O,X,X
JSTLOIZ,O,X,O,O,X,X,X,O,O,X,O
JSTLOZI,O,X,O,O,X,X,X,O,O,X,O
JSTZILO,X,X,X,X,X,X,X,X,O,X,O
JSTZIOL,X,X,X,X,X,X,X,X,O,X,X
JSTZLIO,X,X,X,X,X,X,X,X,O,X,O
JSTZLOI,X,X,X,X,X,X,X,X,O,X,X
JSTZOIL,X,X,X,X,X,X,X,X,O,X,X
JSTZOLI,X,X,X,X,X,X,X,X,O,X,X
JSTOILZ,X,X,O,O,X,X,X,O,O,X,O
JSTOIZL,X,X,X,X,X,X,X,X,O,X,O
JSTOLIZ,X,X,O,O,X,X,X,O,O,X,O
JSTOLZI,X,X,O,O,X,X,X,O,O,X,O
JSTOZIL,X,X,X,X,X,X,X,X,O,X,O
JSTOZLI,X,X,X,X,X,X,X,X,O,X,O
JSITLZO,O,X,X,X,X,X,X,O,O,X,O
JSITLOZ,O,X,O,O,X,X,X,O,O,X,O
JSITZLO,X,X,X,X,X,X,X,X,O,X,O
JSITZOL,X,X,X,X,X,X,X,X,O,X,X
JSITOLZ,X,X,O,O,X,X,X,O,O,X,O
JSITOZL,X,X,X,X,X,X,X,X,O,X,O
JSILTZO,O,X,X,X,X,X,X,O,X,X,O
JSILTOZ,O,X,O,O,X,X,X,O,O,X,O
JSILZTO,O,X,X,X,X,O,O,O,X,X,X
JSILZOT,O,X,X,X,X,O,O,X,X,X,X
JSILOTZ,O,X,O,O,X,X,X,O,X,O,X
JSILOZT,O,X,O,O,X,O,O,X,X,X,X
JSIZTLO,O,X,X,X,X,O,O,X,X,X,O
JSIZTOL,O,X,X,X,X,X,O,X,X,X,X
JSIZLTO,O,X,X,X,X,O,O,X,X,X,X
JSIZLOT,O,X,X,X,X,O,O,X,X,X,X
JSIZOTL,O,X,X,X,X,X,O,X,X,X,X
JSIZOLT,O,X,X,X,X,O,O,X,X,X,X
JSIOTLZ,X,X,O,O,X,X,X,X,X,O,O
JSIOTZL,X,X,X,X,X,X,X,X,X,O,O
JSIOLTZ,X,X,O,O,X,X,X,X,X,O,O
JSIOLZT,X,X,O,O,X,X,O,X,X,X,X
JSIOZTL,X,X,X,X,X,X,O,X,X,X,O
JSIOZLT,X,X,X,X,X,X,O,X,X,X,X
JSLTIZO,O,X,X,X,X,X,X,O,X,X,O
JSLTIOZ,O,X,O,O,X,X,X,O,O,X,O
JSLTZIO,O,X,X,X,X,X,X,O,X,X,O
JSLTZOI,O,X,X,X,X,X,X,O,X,X,X
JSLTOIZ,O,X,O,O,X,X,X,O,O,X,O
JSLTOZI,O,X,O,O,X,X,X,O,O,X,X
JSLITZO,O,X,X,X,X,X,X,O,X,X,O
JSLITOZ,O,X,O,O,X,X,X,O,O,X,O
JSLIZTO,O,X,X,X,X,O,O,O,X,X,X
JSLIZOT,O,X,X,X,X,O,O,X,X,X,X
JSLIOTZ,O,X,O,O,X,X,X,O,X,O,X
JSLIOZT,O,X,O,O,X,O,O,X,X,X,X
JSLZTIO,O,X,X,X,X,O,O,O,X,X,X
JSLZTOI,O,X,X,X,X,O,O,O,X,X,X
JSLZITO,O,X,X,X,X,O,O,O,X,X,X
JSLZIOT,O,X,X,X,X,O,O,X,X,X,X
JSLZOTI,O,X,X,X,X,O,O,X,X,X,X
JSLZOIT,O,X,X,X,X,O,O,X,X,X,X
JSLOTIZ,O,X,O,O,X,X,X,O,X,O,X
JSLOTZI,O,X,O,O,X,X,X,O,X,O,X
JSLOITZ,O,X,O,O,X,X,X,O,X,O,X
JSLOIZT,O,X,O,O,X,O,O,X,X,X,X
JSLOZTI,O,X,O,O,X,O,O,X,X,X,X
JSLOZIT,O,X,O,O,X,O,O,X,X,X,X
JSZTILO,O,X,X,X,X,O,O,X,X,X,O
JSZTIOL,O,X,X,X,X,X,O,X,X,X,X
JSZTLIO,O,X,X,X,X,O,O,X,X,X,O
JSZTLOI,O,X,X,X,X,O,O,X,X,X,X
JSZTOIL,O,X,X,X,X,X,O,X,X,X,X
JSZTOLI,O,X,X,X,X,X,O,X,X,X,X
JSZITLO,O,X,X,X,X,O,O,X,X,X,O
JSZITOL,O,X,X,X,X,X,O,X,X,X,X
JSZILTO,O,X,X,X,X,O,O,X,X,X,X
JSZILOT,O,X,X,X,X,O,O,X,X,X,X
JSZIOTL,O,X,X,X,X,X,O,X,X,X,X
JSZIOLT,O,X,X,X,X,O,O,X,X,X,X
JSZLTIO,O,X,X,X,X,O,O,X,X,X,X
JSZLTOI,O,X,X,X,X,O,O,X,X,X,X
JSZLITO,O,X,X,X,X,O,O,X,X,X,X
JSZLIOT,O,X,X,X,X,O,O,X,X,X,X
JSZLOTI,O,X,X,X,X,O,O,X,X,X,X
JSZLOIT,O,X,X,X,X,O,O,X,X,X,X
JSZOTIL,O,X,X,X,X,X,O,X,X,X,X
JSZOTLI,O,X,X,X,X,X,O,X,X,X,X
JSZOITL,O,X,X,X,X,X,O,X,X,X,X
JSZOILT,O,X,X,X,X,O,O,X,X,X,X
JSZOLTI,O,X,X,X,X,O,O,X,X,X,X
JSZOLIT,O,X,X,X,X,O,O,X,X,X,X
JSOTILZ,X,X,O,O,X,X,X,X,X,O,O
JSOTIZL,X,X,X,X,X,X,X,X,X,O,O
JSOTLIZ,X,X,O,O,X,X,X,X,X,O,O
JSOTLZI,X,X,O,O,X,X,X,X,X,O,O
JSOTZIL,X,X,X,X,X,X,X,X,X,O,O
JSOTZLI,X,X,X,X,X,X,X,X,X,O,O
JSOITLZ,X,X,O,O,X,X,X,X,X,O,O
JSOITZL,X,X,X,X,X,X,X,X,X,O,O
JSOILTZ,X,X,O,O,X,X,X,X,X,O,O
JSOILZT,X,X,O,O,X,X,O,X,X,X,X
JSOIZTL,X,X,X,X,X,X,O,X,X,X,O
JSOIZLT,X,X,X,X,X,X,O,X,X,X,X
JSOLTIZ,X,X,O,O,X,X,X,X,X,O,O
JSOLTZI,X,X,O,O,X,X,X,X,X,O,O
JSOLITZ,X,X,O,O,X,X,X,X,X,O,O
JSOLIZT,X,X,O,O,X,X,O,X,X,X,X
JSOLZTI,X,X,O,O,X,X,O,X,X,X,X
JSOLZIT,X,X,O,O,X,X,O,X,X,X,X
JSOZTIL,X,X,X,X,X,X,O,X,X,X,O
JSOZTLI,X,X,X,X,X,X,O,X,X,X,O
JSOZITL,X,X,X,X,X,X,O,X,X,X,O
JSOZILT,X,X,X,X,X,X,O,X,X,X,X
JSOZLTI,X,X,X,X,X,X,O,X,X,X,X
JSOZLIT,X,X,X,X,X,X,O,X,X,X,X
JZTILSO,O,O,X,X,X,O,O,O,X,X,X
JZTILOS,O,O,O,O,O,X,O,O,O,X,X
JZTISLO,O,O,X,X,X,O,O,X,O,X,X
JZTISOL,O,O,X,X,X,X,O,X,O,X,X
JZTIOLS,O,O,O,O,O,X,O,O,O,X,X
JZTIOSL,O,O,X,X,O,X,O,X,O,X,X
JZTLISO,O,O,X,X,X,O,O,O,X,X,X
JZTLIOS,O,O,O,O,O,X,O,O,O,X,X
JZTLSIO,O,O,X,X,X,O,O,O,X,X,X
JZTLSOI,O,O,X,X,X,O,O,O,X,X,X
JZTLOIS,O,O,O,O,O,X,O,O,O,X,X
JZTLOSI,O,O,O,O,O,X,O,O,O,X,X
JZTSILO,O,O,X,X,X,O,O,X,O,X,X
JZTSIOL,O,O,X,X,X,X,O,X,O,X,X
JZTSLIO,O,O,X,X,X,O,O,X,O,X,X
JZTSLOI,O,O,X,X,X,O,O,X,O,X,X
JZTSOIL,O,O,X,X,X,X,O,X,O,X,X
JZTSOLI,O,O,X,X,X,X,O,X,O,X,X
JZTOILS,O,O,O,O,O,X,O,O,O,X,X
JZTOISL,O,O,X,X,O,X,O,X,O,X,X
JZTOLIS,O,O,O,O,O,X,O,O,O,X,X
JZTOLSI,O,O,O,O,O,X,O,O,O,X,X
JZTOSIL,O,O,X,X,O,X,O,X,O,X,X
JZTOSLI,O,O,X,X,O,X,O,X,O,X,X
JZITLSO,O,O,X,X,X,O,O,O,X,X,X
JZITLOS,O,O,O,O,O,X,O,O,O,X,X
JZITSLO,O,O,X,X,X,O,O,X,O,X,X
JZITSOL,O,O,X,X,X,X,O,X,O,X,X
JZITOLS,O,O,O,O,O,X,O,O,O,X,X
JZITOSL,O,O,X,X,O,X,O,X,O,X,X
JZILTSO,O,O,X,X,X,O,O,O,X,X,X
JZILTOS,O,O,O,O,X,X,O,O,O,X,X
JZILSTO,O,O,X,X,X,O,O,O,X,X,X
JZILSOT,O,O,X,X,X,O,O,X,X,X,X
