sequence,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFicB9iBfnB5oB8s?BOtB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBcjBOnBqs?B9tB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBSjBNnB8s?B+tB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBOnBtsB6t?BctB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF2hBXeBxsB9tBCn?B0sB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFxcB6jB0hB9sB/t?BmsB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFmcBtiB0hB5oBys?BXtB
SIZLOTJ,O,X,X,X,X,O,O
SIZLOJT,O,X,X,X,X,X,O
SIZJTLO,O,X,X,X,O,O,X
SIZJTOL,O,X,X,X,O,O,X
SIZJLTO,O,X,X,X,X,X,O
SIZJLOT,O,X,X,X,X,X,O
SIZJOTL,O,X,X,X,O,O,X
SIZJOLT,O,X,X,X,X,X,O
SIZOTLJ,O,X,X,X,O,O,X
SIZOTJL,O,X,X,X,O,O,X
SIZOLTJ,O,X,X,X,X,O,O
SIZOLJT,O,X,X,X,X,X,O
SIZOJTL,O,X,X,X,O,O,X
SIZOJLT,O,X,X,X,X,X,O
SIOTLJZ,X,O,X,O,O,X,X
SIOTLZJ,O,O,X,X,X,O,X
SIOTJLZ,X,X,X,O,O,X,X
SIOTJZL,X,X,O,X,O,X,X
SIOTZLJ,O,O,X,X,O,O,X
SIOTZJL,O,O,X,X,O,O,X
SIOLTJZ,X,O,X,O,X,X,X
SIOLTZJ,O,O,X,X,X,O,O
SIOLJTZ,X,O,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,O
SIOLZJT,O,X,X,X,X,X,O
SIOJTLZ,X,X,X,O,O,X,X
SIOJTZL,X,X,O,X,O,X,X
SIOJLTZ,X,O,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X
SIOJZTL,O,X,O,X,O,X,X
SIOJZLT,O,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,O,O,X
SIOZTJL,O,X,X,X,O,O,X
SIOZLTJ,O,X,X,X,X,O,O
SIOZLJT,O,X,X,X,X,X,O
SIOZJTL,O,X,X,X,O,O,X
SIOZJLT,O,X,X,X,X,X,O
SLTIJZO,X,O,X,O,X,X,X
SLTIJOZ,X,O,X,O,X,X,X
SLTIZJO,O,O,X,X,X,O,O
SLTIZOJ,O,O,X,X,X,O,O
SLTIOJZ,X,O,X,O,X,X,X
SLTIOZJ,O,O,X,X,X,O,O
SLTJIZO,X,O,X,O,X,X,X
SLTJIOZ,X,O,X,O,X,X,X
SLTJZIO,O,O,O,O,X,O,X
SLTJZOI,O,O,O,O,X,O,X
SLTJOIZ,X,O,X,O,X,X,X
SLTJOZI,O,O,O,O,X,O,X
SLTZIJO,O,O,X,X,X,O,O
SLTZIOJ,O,O,X,X,X,O,O
SLTZJIO,O,O,X,O,X,O,O
SLTZJOI,O,O,X,O,X,O,O
SLTZOIJ,O,O,X,X,X,O,O
SLTZOJI,O,O,X,O,X,O,O
SLTOIJZ,X,O,X,O,X,X,X
SLTOIZJ,O,O,X,X,X,O,O
SLTOJIZ,X,O,X,O,X,X,X
SLTOJZI,O,O,O,O,X,O,X
SLTOZIJ,O,O,X,X,X,O,O
SLTOZJI,O,O,X,O,X,O,O
SLITJZO,X,O,X,O,X,X,X
SLITJOZ,X,O,X,O,X,X,X
SLITZJO,O,O,X,X,X,O,O
SLITZOJ,O,O,X,X,X,O,O
SLITOJZ,X,O,X,O,X,X,X
SLITOZJ,O,O,X,X,X,O,O
SLIJTZO,X,O,X,X,X,X,X
SLIJTOZ,X,O,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,O
SLIZTOJ,O,X,X,X,X,X,O
SLIZJTO,O,X,X,X,X,X,O
SLIZJOT,O,X,X,X,X,X,O
SLIZOTJ,O,X,X,X,X,X,O
SLIZOJT,O,X,X,X,X,X,O
SLIOTJZ,X,O,X,O,X,X,X
SLIOTZJ,O,O,X,X,X,O,O
SLIOJTZ,X,O,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,O
SLIOZJT,O,X,X,X,X,X,O
SLJTIZO,X,O,X,O,X,X,X
SLJTIOZ,X,O,X,O,X,X,X
SLJTZIO,O,O,O,O,X,O,X
SLJTZOI,O,O,O,O,X,O,X
SLJTOIZ,X,O,X,O,X,X,X
SLJTOZI,O,O,O,O,X,O,X
SLJITZO,X,O,X,X,X,X,X
SLJITOZ,X,O,X,X,X,X,X
SLJIZTO,O,X,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X
SLJZITO,O,X,X,X,X,X,X
SLJZIOT,O,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X
SLJZOIT,O,X,X,X,X,X,X
SLJOTIZ,X,O,X,O,X,X,X
SLJOTZI,O,O,O,O,X,O,X
SLJOITZ,X,O,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X
SLJOZTI,O,O,O,X,X,X,X
SLJOZIT,O,X,X,X,X,X,X
SLZTIJO,O,O,X,X,X,O,O
SLZTIOJ,O,O,X,X,X,O,O
SLZTJIO,O,O,X,O,X,O,O
SLZTJOI,O,O,X,O,X,O,O
SLZTOIJ,O,O,X,X,X,O,O
SLZTOJI,O,O,X,O,X,O,O
SLZITJO,O,X,X,X,X,O,O
SLZITOJ,O,X,X,X,X,O,O
SLZIJTO,O,X,X,X,X,X,O
SLZIJOT,O,X,X,X,X,X,O
SLZIOTJ,O,X,X,X,X,O,O
SLZIOJT,O,X,X,X,X,X,O
SLZJTIO,O,O,X,X,X,X,O
SLZJTOI,O,O,X,X,X,X,O
SLZJITO,O,X,X,X,X,X,O
SLZJIOT,O,X,X,X,X,X,O
SLZJOTI,O,O,X,X,X,X,O
SLZJOIT,O,X,X,X,X,X,O
SLZOTIJ,O,O,X,X,X,O,O
SLZOTJI,O,O,X,O,X,O,O
SLZOITJ,O,X,X,X,X,O,O
SLZOIJT,O,X,X,X,X,X,O
SLZOJTI,O,O,X,X,X,X,O
SLZOJIT,O,X,X,X,X,X,O
SLOTIJZ,X,O,X,O,X,X,X
SLOTIZJ,O,O,X,X,X,O,O
SLOTJIZ,X,O,X,O,X,X,X
SLOTJZI,O,O,O,O,X,O,X
SLOTZIJ,O,O,X,X,X,O,O
SLOTZJI,O,O,X,O,X,O,O
SLOITJZ,X,O,X,O,X,X,X
SLOITZJ,O,O,X,X,X,O,O
SLOIJTZ,X,O,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X,O
SLOIZJT,O,X,X,X,X,X,O
SLOJTIZ,X,O,X,O,X,X,X
SLOJTZI,O,O,O,O,X,O,X
SLOJITZ,X,O,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X
SLOJZIT,O,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,O,O
SLOZTJI,O,O,X,O,X,O,O
SLOZITJ,O,X,X,X,X,O,O
SLOZIJT,O,X,X,X,X,X,O
SLOZJTI,O,O,X,X,X,X,O
SLOZJIT,O,X,X,X,X,X,O
SJTILZO,X,X,X,O,X,X,X
SJTILOZ,X,X,X,O,X,X,X
SJTIZLO,X,X,O,X,X,X,X
SJTIZOL,X,X,O,X,X,X,X
SJTIOLZ,X,X,X,O,X,X,X
SJTIOZL,X,X,O,X,X,X,X
SJTLIZO,X,O,X,O,X,X,X
SJTLIOZ,X,O,X,O,X,X,X
SJTLZIO,O,O,O,O,X,O,X
SJTLZOI,O,O,O,O,X,O,X
SJTLOIZ,X,O,X,O,X,X,X
SJTLOZI,O,O,O,O,X,O,X
SJTZILO,O,X,O,X,X,O,X
SJTZIOL,O,O,O,X,X,O,X
SJTZLIO,O,O,O,O,X,O,X
SJTZLOI,O,O,O,O,X,O,X
SJTZOIL,O,O,O,X,X,O,X
SJTZOLI,O,O,O,O,X,O,X
SJTOILZ,X,X,X,O,X,X,X
SJTOIZL,X,X,O,X,X,X,X
SJTOLIZ,X,O,X,O,X,X,X
SJTOLZI,O,O,O,O,X,O,X
SJTOZIL,O,O,O,X,X,O,X
SJTOZLI,O,O,O,O,X,O,X
SJITLZO,X,X,X,O,X,X,X
SJITLOZ,X,X,X,O,O,X,X
SJITZLO,X,X,O,X,O,X,X
SJITZOL,X,X,O,X,O,X,X
SJITOLZ,X,X,X,O,O,X,X
SJITOZL,X,X,O,X,O,X,X
SJILTZO,X,O,X,X,X,X,X
SJILTOZ,X,O,X,X,X,X,X
SJILZTO,O,X,X,X,X,X,X
SJILZOT,O,X,X,X,X,X,X
SJILOTZ,X,O,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,X
SJIZTLO,O,X,O,X,O,X,X
SJIZTOL,O,X,O,X,O,X,X
SJIZLTO,O,X,X,X,X,X,X
SJIZLOT,O,X,X,X,X,X,X
SJIZOTL,O,X,O,X,O,X,X
SJIZOLT,O,X,X,X,X,X,X
SJIOTLZ,X,X,X,O,O,X,X
SJIOTZL,X,X,O,X,O,X,X
SJIOLTZ,X,O,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X
SJIOZTL,O,X,O,X,O,X,X
SJIOZLT,O,X,X,X,X,X,X
SJLTIZO,X,O,X,O,X,X,X
SJLTIOZ,X,O,X,O,X,X,X
SJLTZIO,O,O,O,O,X,O,X
SJLTZOI,O,O,O,O,X,O,X
SJLTOIZ,X,O,X,O,X,X,X
SJLTOZI,O,O,O,O,X,O,X
SJLITZO,X,O,X,X,X,X,X
SJLITOZ,X,O,X,X,X,X,X
SJLIZTO,O,X,X,X,X,X,X
SJLIZOT,O,X,X,X,X,X,X
SJLIOTZ,X,O,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,X
SJLZTIO,O,O,O,X,X,X,X
SJLZTOI,O,O,O,X,X,X,X
SJLZITO,O,X,X,X,X,X,X
SJLZIOT,O,X,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,X
SJLZOIT,O,X,X,X,X,X,X
SJLOTIZ,X,O,X,O,X,X,X
SJLOTZI,O,O,O,O,X,O,X
SJLOITZ,X,O,X,X,X,X,X
SJLOIZT,O,X,X,X,X,X,X
SJLOZTI,O,O,O,X,X,X,X
SJLOZIT,O,X,X,X,X,X,X
SJZTILO,O,X,O,X,X,X,X
SJZTIOL,O,X,O,X,X,X,X
SJZTLIO,O,X,O,O,X,X,X
SJZTLOI,O,X,O,O,X,X,X
SJZTOIL,O,X,O,X,X,X,X
SJZTOLI,O,X,O,O,X,X,X
SJZITLO,O,X,O,X,X,O,X
SJZITOL,O,X,O,X,X,O,X
SJZILTO,O,X,X,X,X,X,X
SJZILOT,O,X,X,X,X,X,X
SJZIOTL,O,X,O,X,X,O,X
SJZIOLT,O,X,X,X,X,X,X
SJZLTIO,O,O,O,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X
SJZLITO,O,X,X,X,X,X,X
SJZLIOT,O,X,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,X
SJZLOIT,O,X,X,X,X,X,X
SJZOTIL,O,X,O,X,X,X,X
SJZOTLI,O,X,O,O,X,X,X
SJZOITL,O,X,O,X,X,O,X
SJZOILT,O,X,X,X,X,X,X
SJZOLTI,O,O,O,X,X,X,X
SJZOLIT,O,X,X,X,X,X,X
SJOTILZ,X,X,X,O,X,X,X
SJOTIZL,X,X,O,X,X,X,X
SJOTLIZ,X,O,X,O,X,X,X
SJOTLZI,O,O,O,O,X,O,X
SJOTZIL,O,O,O,X,X,O,X
SJOTZLI,O,O,O,O,X,O,X
SJOITLZ,X,X,X,O,O,X,X
SJOITZL,X,X,O,X,O,X,X
SJOILTZ,X,O,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,X
SJOIZTL,O,X,O,X,O,X,X
SJOIZLT,O,X,X,X,X,X,X
SJOLTIZ,X,O,X,O,X,X,X
SJOLTZI,O,O,O,O,X,O,X
SJOLITZ,X,O,X,X,X,X,X
SJOLIZT,O,X,X,X,X,X,X
SJOLZTI,O,O,O,X,X,X,X
SJOLZIT,O,X,X,X,X,X,X
SJOZTIL,O,X,O,X,X,X,X
SJOZTLI,O,X,O,O,X,X,X
SJOZITL,O,X,O,X,X,O,X
SJOZILT,O,X,X,X,X,X,X
SJOZLTI,O,O,O,X,X,X,X
SJOZLIT,O,X,X,X,X,X,X
SZTILJO,O,O,X,X,X,O,X
SZTILOJ,O,O,X,X,X,O,X
SZTIJLO,O,X,X,X,X,O,X
SZTIJOL,O,O,X,X,X,O,X
SZTIOLJ,O,O,X,X,X,O,X
SZTIOJL,O,O,X,X,X,O,X
SZTLIJO,O,O,X,X,X,O,X
SZTLIOJ,O,O,X,X,X,O,X
SZTLJIO,O,O,X,O,X,O,X
SZTLJOI,O,O,X,O,X,O,X
SZTLOIJ,O,O,X,X,X,O,X
SZTLOJI,O,O,X,O,X,O,X
SZTJILO,O,X,O,X,X,O,X
SZTJIOL,O,O,O,X,X,O,X
SZTJLIO,O,O,O,O,X,O,X
SZTJLOI,O,O,O,O,X,O,X
SZTJOIL,O,O,O,X,X,O,X
SZTJOLI,O,O,O,O,X,O,X
SZTOILJ,O,O,X,X,X,O,X
SZTOIJL,O,O,X,X,X,O,X
SZTOLIJ,O,O,X,X,X,O,X
SZTOLJI,O,O,X,O,X,O,X
SZTOJIL,O,O,O,X,X,O,X
SZTOJLI,O,O,O,O,X,O,X
SZITLJO,O,X,X,X,X,O,X
SZITLOJ,O,X,X,X,X,O,X
SZITJLO,O,X,X,X,X,O,X
SZITJOL,O,X,X,X,X,O,X
SZITOLJ,O,X,X,X,X,O,X
SZITOJL,O,X,X,X,X,O,X
SZILTJO,O,X,X,X,X,O,O
SZILTOJ,O,X,X,X,X,O,O
SZILJTO,O,X,X,X,X,X,O
SZILJOT,O,X,X,X,X,X,O
SZILOTJ,O,X,X,X,X,O,O
SZILOJT,O,X,X,X,X,X,O
SZIJTLO,O,X,X,X,X,O,X
SZIJTOL,O,X,X,X,X,O,X
SZIJLTO,O,X,X,X,X,X,O
SZIJLOT,O,X,X,X,X,X,O
SZIJOTL,O,X,X,X,X,O,X
SZIJOLT,O,X,X,X,X,X,O
SZIOTLJ,O,X,X,X,X,O,X
SZIOTJL,O,X,X,X,X,O,X
SZIOLTJ,O,X,X,X,X,O,O
SZIOLJT,O,X,X,X,X,X,O
SZIOJTL,O,X,X,X,X,O,X
SZIOJLT,O,X,X,X,X,X,O
SZLTIJO,O,O,X,X,X,O,O
SZLTIOJ,O,O,X,X,X,O,O
SZLTJIO,O,O,X,O,X,O,O
SZLTJOI,O,O,X,O,X,O,O
SZLTOIJ,O,O,X,X,X,O,O
SZLTOJI,O,O,X,O,X,O,O
SZLITJO,O,X,X,X,X,O,O
SZLITOJ,O,X,X,X,X,O,O
SZLIJTO,O,X,X,X,X,X,O
SZLIJOT,O,X,X,X,X,X,O
SZLIOTJ,O,X,X,X,X,O,O
SZLIOJT,O,X,X,X,X,X,O
SZLJTIO,O,O,X,X,X,X,O
SZLJTOI,O,O,X,X,X,X,O
SZLJITO,O,X,X,X,X,X,O
SZLJIOT,O,X,X,X,X,X,O
SZLJOTI,O,O,X,X,X,X,O
SZLJOIT,O,X,X,X,X,X,O
SZLOTIJ,O,O,X,X,X,O,O
SZLOTJI,O,O,X,O,X,O,O
SZLOITJ,O,X,X,X,X,O,O
SZLOIJT,O,X,X,X,X,X,O
SZLOJTI,O,O,X,X,X,X,O
SZLOJIT,O,X,X,X,X,X,O
SZJTILO,O,X,O,X,X,X,X
SZJTIOL,O,X,O,X,X,X,X
SZJTLIO,O,X,O,O,X,X,X
SZJTLOI,O,X,O,O,X,X,X
SZJTOIL,O,X,O,X,X,X,X
SZJTOLI,O,X,O,O,X,X,X
SZJITLO,O,X,O,X,X,O,X
SZJITOL,O,X,O,X,X,O,X
SZJILTO,O,X,X,X,X,X,O
SZJILOT,O,X,X,X,X,X,O
SZJIOTL,O,X,O,X,X,O,X
SZJIOLT,O,X,X,X,X,X,O
SZJLTIO,O,O,O,X,X,X,O
SZJLTOI,O,O,O,X,X,X,O
SZJLITO,O,X,X,X,X,X,O
SZJLIOT,O,X,X,X,X,X,O
SZJLOTI,O,O,O,X,X,X,O
SZJLOIT,O,X,X,X,X,X,O
SZJOTIL,O,X,O,X,X,X,X
SZJOTLI,O,X,O,O,X,X,X
SZJOITL,O,X,O,X,X,O,X
SZJOILT,O,X,X,X,X,X,O
SZJOLTI,O,O,O,X,X,X,O
SZJOLIT,O,X,X,X,X,X,O
SZOTILJ,O,O,X,X,X,O,X
SZOTIJL,O,O,X,X,X,O,X
SZOTLIJ,O,O,X,X,X,O,X
SZOTLJI,O,O,X,O,X,O,X
SZOTJIL,O,O,O,X,X,O,X
SZOTJLI,O,O,O,O,X,O,X
SZOITLJ,O,X,X,X,X,O,X
SZOITJL,O,X,X,X,X,O,X
SZOILTJ,O,X,X,X,X,O,O
SZOILJT,O,X,X,X,X,X,O
SZOIJTL,O,X,X,X,X,O,X
SZOIJLT,O,X,X,X,X,X,O
SZOLTIJ,O,O,X,X,X,O,O
SZOLTJI,O,O,X,O,X,O,O
SZOLITJ,O,X,X,X,X,O,O
SZOLIJT,O,X,X,X,X,X,O
SZOLJTI,O,O,X,X,X,X,O
SZOLJIT,O,X,X,X,X,X,O
SZOJTIL,O,X,O,X,X,X,X
SZOJTLI,O,X,O,O,X,X,X
SZOJITL,O,X,O,X,X,O,X
SZOJILT,O,X,X,X,X,X,O
SZOJLTI,O,O,O,X,X,X,O
SZOJLIT,O,X,X,X,X,X,O
SOTILJZ,X,O,X,O,X,X,X
SOTILZJ,O,O,X,X,X,O,X
SOTIJLZ,X,X,X,O,X,X,X
SOTIJZL,X,X,O,X,X,X,X
SOTIZLJ,O,O,X,X,X,O,X
SOTIZJL,O,O,X,X,X,O,X
SOTLIJZ,X,O,X,O,X,X,X
SOTLIZJ,O,O,X,X,X,O,X
SOTLJIZ,X,O,X,O,X,X,X
SOTLJZI,O,O,O,O,X,O,X
SOTLZIJ,O,O,X,X,X,O,X
SOTLZJI,O,O,X,O,X,O,X
SOTJILZ,X,X,X,O,X,X,X
SOTJIZL,X,X,O,X,X,X,X
SOTJLIZ,X,O,X,O,X,X,X
SOTJLZI,O,O,O,O,X,O,X
SOTJZIL,O,O,O,X,X,O,X
SOTJZLI,O,O,O,O,X,O,X
SOTZILJ,O,O,X,X,X,O,X
SOTZIJL,O,O,X,X,X,O,X
SOTZLIJ,O,O,X,X,X,O,X
SOTZLJI,O,O,X,O,X,O,X
SOTZJIL,O,O,O,X,X,O,X
SOTZJLI,O,O,O,O,X,O,X
SOITLJZ,X,O,X,O,O,X,X
SOITLZJ,O,O,X,X,X,O,X
SOITJLZ,X,X,X,O,O,X,X
SOITJZL,X,X,O,X,O,X,X
SOITZLJ,O,O,X,X,O,O,X
SOITZJL,O,O,X,X,O,O,X
SOILTJZ,X,O,X,O,X,X,X
SOILTZJ,O,O,X,X,X,O,O
SOILJTZ,X,O,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X,O
SOILZJT,O,X,X,X,X,X,O
SOIJTLZ,X,X,X,O,O,X,X
SOIJTZL,X,X,O,X,O,X,X
SOIJLTZ,X,O,X,X,X,X,X
SOIJLZT,O,X,X,X,X,X,X
SOIJZTL,O,X,O,X,O,X,X
SOIJZLT,O,X,X,X,X,X,X
SOIZTLJ,O,X,X,X,O,O,X
SOIZTJL,O,X,X,X,O,O,X
SOIZLTJ,O,X,X,X,X,O,O
SOIZLJT,O,X,X,X,X,X,O
SOIZJTL,O,X,X,X,O,O,X
SOIZJLT,O,X,X,X,X,X,O
SOLTIJZ,X,O,X,O,X,X,X
SOLTIZJ,O,O,X,X,X,O,O
SOLTJIZ,X,O,X,O,X,X,X
SOLTJZI,O,O,O,O,X,O,X
SOLTZIJ,O,O,X,X,X,O,O
SOLTZJI,O,O,X,O,X,O,O
SOLITJZ,X,O,X,O,X,X,X
SOLITZJ,O,O,X,X,X,O,O
SOLIJTZ,X,O,X,X,X,X,X
SOLIJZT,O,X,X,X,X,X,X
SOLIZTJ,O,X,X,X,X,X,O
SOLIZJT,O,X,X,X,X,X,O
SOLJTIZ,X,O,X,O,X,X,X
SOLJTZI,O,O,O,O,X,O,X
SOLJITZ,X,O,X,X,X,X,X
SOLJIZT,O,X,X,X,X,X,X
SOLJZTI,O,O,O,X,X,X,X
SOLJZIT,O,X,X,X,X,X,X
SOLZTIJ,O,O,X,X,X,O,O
SOLZTJI,O,O,X,O,X,O,O
SOLZITJ,O,X,X,X,X,O,O
SOLZIJT,O,X,X,X,X,X,O
SOLZJTI,O,O,X,X,X,X,O
SOLZJIT,O,X,X,X,X,X,O
SOJTILZ,X,X,X,O,X,X,X
SOJTIZL,X,X,O,X,X,X,X
SOJTLIZ,X,O,X,O,X,X,X
SOJTLZI,O,O,O,O,X,O,X
SOJTZIL,O,O,O,X,X,O,X
SOJTZLI,O,O,O,O,X,O,X
SOJITLZ,X,X,X,O,O,X,X
SOJITZL,X,X,O,X,O,X,X
SOJILTZ,X,O,X,X,X,X,X
SOJILZT,O,X,X,X,X,X,X
SOJIZTL,O,X,O,X,O,X,X
SOJIZLT,O,X,X,X,X,X,X
SOJLTIZ,X,O,X,O,X,X,X
SOJLTZI,O,O,O,O,X,O,X
SOJLITZ,X,O,X,X,X,X,X
SOJLIZT,O,X,X,X,X,X,X
SOJLZTI,O,O,O,X,X,X,X
SOJLZIT,O,X,X,X,X,X,X
SOJZTIL,O,X,O,X,X,X,X
SOJZTLI,O,X,O,O,X,X,X
SOJZITL,O,X,O,X,X,O,X
SOJZILT,O,X,X,X,X,X,X
SOJZLTI,O,O,O,X,X,X,X
SOJZLIT,O,X,X,X,X,X,X
SOZTILJ,O,O,X,X,X,O,X
SOZTIJL,O,O,X,X,X,O,X
SOZTLIJ,O,O,X,X,X,O,X
SOZTLJI,O,O,X,O,X,O,X
SOZTJIL,O,O,O,X,X,O,X
SOZTJLI,O,O,O,O,X,O,X
SOZITLJ,O,X,X,X,X,O,X
SOZITJL,O,X,X,X,X,O,X
SOZILTJ,O,X,X,X,X,O,O
SOZILJT,O,X,X,X,X,X,O
SOZIJTL,O,X,X,X,X,O,X
SOZIJLT,O,X,X,X,X,X,O
SOZLTIJ,O,O,X,X,X,O,O
SOZLTJI,O,O,X,O,X,O,O
SOZLITJ,O,X,X,X,X,O,O
SOZLIJT,O,X,X,X,X,X,O
SOZLJTI,O,O,X,X,X,X,O
SOZLJIT,O,X,X,X,X,X,O
SOZJTIL,O,X,O,X,X,X,X
SOZJTLI,O,X,O,O,X,X,X
SOZJITL,O,X,O,X,X,O,X
SOZJILT,O,X,X,X,X,X,O
SOZJLTI,O,O,O,X,X,X,O
SOZJLIT,O,X,X,X,X,X,O
ZTILJSO,X,O,X,X,X,X,O
ZTILJOS,X,O,X,X,X,X,O
ZTILSJO,O,O,X,X,X,O,O
ZTILSOJ,O,O,X,X,X,O,O
ZTILOJS,X,O,X,X,X,X,O
ZTILOSJ,O,O,X,X,X,O,O
ZTIJLSO,X,X,X,X,X,X,O
ZTIJLOS,X,X,X,X,X,X,O
ZTIJSLO,O,X,X,X,X,O,X
ZTIJSOL,O,X,X,X,X,O,X
ZTIJOLS,X,X,X,X,X,X,O
ZTIJOSL,O,X,X,X,X,O,X
ZTISLJO,O,O,X,X,X,O,X
ZTISLOJ,O,O,X,X,X,O,X
ZTISJLO,O,X,X,X,X,O,X
ZTISJOL,O,O,X,X,X,O,X
ZTISOLJ,O,O,X,X,X,O,X
ZTISOJL,O,O,X,X,X,O,X
ZTIOLJS,X,O,X,X,X,X,O
ZTIOLSJ,O,O,X,X,X,O,O
ZTIOJLS,X,X,X,X,X,X,O
ZTIOJSL,O,X,X,X,X,O,X
ZTIOSLJ,O,O,X,X,X,O,X
ZTIOSJL,O,O,X,X,X,O,X
ZTLIJSO,X,O,X,X,X,X,O
ZTLIJOS,X,O,X,X,X,X,O
ZTLISJO,O,O,X,X,X,O,O
ZTLISOJ,O,O,X,X,X,O,O
ZTLIOJS,X,O,X,X,X,X,O
ZTLIOSJ,O,O,X,X,X,O,O
ZTLJISO,X,O,X,X,X,X,O
ZTLJIOS,X,O,X,X,X,X,O
ZTLJSIO,X,O,X,O,X,X,O
ZTLJSOI,X,O,X,O,X,X,O
ZTLJOIS,X,O,X,X,X,X,O
ZTLJOSI,X,O,X,O,X,X,O
ZTLSIJO,O,O,X,X,X,O,O
ZTLSIOJ,O,O,X,X,X,O,O
ZTLSJIO,O,O,X,O,X,O,O
ZTLSJOI,O,O,X,O,X,O,O
ZTLSOIJ,O,O,X,X,X,O,O
ZTLSOJI,O,O,X,O,X,O,O
ZTLOIJS,X,O,X,X,X,X,O
ZTLOISJ,O,O,X,X,X,O,O
ZTLOJIS,X,O,X,X,X,X,O
ZTLOJSI,X,O,X,O,X,X,O
ZTLOSIJ,O,O,X,X,X,O,O
ZTLOSJI,O,O,X,O,X,O,O
ZTJILSO,X,X,O,X,X,X,O
ZTJILOS,X,X,O,X,X,X,O
ZTJISLO,O,X,O,X,X,O,X
ZTJISOL,O,X,O,X,X,O,X
ZTJIOLS,X,X,O,X,X,X,O
ZTJIOSL,O,X,O,X,X,O,X
ZTJLISO,X,O,O,X,X,X,O
ZTJLIOS,X,O,O,X,X,X,O
ZTJLSIO,X,O,O,O,X,X,O
ZTJLSOI,X,O,O,O,X,X,O
ZTJLOIS,X,O,O,X,X,X,O
ZTJLOSI,X,O,O,O,X,X,O
ZTJSILO,O,X,O,X,X,O,X
ZTJSIOL,O,O,O,X,X,O,X
ZTJSLIO,O,O,O,O,X,O,X
ZTJSLOI,O,O,O,O,X,O,X
ZTJSOIL,O,O,O,X,X,O,X
ZTJSOLI,O,O,O,O,X,O,X
ZTJOILS,X,X,O,X,X,X,O
ZTJOISL,O,X,O,X,X,O,X
ZTJOLIS,X,O,O,X,X,X,O
ZTJOLSI,X,O,O,O,X,X,O
ZTJOSIL,O,O,O,X,X,O,X
ZTJOSLI,O,O,O,O,X,O,X
ZTSILJO,O,O,X,X,X,O,X
ZTSILOJ,O,O,X,X,X,O,X
ZTSIJLO,O,X,X,X,X,O,X
ZTSIJOL,O,O,X,X,X,O,X
ZTSIOLJ,O,O,X,X,X,O,X
ZTSIOJL,O,O,X,X,X,O,X
ZTSLIJO,O,O,X,X,X,O,X
ZTSLIOJ,O,O,X,X,X,O,X
ZTSLJIO,O,O,X,O,X,O,X
ZTSLJOI,O,O,X,O,X,O,X
ZTSLOIJ,O,O,X,X,X,O,X
ZTSLOJI,O,O,X,O,X,O,X
ZTSJILO,O,X,O,X,X,O,X
ZTSJIOL,O,O,O,X,X,O,X
ZTSJLIO,O,O,O,O,X,O,X
ZTSJLOI,O,O,O,O,X,O,X
ZTSJOIL,O,O,O,X,X,O,X
ZTSJOLI,O,O,O,O,X,O,X
ZTSOILJ,O,O,X,X,X,O,X
ZTSOIJL,O,O,X,X,X,O,X
ZTSOLIJ,O,O,X,X,X,O,X
ZTSOLJI,O,O,X,O,X,O,X
ZTSOJIL,O,O,O,X,X,O,X
ZTSOJLI,O,O,O,O,X,O,X
