sequence,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB0gBFnBCr?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdBmgBqqBFn?B0rB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibBFdBulBcmBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcBlgB3hBOsB0l?BSwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF0cBlgBxmB6qBXn?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibB5lB/rBFnBcr?BOsB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB0gBlhBXnB6q?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF2gBXdBUmBFnBCm?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB6lB/rBFnBmr?B0qB,v115@7gB8GeF8EeE8DeF8DeC8Jei6IvhFchBGgBVnBzlBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB6lBFnB0r?BerB
JTSIZLO,X,X,O,X,X,O,O,O,X,O,X
JTSIZOL,X,O,O,O,O,O,O,O,X,X,X
JTSIOLZ,O,O,O,O,X,O,O,O,X,X,X
JTSIOZL,O,O,O,O,O,O,O,O,X,X,X
JTSLIZO,X,O,X,O,X,X,X,X,O,O,X
JTSLIOZ,O,O,X,O,X,X,O,X,O,X,X
JTSLZIO,O,O,X,O,X,X,O,X,O,O,X
JTSLZOI,O,O,X,O,X,X,O,X,O,O,X
JTSLOIZ,O,O,O,O,X,X,O,O,O,X,X
JTSLOZI,O,O,O,O,X,X,O,X,O,X,X
JTSZILO,X,X,O,X,X,X,O,X,X,X,X
JTSZIOL,O,O,O,O,X,X,O,X,X,X,X
JTSZLIO,O,X,O,X,X,X,O,X,X,O,X
JTSZLOI,O,X,O,X,X,X,O,X,X,O,X
JTSZOIL,O,O,O,O,O,X,O,O,X,X,X
JTSZOLI,O,O,O,O,X,X,O,X,X,X,X
JTSOILZ,O,O,O,O,X,O,O,O,X,X,X
JTSOIZL,O,O,O,O,O,O,O,O,X,X,X
JTSOLIZ,O,O,O,O,X,X,O,O,O,X,X
JTSOLZI,O,O,O,O,X,X,O,X,O,X,X
JTSOZIL,O,O,O,O,O,X,O,O,X,X,X
JTSOZLI,O,O,O,O,X,X,O,X,X,X,X
JTZILSO,X,X,X,X,X,X,X,X,X,O,X
JTZILOS,X,X,X,X,O,X,X,X,X,O,X
JTZISLO,X,X,X,X,X,X,X,X,X,O,X
JTZISOL,O,O,X,X,O,X,X,X,X,X,X
JTZIOLS,X,X,X,X,O,X,X,X,X,O,X
JTZIOSL,O,O,X,X,O,X,O,X,X,X,X
JTZLISO,O,X,X,X,X,X,X,X,X,O,O
JTZLIOS,O,X,X,X,X,X,X,X,X,O,O
JTZLSIO,O,X,X,X,X,X,X,X,X,O,O
JTZLSOI,O,X,X,X,X,X,X,X,X,O,O
JTZLOIS,O,X,X,X,O,X,X,X,X,O,O
JTZLOSI,O,X,X,X,X,X,O,X,X,O,O
JTZSILO,X,X,X,X,X,X,O,X,X,X,X
JTZSIOL,O,O,X,O,X,X,O,X,X,X,X
JTZSLIO,O,X,X,X,X,X,O,X,X,O,X
JTZSLOI,O,X,X,X,X,X,O,X,X,O,X
JTZSOIL,O,O,X,O,O,X,O,O,X,X,X
JTZSOLI,O,O,X,O,X,X,O,X,X,X,X
JTZOILS,X,X,X,X,O,X,X,X,X,X,X
JTZOISL,O,O,X,X,O,X,O,X,X,X,X
JTZOLIS,O,X,X,X,O,X,X,X,X,O,O
JTZOLSI,O,X,X,X,X,X,O,X,X,O,O
JTZOSIL,O,O,X,O,O,X,O,O,X,X,X
JTZOSLI,O,O,X,O,X,X,O,X,X,X,X
JTOILSZ,X,O,O,O,X,X,X,O,X,X,X
JTOILZS,X,X,O,X,O,X,X,X,X,O,X
JTOISLZ,X,O,O,O,X,X,O,O,X,X,X
JTOISZL,X,O,O,O,O,X,O,O,X,X,X
JTOIZLS,X,X,O,X,O,X,X,O,X,O,X
JTOIZSL,X,O,O,X,O,X,X,O,X,X,X
JTOLISZ,X,O,O,O,X,X,X,X,X,X,X
JTOLIZS,X,O,O,X,O,X,X,X,X,O,X
JTOLSIZ,O,O,O,O,X,X,X,O,X,X,X
JTOLSZI,O,O,O,O,X,X,X,X,X,X,X
JTOLZIS,O,O,X,X,O,X,X,X,X,O,X
JTOLZSI,O,O,X,O,X,X,X,X,X,O,X
JTOSILZ,O,O,O,O,X,O,O,O,X,X,X
JTOSIZL,O,O,O,O,O,O,O,O,X,X,X
JTOSLIZ,O,O,O,O,X,X,O,O,O,X,X
JTOSLZI,O,O,O,O,X,X,O,X,O,X,X
JTOSZIL,O,O,O,O,O,X,O,O,X,X,X
JTOSZLI,O,O,O,O,X,X,O,X,X,X,X
JTOZILS,X,X,X,X,O,X,X,X,X,X,X
JTOZISL,O,O,X,X,O,X,O,X,X,X,X
JTOZLIS,O,X,X,X,O,X,X,X,X,O,O
JTOZLSI,O,X,X,X,X,X,O,X,X,O,O
JTOZSIL,O,O,X,O,O,X,O,O,X,X,X
JTOZSLI,O,O,X,O,X,X,O,X,X,X,X
JITLSZO,X,X,X,O,X,X,X,X,X,O,X
JITLSOZ,X,O,X,O,X,X,X,O,X,X,X
JITLZSO,X,X,O,X,X,X,X,X,X,O,X
JITLZOS,X,X,O,X,O,X,X,X,X,O,X
JITLOSZ,X,O,O,O,X,X,X,O,X,X,X
JITLOZS,X,X,O,X,O,X,X,X,X,O,X
JITSLZO,X,X,X,O,X,X,X,X,X,O,X
JITSLOZ,X,O,O,O,X,X,O,O,X,X,X
JITSZLO,X,X,O,X,X,X,X,O,X,O,X
JITSZOL,X,O,O,O,O,X,O,O,X,X,X
JITSOLZ,X,O,O,O,X,X,O,O,X,X,X
JITSOZL,X,O,O,O,O,X,O,O,X,X,X
JITZLSO,X,X,O,X,X,X,X,O,X,O,X
JITZLOS,X,X,O,X,O,X,X,O,X,O,X
JITZSLO,X,X,O,X,X,X,X,O,X,O,X
JITZSOL,X,O,O,X,O,X,X,O,X,X,X
JITZOLS,X,X,O,X,O,X,X,O,X,O,X
JITZOSL,X,O,O,X,O,X,X,O,X,X,X
JITOLSZ,X,O,O,O,X,X,X,O,X,X,X
JITOLZS,X,X,O,X,O,X,X,X,X,O,X
JITOSLZ,X,O,O,O,X,X,O,O,X,X,X
JITOSZL,X,O,O,O,O,X,O,O,X,X,X
JITOZLS,X,X,O,X,O,X,X,O,X,O,X
JITOZSL,X,O,O,X,O,X,X,O,X,X,X
JILTSZO,X,O,X,O,X,X,X,X,X,O,X
JILTSOZ,X,O,X,O,X,X,X,O,X,X,X
JILTZSO,X,O,O,X,X,X,X,X,X,O,X
JILTZOS,X,O,O,X,O,X,X,X,X,O,X
JILTOSZ,X,O,O,O,X,X,X,O,X,X,X
JILTOZS,X,O,O,X,O,X,X,X,X,O,X
JILSTZO,X,X,X,O,X,X,X,X,X,O,X
JILSTOZ,X,O,O,O,X,X,O,X,X,X,X
JILSZTO,X,O,O,O,X,X,X,X,X,X,X
JILSZOT,X,O,O,O,X,X,X,X,X,X,X
JILSOTZ,X,O,O,O,X,X,O,O,X,X,X
JILSOZT,X,O,O,O,X,X,X,X,X,X,X
JILZTSO,X,O,O,X,X,X,X,O,X,O,X
JILZTOS,X,O,O,X,O,X,X,O,X,O,X
JILZSTO,X,O,O,O,X,X,X,X,X,X,X
JILZSOT,X,O,O,O,X,X,X,X,X,X,X
JILZOTS,X,O,O,X,O,X,X,O,X,X,X
JILZOST,X,O,O,O,X,X,X,X,X,X,X
JILOTSZ,X,O,O,O,X,X,X,O,X,X,X
JILOTZS,X,O,O,X,O,X,X,X,X,O,X
JILOSTZ,X,O,O,O,X,X,O,O,X,X,X
JILOSZT,X,O,O,O,X,X,X,X,X,X,X
JILOZTS,X,O,O,X,O,X,X,O,X,X,X
JILOZST,X,O,O,O,X,X,X,X,X,X,X
JISTLZO,X,X,X,O,X,O,X,X,X,O,X
JISTLOZ,X,X,O,O,X,O,O,O,X,X,X
JISTZLO,X,X,O,X,X,O,O,O,X,O,X
JISTZOL,X,X,O,O,O,O,O,O,X,X,X
JISTOLZ,X,O,O,O,X,O,O,O,X,X,X
JISTOZL,X,O,O,O,O,O,O,O,X,X,X
JISLTZO,X,X,X,O,X,X,X,X,X,O,X
JISLTOZ,X,X,O,O,X,X,O,X,X,X,X
JISLZTO,X,X,O,O,X,X,X,X,X,X,X
JISLZOT,X,X,O,O,X,X,X,X,X,X,X
JISLOTZ,X,O,O,O,X,X,O,O,X,X,X
JISLOZT,X,O,O,O,X,X,X,X,X,X,X
JISZTLO,X,X,O,X,X,X,O,O,X,X,X
JISZTOL,X,X,O,O,O,X,O,O,X,X,X
JISZLTO,X,X,O,O,X,X,X,X,X,X,X
JISZLOT,X,X,O,O,X,X,X,X,X,X,X
JISZOTL,X,O,O,O,O,X,O,O,X,X,X
JISZOLT,X,O,O,O,X,X,X,X,X,X,X
JISOTLZ,X,O,O,O,X,O,O,O,X,X,X
JISOTZL,X,O,O,O,O,O,O,O,X,X,X
JISOLTZ,X,O,O,O,X,X,O,O,X,X,X
JISOLZT,X,O,O,O,X,X,X,X,X,X,X
JISOZTL,X,O,O,O,O,X,O,O,X,X,X
JISOZLT,X,O,O,O,X,X,X,X,X,X,X
JIZTLSO,X,X,O,X,X,X,X,O,X,O,X
JIZTLOS,X,X,O,X,O,X,X,O,X,O,X
JIZTSLO,X,X,O,X,X,X,X,O,X,O,X
JIZTSOL,X,X,O,X,O,X,X,O,X,X,X
JIZTOLS,X,X,O,X,O,X,X,O,X,O,X
JIZTOSL,X,X,O,X,O,X,O,O,X,X,X
JIZLTSO,X,X,O,X,X,X,X,O,X,O,X
JIZLTOS,X,X,O,X,O,X,X,O,X,O,X
JIZLSTO,X,X,O,O,X,X,X,X,X,X,X
JIZLSOT,X,X,O,O,X,X,X,X,X,X,X
JIZLOTS,X,X,O,X,O,X,X,O,X,X,X
JIZLOST,X,X,O,O,X,X,X,X,X,X,X
JIZSTLO,X,X,O,X,X,X,O,O,X,X,X
JIZSTOL,X,X,O,O,O,X,O,O,X,X,X
JIZSLTO,X,X,O,O,X,X,X,X,X,X,X
JIZSLOT,X,X,O,O,X,X,X,X,X,X,X
JIZSOTL,X,O,O,O,O,X,O,O,X,X,X
JIZSOLT,X,O,O,O,X,X,X,X,X,X,X
JIZOTLS,X,X,O,X,O,X,X,O,X,X,X
JIZOTSL,X,X,O,X,O,X,O,O,X,X,X
JIZOLTS,X,X,O,X,O,X,X,O,X,X,X
JIZOLST,X,X,O,O,X,X,X,X,X,X,X
JIZOSTL,X,O,O,O,O,X,O,O,X,X,X
JIZOSLT,X,O,O,O,X,X,X,X,X,X,X
JIOTLSZ,X,O,O,O,X,X,X,O,X,X,X
JIOTLZS,X,X,O,X,O,X,X,X,X,O,X
JIOTSLZ,X,O,O,O,X,X,O,O,X,X,X
JIOTSZL,X,O,O,O,O,X,O,O,X,X,X
JIOTZLS,X,X,O,X,O,X,X,O,X,O,X
JIOTZSL,X,O,O,X,O,X,X,O,X,X,X
JIOLTSZ,X,O,O,O,X,X,X,O,X,X,X
JIOLTZS,X,O,O,X,O,X,X,X,X,O,X
JIOLSTZ,X,O,O,O,X,X,O,O,X,X,X
JIOLSZT,X,O,O,O,X,X,X,X,X,X,X
JIOLZTS,X,O,O,X,O,X,X,O,X,X,X
JIOLZST,X,O,O,O,X,X,X,X,X,X,X
JIOSTLZ,X,O,O,O,X,O,O,O,X,X,X
JIOSTZL,X,O,O,O,O,O,O,O,X,X,X
JIOSLTZ,X,O,O,O,X,X,O,O,X,X,X
JIOSLZT,X,O,O,O,X,X,X,X,X,X,X
JIOSZTL,X,O,O,O,O,X,O,O,X,X,X
JIOSZLT,X,O,O,O,X,X,X,X,X,X,X
JIOZTLS,X,X,O,X,O,X,X,O,X,X,X
JIOZTSL,X,X,O,X,O,X,O,O,X,X,X
JIOZLTS,X,X,O,X,O,X,X,O,X,X,X
JIOZLST,X,X,O,O,X,X,X,X,X,X,X
JIOZSTL,X,O,O,O,O,X,O,O,X,X,X
JIOZSLT,X,O,O,O,X,X,X,X,X,X,X
JLTISZO,X,O,X,O,X,X,X,X,X,O,X
JLTISOZ,X,O,X,O,X,X,X,X,X,X,X
JLTIZSO,X,O,X,X,X,X,X,X,X,O,X
JLTIZOS,X,O,X,X,O,X,X,X,X,O,X
JLTIOSZ,X,O,X,O,X,X,X,X,X,X,X
JLTIOZS,X,O,X,X,O,X,X,X,X,O,X
JLTSIZO,X,O,X,O,X,X,X,X,X,O,X
JLTSIOZ,O,O,X,O,X,X,X,X,X,X,X
JLTSZIO,O,O,X,O,X,X,X,X,X,O,X
JLTSZOI,O,O,X,O,X,X,X,X,X,O,X
JLTSOIZ,O,O,X,O,X,X,X,O,X,X,X
JLTSOZI,O,O,X,O,X,X,X,X,X,X,X
JLTZISO,O,O,X,X,X,X,X,X,X,O,X
JLTZIOS,O,O,X,X,X,X,X,X,X,O,X
JLTZSIO,O,O,X,O,X,X,X,X,X,O,X
JLTZSOI,O,O,X,O,X,X,X,X,X,O,X
JLTZOIS,O,O,X,X,O,X,X,X,X,O,X
JLTZOSI,O,O,X,O,X,X,X,X,X,O,X
JLTOISZ,X,O,O,O,X,X,X,X,X,X,X
JLTOIZS,X,O,O,X,O,X,X,X,X,O,X
JLTOSIZ,O,O,O,O,X,X,X,O,X,X,X
JLTOSZI,O,O,O,O,X,X,X,X,X,X,X
JLTOZIS,O,O,X,X,O,X,X,X,X,O,X
JLTOZSI,O,O,X,O,X,X,X,X,X,O,X
JLITSZO,X,O,X,O,X,X,X,X,X,O,X
JLITSOZ,X,O,X,O,X,X,X,O,X,X,X
JLITZSO,X,O,O,X,X,X,X,X,X,O,X
JLITZOS,X,O,O,X,O,X,X,X,X,O,X
JLITOSZ,X,O,O,O,X,X,X,O,X,X,X
JLITOZS,X,O,O,X,O,X,X,X,X,O,X
JLISTZO,X,X,X,O,X,X,X,X,X,O,X
JLISTOZ,X,O,O,O,X,X,O,X,X,X,X
JLISZTO,X,O,O,O,X,X,X,X,X,X,X
JLISZOT,X,O,O,O,X,X,X,X,X,X,X
JLISOTZ,X,O,O,O,X,X,O,O,X,X,X
JLISOZT,X,O,O,O,X,X,X,X,X,X,X
JLIZTSO,X,O,O,X,X,X,X,O,X,O,X
JLIZTOS,X,O,O,X,O,X,X,O,X,O,X
JLIZSTO,X,O,O,O,X,X,X,X,X,X,X
JLIZSOT,X,O,O,O,X,X,X,X,X,X,X
JLIZOTS,X,O,O,X,O,X,X,O,X,X,X
JLIZOST,X,O,O,O,X,X,X,X,X,X,X
JLIOTSZ,X,O,O,O,X,X,X,O,X,X,X
JLIOTZS,X,O,O,X,O,X,X,X,X,O,X
JLIOSTZ,X,O,O,O,X,X,O,O,X,X,X
JLIOSZT,X,O,O,O,X,X,X,X,X,X,X
JLIOZTS,X,O,O,X,O,X,X,O,X,X,X
JLIOZST,X,O,O,O,X,X,X,X,X,X,X
JLSTIZO,X,O,X,O,X,X,X,X,O,O,X
JLSTIOZ,X,O,X,O,X,X,O,X,O,X,X
JLSTZIO,X,O,X,O,X,X,O,X,O,O,X
JLSTZOI,X,O,X,O,X,X,O,X,O,O,X
JLSTOIZ,X,O,O,O,X,X,O,X,O,X,X
JLSTOZI,X,O,O,O,X,X,O,X,O,X,X
JLSITZO,X,X,X,O,X,X,X,X,X,O,X
JLSITOZ,X,O,O,O,X,X,O,X,X,X,X
JLSIZTO,X,O,O,O,X,X,X,X,X,X,X
JLSIZOT,X,O,O,O,X,X,X,X,X,X,X
JLSIOTZ,X,O,O,O,X,X,O,X,X,X,X
JLSIOZT,X,O,O,O,X,X,X,X,X,X,X
JLSZTIO,X,O,X,O,X,X,O,X,X,X,X
JLSZTOI,X,O,O,O,X,X,O,X,X,X,X
JLSZITO,X,O,X,O,X,X,X,X,X,X,X
JLSZIOT,X,O,X,O,X,X,X,X,X,X,X
JLSZOTI,X,O,O,O,X,X,O,X,X,X,X
JLSZOIT,X,O,X,O,X,X,X,X,X,X,X
JLSOTIZ,X,O,O,O,X,X,O,O,O,X,X
JLSOTZI,X,O,O,O,X,X,O,X,O,X,X
JLSOITZ,X,O,O,O,X,X,O,O,X,X,X
JLSOIZT,X,O,O,O,X,X,X,X,X,X,X
JLSOZTI,X,O,O,O,X,X,O,X,X,X,X
JLSOZIT,X,O,X,O,X,X,X,X,X,X,X
JLZTISO,O,O,X,X,X,X,X,X,X,O,O
JLZTIOS,O,O,X,X,X,X,X,X,X,O,O
JLZTSIO,O,O,X,O,X,X,X,X,X,O,O
JLZTSOI,O,O,X,O,X,X,X,X,X,O,O
JLZTOIS,O,O,X,X,X,X,X,X,X,O,O
JLZTOSI,O,O,X,O,X,X,O,X,X,O,O
JLZITSO,X,O,X,X,X,X,X,X,X,O,X
JLZITOS,X,O,X,X,X,X,X,X,X,O,X
JLZISTO,X,O,X,O,X,X,X,X,X,X,X
JLZISOT,X,O,X,O,X,X,X,X,X,X,X
JLZIOTS,X,O,X,X,X,X,X,X,X,X,X
JLZIOST,X,O,X,O,X,X,X,X,X,X,X
JLZSTIO,X,O,X,O,X,X,O,X,X,X,X
JLZSTOI,X,O,X,O,X,X,O,X,X,X,X
JLZSITO,X,O,X,O,X,X,X,X,X,X,X
JLZSIOT,X,O,X,O,X,X,X,X,X,X,X
JLZSOTI,X,O,X,O,X,X,O,X,X,X,X
JLZSOIT,X,O,X,O,X,X,X,X,X,X,X
JLZOTIS,O,O,X,X,X,X,X,X,X,X,O
JLZOTSI,O,O,X,O,X,X,O,X,X,X,O
JLZOITS,X,O,X,X,X,X,X,X,X,X,X
JLZOIST,X,O,X,O,X,X,X,X,X,X,X
JLZOSTI,X,O,X,O,X,X,O,X,X,X,X
JLZOSIT,X,O,X,O,X,X,X,X,X,X,X
JLOTISZ,X,O,O,O,X,X,X,X,X,X,X
JLOTIZS,X,O,O,X,O,X,X,X,X,O,X
JLOTSIZ,O,O,O,O,X,X,X,O,X,X,X
JLOTSZI,O,O,O,O,X,X,X,X,X,X,X
JLOTZIS,O,O,X,X,O,X,X,X,X,O,X
JLOTZSI,O,O,X,O,X,X,X,X,X,O,X
JLOITSZ,X,O,O,O,X,X,X,O,X,X,X
JLOITZS,X,O,O,X,O,X,X,X,X,O,X
JLOISTZ,X,O,O,O,X,X,O,O,X,X,X
JLOISZT,X,O,O,O,X,X,X,X,X,X,X
JLOIZTS,X,O,O,X,O,X,X,O,X,X,X
JLOIZST,X,O,O,O,X,X,X,X,X,X,X
JLOSTIZ,X,O,O,O,X,X,O,O,O,X,X
JLOSTZI,X,O,O,O,X,X,O,X,O,X,X
JLOSITZ,X,O,O,O,X,X,O,O,X,X,X
JLOSIZT,X,O,O,O,X,X,X,X,X,X,X
JLOSZTI,X,O,O,O,X,X,O,X,X,X,X
JLOSZIT,X,O,X,O,X,X,X,X,X,X,X
JLOZTIS,O,O,X,X,X,X,X,X,X,X,O
JLOZTSI,O,O,X,O,X,X,O,X,X,X,O
JLOZITS,X,O,X,X,X,X,X,X,X,X,X
JLOZIST,X,O,X,O,X,X,X,X,X,X,X
JLOZSTI,X,O,X,O,X,X,O,X,X,X,X
JLOZSIT,X,O,X,O,X,X,X,X,X,X,X
JSTILZO,X,X,X,O,X,O,X,X,X,O,X
JSTILOZ,X,O,O,O,X,O,O,O,X,X,X
JSTIZLO,X,X,O,X,X,O,O,O,X,O,X
JSTIZOL,X,O,O,O,O,O,O,O,X,X,X
JSTIOLZ,O,O,O,O,X,O,O,O,X,X,X
JSTIOZL,O,O,O,O,O,O,O,O,X,X,X
JSTLIZO,X,O,X,O,X,X,X,X,O,O,X
JSTLIOZ,O,O,X,O,X,X,O,X,O,X,X
JSTLZIO,O,O,X,O,X,X,O,X,O,O,X
JSTLZOI,O,O,X,O,X,X,O,X,O,O,X
JSTLOIZ,O,O,O,O,X,X,O,O,O,X,X
JSTLOZI,O,O,O,O,X,X,O,X,O,X,X
JSTZILO,X,X,O,X,X,X,O,X,X,X,X
JSTZIOL,O,O,O,O,X,X,O,X,X,X,X
JSTZLIO,O,X,O,X,X,X,O,X,X,O,X
JSTZLOI,O,X,O,X,X,X,O,X,X,O,X
JSTZOIL,O,O,O,O,O,X,O,O,X,X,X
JSTZOLI,O,O,O,O,X,X,O,X,X,X,X
JSTOILZ,O,O,O,O,X,O,O,O,X,X,X
JSTOIZL,O,O,O,O,O,O,O,O,X,X,X
JSTOLIZ,O,O,O,O,X,X,O,O,O,X,X
JSTOLZI,O,O,O,O,X,X,O,X,O,X,X
JSTOZIL,O,O,O,O,O,X,O,O,X,X,X
JSTOZLI,O,O,O,O,X,X,O,X,X,X,X
JSITLZO,X,X,X,O,X,O,X,X,X,O,X
JSITLOZ,X,X,O,O,X,O,O,O,X,X,X
JSITZLO,X,X,O,X,X,O,O,O,X,O,X
JSITZOL,X,X,O,O,O,O,O,O,X,X,X
JSITOLZ,X,O,O,O,X,O,O,O,X,X,X
JSITOZL,X,O,O,O,O,O,O,O,X,X,X
JSILTZO,X,X,X,O,X,X,X,X,X,O,X
JSILTOZ,X,X,O,O,X,X,O,X,X,X,X
JSILZTO,X,X,O,O,X,X,X,X,X,X,X
JSILZOT,X,X,O,O,X,X,X,X,X,X,X
JSILOTZ,X,O,O,O,X,X,O,O,X,X,X
JSILOZT,X,O,O,O,X,X,X,X,X,X,X
JSIZTLO,X,X,O,X,X,X,O,O,X,X,X
JSIZTOL,X,X,O,O,O,X,O,O,X,X,X
JSIZLTO,X,X,O,O,X,X,X,X,X,X,X
JSIZLOT,X,X,O,O,X,X,X,X,X,X,X
JSIZOTL,X,O,O,O,O,X,O,O,X,X,X
JSIZOLT,X,O,O,O,X,X,X,X,X,X,X
JSIOTLZ,O,O,O,O,X,O,O,O,X,X,X
JSIOTZL,O,O,O,O,O,O,O,O,X,X,X
JSIOLTZ,X,O,O,O,X,X,O,O,X,X,X
JSIOLZT,X,O,O,O,X,X,X,X,X,X,X
JSIOZTL,X,O,O,O,O,X,O,O,X,X,X
JSIOZLT,X,O,O,O,X,X,X,X,X,X,X
JSLTIZO,X,O,X,O,X,X,X,X,O,O,X
JSLTIOZ,X,O,X,O,X,X,O,X,O,X,X
JSLTZIO,X,O,X,O,X,X,O,X,O,O,X
JSLTZOI,X,O,X,O,X,X,O,X,O,O,X
JSLTOIZ,X,O,O,O,X,X,O,X,O,X,X
JSLTOZI,X,O,O,O,X,X,O,X,O,X,X
JSLITZO,X,X,X,O,X,X,X,X,X,O,X
JSLITOZ,X,O,O,O,X,X,O,X,X,X,X
JSLIZTO,X,O,O,O,X,X,X,X,X,X,X
JSLIZOT,X,O,O,O,X,X,X,X,X,X,X
JSLIOTZ,X,O,O,O,X,X,O,X,X,X,X
JSLIOZT,X,O,O,O,X,X,X,X,X,X,X
JSLZTIO,X,O,X,O,X,X,O,X,X,X,X
JSLZTOI,X,O,O,O,X,X,O,X,X,X,X
JSLZITO,X,O,X,O,X,X,X,X,X,X,X
JSLZIOT,X,O,X,O,X,X,X,X,X,X,X
JSLZOTI,X,O,O,O,X,X,O,X,X,X,X
JSLZOIT,X,O,X,O,X,X,X,X,X,X,X
JSLOTIZ,X,O,O,O,X,X,O,O,O,X,X
JSLOTZI,X,O,O,O,X,X,O,X,O,X,X
JSLOITZ,X,O,O,O,X,X,O,O,X,X,X
JSLOIZT,X,O,O,O,X,X,X,X,X,X,X
JSLOZTI,X,O,O,O,X,X,O,X,X,X,X
JSLOZIT,X,O,X,O,X,X,X,X,X,X,X
JSZTILO,X,X,O,X,X,X,O,X,X,X,X
JSZTIOL,X,X,O,O,X,X,O,X,X,X,X
JSZTLIO,X,X,O,X,X,X,O,X,X,X,X
JSZTLOI,X,X,O,X,X,X,O,X,X,X,X
JSZTOIL,X,X,O,O,X,X,O,X,X,X,X
JSZTOLI,X,X,O,O,X,X,O,X,X,X,X
JSZITLO,X,X,O,X,X,X,O,X,X,X,X
JSZITOL,X,X,O,O,X,X,O,X,X,X,X
JSZILTO,X,X,O,O,X,X,X,X,X,X,X
JSZILOT,X,X,O,O,X,X,X,X,X,X,X
JSZIOTL,X,O,O,O,X,X,O,X,X,X,X
JSZIOLT,X,O,O,O,X,X,X,X,X,X,X
JSZLTIO,X,X,O,O,X,X,O,X,X,X,X
JSZLTOI,X,X,O,O,X,X,O,X,X,X,X
JSZLITO,X,X,O,O,X,X,X,X,X,X,X
JSZLIOT,X,X,O,O,X,X,X,X,X,X,X
JSZLOTI,X,X,O,O,X,X,O,X,X,X,X
JSZLOIT,X,X,O,O,X,X,X,X,X,X,X
JSZOTIL,X,X,O,O,X,X,O,O,X,X,X
JSZOTLI,X,X,O,O,X,X,O,X,X,X,X
JSZOITL,X,O,O,O,X,X,O,O,X,X,X
JSZOILT,X,O,O,O,X,X,X,X,X,X,X
JSZOLTI,X,X,O,O,X,X,O,X,X,X,X
JSZOLIT,X,O,O,O,X,X,X,X,X,X,X
JSOTILZ,O,O,O,O,X,O,O,O,X,X,X
JSOTIZL,O,O,O,O,O,O,O,O,X,X,X
JSOTLIZ,O,O,O,O,X,X,O,O,O,X,X
JSOTLZI,O,O,O,O,X,X,O,X,O,X,X
JSOTZIL,O,O,O,O,O,X,O,O,X,X,X
JSOTZLI,O,O,O,O,X,X,O,X,X,X,X
JSOITLZ,O,O,O,O,X,O,O,O,X,X,X
JSOITZL,O,O,O,O,O,O,O,O,X,X,X
JSOILTZ,X,O,O,O,X,X,O,O,X,X,X
JSOILZT,X,O,O,O,X,X,X,X,X,X,X
JSOIZTL,X,O,O,O,O,X,O,O,X,X,X
JSOIZLT,X,O,O,O,X,X,X,X,X,X,X
JSOLTIZ,X,O,O,O,X,X,O,O,O,X,X
JSOLTZI,X,O,O,O,X,X,O,X,O,X,X
JSOLITZ,X,O,O,O,X,X,O,O,X,X,X
JSOLIZT,X,O,O,O,X,X,X,X,X,X,X
JSOLZTI,X,O,O,O,X,X,O,X,X,X,X
JSOLZIT,X,O,X,O,X,X,X,X,X,X,X
JSOZTIL,X,X,O,O,X,X,O,O,X,X,X
JSOZTLI,X,X,O,O,X,X,O,X,X,X,X
JSOZITL,X,O,O,O,X,X,O,O,X,X,X
JSOZILT,X,O,O,O,X,X,X,X,X,X,X
JSOZLTI,X,X,O,O,X,X,O,X,X,X,X
JSOZLIT,X,O,O,O,X,X,X,X,X,X,X
JZTILSO,X,X,X,X,X,X,X,X,X,O,X
JZTILOS,X,X,X,X,O,X,X,X,X,O,X
JZTISLO,X,X,X,X,X,X,X,X,X,O,X
JZTISOL,O,O,X,X,O,X,X,X,X,X,X
JZTIOLS,X,X,X,X,O,X,X,X,X,O,X
JZTIOSL,O,O,X,X,O,X,O,X,X,X,X
JZTLISO,O,X,X,X,X,X,X,X,X,O,O
JZTLIOS,O,X,X,X,X,X,X,X,X,O,O
JZTLSIO,O,X,X,X,X,X,X,X,X,O,O
JZTLSOI,O,X,X,X,X,X,X,X,X,O,O
JZTLOIS,O,X,X,X,O,X,X,X,X,O,O
JZTLOSI,O,X,X,X,X,X,O,X,X,O,O
JZTSILO,X,X,X,X,X,X,O,X,X,X,X
JZTSIOL,O,O,X,O,X,X,O,X,X,X,X
JZTSLIO,O,X,X,X,X,X,O,X,X,O,X
JZTSLOI,O,X,X,X,X,X,O,X,X,O,X
JZTSOIL,O,O,X,O,O,X,O,O,X,X,X
JZTSOLI,O,O,X,O,X,X,O,X,X,X,X
JZTOILS,X,X,X,X,O,X,X,X,X,X,X
JZTOISL,O,O,X,X,O,X,O,X,X,X,X
JZTOLIS,O,X,X,X,O,X,X,X,X,O,O
