sequence,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jem7IvhFCdBZjBclBT?iBXmBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex7IvhFyhBzdBclBX?mBmnBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jel7IvhFRdBXhB8mBz?iB2qBisB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jel7IvhFchBZjB6nBX?iBTlBmrB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex7IvhFamBFiB8nBT?lBfsBmsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jem9IvhFRhBfoBTgB0?hByqBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex8IvhFyiB3gBcmBm?nBTlBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8JefCJvhF6iBZjBUhBT?lBmlBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8JeR9IvhFFhBTiBeoB0?lBfsBiqB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Je8CJvhF3gBzhBmgBy?sBxqBFsB
JOZTILS,O,O,O,O,X,X,X,X,X,X
JOZTISL,O,O,O,O,X,X,X,O,X,X
JOZTLIS,O,O,O,O,X,X,X,X,X,X
JOZTLSI,O,O,O,O,X,X,X,X,X,X
JOZTSIL,O,O,X,O,X,X,X,O,O,X
JOZTSLI,O,O,X,O,X,X,X,O,O,X
JOZITLS,O,O,O,O,X,X,X,X,X,X
JOZITSL,O,O,O,O,X,X,X,O,X,X
JOZILTS,X,O,X,O,X,X,X,X,X,X
JOZILST,X,O,X,O,O,X,O,X,X,X
JOZISTL,O,O,O,O,X,X,X,X,X,X
JOZISLT,O,O,X,O,X,X,O,O,X,X
JOZLTIS,X,O,O,O,X,X,X,X,X,X
JOZLTSI,X,O,O,O,X,X,X,X,X,X
JOZLITS,X,O,O,O,X,X,X,X,X,X
JOZLIST,X,O,O,O,O,X,O,X,X,X
JOZLSTI,X,O,O,O,O,X,O,X,X,X
JOZLSIT,X,O,O,O,O,X,O,X,X,X
JOZSTIL,O,O,O,O,X,X,O,O,O,X
JOZSTLI,O,O,O,O,O,X,O,O,O,X
JOZSITL,O,O,O,O,X,X,X,X,O,X
JOZSILT,O,O,X,O,X,X,O,O,O,X
JOZSLTI,X,O,O,O,O,X,O,X,O,X
JOZSLIT,O,O,O,O,O,X,O,O,O,X
STILJZO,O,O,X,O,X,O,X,O,X,X
STILJOZ,X,O,X,X,X,O,X,X,X,X
STILZJO,O,O,X,X,X,O,X,O,X,X
STILZOJ,O,O,X,X,X,X,X,O,X,X
STILOJZ,O,X,X,X,X,O,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,O,X,X
STIJLZO,O,O,X,O,X,O,X,O,X,X
STIJLOZ,X,O,X,X,X,O,X,X,X,X
STIJZLO,O,O,X,O,X,X,X,O,X,X
STIJZOL,O,O,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,O,X
STIJOZL,O,O,X,X,X,X,X,X,O,X
STIZLJO,O,O,X,X,X,X,X,O,X,X
STIZLOJ,O,O,X,X,X,X,X,O,X,X
STIZJLO,O,O,X,X,X,X,X,O,X,X
STIZJOL,O,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,O,X,X
STIZOJL,O,O,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,X,X,X,X
STIOLZJ,O,X,X,X,X,X,X,O,X,X
STIOJLZ,O,X,X,O,X,X,X,X,X,X
STIOJZL,O,X,X,O,X,X,X,X,X,X
STIOZLJ,O,X,X,X,X,X,X,O,X,X
STIOZJL,O,X,X,X,X,X,X,O,X,X
STLIJZO,O,O,X,O,X,O,X,O,X,X
STLIJOZ,X,O,X,X,X,O,X,X,X,X
STLIZJO,O,O,X,X,X,O,X,O,X,X
STLIZOJ,O,O,X,X,X,X,X,O,X,X
STLIOJZ,O,X,X,X,X,O,X,X,X,X
STLIOZJ,O,X,X,X,X,X,X,O,X,X
STLJIZO,O,O,O,O,X,O,X,O,X,X
STLJIOZ,X,O,O,X,X,O,X,X,X,X
STLJZIO,O,O,O,O,X,O,X,O,X,X
STLJZOI,O,O,O,X,X,X,X,X,X,X
STLJOIZ,X,O,O,X,X,O,X,X,O,X
STLJOZI,X,O,O,X,X,X,X,X,O,X
STLZIJO,O,O,O,X,X,O,X,O,X,X
STLZIOJ,O,O,O,X,O,X,X,O,X,X
STLZJIO,O,O,X,X,X,O,X,O,X,X
STLZJOI,O,O,X,X,O,X,X,X,X,X
STLZOIJ,O,O,O,X,O,X,X,O,X,X
STLZOJI,O,O,X,X,O,X,X,X,X,X
STLOIJZ,O,X,O,X,X,O,X,X,X,X
STLOIZJ,O,X,O,X,X,X,X,O,X,X
STLOJIZ,O,O,O,X,X,O,X,X,X,X
STLOJZI,O,O,O,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,X,X,X,O,X,X
STLOZJI,O,O,X,X,X,X,X,X,X,X
STJILZO,O,O,O,O,X,O,X,O,X,X
STJILOZ,X,O,O,X,X,O,X,X,X,X
STJIZLO,O,O,O,O,X,X,X,O,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,O,X
STJIOZL,O,O,O,X,X,X,X,X,O,X
STJLIZO,O,O,O,O,X,O,O,O,X,X
STJLIOZ,X,O,O,X,X,O,X,X,X,X
STJLZIO,O,O,O,O,X,O,O,O,X,X
STJLZOI,O,O,O,X,X,X,O,X,X,X
STJLOIZ,X,O,O,X,X,O,X,X,O,X
STJLOZI,X,O,O,X,X,X,X,X,O,X
STJZILO,O,O,O,O,X,X,O,O,X,X
STJZIOL,O,O,O,X,X,X,O,X,O,X
STJZLIO,O,O,O,O,X,O,O,O,X,X
STJZLOI,O,O,O,X,X,X,O,X,O,X
STJZOIL,O,O,O,X,X,X,O,X,O,X
STJZOLI,O,O,O,X,X,X,O,X,O,X
STJOILZ,O,O,X,X,X,X,X,X,O,X
STJOIZL,O,O,O,X,X,X,X,X,O,X
STJOLIZ,O,O,O,X,X,O,X,X,O,X
STJOLZI,O,O,O,X,X,X,X,X,O,X
STJOZIL,O,O,O,X,X,X,X,X,O,X
STJOZLI,O,O,O,X,X,X,X,X,O,X
STZILJO,O,O,O,X,X,X,O,O,X,X
STZILOJ,O,O,O,X,O,X,X,O,X,X
STZIJLO,O,O,O,X,X,X,O,O,X,X
STZIJOL,O,O,O,X,X,X,O,X,O,X
STZIOLJ,O,O,O,X,O,X,X,O,X,X
STZIOJL,O,O,X,X,X,X,O,X,X,X
STZLIJO,O,O,O,X,X,O,O,O,X,X
STZLIOJ,O,O,O,X,O,X,X,O,X,X
STZLJIO,O,O,X,X,X,O,O,O,X,X
STZLJOI,O,O,X,X,O,X,O,X,O,X
STZLOIJ,O,O,O,X,O,X,X,O,X,X
STZLOJI,O,O,X,X,O,X,X,X,X,X
STZJILO,O,O,X,X,X,X,O,O,X,X
STZJIOL,O,O,X,X,X,X,O,X,O,X
STZJLIO,O,O,X,X,X,O,O,O,X,X
STZJLOI,O,O,X,X,O,X,O,X,O,X
STZJOIL,O,O,X,X,X,X,O,X,O,X
STZJOLI,O,O,X,X,O,X,O,X,O,X
STZOILJ,O,O,X,X,O,X,X,O,X,X
STZOIJL,O,O,X,X,X,X,O,X,X,X
STZOLIJ,O,O,X,X,O,X,X,O,X,X
STZOLJI,O,O,X,X,O,X,X,X,X,X
STZOJIL,O,O,X,X,X,X,O,X,O,X
STZOJLI,O,O,X,X,O,X,O,X,O,X
STOILJZ,O,X,X,O,X,X,X,X,X,X
STOILZJ,O,X,X,X,X,X,X,O,X,X
STOIJLZ,O,X,X,O,X,X,X,X,X,X
STOIJZL,O,X,X,O,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,X,X,O,X,X
STOIZJL,O,X,X,X,X,X,X,O,X,X
STOLIJZ,O,X,X,O,X,O,X,X,X,X
STOLIZJ,O,X,X,X,O,X,X,O,X,X
STOLJIZ,O,O,X,O,X,O,X,X,X,X
STOLJZI,O,O,X,O,X,X,X,X,X,X
STOLZIJ,O,O,X,X,O,X,X,O,X,X
STOLZJI,O,O,X,X,O,X,X,X,X,X
STOJILZ,O,O,X,O,X,X,X,X,O,X
STOJIZL,O,O,X,O,X,X,X,X,O,X
STOJLIZ,O,O,X,O,X,O,X,X,O,X
STOJLZI,O,O,X,O,X,X,X,X,O,X
STOJZIL,O,O,X,O,X,X,X,X,O,X
STOJZLI,O,O,X,O,X,X,X,X,O,X
STOZILJ,O,O,X,X,O,X,X,O,X,X
STOZIJL,O,O,X,X,X,X,X,O,X,X
STOZLIJ,O,O,X,X,O,X,X,O,X,X
STOZLJI,O,O,X,X,O,X,X,O,X,X
STOZJIL,O,O,X,X,X,X,X,O,X,X
STOZJLI,O,O,X,X,O,X,X,O,X,X
SITLJZO,O,O,X,O,X,O,X,O,X,X
SITLJOZ,X,O,X,X,X,O,X,X,X,X
SITLZJO,O,O,X,X,X,O,X,O,X,X
SITLZOJ,O,O,X,X,X,X,X,O,X,O
SITLOJZ,O,X,X,X,X,O,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,O,X,O
SITJLZO,O,O,X,O,X,O,X,O,X,X
SITJLOZ,X,O,X,X,X,O,X,X,X,X
SITJZLO,O,O,X,O,X,X,X,O,X,X
SITJZOL,O,O,X,X,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,O,X
SITJOZL,O,O,X,X,X,X,X,X,O,X
SITZLJO,O,O,X,X,X,X,X,O,X,X
SITZLOJ,O,O,X,X,X,X,X,O,X,X
SITZJLO,O,O,X,X,X,X,X,O,X,X
SITZJOL,O,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,O,X,X
SITZOJL,O,O,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,O,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,X,O,X,O
SITOJLZ,O,X,X,O,X,X,X,X,X,X
SITOJZL,O,X,X,O,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X,X,O,X,X
SITOZJL,O,X,X,X,X,X,X,O,X,X
SILTJZO,O,O,X,O,X,O,X,X,X,X
SILTJOZ,X,O,X,X,X,O,X,X,X,X
SILTZJO,O,O,X,X,X,O,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X,X,X,O
SILTOJZ,O,X,X,X,X,O,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,O
SILJTZO,X,X,X,O,X,O,X,X,X,X
SILJTOZ,X,X,X,X,X,O,X,X,X,X
SILJZTO,O,O,X,O,X,O,X,X,X,X
SILJZOT,O,O,X,X,X,O,X,X,X,O
SILJOTZ,X,X,X,X,X,O,X,X,X,X
SILJOZT,X,O,X,X,X,O,X,X,X,O
SILZTJO,O,O,X,X,X,X,X,X,X,X
SILZTOJ,O,O,X,X,O,X,X,X,X,O
SILZJTO,O,O,X,X,X,O,X,X,X,X
SILZJOT,O,O,X,X,X,O,X,X,X,O
SILZOTJ,X,O,X,X,X,X,X,X,X,O
SILZOJT,O,O,X,X,X,X,X,X,X,O
SILOTJZ,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,X,O
SILOJTZ,X,X,X,O,X,O,X,X,X,X
SILOJZT,X,X,X,O,X,O,X,X,X,O
SILOZTJ,X,X,X,X,X,X,X,X,X,O
SILOZJT,O,X,X,X,X,X,X,X,X,O
SIJTLZO,O,X,X,O,X,O,X,X,X,X
SIJTLOZ,X,X,X,X,X,O,X,X,X,X
SIJTZLO,O,X,X,O,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,O,X
SIJTOZL,O,X,X,X,X,X,X,X,O,X
SIJLTZO,X,X,X,O,X,O,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,X
SIJLZTO,O,O,X,O,X,O,X,X,X,X
SIJLZOT,O,O,X,X,X,O,X,X,X,O
SIJLOTZ,X,X,X,X,X,O,X,X,X,X
SIJLOZT,X,O,X,X,X,O,X,X,X,O
SIJZTLO,O,O,X,O,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,O,X
SIJZLTO,O,O,X,O,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X,X,O,X
SIJZOLT,O,O,X,X,X,X,X,X,O,X
SIJOTLZ,X,X,X,X,X,X,X,X,O,X
SIJOTZL,X,X,X,X,X,X,X,X,O,X
SIJOLTZ,X,X,X,X,X,X,X,X,O,X
SIJOLZT,X,O,X,X,X,X,X,X,O,O
SIJOZTL,X,O,X,X,X,X,X,X,O,X
SIJOZLT,X,O,X,X,X,X,X,X,O,X
SIZTLJO,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,O,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,O,X
SIZTOLJ,O,O,X,X,O,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,O,X,X,X,X,O
SIZLJTO,O,O,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,O
SIZLOTJ,X,O,X,X,X,X,X,X,X,O
SIZLOJT,O,O,X,X,X,X,X,X,X,O
SIZJTLO,O,O,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,O,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X,X,O,X
SIZJOLT,O,O,X,X,X,X,X,X,O,X
SIZOTLJ,O,O,X,X,O,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,X,X,O,X,X,X,X,O
SIZOLJT,O,O,X,X,O,X,X,X,X,O
SIZOJTL,O,O,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,O
SIOTJLZ,O,X,X,O,X,X,X,X,X,X
SIOTJZL,O,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,O,X,X
SIOTZJL,O,X,X,X,X,X,X,O,X,X
SIOLTJZ,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,X,X,X,X,O
SIOLJTZ,X,X,X,O,X,X,X,X,X,X
SIOLJZT,X,X,X,O,O,X,X,X,X,O
SIOLZTJ,X,X,X,X,O,X,X,X,X,O
SIOLZJT,O,X,X,X,O,X,X,X,X,O
SIOJTLZ,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,X,X,X
SIOJLZT,X,X,X,O,X,X,X,X,X,O
SIOJZTL,X,X,X,O,X,X,X,X,X,X
SIOJZLT,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,O,X,X,O,X,X
SIOZTJL,O,X,X,X,X,X,X,O,X,X
SIOZLTJ,X,X,X,X,O,X,X,O,X,O
SIOZLJT,O,X,X,X,O,X,X,O,X,O
SIOZJTL,O,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,O,X,X
SLTIJZO,O,O,X,O,X,O,X,X,X,X
SLTIJOZ,X,O,X,X,X,O,X,X,X,X
SLTIZJO,O,O,X,X,X,O,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,O,X,X,X,X
SLTIOZJ,O,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,O,O,X,O,X,X,X,X
SLTJIOZ,X,O,O,X,X,O,X,X,X,X
SLTJZIO,O,O,O,O,X,O,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X,X,X,X
SLTJOIZ,X,O,O,X,X,O,X,X,O,X
SLTJOZI,X,O,O,X,X,X,X,X,O,X
SLTZIJO,O,O,O,X,X,O,X,X,X,X
SLTZIOJ,O,O,O,X,O,X,X,X,X,X
SLTZJIO,O,O,X,X,X,O,X,X,X,X
SLTZJOI,O,O,X,X,O,X,X,X,X,X
SLTZOIJ,O,O,O,X,O,X,X,X,X,X
SLTZOJI,O,O,X,X,O,X,X,X,X,X
SLTOIJZ,O,X,O,X,X,O,X,X,X,X
SLTOIZJ,O,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,X,X,O,X,X,X,X
SLTOJZI,O,O,O,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,O,X,O,X,X,X,X
SLITJOZ,X,O,X,X,X,O,X,X,X,X
SLITZJO,O,O,X,X,X,O,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X,X,X,O
SLITOJZ,O,X,X,X,X,O,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,O
SLIJTZO,X,X,X,O,X,O,X,X,X,X
SLIJTOZ,X,X,X,X,X,O,X,X,X,X
SLIJZTO,O,O,X,O,X,O,X,X,X,X
SLIJZOT,O,O,X,X,X,O,X,X,X,O
SLIJOTZ,X,X,X,X,X,O,X,X,X,X
SLIJOZT,X,O,X,X,X,O,X,X,X,O
SLIZTJO,O,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,O,X,X,X,X,O
SLIZJTO,O,O,X,X,X,O,X,X,X,X
SLIZJOT,O,O,X,X,X,O,X,X,X,O
SLIZOTJ,X,O,X,X,X,X,X,X,X,O
SLIZOJT,O,O,X,X,X,X,X,X,X,O
SLIOTJZ,X,X,X,O,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,X,X,X,O
SLIOJTZ,X,X,X,O,X,O,X,X,X,X
SLIOJZT,X,X,X,O,X,O,X,X,X,O
SLIOZTJ,X,X,X,X,X,X,X,X,X,O
SLIOZJT,O,X,X,X,X,X,X,X,X,O
SLJTIZO,X,O,O,O,X,O,X,X,X,X
SLJTIOZ,X,O,O,X,X,O,X,X,X,X
SLJTZIO,X,O,O,O,X,O,X,X,X,X
SLJTZOI,X,O,O,X,X,X,X,X,X,X
SLJTOIZ,X,O,O,X,X,O,X,X,O,X
SLJTOZI,X,O,O,X,X,X,X,X,O,X
SLJITZO,X,X,O,O,X,O,X,X,X,X
SLJITOZ,X,X,O,X,X,O,X,X,X,X
SLJIZTO,O,O,X,O,X,O,X,X,X,X
SLJIZOT,O,O,X,X,X,O,X,X,X,X
SLJIOTZ,X,X,O,X,X,O,X,X,X,X
SLJIOZT,X,O,X,X,X,O,X,X,X,X
SLJZTIO,O,O,O,O,X,O,X,X,X,X
SLJZTOI,X,O,O,X,O,X,X,X,O,X
SLJZITO,O,O,O,O,X,O,X,X,X,X
SLJZIOT,O,O,O,X,X,O,X,X,X,X
SLJZOTI,X,O,O,X,X,X,X,X,O,X
SLJZOIT,O,O,O,X,X,X,X,X,O,X
SLJOTIZ,X,X,O,X,X,O,X,X,O,X
SLJOTZI,X,O,O,X,X,X,X,X,O,X
SLJOITZ,X,X,O,X,X,O,X,X,O,X
SLJOIZT,X,O,O,X,X,O,X,X,O,X
SLJOZTI,X,O,O,X,X,X,X,X,O,X
SLJOZIT,X,O,O,X,X,X,X,X,O,X
SLZTIJO,O,O,O,X,X,O,X,X,X,X
SLZTIOJ,O,O,O,X,O,X,X,X,X,X
SLZTJIO,O,O,O,X,X,O,X,X,X,X
SLZTJOI,O,O,O,X,O,X,X,X,O,X
SLZTOIJ,O,O,O,X,O,X,X,X,X,X
SLZTOJI,O,O,O,X,O,X,X,X,X,X
SLZITJO,O,O,O,X,X,X,X,X,X,X
SLZITOJ,O,O,O,X,O,X,X,X,X,O
SLZIJTO,O,O,O,X,X,O,X,X,X,X
SLZIJOT,O,O,O,X,X,O,X,X,X,O
SLZIOTJ,X,O,O,X,X,X,X,X,X,O
SLZIOJT,O,O,O,X,X,X,X,X,X,O
SLZJTIO,O,O,O,X,X,O,X,X,X,X
SLZJTOI,O,O,O,X,O,X,X,X,O,X
SLZJITO,O,O,O,X,X,O,X,X,X,X
SLZJIOT,O,O,O,X,X,O,X,X,X,X
SLZJOTI,X,O,O,X,X,X,X,X,O,X
SLZJOIT,O,O,O,X,X,X,X,X,O,X
SLZOTIJ,X,O,O,X,O,X,X,X,X,X
SLZOTJI,X,O,O,X,O,X,X,X,X,X
SLZOITJ,X,O,O,X,O,X,X,X,X,X
SLZOIJT,O,O,O,X,O,X,X,X,X,X
SLZOJTI,X,O,O,X,O,X,X,X,X,X
SLZOJIT,O,O,O,X,O,X,X,X,X,X
SLOTIJZ,X,X,O,O,X,O,X,X,X,X
SLOTIZJ,X,X,O,X,O,X,X,X,X,X
SLOTJIZ,X,O,O,O,X,O,X,X,X,X
SLOTJZI,X,O,O,O,X,X,X,X,X,X
SLOTZIJ,X,O,O,X,O,X,X,X,X,X
SLOTZJI,X,O,X,X,O,X,X,X,X,X
SLOITJZ,X,X,O,O,X,X,X,X,X,X
SLOITZJ,X,X,O,X,O,X,X,X,X,X
SLOIJTZ,X,X,O,O,X,O,X,X,X,X
SLOIJZT,X,X,O,O,O,O,X,X,X,X
SLOIZTJ,X,X,O,X,O,X,X,X,X,X
SLOIZJT,O,X,O,X,O,X,X,X,X,X
SLOJTIZ,X,X,O,O,X,O,X,X,X,X
SLOJTZI,X,O,O,O,X,X,X,X,X,X
SLOJITZ,X,X,O,O,X,O,X,X,X,X
SLOJIZT,X,O,O,O,O,O,X,X,X,X
SLOJZTI,X,O,O,O,O,X,X,X,X,X
SLOJZIT,X,O,O,O,O,X,X,X,X,X
SLOZTIJ,X,O,O,X,O,X,X,X,X,X
SLOZTJI,X,O,O,X,O,X,X,X,X,X
SLOZITJ,X,O,O,X,O,X,X,X,X,X
SLOZIJT,O,O,O,X,O,X,X,X,X,X
SLOZJTI,X,O,O,X,O,X,X,X,X,X
SLOZJIT,O,O,O,X,O,X,X,X,X,X
SJTILZO,O,O,O,O,X,O,X,X,X,X
SJTILOZ,X,O,O,X,X,O,X,X,X,X
SJTIZLO,O,O,O,O,X,X,X,X,X,X
SJTIZOL,O,O,O,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,O,X
SJTIOZL,O,O,O,X,X,X,X,X,O,X
SJTLIZO,O,O,O,O,X,O,X,X,X,X
SJTLIOZ,X,O,O,X,X,O,X,X,X,X
SJTLZIO,O,O,O,O,X,O,X,X,X,X
SJTLZOI,O,O,O,X,X,X,X,X,X,X
SJTLOIZ,X,O,O,X,X,O,X,X,O,X
SJTLOZI,X,O,O,X,X,X,X,X,O,X
SJTZILO,O,O,O,O,X,X,X,X,X,X
SJTZIOL,O,O,O,X,X,X,X,X,O,X
SJTZLIO,O,O,O,O,X,O,X,X,X,X
SJTZLOI,O,O,O,X,X,X,X,X,O,X
SJTZOIL,O,O,O,X,X,X,X,X,O,X
SJTZOLI,O,O,O,X,X,X,X,X,O,X
SJTOILZ,O,O,X,X,X,X,X,X,O,X
SJTOIZL,O,O,O,X,X,X,X,X,O,X
SJTOLIZ,O,O,O,X,X,O,X,X,O,X
SJTOLZI,O,O,O,X,X,X,X,X,O,X
SJTOZIL,O,O,O,X,X,X,X,X,O,X
SJTOZLI,O,O,O,X,X,X,X,X,O,X
SJITLZO,O,X,O,O,X,O,X,X,X,X
SJITLOZ,X,X,O,X,X,O,X,X,X,X
SJITZLO,O,X,O,O,X,X,X,X,X,X
SJITZOL,O,X,O,X,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X,X,O,X
SJITOZL,O,X,O,X,X,X,X,X,O,X
SJILTZO,X,X,O,O,X,O,X,X,X,X
SJILTOZ,X,X,O,X,X,O,X,X,X,X
SJILZTO,O,O,X,O,X,O,X,X,X,X
SJILZOT,O,O,X,X,X,O,X,X,X,X
SJILOTZ,X,X,O,X,X,O,X,X,X,X
SJILOZT,X,O,X,X,X,O,X,X,X,X
SJIZTLO,O,O,O,O,X,X,X,X,X,X
SJIZTOL,O,O,O,X,X,X,X,X,O,X
SJIZLTO,O,O,O,O,X,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,X,X
SJIZOTL,O,O,O,X,X,X,X,X,O,X
SJIZOLT,O,O,X,X,X,X,X,X,O,X
SJIOTLZ,X,X,X,X,X,X,X,X,O,X
SJIOTZL,X,X,O,X,X,X,X,X,O,X
SJIOLTZ,X,X,X,X,X,X,X,X,O,X
SJIOLZT,X,O,X,X,X,X,X,X,O,X
SJIOZTL,X,O,X,X,X,X,X,X,O,X
SJIOZLT,X,O,X,X,X,X,X,X,O,X
SJLTIZO,X,O,O,O,X,O,X,X,X,X
SJLTIOZ,X,O,O,X,X,O,X,X,X,X
SJLTZIO,X,O,O,O,X,O,X,X,X,X
SJLTZOI,X,O,O,X,X,X,X,X,X,X
SJLTOIZ,X,O,O,X,X,O,X,X,O,X
SJLTOZI,X,O,O,X,X,X,X,X,O,X
SJLITZO,X,X,O,O,X,O,X,X,X,X
SJLITOZ,X,X,O,X,X,O,X,X,X,X
SJLIZTO,O,O,X,O,X,O,O,X,X,X
SJLIZOT,O,O,X,X,X,O,O,X,X,X
SJLIOTZ,X,X,O,X,X,O,X,X,X,X
SJLIOZT,X,O,X,X,X,O,X,X,X,X
SJLZTIO,O,O,O,O,X,O,O,X,X,X
SJLZTOI,X,O,O,X,O,X,O,X,O,X
SJLZITO,O,O,O,O,X,O,O,X,X,X
SJLZIOT,O,O,O,X,X,O,O,X,X,X
SJLZOTI,X,O,O,X,X,X,O,X,O,X
SJLZOIT,O,O,O,X,X,X,O,X,O,X
SJLOTIZ,X,X,O,X,X,O,X,X,O,X
SJLOTZI,X,O,O,X,X,X,X,X,O,X
SJLOITZ,X,X,O,X,X,O,X,X,O,X
SJLOIZT,X,O,O,X,X,O,X,X,O,X
SJLOZTI,X,O,O,X,X,X,X,X,O,X
SJLOZIT,X,O,O,X,X,X,X,X,O,X
SJZTILO,O,O,O,O,X,X,O,X,X,X
SJZTIOL,O,O,O,X,X,X,O,X,O,X
SJZTLIO,O,O,O,O,X,O,O,X,X,X
SJZTLOI,O,O,O,X,O,X,O,X,O,X
SJZTOIL,O,O,O,X,X,X,O,X,O,X
SJZTOLI,O,O,O,X,O,X,O,X,O,X
SJZITLO,O,O,O,O,X,X,O,X,X,X
SJZITOL,O,O,O,X,X,X,O,X,O,X
SJZILTO,O,O,O,O,X,X,O,X,X,X
SJZILOT,O,O,O,X,X,X,O,X,X,X
SJZIOTL,O,O,O,X,X,X,X,X,O,X
SJZIOLT,O,O,X,X,X,X,O,X,O,X
SJZLTIO,O,O,O,O,X,O,O,X,X,X
SJZLTOI,O,O,O,X,O,X,O,X,O,X
SJZLITO,O,O,O,O,X,O,O,X,X,X
SJZLIOT,O,O,O,X,X,O,O,X,X,X
SJZLOTI,X,O,O,X,X,X,O,X,O,X
SJZLOIT,O,O,O,X,X,X,O,X,O,X
SJZOTIL,O,O,O,X,X,X,O,X,O,X
SJZOTLI,O,O,O,X,O,X,O,X,O,X
SJZOITL,O,O,O,X,X,X,X,X,O,X
SJZOILT,O,O,X,X,X,X,O,X,O,X
SJZOLTI,X,O,O,X,O,X,O,X,O,X
SJZOLIT,O,O,O,X,O,X,O,X,O,X
SJOTILZ,X,X,X,X,X,X,X,X,O,X
SJOTIZL,X,X,O,X,X,X,X,X,O,X
SJOTLIZ,X,X,O,X,X,O,X,X,O,X
