sequence,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhF6hBxdBmiBl?lBTnBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhFxcBOjBCiBl?lBTnBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeX8IvhF6iBOjBzhBl?lBxrB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhF6iBOjBzhBl?lBxrBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeX8IvhFxdB+mBKnBz?iBllB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jel7IvhF3cBciBOjBx?lBSsBzqB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhFxdB+mBKnBz?iBllBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jem7IvhF5hBXeB1lBK?nB0iBzqB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeX8IvhFOjBCiBTiBl?lBxrB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jex7IvhF6iBOjB3hB0?lBVsBzqB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhFOjBCiBTiBl?lBxrBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeX8IvhFZiB+mBziBl?lBCoB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jex9IvhFziBmlBUnB6?lBlmBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhFZiB+mBziBl?lBCoBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeRBJvhFziBllB3mBm?mBCoB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeT8IvhFxdB2nBllBc?rB3nB6qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jex9IvhFziBllB3mBU?nB6qBOrB
LTZIJSO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LTZIJOS,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LTZISJO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LTZISOJ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZIOJS,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LTZIOSJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LTZJIOS,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LTZJSIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTZJSOI,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LTZJOIS,O,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LTZJOSI,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LTZSIJO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTZSIOJ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZSJIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTZSJOI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZSOJI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOIJS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOISJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LTZOJSI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOSJI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOIJSZ,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LTOIJZS,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LTOISJZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LTOISZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LTOIZJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJISZ,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LTOJIZS,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
LTOJSIZ,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LTOJSZI,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
LTOJZSI,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
LTOSIZJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTOSJIZ,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
LTOSJZI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOSZIJ,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
LTOSZJI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
LTOZIJS,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOZISJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
LTOZJSI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LITJSOZ,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITJZSO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LITJZOS,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LITJOSZ,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
LITJOZS,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LITSJZO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LITSJOZ,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LITSZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LITSOZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZJSO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LITZJOS,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LITZSJO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LITZSOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LITZOSJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
LITOJZS,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LITOSJZ,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LITOSZJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LITOZSJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LIJTSOZ,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LIJTZSO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LIJTZOS,O,X,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LIJTOSZ,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X
LIJTOZS,X,X,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X
LIJSTZO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LIJSOZT,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTSO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LIJZTOS,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZOTS,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LIJOTZS,O,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X
LIJOSTZ,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LIJOSZT,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIJOZTS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LISTZJO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LISTZOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LISJOZT,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LISOJZT,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LIZJTOS,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIZJSTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZJSOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZJOTS,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LIOTJZS,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X
LIOTSJZ,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LIOTZSJ,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LIOJTZS,O,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X
LIOJSTZ,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LIOJSZT,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,O,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LIOJZST,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LIOSTJZ,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LIOSJZT,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOSZJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOZJTS,O,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LIOZJST,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LIOZSTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LJTISOZ,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LJTIZSO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LJTIZOS,O,X,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LJTIOSZ,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X
LJTIOZS,X,X,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X
LJTSIZO,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LJTSIOZ,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LJTSZIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
LJTSOZI,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJTZISO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LJTZIOS,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LJTZSIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LJTZOSI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LJTOIZS,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LJTOSIZ,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LJTOSZI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LJTOZSI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LJITSOZ,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LJITZSO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LJITZOS,O,X,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LJITOSZ,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X
LJITOZS,X,X,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X
LJISTZO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISZOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LJISOZT,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJIZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZSOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LJIOTZS,O,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X
LJIOSTZ,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LJIOSZT,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOZST,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJSITOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJSIOZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJSOTZI,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJSOITZ,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJSOIZT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJZTIOS,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LJZTSOI,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJZTOIS,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZTOSI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJZITSO,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJZOTSI,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJZOITS,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJZOIST,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZOSTI,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZOSIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOTISZ,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOTIZS,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
LJOTSIZ,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOTSZI,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOTZIS,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
LJOTZSI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOITZS,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
LJOISTZ,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOISZT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOIZST,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOSTIZ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOSITZ,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOSIZT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOZTSI,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOZITS,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOZIST,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOZSTI,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOZSIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTIJZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LSTIOZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LSTJIZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTJZOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTZJOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LSTOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LSTOJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
