sequence,v115@4gD8GeC8FeD8FeD8DeG8JeT6IvhF/gBUcB5jBlkByq?B2uB,v115@4gD8GeC8FeD8FeD8DeG8JeT6IvhFegBUcB5jBfmBKp?BFqB,v115@4gD8GeC8FeD8FeD8DeG8Jei6IvhF3bB5jBckBOmBTl?B1uB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhFfgB5jBFhBcqBml?BTpB,v115@4gD8GeC8FeD8FeD8DeG8Jei7IvhF5jBOkBFhBfqB0l?BTpB,v115@4gD8GeC8FeD8FeD8DeG8Jel6IvhFUcB5jB/kBTgByq?B2uB,v115@4gD8GeC8FeD8FeD8DeG8Je06IvhF5jB2kB3lBFmBTp?BiqB,v115@4gD8GeC8FeD8FeD8DeG8Je06IvhFlbB5jB2kBXhBTp?BiqB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhFUcB5jBFgBzlBmp?B3pB,v115@4gD8GeC8FeD8FeD8DeG8JeU8IvhF5jBFgBzlBmpB/p?BipB,v115@4gD8GeC8FeD8FeD8DeG8Je5DJvhFTfB/lBFhBmlBip?B0pB,v115@4gD8GeC8FeD8FeD8DeG8JeU8IvhF5jBFgBzlBipB/p?BmpB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhF5jBUgBFhBzlBmp?B3pB
LZTSIJO,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTSIOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTSJIO,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTSJOI,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTSOIJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTSOJI,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTOIJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LZTOISJ,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTOJIS,X,O,X,O,X,O,X,X,X,X,X,X,X
LZTOJSI,X,O,X,O,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTOSJI,O,O,X,O,O,X,X,X,X,X,X,X,X
LZITJSO,O,O,X,X,O,O,X,X,X,X,X,X,X
LZITJOS,X,O,X,X,X,O,X,X,X,X,X,X,X
LZITSJO,O,O,X,X,O,X,X,X,X,X,X,X,X
LZITSOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LZITOJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LZITOSJ,O,O,X,O,O,X,X,X,X,X,X,X,X
LZIJTSO,O,X,X,X,X,O,X,O,X,X,X,X,X
LZIJTOS,O,X,X,X,X,O,X,O,X,X,X,X,X
LZIJSTO,O,O,X,X,X,O,X,O,X,X,X,X,X
LZIJSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZIJOTS,X,X,X,X,X,O,X,O,X,X,X,X,X
LZIJOST,O,X,X,X,X,O,X,O,X,X,X,X,X
LZISTJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LZISTOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LZISJTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LZISJOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZISOTJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LZISOJT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZIOTJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LZIOTSJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LZIOJTS,X,X,X,O,X,O,X,O,X,X,X,X,X
LZIOJST,O,X,X,O,X,O,X,O,X,O,X,O,X
LZIOSTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LZIOSJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LZJTISO,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJTIOS,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJTSIO,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJTSOI,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJTOIS,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJTOSI,O,X,X,X,X,O,X,X,X,X,X,X,X
LZJITSO,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJITOS,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJISTO,O,O,X,X,X,O,X,O,X,X,X,X,X
LZJISOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJIOTS,X,X,X,X,X,O,X,O,X,X,X,X,X
LZJIOST,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJSTIO,O,O,X,X,X,O,X,O,X,X,X,X,X
LZJSTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
LZJSITO,O,O,X,X,X,O,X,O,X,X,X,X,X
LZJSIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJSOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJSOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJOTIS,X,X,X,X,X,O,X,O,X,X,X,X,X
LZJOTSI,X,X,X,X,X,O,X,X,X,X,X,X,X
LZJOITS,X,X,X,X,X,O,X,O,X,X,X,X,X
LZJOIST,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJOSTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJOSIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZSTIJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LZSTIOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LZSTJIO,O,O,X,X,O,X,X,O,X,X,X,X,X
LZSTJOI,O,O,X,X,O,X,X,O,X,X,X,X,X
LZSTOIJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LZSTOJI,O,O,X,X,O,X,X,O,X,X,X,X,X
LZSITJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LZSITOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LZSIJTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LZSIJOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZSIOTJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LZSIOJT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZSJTIO,O,O,X,X,O,O,X,O,X,X,X,X,X
LZSJTOI,O,O,X,X,O,O,X,O,X,X,X,X,X
LZSJITO,O,O,X,X,O,O,X,O,X,X,X,X,X
LZSJIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZSJOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LZSJOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZSOTIJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LZSOTJI,O,O,X,X,X,X,X,O,X,X,X,X,X
LZSOITJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LZSOIJT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZSOJTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LZSOJIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZOTIJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LZOTISJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LZOTJIS,X,O,X,O,X,O,X,X,X,X,X,X,X
LZOTJSI,X,O,X,O,X,O,X,X,X,X,X,X,X
LZOTSIJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LZOTSJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZOITJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LZOITSJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LZOIJTS,X,X,X,O,X,O,X,O,X,X,X,X,X
LZOIJST,O,X,X,O,X,O,X,O,X,O,X,O,X
LZOISTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LZOISJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LZOJTIS,X,X,X,O,X,O,X,O,O,X,X,X,X
LZOJTSI,X,X,X,O,X,O,X,O,O,X,X,X,X
LZOJITS,X,X,X,O,X,O,X,O,O,X,X,X,X
LZOJIST,O,X,X,O,X,O,X,O,O,O,X,O,X
LZOJSTI,O,X,X,O,X,O,X,O,O,X,X,X,X
LZOJSIT,O,X,X,O,X,O,X,O,O,X,X,X,X
LZOSTIJ,O,O,X,O,X,X,X,O,X,X,O,X,X
LZOSTJI,O,O,X,O,X,X,X,O,X,X,X,X,X
LZOSITJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LZOSIJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LZOSJTI,O,X,X,O,X,O,X,O,X,X,X,X,X
LZOSJIT,O,X,X,O,X,O,X,O,X,X,X,X,X
LOTIJSZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LOTIJZS,X,O,X,X,X,O,X,O,X,X,X,X,X
LOTISJZ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOTISZJ,O,O,O,O,X,X,X,O,X,X,O,O,X
LOTIZJS,X,O,O,O,X,O,X,X,X,X,X,X,X
LOTIZSJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LOTJISZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LOTJIZS,X,O,X,X,X,O,X,O,X,X,X,X,X
LOTJSIZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LOTJSZI,O,O,X,X,X,O,X,O,X,X,X,X,X
LOTJZIS,X,O,X,X,X,O,X,O,X,X,X,X,X
LOTJZSI,X,O,X,X,X,O,X,O,X,X,X,X,X
LOTSIJZ,O,O,X,O,X,X,X,O,X,X,O,X,X
LOTSIZJ,O,O,O,O,X,X,X,O,X,X,O,X,X
LOTSJIZ,O,O,X,O,X,X,X,O,X,X,O,X,X
LOTSJZI,O,O,X,X,X,X,X,O,X,X,X,X,X
LOTSZIJ,O,O,O,O,X,X,X,O,X,X,O,X,X
LOTSZJI,O,O,O,X,X,X,X,O,X,X,X,X,X
LOTZIJS,X,O,O,O,X,O,X,X,X,X,X,X,X
LOTZISJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LOTZJIS,X,O,O,O,X,O,X,X,X,X,X,X,X
LOTZJSI,X,O,O,O,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOTZSJI,O,O,O,O,X,X,X,X,X,X,X,X,X
LOITJSZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LOITJZS,X,O,X,X,X,O,X,O,X,X,X,X,X
LOITSJZ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOITSZJ,O,O,O,O,X,X,X,O,X,X,O,O,X
LOITZJS,X,O,O,O,X,O,X,X,X,X,X,X,X
LOITZSJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LOIJTSZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LOIJTZS,O,O,X,X,X,O,X,O,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,O,O,O,X,O,O,O,X
LOIJSZT,O,X,X,X,X,O,O,O,X,O,X,O,X
LOIJZTS,X,X,X,O,X,O,X,O,X,X,X,X,X
LOIJZST,O,X,X,O,X,O,O,O,X,O,X,O,X
LOISTJZ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOISTZJ,O,O,O,O,X,X,X,O,X,X,O,O,X
LOISJTZ,O,X,X,O,X,O,O,O,X,X,O,O,X
LOISJZT,O,X,X,X,X,O,O,O,X,X,X,O,X
LOISZTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOISZJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LOIZTJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LOIZTSJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LOIZJTS,X,X,X,O,X,O,X,O,X,X,X,X,X
LOIZJST,O,X,X,O,X,O,X,O,X,O,X,O,X
LOIZSTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOIZSJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LOJTISZ,O,O,X,O,X,O,X,O,O,X,X,X,X
LOJTIZS,O,O,X,X,X,O,X,O,O,X,X,X,X
LOJTSIZ,O,O,X,O,X,O,X,O,O,X,X,X,X
LOJTSZI,O,O,X,X,X,O,X,O,O,X,X,X,X
LOJTZIS,O,O,X,X,X,O,X,O,O,X,X,X,X
LOJTZSI,O,O,X,X,X,O,X,O,O,X,X,X,X
LOJITSZ,O,O,X,O,X,O,X,O,O,X,X,X,X
LOJITZS,O,O,X,X,X,O,X,O,O,X,X,X,X
LOJISTZ,O,X,X,O,X,O,O,O,O,O,O,O,X
LOJISZT,O,X,X,X,X,O,O,O,O,O,X,O,X
LOJIZTS,X,X,X,O,X,O,X,O,O,X,X,X,X
LOJIZST,O,X,X,O,X,O,O,O,O,O,X,O,X
LOJSTIZ,O,X,X,O,X,O,X,O,O,X,O,X,X
LOJSTZI,O,X,X,X,X,O,X,O,O,X,X,X,X
LOJSITZ,O,X,X,O,X,O,O,O,O,X,O,X,X
LOJSIZT,O,X,X,X,X,O,O,O,O,X,X,X,X
LOJSZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LOJSZIT,O,X,X,X,X,O,O,O,O,X,X,X,X
LOJZTIS,X,X,X,O,X,O,X,O,O,X,X,X,X
LOJZTSI,X,X,X,O,X,O,X,O,O,X,X,X,X
LOJZITS,X,X,X,O,X,O,X,O,O,X,X,X,X
LOJZIST,O,X,X,O,X,O,O,O,O,O,X,O,X
LOJZSTI,O,X,X,O,X,O,X,O,O,X,X,X,X
LOJZSIT,O,X,X,O,X,O,O,O,O,X,X,X,X
LOSTIJZ,O,O,X,O,X,X,X,O,X,X,O,X,X
LOSTIZJ,O,O,O,O,X,X,X,O,X,X,O,X,X
LOSTJIZ,O,O,X,O,X,X,X,O,X,X,O,X,X
LOSTJZI,O,O,X,X,X,X,X,O,X,X,X,X,X
LOSTZIJ,O,O,O,O,X,X,X,O,X,X,O,X,X
LOSTZJI,O,O,O,X,X,X,X,O,X,X,X,X,X
LOSITJZ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOSITZJ,O,O,O,O,X,X,X,O,X,X,O,O,X
LOSIJTZ,O,X,X,O,X,O,O,O,X,X,O,O,X
LOSIJZT,O,X,X,X,X,O,O,O,X,X,X,O,X
LOSIZTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOSIZJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LOSJTIZ,O,X,X,O,X,O,X,O,X,X,O,X,X
LOSJTZI,O,X,X,X,X,O,X,O,X,X,X,X,X
LOSJITZ,O,X,X,O,X,O,O,O,X,X,O,X,X
LOSJIZT,O,X,X,X,X,O,O,O,X,X,X,X,X
LOSJZTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LOSJZIT,O,X,X,X,X,O,O,O,X,X,X,X,X
LOSZTIJ,O,O,X,O,X,X,X,O,X,X,O,X,X
LOSZTJI,O,O,X,O,X,X,X,O,X,X,X,X,X
LOSZITJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOSZIJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LOSZJTI,O,X,X,O,X,O,X,O,X,X,X,X,X
LOSZJIT,O,X,X,O,X,O,X,O,X,X,X,X,X
LOZTIJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LOZTISJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LOZTJIS,X,O,X,O,X,O,X,X,X,X,X,X,X
LOZTJSI,X,O,X,O,X,O,X,X,X,X,X,X,X
LOZTSIJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LOZTSJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LOZITJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LOZITSJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LOZIJTS,X,X,X,O,X,O,X,O,X,X,X,X,X
LOZIJST,O,X,X,O,X,O,X,O,X,O,X,O,X
LOZISTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOZISJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LOZJTIS,X,X,X,O,X,O,X,O,O,X,X,X,X
LOZJTSI,X,X,X,O,X,O,X,O,O,X,X,X,X
LOZJITS,X,X,X,O,X,O,X,O,O,X,X,X,X
LOZJIST,O,X,X,O,X,O,X,O,O,O,X,O,X
LOZJSTI,O,X,X,O,X,O,X,O,O,X,X,X,X
LOZJSIT,O,X,X,O,X,O,X,O,O,X,X,X,X
LOZSTIJ,O,O,X,O,X,X,X,O,X,X,O,X,X
LOZSTJI,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZSITJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LOZSIJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LOZSJTI,O,X,X,O,X,O,X,O,X,X,X,X,X
LOZSJIT,O,X,X,O,X,O,X,O,X,X,X,X,X
JTILSZO,O,X,O,X,X,O,X,X,X,X,X,X,O
JTILSOZ,O,X,X,X,X,O,X,X,X,X,X,X,X
JTILZSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JTILZOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTILOSZ,O,X,O,X,X,O,X,X,O,X,X,X,X
JTILOZS,O,X,O,X,X,O,X,X,O,X,X,X,O
JTISLZO,O,X,O,X,X,O,X,X,X,X,X,X,O
JTISLOZ,O,X,X,X,X,O,X,X,X,X,O,X,X
JTISZLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JTISZOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JTISOLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JTISOZL,O,X,O,X,X,O,X,X,X,X,X,X,X
JTIZLSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JTIZLOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTIZSLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JTIZSOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTIZOLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,O,X,X,X,X,X,X,X,X,X
JTIOLZS,O,X,O,X,X,X,X,X,X,X,X,X,O
JTIOSLZ,O,X,O,X,X,X,X,X,X,O,X,X,X
JTIOSZL,O,X,O,X,X,X,X,X,X,O,X,X,X
JTIOZLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTIOZSL,O,X,O,X,X,X,X,X,X,O,X,X,X
JTLISZO,O,X,O,X,X,O,X,X,X,X,X,X,O
JTLISOZ,O,X,X,X,X,O,X,X,X,X,X,X,X
JTLIZSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JTLIZOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTLIOSZ,O,X,O,X,X,O,X,X,O,X,X,X,X
JTLIOZS,O,X,O,X,X,O,X,X,O,X,X,X,O
JTLSIZO,O,X,O,X,X,O,X,X,X,X,X,X,O
JTLSIOZ,O,X,X,X,X,O,X,X,X,X,X,X,X
JTLSZIO,O,X,O,X,X,O,X,X,X,X,X,X,O
JTLSZOI,O,X,O,X,X,O,X,X,X,X,X,X,X
JTLSOIZ,O,X,X,X,X,O,X,X,X,X,X,X,X
JTLSOZI,O,X,X,X,X,O,X,X,X,X,X,X,X
JTLZISO,O,X,O,X,O,O,X,X,X,X,X,X,O
JTLZIOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTLZSIO,O,X,O,X,O,O,X,X,X,X,X,X,O
JTLZSOI,O,X,O,X,O,O,X,X,X,X,X,X,X
JTLZOIS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTLZOSI,O,X,O,X,X,O,X,X,X,X,X,X,X
JTLOISZ,O,X,O,X,X,O,X,X,O,X,X,X,X
JTLOIZS,O,X,O,X,X,O,X,X,O,X,X,X,O
JTLOSIZ,O,X,O,X,X,O,X,X,O,X,X,X,X
JTLOSZI,O,X,O,X,X,O,X,X,O,X,X,X,X
JTLOZIS,O,X,O,X,X,O,X,X,O,X,X,X,O
JTLOZSI,O,X,O,X,X,O,X,X,O,X,X,X,X
JTSILZO,O,X,O,X,X,O,X,X,X,X,X,X,O
JTSILOZ,O,X,X,X,X,O,X,X,X,X,O,X,X
JTSIZLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSIZOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSIOLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSIOZL,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSLIZO,O,X,O,X,X,O,X,X,X,X,X,X,O
JTSLIOZ,O,X,X,X,X,O,X,X,X,X,O,X,X
JTSLZIO,O,X,O,X,X,O,X,X,X,X,X,X,O
JTSLZOI,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSLOIZ,O,X,X,X,X,O,X,X,X,X,O,X,X
JTSLOZI,O,X,X,X,X,O,X,X,X,X,X,X,X
JTSZILO,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSZIOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSZLIO,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSZLOI,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSZOIL,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSZOLI,O,X,O,X,X,X,X,X,X,X,X,X,X
JTSOILZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSOIZL,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSOLIZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSOLZI,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSOZIL,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSOZLI,O,X,O,X,X,X,X,X,X,X,X,X,X
JTZILSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JTZILOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTZISLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZISOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZIOLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZIOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTZLISO,O,X,O,X,O,O,X,X,X,X,X,X,O
JTZLIOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTZLSIO,O,X,O,X,O,O,X,X,X,X,X,X,O
JTZLSOI,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZLOIS,O,X,O,X,X,O,X,X,X,X,X,X,O
JTZLOSI,O,X,O,X,X,O,X,X,X,X,X,X,X
JTZSILO,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZSIOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZSLIO,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZSLOI,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZSOIL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZSOLI,O,X,O,X,O,X,X,X,X,X,X,X,X
JTZOILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZOISL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTZOLIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZOLSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZOSIL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTZOSLI,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOILSZ,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOILZS,O,X,O,X,X,X,X,X,X,X,X,X,O
JTOISLZ,O,X,O,X,X,X,X,X,X,O,X,X,X
JTOISZL,O,X,O,X,X,X,X,X,X,O,X,X,X
JTOIZLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOIZSL,O,X,O,X,X,X,X,X,X,O,X,X,X
JTOLISZ,O,X,O,O,X,X,X,X,O,X,X,X,X
JTOLIZS,O,X,O,X,X,X,X,X,O,X,X,X,O
JTOLSIZ,O,X,O,O,X,X,X,X,O,X,X,X,X
JTOLSZI,O,X,O,X,X,X,X,X,O,X,X,X,X
JTOLZIS,O,X,O,X,X,X,X,X,O,X,X,X,O
JTOLZSI,O,X,O,X,X,X,X,X,O,X,X,X,X
JTOSILZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOSIZL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOSLZI,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOSZIL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOSZLI,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOZILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOZISL,O,X,O,X,X,X,X,X,X,O,X,X,X
JTOZLIS,O,X,O,O,X,X,X,X,O,X,X,X,X
JTOZLSI,O,X,O,O,X,X,X,X,O,X,X,X,X
JTOZSIL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOZSLI,O,X,O,X,X,X,X,X,X,X,X,X,X
JITLSZO,O,X,O,X,X,O,X,X,X,X,X,X,O
JITLSOZ,O,X,X,X,X,O,X,X,X,X,X,X,X
JITLZSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JITLZOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JITLOSZ,O,X,O,X,X,O,X,X,O,X,X,X,X
JITLOZS,O,X,O,X,X,O,X,X,O,X,X,X,O
JITSLZO,O,X,O,X,X,O,X,X,X,X,X,X,O
JITSLOZ,O,X,X,X,X,O,X,X,X,X,O,X,X
JITSZLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JITSZOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JITSOLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JITSOZL,O,X,O,X,X,O,X,X,X,X,X,X,X
JITZLSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JITZLOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JITZSLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JITZSOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JITZOLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JITZOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,O,O,X,X,X,X,X,X,X,X,X
JITOLZS,O,X,O,X,X,X,X,X,X,X,X,X,O
JITOSLZ,O,X,O,X,X,X,X,X,X,O,X,X,X
JITOSZL,O,X,O,X,X,X,X,X,X,O,X,X,X
JITOZLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JITOZSL,O,X,O,X,X,X,X,X,X,O,X,X,X
JILTSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JILTSOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
JILTZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JILTZOS,O,O,O,X,X,O,X,O,X,X,X,X,O
JILTOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JILTOZS,O,O,O,X,X,O,X,X,O,X,X,X,O
JILSTZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JILSTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JILSZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JILSZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JILSOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JILSOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JILZTSO,O,X,X,X,X,O,X,O,X,X,X,X,O
JILZTOS,O,X,X,X,X,O,X,O,X,X,X,X,O
JILZSTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JILZSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JILZOTS,X,X,X,X,X,O,X,O,O,X,X,X,O
JILZOST,O,X,X,X,X,O,X,O,O,X,X,X,X
JILOTSZ,O,O,O,X,X,O,X,O,O,X,X,X,X
JILOTZS,O,O,O,X,X,O,X,O,O,X,X,X,O
JILOSTZ,O,X,O,X,X,O,X,O,O,O,O,O,X
JILOSZT,O,X,X,X,X,O,X,O,O,O,X,O,X
