sequence,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFFcBxdBfmBG?nBToBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeU7IvhFRcBfjB6jBl?hBmlBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFFdBXeBTgBO?mBStBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFxcB6jB3gBc?mBmnBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFzbBRdB+jBU?iBFmB3sB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFxcBTeB3gBW?oBimBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFXcBxdBSnBT?jBmlBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeU7IvhFFcBxdBzhBS?oBmlB3sB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFFeBTgBOmBX?nBStBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFfiB8iB+jBi?gBFmBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFfjB6jBTgBO?mBVsBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFzbB+jBRiB3?iBFmBUsB
JLSOZTI,O,O,O,X,X,O,O,O,O,O,X,X
JLSOZIT,O,O,O,X,X,O,O,O,O,X,X,X
JLZTISO,X,O,O,O,O,X,O,O,X,O,X,X
JLZTIOS,X,X,O,O,O,O,X,O,X,O,X,O
JLZTSIO,X,O,O,O,O,X,O,O,X,O,X,X
JLZTSOI,X,O,O,O,O,X,O,X,O,O,X,X
JLZTOIS,X,X,O,O,O,O,O,O,O,O,X,O
JLZTOSI,X,O,O,X,O,X,O,O,O,O,X,X
JLZITSO,X,O,O,O,O,X,O,O,X,O,X,X
JLZITOS,X,X,O,O,O,O,X,O,X,O,X,O
JLZISTO,O,O,O,O,O,O,O,O,X,O,X,X
JLZISOT,X,O,O,O,X,O,X,X,X,X,X,X
JLZIOTS,X,X,O,O,O,O,X,O,X,O,X,X
JLZIOST,X,O,O,O,X,O,X,O,X,X,X,X
JLZSTIO,O,O,O,O,O,O,O,O,X,O,X,X
JLZSTOI,O,O,O,O,O,O,O,X,O,O,X,X
JLZSITO,O,O,O,O,O,O,O,O,X,O,X,X
JLZSIOT,X,O,O,O,X,O,X,X,X,X,X,X
JLZSOTI,O,O,O,O,X,O,O,O,O,O,X,X
JLZSOIT,O,O,O,O,X,O,O,O,O,X,X,X
JLZOTIS,X,O,O,O,O,O,O,O,O,O,X,X
JLZOTSI,X,O,O,X,O,X,O,O,O,O,X,X
JLZOITS,X,X,O,O,O,O,O,O,O,O,X,X
JLZOIST,O,O,O,O,X,O,O,O,O,X,X,X
JLZOSTI,O,O,O,O,X,O,O,O,O,O,X,X
JLZOSIT,O,O,O,O,X,O,O,O,O,X,X,X
JLOTISZ,O,O,O,X,X,O,O,O,O,X,O,O
JLOTIZS,X,O,O,O,O,O,O,O,O,X,X,O
JLOTSIZ,O,O,O,X,X,O,O,O,O,X,O,O
JLOTSZI,O,O,O,O,O,O,O,O,O,X,O,X
JLOTZIS,X,O,O,O,O,O,O,O,O,X,X,O
JLOTZSI,X,O,O,X,O,X,O,O,O,X,X,X
JLOITSZ,O,X,O,X,X,O,O,O,O,X,O,O
JLOITZS,X,X,O,O,X,O,O,O,O,X,X,O
JLOISTZ,O,X,O,X,X,O,O,O,O,X,X,X
JLOISZT,O,X,O,X,X,O,O,O,O,X,X,X
JLOIZTS,X,X,O,O,X,O,O,O,O,O,X,X
JLOIZST,O,X,O,O,X,O,O,O,O,X,X,X
JLOSTIZ,O,O,O,X,X,O,O,O,O,X,O,X
JLOSTZI,O,O,O,O,X,O,O,O,O,X,O,X
JLOSITZ,O,O,O,X,X,O,O,O,O,X,X,X
JLOSIZT,O,O,O,X,X,O,O,O,O,X,X,X
JLOSZTI,O,O,O,X,X,O,O,O,O,O,X,X
JLOSZIT,O,O,O,X,X,O,O,O,O,X,X,X
JLOZTIS,X,O,O,O,O,O,O,O,O,O,X,X
JLOZTSI,X,O,O,X,O,X,O,O,O,O,X,X
JLOZITS,X,X,O,O,O,O,O,O,O,O,X,X
JLOZIST,O,O,O,O,X,O,O,O,O,X,X,X
JLOZSTI,O,O,O,O,X,O,O,O,O,O,X,X
JLOZSIT,O,O,O,O,X,O,O,O,O,X,X,X
JSTILZO,O,O,O,O,X,O,O,X,X,O,X,X
JSTILOZ,O,O,O,X,X,O,O,X,X,O,O,O
JSTIZLO,O,O,O,O,X,X,X,X,X,O,X,X
JSTIZOL,X,O,X,O,X,O,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,O,O,X,X,X,O,O
JSTIOZL,O,O,X,X,X,O,O,X,X,X,O,X
JSTLIZO,O,O,O,O,X,O,O,O,X,O,X,X
JSTLIOZ,O,O,O,X,X,O,O,X,O,O,O,O
JSTLZIO,O,O,O,O,O,O,O,O,X,O,X,X
JSTLZOI,O,O,O,O,O,O,O,X,O,O,O,X
JSTLOIZ,O,O,O,X,X,O,O,X,O,O,O,O
JSTLOZI,O,O,O,O,O,O,O,X,O,O,O,X
JSTZILO,O,O,O,O,O,X,X,X,X,O,X,X
JSTZIOL,O,O,X,O,O,O,X,X,X,X,X,X
JSTZLIO,O,O,O,O,O,O,O,O,X,O,X,X
JSTZLOI,O,O,O,O,O,O,O,X,X,O,O,X
JSTZOIL,O,O,O,O,O,O,O,O,X,X,O,X
JSTZOLI,O,O,O,O,O,O,O,O,X,O,O,X
JSTOILZ,O,O,O,X,X,O,O,X,O,X,O,O
JSTOIZL,O,O,O,X,X,O,O,O,X,X,O,X
JSTOLIZ,O,O,O,X,X,O,O,O,O,O,O,O
JSTOLZI,O,O,O,O,O,O,O,O,O,O,O,X
JSTOZIL,O,O,O,O,O,O,O,O,X,X,O,X
JSTOZLI,O,O,O,O,O,O,O,O,X,O,O,X
JSITLZO,O,O,O,O,X,O,O,X,X,O,X,X
JSITLOZ,O,O,O,X,X,O,O,X,X,O,X,O
JSITZLO,O,O,O,O,X,X,X,X,X,O,X,X
JSITZOL,X,O,X,O,X,O,X,X,X,X,X,X
JSITOLZ,O,O,X,X,X,O,O,X,X,X,X,O
JSITOZL,O,O,X,X,X,O,O,X,X,X,X,X
JSILTZO,O,O,O,O,X,O,O,X,X,X,X,X
JSILTOZ,O,O,O,X,X,O,O,X,O,X,X,O
JSILZTO,O,O,O,O,X,O,O,X,X,O,X,X
JSILZOT,X,O,O,O,X,O,X,X,X,X,X,X
JSILOTZ,O,X,O,X,X,O,O,X,O,X,X,X
JSILOZT,O,X,X,X,X,O,O,X,O,X,X,X
JSIZTLO,O,O,O,O,X,X,X,X,X,O,X,X
JSIZTOL,X,O,X,O,X,O,X,X,X,X,X,X
JSIZLTO,O,O,O,O,X,X,X,X,X,O,X,X
JSIZLOT,X,O,O,O,X,X,X,X,X,X,X,X
JSIZOTL,X,X,X,O,X,O,X,X,X,X,X,X
JSIZOLT,X,O,X,O,X,X,X,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,O,O,X,O,X,X,X
JSIOTZL,O,X,X,X,X,O,O,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,O,O,X,O,X,X,X
JSIOLZT,O,X,X,X,X,O,O,X,O,X,X,X
JSIOZTL,O,X,X,X,X,O,O,X,X,X,X,X
JSIOZLT,O,X,X,X,X,X,X,X,O,X,X,X
JSLTIZO,O,O,O,O,X,O,O,O,X,O,X,X
JSLTIOZ,O,O,O,X,X,O,O,X,O,O,O,O
JSLTZIO,O,O,O,O,O,O,O,O,X,O,X,X
JSLTZOI,O,O,O,O,O,O,O,X,O,O,O,X
JSLTOIZ,O,O,O,X,X,O,O,X,O,O,O,O
JSLTOZI,O,O,O,O,O,O,O,X,O,O,O,X
JSLITZO,O,O,O,O,X,O,O,O,X,X,X,X
JSLITOZ,O,O,O,X,X,O,O,X,O,X,X,O
JSLIZTO,O,O,O,O,X,O,O,O,X,O,X,X
JSLIZOT,X,O,O,O,X,O,X,X,X,X,X,X
JSLIOTZ,O,X,O,X,X,O,O,X,O,X,X,X
JSLIOZT,O,X,O,X,X,O,O,X,O,X,X,X
JSLZTIO,O,O,O,O,O,O,O,O,X,O,X,X
JSLZTOI,O,O,O,O,O,O,O,X,O,O,X,X
JSLZITO,O,O,O,O,O,O,O,O,X,O,X,X
JSLZIOT,O,O,O,O,X,O,X,X,X,X,X,X
JSLZOTI,O,O,O,O,X,O,O,O,O,O,X,X
JSLZOIT,O,O,O,O,X,O,O,O,O,X,X,X
JSLOTIZ,O,O,O,X,X,O,O,O,O,X,O,X
JSLOTZI,O,O,O,O,X,O,O,O,O,X,O,X
JSLOITZ,O,X,O,X,X,O,O,O,O,X,X,X
JSLOIZT,O,X,O,X,X,O,O,O,O,X,X,X
JSLOZTI,O,O,O,X,X,O,O,O,O,O,X,X
JSLOZIT,O,O,O,X,X,O,O,O,O,X,X,X
JSZTILO,O,O,O,O,O,X,X,X,X,O,X,X
JSZTIOL,O,O,X,O,O,O,X,X,X,X,X,X
JSZTLIO,O,O,O,O,O,O,O,O,X,O,X,X
JSZTLOI,O,O,O,O,O,O,O,X,X,O,X,X
JSZTOIL,O,O,O,O,O,O,O,O,X,X,X,X
JSZTOLI,O,O,O,O,O,O,O,O,X,O,X,X
JSZITLO,O,O,O,O,O,X,X,X,X,O,X,X
JSZITOL,O,O,X,O,O,O,X,X,X,X,X,X
JSZILTO,O,O,O,O,O,X,X,X,X,O,X,X
JSZILOT,O,O,O,O,X,X,X,X,X,X,X,X
JSZIOTL,O,O,X,O,X,O,X,X,X,X,X,X
JSZIOLT,O,O,X,O,X,X,X,X,X,X,X,X
JSZLTIO,O,O,O,O,O,O,O,O,X,O,X,X
JSZLTOI,O,O,O,O,O,O,O,X,O,O,X,X
JSZLITO,O,O,O,O,O,O,O,O,X,O,X,X
JSZLIOT,O,O,O,O,X,O,X,X,X,X,X,X
JSZLOTI,O,O,O,O,X,O,O,O,O,O,X,X
JSZLOIT,O,O,O,O,X,O,O,O,O,X,X,X
JSZOTIL,O,O,O,O,X,O,O,O,X,X,X,X
JSZOTLI,O,O,O,O,X,O,O,O,X,O,X,X
JSZOITL,O,O,O,O,X,O,O,O,X,X,X,X
JSZOILT,O,O,O,O,X,X,X,X,O,X,X,X
JSZOLTI,O,O,O,O,X,O,O,O,O,O,X,X
JSZOLIT,O,O,O,O,X,O,O,O,O,X,X,X
JSOTILZ,O,O,O,X,X,O,O,X,O,X,O,X
JSOTIZL,O,O,O,X,X,O,O,O,X,X,O,X
JSOTLIZ,O,O,O,X,X,O,O,O,O,O,O,X
JSOTLZI,O,O,O,O,X,O,O,O,O,O,O,X
JSOTZIL,O,O,O,O,X,O,O,O,X,X,O,X
JSOTZLI,O,O,O,O,X,O,O,O,X,O,O,X
JSOITLZ,O,O,O,X,X,O,O,X,O,X,O,X
JSOITZL,O,O,O,X,X,O,O,O,X,X,O,X
JSOILTZ,O,O,O,X,X,O,O,X,O,X,X,X
JSOILZT,O,O,O,X,X,O,O,X,O,X,X,X
JSOIZTL,O,O,O,X,X,O,O,O,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X,X,O,X,X,X
JSOLTIZ,O,O,O,X,X,O,O,O,O,X,O,X
JSOLTZI,O,O,O,O,X,O,O,O,O,X,O,X
JSOLITZ,O,O,O,X,X,O,O,O,O,X,X,X
JSOLIZT,O,O,O,X,X,O,O,O,O,X,X,X
JSOLZTI,O,O,O,X,X,O,O,O,O,O,X,X
JSOLZIT,O,O,O,X,X,O,O,O,O,X,X,X
JSOZTIL,O,O,O,X,X,O,O,O,X,X,X,X
JSOZTLI,O,O,O,X,X,O,O,O,X,O,X,X
JSOZITL,O,O,O,X,X,O,O,O,X,X,X,X
JSOZILT,O,O,O,X,X,X,X,X,O,X,X,X
JSOZLTI,O,O,O,X,X,O,O,O,O,O,X,X
JSOZLIT,O,O,O,X,X,O,O,O,O,X,X,X
JZTILSO,X,O,O,O,O,X,X,O,X,O,X,X
JZTILOS,X,X,O,O,O,X,X,O,X,O,X,O
JZTISLO,X,O,O,O,O,X,X,X,X,O,X,X
JZTISOL,X,O,X,O,O,X,X,X,X,X,X,X
JZTIOLS,X,X,O,O,O,O,X,O,X,O,X,O
JZTIOSL,X,O,O,O,O,O,X,O,X,X,X,X
JZTLISO,X,O,O,O,O,X,O,O,X,O,X,X
JZTLIOS,X,X,O,O,O,O,X,O,X,O,X,O
JZTLSIO,X,O,O,O,O,X,O,O,X,O,X,X
JZTLSOI,X,O,O,O,O,X,O,X,X,O,X,X
JZTLOIS,X,X,O,O,O,O,O,O,X,O,X,O
JZTLOSI,X,O,O,X,O,X,O,O,X,O,X,X
JZTSILO,X,O,O,O,O,X,X,X,X,O,X,X
JZTSIOL,X,O,X,O,O,O,X,X,X,X,X,X
JZTSLIO,X,O,O,O,O,O,O,O,X,O,X,X
JZTSLOI,X,O,O,O,O,O,O,X,X,O,O,X
JZTSOIL,X,O,O,O,O,O,O,O,X,X,O,X
JZTSOLI,X,O,O,O,O,O,O,O,X,O,O,X
JZTOILS,X,O,O,O,O,O,O,O,X,O,X,O
JZTOISL,X,O,O,O,O,O,O,O,X,X,O,X
JZTOLIS,X,O,O,O,O,O,O,O,X,O,X,O
JZTOLSI,X,O,O,O,O,X,O,O,X,O,X,X
JZTOSIL,X,O,O,O,O,O,O,O,X,X,O,X
JZTOSLI,X,O,O,O,O,O,O,O,X,O,O,X
JZITLSO,X,O,O,O,O,X,X,O,X,O,X,X
JZITLOS,X,X,O,O,O,X,X,O,X,O,X,O
JZITSLO,X,O,O,O,O,X,X,X,X,O,X,X
JZITSOL,X,O,X,O,O,X,X,X,X,X,X,X
JZITOLS,X,X,O,O,O,O,X,O,X,O,X,O
JZITOSL,X,O,O,O,O,O,X,O,X,X,X,X
JZILTSO,X,O,O,O,O,X,X,O,X,O,X,X
JZILTOS,X,X,O,O,O,O,X,O,X,O,X,O
JZILSTO,O,O,O,O,O,O,X,O,X,O,X,X
JZILSOT,X,O,O,O,X,O,X,X,X,X,X,X
JZILOTS,X,X,O,O,O,O,X,O,X,O,X,X
JZILOST,X,O,O,O,X,O,X,O,X,X,X,X
JZISTLO,O,O,O,O,O,X,X,X,X,O,X,X
JZISTOL,X,O,X,O,O,O,X,X,X,X,X,X
JZISLTO,O,O,O,O,O,X,X,X,X,O,X,X
JZISLOT,X,O,O,O,X,X,X,X,X,X,X,X
JZISOTL,X,O,X,O,X,O,X,X,X,X,X,X
JZISOLT,X,O,X,O,X,X,X,X,X,X,X,X
JZIOTLS,X,O,O,O,O,O,X,O,X,O,X,X
JZIOTSL,X,O,O,O,O,O,X,O,X,X,X,X
JZIOLTS,X,X,O,O,O,O,X,O,X,O,X,X
JZIOLST,X,O,O,O,X,O,X,O,X,X,X,X
JZIOSTL,X,O,O,O,X,O,X,O,X,X,X,X
JZIOSLT,X,O,O,O,X,X,X,X,X,X,X,X
JZLTISO,X,O,O,O,O,X,O,O,X,O,X,X
JZLTIOS,X,X,O,O,O,O,X,O,X,O,X,O
JZLTSIO,X,O,O,O,O,X,O,O,X,O,X,X
JZLTSOI,X,O,O,O,O,X,O,X,O,O,X,X
JZLTOIS,X,X,O,O,O,O,O,O,O,O,X,O
JZLTOSI,X,O,O,X,O,X,O,O,O,O,X,X
JZLITSO,X,O,O,O,O,X,O,O,X,O,X,X
JZLITOS,X,X,O,O,O,O,X,O,X,O,X,O
JZLISTO,O,O,O,O,O,O,O,O,X,O,X,X
JZLISOT,X,O,O,O,X,O,X,X,X,X,X,X
JZLIOTS,X,X,O,O,O,O,X,O,X,O,X,X
JZLIOST,X,O,O,O,X,O,X,O,X,X,X,X
JZLSTIO,O,O,O,O,O,O,O,O,X,O,X,X
JZLSTOI,O,O,O,O,O,O,O,X,O,O,X,X
JZLSITO,O,O,O,O,O,O,O,O,X,O,X,X
JZLSIOT,X,O,O,O,X,O,X,X,X,X,X,X
JZLSOTI,O,O,O,O,X,O,O,O,O,O,X,X
JZLSOIT,O,O,O,O,X,O,O,O,O,X,X,X
JZLOTIS,X,O,O,O,O,O,O,O,O,O,X,X
JZLOTSI,X,O,O,X,O,X,O,O,O,O,X,X
JZLOITS,X,X,O,O,O,O,O,O,O,O,X,X
JZLOIST,O,O,O,O,X,O,O,O,O,X,X,X
JZLOSTI,O,O,O,O,X,O,O,O,O,O,X,X
JZLOSIT,O,O,O,O,X,O,O,O,O,X,X,X
JZSTILO,O,O,O,O,O,X,X,X,X,O,X,X
JZSTIOL,X,O,X,O,O,O,X,X,X,X,X,X
JZSTLIO,O,O,O,O,O,O,O,O,X,O,X,X
JZSTLOI,O,O,O,O,O,O,O,X,X,O,X,X
JZSTOIL,O,O,O,O,O,O,O,O,X,X,X,X
JZSTOLI,O,O,O,O,O,O,O,O,X,O,X,X
JZSITLO,O,O,O,O,O,X,X,X,X,O,X,X
JZSITOL,X,O,X,O,O,O,X,X,X,X,X,X
JZSILTO,O,O,O,O,O,X,X,X,X,O,X,X
JZSILOT,X,O,O,O,X,X,X,X,X,X,X,X
JZSIOTL,X,O,X,O,X,O,X,X,X,X,X,X
JZSIOLT,X,O,X,O,X,X,X,X,X,X,X,X
JZSLTIO,O,O,O,O,O,O,O,O,X,O,X,X
JZSLTOI,O,O,O,O,O,O,O,X,O,O,X,X
JZSLITO,O,O,O,O,O,O,O,O,X,O,X,X
JZSLIOT,X,O,O,O,X,O,X,X,X,X,X,X
JZSLOTI,O,O,O,O,X,O,O,O,O,O,X,X
JZSLOIT,O,O,O,O,X,O,O,O,O,X,X,X
JZSOTIL,O,O,O,O,X,O,O,O,X,X,X,X
JZSOTLI,O,O,O,O,X,O,O,O,X,O,X,X
JZSOITL,O,O,O,O,X,O,O,O,X,X,X,X
JZSOILT,O,O,O,O,X,X,X,X,O,X,X,X
JZSOLTI,O,O,O,O,X,O,O,O,O,O,X,X
JZSOLIT,O,O,O,O,X,O,O,O,O,X,X,X
JZOTILS,X,O,O,O,O,O,O,O,X,O,X,X
JZOTISL,X,O,O,O,O,O,O,O,X,X,O,X
JZOTLIS,X,O,O,O,O,O,O,O,X,O,X,X
JZOTLSI,X,O,O,O,O,X,O,O,X,O,X,X
JZOTSIL,X,O,O,O,O,O,O,O,X,X,O,X
JZOTSLI,X,O,O,O,O,O,O,O,X,O,O,X
JZOITLS,X,O,O,O,O,O,O,O,X,O,X,X
JZOITSL,X,O,O,O,O,O,O,O,X,X,O,X
JZOILTS,X,X,O,O,O,O,O,O,O,O,X,X
JZOILST,O,O,O,O,X,O,O,O,O,X,X,X
JZOISTL,O,O,O,O,X,O,O,O,X,X,X,X
JZOISLT,O,O,O,O,X,X,X,X,O,X,X,X
JZOLTIS,X,O,O,O,O,O,O,O,O,O,X,X
JZOLTSI,X,O,O,O,O,X,O,O,O,O,X,X
JZOLITS,X,X,O,O,O,O,O,O,O,O,X,X
JZOLIST,O,O,O,O,X,O,O,O,O,X,X,X
JZOLSTI,O,O,O,O,X,O,O,O,O,O,X,X
JZOLSIT,O,O,O,O,X,O,O,O,O,X,X,X
JZOSTIL,O,O,O,O,X,O,O,O,X,X,X,X
JZOSTLI,O,O,O,O,X,O,O,O,X,O,X,X
JZOSITL,O,O,O,O,X,O,O,O,X,X,X,X
JZOSILT,O,O,O,O,X,X,X,X,O,X,X,X
JZOSLTI,O,O,O,O,X,O,O,O,O,O,X,X
JZOSLIT,O,O,O,O,X,O,O,O,O,X,X,X
JOTILSZ,O,O,O,X,X,O,O,O,O,O,O,O
JOTILZS,X,O,O,O,O,O,O,O,O,O,X,O
JOTISLZ,O,O,O,X,X,O,O,X,O,X,O,O
JOTISZL,O,O,O,X,X,O,O,O,X,X,O,X
JOTIZLS,X,O,O,X,O,O,O,O,X,O,X,O
JOTIZSL,X,O,O,X,O,O,O,O,X,X,O,X
JOTLISZ,O,O,O,X,X,O,O,O,O,O,O,O
JOTLIZS,X,O,O,O,O,O,O,O,O,O,X,O
JOTLSIZ,O,O,O,X,X,O,O,O,O,O,O,O
JOTLSZI,O,O,O,O,O,O,O,O,O,O,O,X
JOTLZIS,X,O,O,O,O,O,O,O,O,O,X,O
JOTLZSI,X,O,O,X,O,X,O,O,O,O,X,X
JOTSILZ,O,O,O,X,X,O,O,X,O,X,O,O
JOTSIZL,O,O,O,X,X,O,O,O,X,X,O,X
JOTSLIZ,O,O,O,X,X,O,O,O,O,O,O,O
JOTSLZI,O,O,O,O,O,O,O,O,O,O,O,X
JOTSZIL,O,O,O,O,O,O,O,O,X,X,O,X
JOTSZLI,O,O,O,O,O,O,O,O,X,O,O,X
JOTZILS,X,O,O,O,O,O,O,O,X,O,X,O
JOTZISL,X,O,O,X,O,O,O,O,X,X,O,X
JOTZLIS,X,O,O,O,O,O,O,O,X,O,X,O
JOTZLSI,X,O,O,X,O,X,O,O,X,O,X,X
JOTZSIL,X,O,O,X,O,O,O,O,X,X,O,X
JOTZSLI,X,O,O,X,O,O,O,O,X,O,O,X
JOITLSZ,O,O,O,X,X,O,O,O,O,O,O,O
JOITLZS,X,O,O,O,X,O,O,O,O,O,X,O
JOITSLZ,O,O,O,X,X,O,O,X,O,X,O,O
JOITSZL,O,O,O,X,X,O,O,O,X,X,O,X
JOITZLS,X,O,O,X,X,O,O,O,X,O,X,O
JOITZSL,X,O,O,X,X,O,O,O,X,X,O,X
JOILTSZ,O,X,O,X,X,O,O,O,O,X,O,O
JOILTZS,X,X,O,O,X,O,O,O,O,X,X,O
JOILSTZ,O,X,O,X,X,O,O,O,O,X,X,X
JOILSZT,O,X,O,X,X,O,O,O,O,X,X,X
JOILZTS,X,X,O,O,X,O,O,O,O,O,X,X
JOILZST,O,X,O,O,X,O,O,O,O,X,X,X
JOISTLZ,O,O,O,X,X,O,O,X,O,X,O,X
JOISTZL,O,O,O,X,X,O,O,O,X,X,O,X
JOISLTZ,O,O,O,X,X,O,O,X,O,X,X,X
JOISLZT,O,O,O,X,X,O,O,X,O,X,X,X
JOISZTL,O,O,O,X,X,O,O,O,X,X,X,X
JOISZLT,O,O,O,X,X,X,X,X,O,X,X,X
JOIZTLS,X,O,O,O,X,O,O,O,X,O,X,X
JOIZTSL,X,O,O,X,X,O,O,O,X,X,O,X
JOIZLTS,X,X,O,O,X,O,O,O,O,O,X,X
JOIZLST,O,O,O,O,X,O,O,O,O,X,X,X
JOIZSTL,O,O,O,O,X,O,O,O,X,X,X,X
JOIZSLT,O,O,O,O,X,X,X,X,O,X,X,X
JOLTISZ,O,O,O,X,X,O,O,O,O,X,O,O
JOLTIZS,X,O,O,O,O,O,O,O,O,X,X,O
JOLTSIZ,O,O,O,X,X,O,O,O,O,X,O,O
JOLTSZI,O,O,O,O,O,O,O,O,O,X,O,X
JOLTZIS,X,O,O,O,O,O,O,O,O,X,X,O
JOLTZSI,X,O,O,X,O,X,O,O,O,X,X,X
JOLITSZ,O,X,O,X,X,O,O,O,O,X,O,O
JOLITZS,X,X,O,O,X,O,O,O,O,X,X,O
JOLISTZ,O,X,O,X,X,O,O,O,O,X,X,X
JOLISZT,O,X,O,X,X,O,O,O,O,X,X,X
JOLIZTS,X,X,O,O,X,O,O,O,O,O,X,X
JOLIZST,O,X,O,O,X,O,O,O,O,X,X,X
JOLSTIZ,O,O,O,X,X,O,O,O,O,X,O,X
JOLSTZI,O,O,O,O,X,O,O,O,O,X,O,X
JOLSITZ,O,O,O,X,X,O,O,O,O,X,X,X
JOLSIZT,O,O,O,X,X,O,O,O,O,X,X,X
JOLSZTI,O,O,O,X,X,O,O,O,O,O,X,X
JOLSZIT,O,O,O,X,X,O,O,O,O,X,X,X
JOLZTIS,X,O,O,O,O,O,O,O,O,O,X,X
JOLZTSI,X,O,O,X,O,X,O,O,O,O,X,X
JOLZITS,X,X,O,O,O,O,O,O,O,O,X,X
JOLZIST,O,O,O,O,X,O,O,O,O,X,X,X
JOLZSTI,O,O,O,O,X,O,O,O,O,O,X,X
JOLZSIT,O,O,O,O,X,O,O,O,O,X,X,X
JOSTILZ,O,O,O,X,X,O,O,X,O,X,O,X
JOSTIZL,O,O,O,X,X,O,O,O,X,X,O,X
JOSTLIZ,O,O,O,X,X,O,O,O,O,O,O,X
JOSTLZI,O,O,O,O,X,O,O,O,O,O,O,X
JOSTZIL,O,O,O,O,X,O,O,O,X,X,O,X
JOSTZLI,O,O,O,O,X,O,O,O,X,O,O,X
JOSITLZ,O,O,O,X,X,O,O,X,O,X,O,X
JOSITZL,O,O,O,X,X,O,O,O,X,X,O,X
JOSILTZ,O,O,O,X,X,O,O,X,O,X,X,X
JOSILZT,O,O,O,X,X,O,O,X,O,X,X,X
JOSIZTL,O,O,O,X,X,O,O,O,X,X,X,X
JOSIZLT,O,O,O,X,X,X,X,X,O,X,X,X
JOSLTIZ,O,O,O,X,X,O,O,O,O,X,O,X
JOSLTZI,O,O,O,O,X,O,O,O,O,X,O,X
JOSLITZ,O,O,O,X,X,O,O,O,O,X,X,X
JOSLIZT,O,O,O,X,X,O,O,O,O,X,X,X
JOSLZTI,O,O,O,X,X,O,O,O,O,O,X,X
JOSLZIT,O,O,O,X,X,O,O,O,O,X,X,X
JOSZTIL,O,O,O,X,X,O,O,O,X,X,X,X
JOSZTLI,O,O,O,X,X,O,O,O,X,O,X,X
JOSZITL,O,O,O,X,X,O,O,O,X,X,X,X
JOSZILT,O,O,O,X,X,X,X,X,O,X,X,X
JOSZLTI,O,O,O,X,X,O,O,O,O,O,X,X
JOSZLIT,O,O,O,X,X,O,O,O,O,X,X,X
JOZTILS,X,O,O,O,O,O,O,O,X,O,X,X
JOZTISL,X,O,O,X,O,O,O,O,X,X,O,X
JOZTLIS,X,O,O,O,O,O,O,O,X,O,X,X
JOZTLSI,X,O,O,X,O,X,O,O,X,O,X,X
JOZTSIL,X,O,O,X,O,O,O,O,X,X,O,X
JOZTSLI,X,O,O,X,O,O,O,O,X,O,O,X
JOZITLS,X,O,O,O,O,O,O,O,X,O,X,X
JOZITSL,X,O,O,X,O,O,O,O,X,X,O,X
JOZILTS,X,X,O,O,O,O,O,O,O,O,X,X
JOZILST,O,O,O,O,X,O,O,O,O,X,X,X
JOZISTL,O,O,O,O,X,O,O,O,X,X,X,X
JOZISLT,O,O,O,O,X,X,X,X,O,X,X,X
JOZLTIS,X,O,O,O,O,O,O,O,O,O,X,X
JOZLTSI,X,O,O,X,O,X,O,O,O,O,X,X
JOZLITS,X,X,O,O,O,O,O,O,O,O,X,X
JOZLIST,O,O,O,O,X,O,O,O,O,X,X,X
JOZLSTI,O,O,O,O,X,O,O,O,O,O,X,X
JOZLSIT,O,O,O,O,X,O,O,O,O,X,X,X
JOZSTIL,O,O,O,O,X,O,O,O,X,X,X,X
JOZSTLI,O,O,O,O,X,O,O,O,X,O,X,X
JOZSITL,O,O,O,O,X,O,O,O,X,X,X,X
JOZSILT,O,O,O,O,X,X,X,X,O,X,X,X
JOZSLTI,O,O,O,O,X,O,O,O,O,O,X,X
JOZSLIT,O,O,O,O,X,O,O,O,O,X,X,X
STILJZO,X,O,X,O,X,O,X,X,X,O,X,X
STILJOZ,X,O,X,X,X,O,X,X,X,O,O,X
STILZJO,O,O,X,O,X,O,X,X,X,O,X,X
STILZOJ,O,O,X,O,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,X,O,X,X,X,O,O,X
STILOZJ,O,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,X,O,X,O,X,O,X,X,X,O,X,X
STIJLOZ,X,O,X,X,X,O,X,X,X,O,O,X
STIJZLO,X,O,X,O,X,X,X,X,X,O,X,X
STIJZOL,X,O,X,O,X,O,X,X,X,X,X,X
